SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1338.65,1371.5,1338.65,1359.85,1353.65,1349.4,439,32401,43560463,,INE117A01022,12-Oct-17,,
500003,AEGIS LOGIS ,A ,Q,227.3,230.45,223.3,226.5,226.5,226.2,390,16101,3629245,,INE208C01025,12-Oct-17,,
500008,AMAR RAJA BA,A ,Q,685,696,678.4,693.4,693.4,680.75,1435,38957,26818774,,INE885A01032,12-Oct-17,,
500009,A.SARABHAI  ,XD,Q,9.01,10.24,9.01,10.03,10.03,9.32,260,190398,1901841,,INE432A01017,12-Oct-17,,
500010,HDFC        ,A ,Q,1750.45,1758,1741.55,1755.2,1754.5,1750.25,789,61532,107925615,,INE001A01036,12-Oct-17,,
500012,ANDHRA PETRO,ST,Q,43,43.5,40.85,41.15,41.05,42.95,123,37590,1552162,,INE714B01016,12-Oct-17,,
500013,ANSAL INFRAS,B ,Q,21,21.5,20.85,21,21.2,20.95,211,106125,2236594,,INE436A01026,12-Oct-17,,
500014,APPLE FINANC,XT,Q,4.99,4.99,4.9,4.9,4.9,4.99,14,1252,6143,,INE096A01010,12-Oct-17,,
500020,BOM DYEING  ,A ,Q,213.75,213.75,213.75,213.75,213.75,224.95,198,12346,2638957,,INE032A01023,12-Oct-17,,
500023,ASIANHOTNR  ,B ,Q,119.2,120.95,116.75,119.85,120.95,121.3,15,2370,281048,,INE363A01022,12-Oct-17,,
500024,ASSAMCO     ,B ,Q,4.25,4.35,4.2,4.23,4.23,4.3,59,53951,229123,,INE442A01024,12-Oct-17,,
500027,ATUL LTD.   ,A ,Q,2316.05,2385,2316,2374.25,2374.25,2325.25,150,5943,13872689,,INE100A01010,12-Oct-17,,
500028,ATV PROJECTS,XT,Q,9.4,9.4,9.39,9.4,9.4,8.96,34,17705,166425,,INE447A01015,12-Oct-17,,
500029,AUTOLITE(I) ,T ,Q,77.8,82,77.75,78,79.7,81,64,12983,1025521,,INE448A01013,12-Oct-17,,
