Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,27042022,1025310024,0002045"
"Trade Date <27-APR-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,137362,71334,51.93"
"20,2,21STCENMGM,EQ,5491,5293,96.39"
"20,3,3IINFOLTD,EQ,553416,316606,57.21"
"20,4,3MINDIA,EQ,1072,620,57.84"
"20,5,579GS2030,GS,50,50,100.00"
"20,6,5PAISA,EQ,59033,23961,40.59"
"20,7,610GS2031,GS,10,10,100.00"
"20,8,654GS2032,GS,171,171,100.00"
"20,9,667GS2035,GS,6104,6103,99.98"
"20,10,667GS2050,GS,934,932,99.79"
"20,11,676GS2061,GS,217,217,100.00"
"20,12,68GS2060,GS,32,32,100.00"
"20,13,699GS2051,GS,6,6,100.00"
"20,14,726GS2029,GS,500,500,100.00"
"20,15,732GS2024,GS,300,300,100.00"
"20,16,824GS2027,GS,1001,1000,99.90"
"20,17,835GS2022,GS,1000,1000,100.00"
"20,18,A2ZINFRA,EQ,1078195,529785,49.14"
"20,19,AAATECH,SM,3000,3000,100.00"
"20,20,AAKASH,EQ,348154,254926,73.22"
"20,21,AAREYDRUGS,EQ,22215,14476,65.16"
"20,22,AARON,EQ,3105,1549,49.89"
"20,23,AARTIDRUGS,EQ,120476,64661,53.67"
"20,24,AARTIIND,EQ,785761,439601,55.95"
"20,25,AARTISURF,EQ,12554,7198,57.34"
"20,26,AARVEEDEN,EQ,16866,13596,80.61"
"20,27,AARVI,EQ,11252,8840,78.56"
"20,28,AAVAS,EQ,61838,21788,35.23"
"20,29,ABAN,EQ,761901,296194,38.88"
"20,30,ABB,EQ,111258,50682,45.55"
"20,31,ABBOTINDIA,EQ,5848,2356,40.29"
"20,32,ABCAPITAL,EQ,14264782,4708960,33.01"
"20,33,ABCOTS,SM,48000,40000,83.33"
"20,34,ABFRL,EQ,1885566,923428,48.97"
"20,35,ABMINTLLTD,EQ,2546,539,21.17"
"20,36,ABSLAMC,EQ,155921,56443,36.20"
"20,37,ABSLBANETF,EQ,17176,5440,31.67"
"20,38,ABSLNN50ET,EQ,3988,3516,88.16"
"20,39,ACC,EQ,1043493,415577,39.83"
"20,40,ACCELYA,EQ,16861,5500,32.62"
"20,41,ACCORD,SM,4000,4000,100.00"
"20,42,ACCURACY,EQ,30770,14868,48.32"
"20,43,ACE,EQ,628853,215119,34.21"
"20,44,ACEINTEG,SM,4500,4500,100.00"
"20,45,ACRYSIL,EQ,25545,12066,47.23"
"20,46,ADANIENT,EQ,2559876,572416,22.36"
"20,47,ADANIGREEN,EQ,982473,397475,40.46"
"20,48,ADANIPORTS,EQ,20793885,3638970,17.50"
"20,49,ADANIPOWER,EQ,44895283,13658523,30.42"
"20,50,ADANITRANS,EQ,603568,193263,32.02"
"20,51,ADFFOODS,EQ,5247,2790,53.17"
"20,52,ADORWELD,EQ,8219,5424,65.99"
"20,53,ADSL,EQ,314054,141158,44.95"
"20,54,ADVANIHOTR,EQ,244652,125112,51.14"
"20,55,ADVENZYMES,EQ,74323,29713,39.98"
"20,56,AEGISCHEM,EQ,448178,242541,54.12"
"20,57,AFFLE,EQ,284625,130258,45.76"
"20,58,AGARIND,EQ,90075,51067,56.69"
"20,59,AGROPHOS,EQ,1977353,601131,30.40"
"20,60,AGSTRA,EQ,822952,348283,42.32"
"20,61,AHLADA,EQ,22107,13645,61.72"
"20,62,AHLEAST,EQ,4986,3231,64.80"
"20,63,AHLUCONT,EQ,31760,15917,50.12"
"20,64,AIAENG,EQ,20492,8541,41.68"
"20,65,AILIMITED,SM,12000,12000,100.00"
"20,66,AIRAN,EQ,357685,251990,70.45"
"20,67,AIROLAM,EQ,5742,3644,63.46"
"20,68,AIRTELPP,E1,390981,337206,86.25"
"20,69,AISL,SM,4800,3600,75.00"
"20,70,AJANTPHARM,EQ,26684,15934,59.71"
"20,71,AJMERA,EQ,79186,33680,42.53"
"20,72,AJOONI,EQ,104360,72379,69.36"
"20,73,AKASH,EQ,17347,17346,99.99"
"20,74,AKG,EQ,4701,3057,65.03"
"20,75,AKSHARCHEM,EQ,9143,5340,58.41"
"20,76,AKSHOPTFBR,EQ,330766,204033,61.68"
"20,77,AKZOINDIA,EQ,4233,2769,65.41"
"20,78,ALANKIT,EQ,423725,307613,72.60"
"20,79,ALBERTDAVD,EQ,76768,16799,21.88"
"20,80,ALEMBICLTD,EQ,147170,71351,48.48"
"20,81,ALICON,EQ,7205,4378,60.76"
"20,82,ALKEM,EQ,21427,8499,39.66"
"20,83,ALKYLAMINE,EQ,32657,16473,50.44"
"20,84,ALLCARGO,EQ,211965,137090,64.68"
"20,85,ALLSEC,EQ,19531,4711,24.12"
"20,86,ALMONDZ,EQ,201896,49999,24.76"
"20,87,ALOKINDS,EQ,82065536,21074314,25.68"
"20,88,ALPA,EQ,64074,36343,56.72"
"20,89,ALPHAGEO,EQ,14390,6332,44.00"
"20,90,AMARAJABAT,EQ,571709,295431,51.68"
"20,91,AMBER,EQ,28476,13585,47.71"
"20,92,AMBICAAGAR,EQ,38683,25175,65.08"
"20,93,AMBIKCO,EQ,40491,23810,58.80"
"20,94,AMBUJACEM,EQ,11121579,4125293,37.09"
"20,95,AMDIND,EQ,64475,36498,56.61"
"20,96,AMIORG,EQ,115745,32873,28.40"
"20,97,AMJLAND,EQ,25212,17952,71.20"
"20,98,AMRUTANJAN,EQ,40700,14249,35.01"
"20,99,ANANDRATHI,EQ,178633,73624,41.22"
"20,100,ANANTRAJ,EQ,1495003,729556,48.80"
"20,101,ANDHRACEMT,EQ,248399,188197,75.76"
"20,102,ANDHRAPAP,EQ,29388,16408,55.83"
"20,103,ANDHRSUGAR,EQ,399155,122921,30.80"
"20,104,ANDREWYU,EQ,1110105,425817,38.36"
"20,105,ANGELONE,EQ,704605,211233,29.98"
"20,106,ANIKINDS,EQ,391923,166007,42.36"
"20,107,ANKITMETAL,EQ,324039,243419,75.12"
"20,108,ANMOL,EQ,20962,10300,49.14"
"20,109,ANSALHSG,EQ,73272,61551,84.00"
"20,110,ANUP,EQ,6202,3142,50.66"
"20,111,ANURAS,EQ,79199,38873,49.08"
"20,112,APARINDS,EQ,16985,7163,42.17"
"20,113,APCL,EQ,19814,10265,51.81"
"20,114,APCOTEXIND,EQ,354974,99269,27.97"
"20,115,APEX,EQ,96719,41683,43.10"
"20,116,APLAPOLLO,EQ,262142,128583,49.05"
"20,117,APLLTD,EQ,291270,98262,33.74"
"20,118,APOLLO,EQ,55124,30912,56.08"
"20,119,APOLLOHOSP,EQ,476441,197063,41.36"
"20,120,APOLLOPIPE,EQ,47103,23418,49.72"
"20,121,APOLLOTYRE,EQ,8443657,1923991,22.79"
"20,122,APOLSINHOT,EQ,976,768,78.69"
"20,123,APTECHT,EQ,77555,23517,30.32"
"20,124,APTUS,EQ,227078,93219,41.05"
"20,125,ARCHIDPLY,EQ,58925,33898,57.53"
"20,126,ARENTERP,EQ,2236,1468,65.65"
"20,127,ARIES,EQ,119595,47029,39.32"
"20,128,ARIHANTCAP,EQ,252127,177986,70.59"
"20,129,ARIHANTSUP,EQ,178128,122228,68.62"
"20,130,ARMANFIN,EQ,9809,4237,43.20"
"20,131,AROGRANITE,EQ,61510,30215,49.12"
"20,132,ARROWGREEN,EQ,24061,15631,64.96"
"20,133,ARSHIYA,EQ,516033,286760,55.57"
"20,134,ARSSINFRA,EQ,28026,16515,58.93"
"20,135,ARTEMISMED,EQ,69164,49996,72.29"
"20,136,ARTNIRMAN,EQ,2674,1376,51.46"
"20,137,ARVIND,EQ,722084,227281,31.48"
"20,138,ARVINDFASN,EQ,93528,47348,50.62"
"20,139,ARVSMART,EQ,47767,31542,66.03"
"20,140,ASAHIINDIA,EQ,32847,13705,41.72"
"20,141,ASAHISONG,EQ,42386,27772,65.52"
"20,142,ASALCBR,EQ,15712,7805,49.68"
"20,143,ASCOM,SM,8000,4000,50.00"
"20,144,ASHAPURMIN,EQ,255545,114150,44.67"
"20,145,ASHIANA,EQ,22886,17980,78.56"
"20,146,ASHIMASYN,EQ,66071,45720,69.20"
"20,147,ASHOKA,EQ,995596,349787,35.13"
"20,148,ASHOKLEY,EQ,9152362,1963650,21.46"
"20,149,ASIANENE,EQ,36380,26681,73.34"
"20,150,ASIANHOTNR,EQ,34617,15411,44.52"
"20,151,ASIANPAINT,EQ,963536,471956,48.98"
"20,152,ASIANTILES,EQ,3855348,1250210,32.43"
"20,153,ASPINWALL,EQ,3732,2279,61.07"
"20,154,ASTEC,EQ,13423,3671,27.35"
"20,155,ASTERDM,EQ,2460481,628688,25.55"
"20,156,ASTRAL,EQ,265161,101792,38.39"
"20,157,ASTRAMICRO,EQ,514802,226905,44.08"
"20,158,ASTRAZEN,EQ,6602,3180,48.17"
"20,159,ASTRON,EQ,146264,87368,59.73"
"20,160,ATALREAL,SM,107200,43200,40.30"
"20,161,ATFL,EQ,3535,2274,64.33"
"20,162,ATGL,EQ,345199,177816,51.51"
"20,163,ATLANTA,EQ,20045,10528,52.52"
"20,164,ATUL,EQ,164099,76037,46.34"
"20,165,ATULAUTO,EQ,64001,27951,43.67"
"20,166,AUBANK,EQ,2764360,607471,21.98"
"20,167,AURDIS,SM,12000,12000,100.00"
"20,168,AURIONPRO,EQ,32605,22541,69.13"
"20,169,AUROPHARMA,EQ,1078875,363054,33.65"
"20,170,AUSOMENT,EQ,20303,13199,65.01"
"20,171,AUTOAXLES,EQ,5899,3763,63.79"
"20,172,AVADHSUGAR,EQ,184119,79758,43.32"
"20,173,AVANTIFEED,EQ,84799,42094,49.64"
"20,174,AVG,SM,3600,2400,66.67"
"20,175,AVROIND,EQ,19523,6303,32.28"
"20,176,AVSL,SM,6000,6000,100.00"
"20,177,AVTNPL,EQ,159471,78109,48.98"
"20,178,AWHCL,EQ,58219,29887,51.34"
"20,179,AWL,EQ,37860816,8311576,21.95"
"20,180,AXISBANK,EQ,11485697,6067319,52.82"
"20,181,AXISBNKETF,EQ,6241,6228,99.79"
"20,182,AXISBPSETF,EQ,14134,8486,60.04"
"20,183,AXISCADES,EQ,322835,197603,61.21"
"20,184,AXISCETF,EQ,593,349,58.85"
"20,185,AXISGOLD,EQ,609533,586866,96.28"
"20,186,AXISHCETF,EQ,907,579,63.84"
"20,187,AXISNIFTY,EQ,6116,5462,89.31"
"20,188,AXISTECETF,EQ,4080,3148,77.16"
"20,189,AYMSYNTEX,EQ,29180,18735,64.20"
"20,190,BAFNAPH,EQ,2506,1609,64.21"
"20,191,BAJAJ-AUTO,EQ,541564,136314,25.17"
"20,192,BAJAJCON,EQ,323154,124930,38.66"
"20,193,BAJAJELEC,EQ,40797,15463,37.90"
"20,194,BAJAJFINSV,EQ,341192,90923,26.65"
"20,195,BAJAJHCARE,EQ,24579,12707,51.70"
"20,196,BAJAJHIND,EQ,24481114,11279418,46.07"
"20,197,BAJAJHLDNG,EQ,32665,8686,26.59"
"20,198,BAJFINANCE,EQ,3984357,1582043,39.71"
"20,199,BALAJITELE,EQ,640134,219763,34.33"
"20,200,BALAMINES,EQ,40887,14540,35.56"
"20,201,BALAXI,EQ,6311,2594,41.10"
"20,202,BALKRISHNA,EQ,16638,13966,83.94"
"20,203,BALKRISIND,EQ,634985,309835,48.79"
"20,204,BALMLAWRIE,EQ,183465,91121,49.67"
"20,205,BALPHARMA,EQ,169586,52231,30.80"
"20,206,BALRAMCHIN,EQ,3108755,590806,19.00"
"20,207,BANARBEADS,EQ,284764,76804,26.97"
"20,208,BANARISUG,EQ,1669,844,50.57"
"20,209,BANCOINDIA,EQ,31624,17795,56.27"
"20,210,BANDHANBNK,EQ,5730599,1422522,24.82"
"20,211,BANG,EQ,103809,54955,52.94"
"20,212,BANKA,EQ,70456,46179,65.54"
"20,213,BANKBARODA,EQ,21756038,4129319,18.98"
"20,214,BANKBEES,EQ,852336,528166,61.97"
"20,215,BANKINDIA,EQ,1419803,537416,37.85"
"20,216,BANSWRAS,EQ,17231,9351,54.27"
"20,217,BARBEQUE,EQ,204014,65233,31.97"
"20,218,BASF,EQ,11028,5794,52.54"
"20,219,BASML,EQ,190815,97189,50.93"
"20,220,BATAINDIA,EQ,207039,68630,33.15"
"20,221,BAYERCROP,EQ,29224,27346,93.57"
"20,222,BBETF0432,EQ,7057,5758,81.59"
"20,223,BBL,EQ,17519,8100,46.24"
"20,224,BBOX,EQ,9577,5589,58.36"
"20,225,BBTC,EQ,1639619,170661,10.41"
"20,226,BCP,EQ,254424,196787,77.35"
"20,227,BDL,EQ,1057342,208263,19.70"
"20,228,BEARDSELL,EQ,72058,46737,64.86"
"20,229,BECTORFOOD,EQ,204549,99878,48.83"
"20,230,BEDMUTHA,EQ,42781,19694,46.03"
"20,231,BEL,EQ,4606165,2179832,47.32"
"20,232,BEML,EQ,87316,23994,27.48"
"20,233,BEPL,EQ,280411,126945,45.27"
"20,234,BERGEPAINT,EQ,391242,179326,45.84"
"20,235,BESTAGRO,EQ,102846,22931,22.30"
"20,236,BETA,SM,14000,10600,75.71"
"20,237,BEWLTD,SM,6750,5250,77.78"
"20,238,BFINVEST,EQ,166425,25566,15.36"
"20,239,BFUTILITIE,EQ,1615700,247141,15.30"
"20,240,BGRENERGY,EQ,147152,76276,51.83"
"20,241,BHAGCHEM,EQ,4643,4008,86.32"
"20,242,BHAGERIA,EQ,15749,8500,53.97"
"20,243,BHAGYANGR,EQ,24571,12752,51.90"
"20,244,BHAGYAPROP,EQ,98289,72031,73.28"
"20,245,BHANDARI,EQ,453279,313319,69.12"
"20,246,BHARATFORG,EQ,1054075,524889,49.80"
"20,247,BHARATGEAR,EQ,22312,12385,55.51"
"20,248,BHARATRAS,EQ,2346,1008,42.97"
"20,249,BHARATWIRE,EQ,42999,23634,54.96"
"20,250,BHARTIARTL,EQ,4571399,2647953,57.92"
"20,251,BHEL,EQ,19789916,2562426,12.95"
"20,252,BIGBLOC,EQ,313543,191160,60.97"
"20,253,BIL,EQ,5789,4244,73.31"
"20,254,BINDALAGRO,EQ,986709,455869,46.20"
"20,255,BIOCON,EQ,2724204,949026,34.84"
"20,256,BIOFILCHEM,EQ,17543,9800,55.86"
"20,257,BIRET,RR,47863,42450,88.69"
"20,258,BIRLACABLE,EQ,130119,57287,44.03"
"20,259,BIRLACORPN,EQ,41669,14726,35.34"
"20,260,BIRLAMONEY,EQ,173853,82490,47.45"
"20,261,BIRLATYRE,EQ,5452304,2741601,50.28"
"20,262,BLBLIMITED,EQ,59241,37769,63.75"
"20,263,BLISSGVS,EQ,68759,32158,46.77"
"20,264,BLKASHYAP,EQ,651354,357690,54.91"
"20,265,BLS,EQ,474856,224798,47.34"
"20,266,BLUEDART,EQ,3760,1892,50.32"
"20,267,BLUESTARCO,EQ,27442,10057,36.65"
"20,268,BMETRICS,SM,2400,2400,100.00"
"20,269,BODALCHEM,EQ,364651,164803,45.19"
"20,270,BOMDYEING,EQ,28888817,3954152,13.69"
"20,271,BOROLTD,EQ,58918,28334,48.09"
"20,272,BORORENEW,EQ,894176,310188,34.69"
"20,273,BOSCHLTD,EQ,12430,4801,38.62"
"20,274,BPCL,EQ,3081806,1248758,40.52"
"20,275,BPL,EQ,107425,65719,61.18"
"20,276,BRIGADE,EQ,97956,34070,34.78"
"20,277,BRIGHT,SM,87000,72000,82.76"
"20,278,BRITANNIA,EQ,248769,126318,50.78"
"20,279,BRITANNIA,N2,1359,1229,90.43"
"20,280,BRITANNIA,N3,2146,2146,100.00"
"20,281,BRNL,EQ,25540,14142,55.37"
"20,282,BROOKS,EQ,67233,43540,64.76"
"20,283,BSE,EQ,467150,205321,43.95"
"20,284,BSL,EQ,10980,6588,60.00"
"20,285,BSLGOLDETF,EQ,8392,7430,88.54"
"20,286,BSLNIFTY,EQ,12839,10345,80.57"
"20,287,BSLSENETFG,EQ,1654,1418,85.73"
"20,288,BSOFT,EQ,1730324,374691,21.65"
"20,289,BTML,SM,3600,2400,66.67"
"20,290,BURNPUR,EQ,209960,148009,70.49"
"20,291,BUTTERFLY,EQ,11020,8562,77.70"
"20,292,CALSOFT,EQ,16423,11577,70.49"
"20,293,CAMLINFINE,EQ,181248,88338,48.74"
"20,294,CAMS,EQ,77450,36008,46.49"
"20,295,CANBK,EQ,5465192,1092421,19.99"
"20,296,CANFINHOME,EQ,561400,333839,59.47"
"20,297,CANTABIL,EQ,39100,8895,22.75"
"20,298,CAPACITE,EQ,166314,83694,50.32"
"20,299,CAPLIPOINT,EQ,131446,45506,34.62"
"20,300,CAPTRUST,EQ,35768,16818,47.02"
"20,301,CARBORUNIV,EQ,167603,118325,70.60"
"20,302,CAREERP,EQ,9836,6109,62.11"
"20,303,CARERATING,EQ,1906580,884605,46.40"
"20,304,CARTRADE,EQ,160392,102354,63.81"
"20,305,CASTROLIND,EQ,1006457,632421,62.84"
"20,306,CCCL,EQ,303273,303243,99.99"
"20,307,CCHHL,EQ,19857,13691,68.95"
"20,308,CCL,EQ,487307,180737,37.09"
"20,309,CDSL,EQ,259114,122004,47.09"
"20,310,CEATLTD,EQ,101292,28904,28.54"
"20,311,CEBBCO,EQ,477136,300737,63.03"
"20,312,CELEBRITY,EQ,62794,32433,51.65"
"20,313,CENTENKA,EQ,101000,46740,46.28"
"20,314,CENTEXT,EQ,249109,144211,57.89"
"20,315,CENTRALBK,EQ,1506488,720241,47.81"
"20,316,CENTRUM,EQ,1775289,461178,25.98"
"20,317,CENTUM,EQ,7904,4882,61.77"
"20,318,CENTURYPLY,EQ,58801,30522,51.91"
"20,319,CENTURYTEX,EQ,250405,55960,22.35"
"20,320,CERA,EQ,47164,28491,60.41"
"20,321,CEREBRAINT,EQ,143093,97266,67.97"
"20,322,CESC,EQ,2067556,1050123,50.79"
"20,323,CGCL,EQ,107908,24929,23.10"
"20,324,CGPOWER,EQ,2348607,656252,27.94"
"20,325,CHALET,EQ,135492,32831,24.23"
"20,326,CHAMBLFERT,EQ,2898082,396759,13.69"
"20,327,CHEMBOND,EQ,8220,5687,69.18"
"20,328,CHEMCON,EQ,48096,19871,41.32"
"20,329,CHEMPLASTS,EQ,79163,41722,52.70"
"20,330,CHENNPETRO,EQ,4671622,1358300,29.08"
"20,331,CHOICEIN,EQ,87058,16311,18.74"
"20,332,CHOLAFIN,EQ,1716491,420113,24.48"
"20,333,CHOLAHLDNG,EQ,45380,21133,46.57"
"20,334,CIGNITITEC,EQ,104002,44682,42.96"
"20,335,CINELINE,EQ,67778,62003,91.48"
"20,336,CINEVISTA,EQ,220945,123093,55.71"
"20,337,CIPLA,EQ,1033333,551392,53.36"
"20,338,CLEAN,EQ,50896,23601,46.37"
"20,339,CLEDUCATE,EQ,48874,31012,63.45"
"20,340,CLNINDIA,EQ,31614,17886,56.58"
"20,341,CLSEL,EQ,151296,87363,57.74"
"20,342,CMICABLES,EQ,13505,7801,57.76"
"20,343,CMMIPL,SM,3000,3000,100.00"
"20,344,CMSINFO,EQ,182310,108622,59.58"
"20,345,COALINDIA,EQ,12214126,4079796,33.40"
"20,346,COASTCORP,EQ,38259,14900,38.95"
"20,347,COCHINSHIP,EQ,120187,55188,45.92"
"20,348,COFFEEDAY,EQ,1183551,751530,63.50"
"20,349,COFORGE,EQ,156425,49372,31.56"
"20,350,COLPAL,EQ,516094,302567,58.63"
"20,351,COMPINFO,EQ,213078,118726,55.72"
"20,352,COMPUSOFT,EQ,125234,74227,59.27"
"20,353,CONCOR,EQ,713915,212764,29.80"
"20,354,CONFIPET,EQ,1156078,554539,47.97"
"20,355,CONSOFINVT,EQ,26658,12273,46.04"
"20,356,CONTROLPR,EQ,49043,30379,61.94"
"20,357,COOLCAPS,SM,132000,69000,52.27"
"20,358,CORALFINAC,EQ,30732,21514,70.01"
"20,359,CORDSCABLE,EQ,33491,16725,49.94"
"20,360,COROMANDEL,EQ,255284,76604,30.01"
"20,361,COSMOFILMS,EQ,153675,45774,29.79"
"20,362,COUNCODOS,EQ,138645,97628,70.42"
"20,363,CPSEETF,EQ,2030775,933486,45.97"
"20,364,CRAFTSMAN,EQ,12944,8019,61.95"
"20,365,CREATIVE,EQ,20247,14970,73.94"
"20,366,CREATIVEYE,EQ,501,501,100.00"
"20,367,CREDITACC,EQ,60021,22967,38.26"
"20,368,CREST,EQ,2747,2366,86.13"
"20,369,CRISIL,EQ,29213,11730,40.15"
"20,370,CROMPTON,EQ,632259,325468,51.48"
"20,371,CROWN,EQ,14302,8760,61.25"
"20,372,CSBBANK,EQ,109205,43920,40.22"
"20,373,CTE,EQ,13939,10047,72.08"
"20,374,CUB,EQ,2558395,959473,37.50"
"20,375,CUBEXTUB,EQ,14419,8637,59.90"
"20,376,CUMMINSIND,EQ,365432,174741,47.82"
"20,377,CUPID,EQ,175376,87509,49.90"
"20,378,CYBERTECH,EQ,70048,25621,36.58"
"20,379,CYIENT,EQ,491410,204374,41.59"
"20,380,DAAWAT,EQ,4626708,1470115,31.77"
"20,381,DABUR,EQ,1704589,971392,56.99"
"20,382,DALBHARAT,EQ,118416,34861,29.44"
"20,383,DALMIASUG,EQ,219773,99050,45.07"
"20,384,DAMODARIND,EQ,45317,28292,62.43"
"20,385,DANGEE,EQ,7890,4269,54.11"
"20,386,DATAMATICS,EQ,65807,28817,43.79"
"20,387,DATAPATTNS,EQ,242963,54510,22.44"
"20,388,DBCORP,EQ,130834,63761,48.73"
