Sr.No.,Accord Code,Company Name,CD_ISIN No,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Sector,CD_Industry1,SC_Latest Price Date,CD_Listing Status,SC_Latest Price,SC_Latest Market Cap
1,207635,20 Microns Ltd.,INE144J01027,533022,20MICRONS,20ML IN,MICR.BO,Mining,Mining & Minerals,09-Jun-2017,Listed,39.00,137.62
2,126921,21st Century Management Services Ltd.,INE253B01015,526921,21STCENMGM,TWCMS IN,TWMS.BO,Finance,Finance - Investment,09-Jun-2017,Listed,25.05,26.30
3,132628,3I Infotech Ltd.,INE748C01020,532628,3IINFOTECH,III IN,TIIN.BO,IT,IT - Software ,09-Jun-2017,Listed,4.49,559.44
4,123395,3M India Ltd.,INE470A01017,523395,3MINDIA,3M IN,TMIN.BO,Diversified,Diversified,09-Jun-2017,Listed,13939.90,15703.39
5,218799,500 Shariah,,,SHARIAH500,,,Other,Index,09-Jun-2017,Listed,2717.04,0.00
6,131925,52 Weeks Entertainment Ltd.,INE545N01019,531925,,SSAQ IN,SSAL.BO,Media & Entertainment,Film Production  Distribution & Entertainment,05-Jun-2017,Listed,101.35,353.51
7,126881,63 Moons Technologies Ltd.,INE111B01023,526881,63MOONS,63MOONS IN,FITE.BO,IT,IT - Software ,09-Jun-2017,Listed,68.25,314.49
8,112161,8K Miles Software Services Ltd.,INE650K01021,512161,8KMILES,KMSS IN,8KMS.BO,IT,IT - Software ,09-Jun-2017,Listed,550.75,1680.76
9,207644,A Infrastructure Ltd.,INE534E01012,539620,,AINFRA IN,,Construction Materials,Cement & Construction Materials,25-May-2017,Listed,33.60,35.82
10,207654,A2Z Infra Engineering Ltd.,INE619I01012,533292,A2ZINFRA,A2ZL IN,ATOZ.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,42.50,616.57
11,131611,Aadhaar Ventures India Ltd.,INE063D01030,531611,,AVIL IN,AADH.BO,Trading,Trading,09-Jun-2017,Listed,0.72,11.31
12,130027,Aadi Industries Ltd.,INE563D01013,530027,,AADI IN,AADI.BO,Plastic Products,Plastic Products,29-May-2017,Listed,1.07,1.07
13,270100,Aananda Lakshmi Spinning Mills Ltd.,INE197R01010,539096,,ALSM IN,AANA.BO,Textile ,Textile - Spinning,08-Jun-2017,Listed,4.90,1.71
14,271851,Aanchal Ispat Ltd.,INE322R01014,538812,,AAN IN,AANC.BO,Automobile & Ancillaries,Castings/Forgings,09-Jun-2017,Listed,12.90,26.90
15,124412,Aarey Drugs & Pharmaceuticals Ltd.,INE198H01019,524412,,AD IN,ADPH.BO,Trading,Trading,09-Jun-2017,Listed,116.50,210.69
16,124348,Aarti Drugs Ltd.,INE767A01016,524348,AARTIDRUGS,ARTD IN,ADRG.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,498.05,1206.13
17,124208,Aarti Industries Ltd.,INE769A01020,524208,AARTIIND,ARTO IN,ARTI.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,900.55,7395.35
18,114274,Aarvee Denims & Exports Ltd.,INE273D01019,514274,AARVEEDEN,ARV IN,AADM.BO,Textile ,Textile - Weaving,09-Jun-2017,Listed,61.15,143.46
19,131731,Aarya Global Shares and Securities Ltd.,INE233H01030,531731,,ARGS IN,ARYA.BO,Finance,Finance - Stock Broking,02-May-2017,Listed,0.46,1.00
20,119319,Aashee Infotech Ltd.,INE847M01011,519319,,AIL IN,AASH.BO,Trading,Trading,20-Jan-2017,Listed,2.48,0.92
21,236023,Aayush Food & Herbs Ltd.,INE430R01015,539528,,AAYF IN,AAYU.BO,Healthcare,Pharmaceuticals & Drugs,08-Jun-2017,Listed,48.55,15.75
22,123204,Aban Offshore Ltd.,INE421A01028,523204,ABAN,ABAN IN,ABAN.BO,Crude Oil,Oil Exploration,09-Jun-2017,Listed,183.15,1068.96
23,100002,ABB India Ltd.,INE117A01022,500002,ABB,ABB IN,ABB.BO,Capital Goods,Electric Equipment,09-Jun-2017,Listed,1456.70,30868.69
24,100488,Abbott India Ltd.,INE358A01014,500488,ABBOTINDIA,BOOT IN,ABOT.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,4237.20,9003.75
25,105665,ABC Bearings Ltd.,INE779A01011,505665,ANTFRIBEAR,ABCL IN,ABCB.BO,Automobile & Ancillaries,Bearings,09-Jun-2017,Listed,171.25,197.79
26,113119,ABC Gas (International) Ltd.,INE173M01012,513119,,ABCG IN,ABGI.BO,Non - Ferrous Metals,Metal - Non Ferrous ,29-May-2017,Listed,23.90,4.73
27,120123,ABC India Ltd.,INE125D01011,520123,,ABCI IN,ABCI.BO,Logistics,Logistics,09-Jun-2017,Listed,93.00,50.38
28,132682,ABG Shipyard Ltd.,INE067H01016,532682,ABGSHIP,ABGS IN,ABGS.BO,Ship Building,Ship Building,09-Jun-2017,Listed,10.28,102.47
29,132057,Abhinav Capital Services Ltd.,INE516F01016,532057,,ACSL IN,ACSL.BO,Finance,Finance - NBFC,01-Jun-2017,Listed,94.00,65.09
30,254245,Abhinav Leasing & Finance Ltd.,INE211D01027,538952,,ALFL IN,ABHI.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,4.75,23.74
31,132831,Abhishek Corporation Ltd.,INE004I01017,532831,ABHISHEK,ABSC IN,ABSH.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,2.20,3.52
32,232042,Abhishek Finlease Ltd.,INE723C01015,538935,,ABFI IN,,Finance,Finance - NBFC,08-Jun-2017,Listed,9.50,4.05
33,243732,Abhishek Infraventures Ltd.,INE281P01016,539544,,AINL IN,ABHS.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,7.80,2.53
34,111756,Abirami Financial Services (India) Ltd.,INE195I01013,511756,,ARFS IN,ABFS.BO,Finance,Finance - Investment,16-May-2017,Listed,11.00,6.60
35,224765,ABM International Ltd.,INE251C01017,,ABMINTLTD,ABMINTL IN,,Trading,Trading,09-Jun-2017,Listed,70.05,82.38
36,131161,ABM Knowledgeware Ltd.,INE850B01026,531161,,ECM IN,ABMK.BO,IT,IT - Software ,09-Jun-2017,Listed,142.50,285.03
37,100410,ACC Ltd.,INE012A01025,500410,ACC,ACC IN,ACC.BO,Construction Materials,Cement & Construction Materials,09-Jun-2017,Listed,1622.35,30465.67
38,132774,Accel Frontline Ltd.,INE020G01017,532774,AFL,ACFL IN,ACFL.BO,IT,IT - Software ,09-Jun-2017,Listed,54.95,163.54
39,117494,Accel Transmatic Ltd.,INE258C01020,517494,,ACCT IN,ACTR.BO,Consumer Durables,IT - Hardware,02-Jun-2017,Listed,5.11,5.64
40,132268,Accelya Kale Solutions Ltd.,INE793A01012,532268,ACCELYA,KALE IN,AKSL.BO,IT,IT - Software ,09-Jun-2017,Listed,1408.85,2102.89
41,130093,ACE EduTrend Ltd.,INE715F01014,530093,,AIF IN,ACEI.BO,Media & Entertainment,Film Production  Distribution & Entertainment,09-Jun-2017,Listed,1.95,1.79
42,279899,ACE Men Engg Works Ltd.,INE023R01018,539661,,ACEMEN IN,,Trading,Trading,08-Jun-2017,Listed,22.20,6.88
43,131525,Ace Software Exports Ltd.,INE849B01010,531525,,ACESE IN,ACES.BO,IT,IT - Software ,08-Jun-2017,Listed,18.15,8.49
44,267596,Achal Investments Ltd.,INE860P01025,538570,,ACHI IN,ACHL.BO,Finance,Finance - Investment,09-Jun-2017,Listed,1.74,10.98
45,117356,ACI Infocom Ltd.,INE167B01025,517356,,SJDP IN,ACII.BO,Consumer Durables,IT - Hardware,09-Jun-2017,Listed,8.65,95.57
46,130901,Acil Cotton Industries Ltd.,INE066C01035,530901,,ACOT IN,ACIL.BO,Trading,Trading,08-Jun-2017,Listed,0.18,3.99
47,130043,Acknit Industries Ltd.,INE326C01017,530043,,AKNT IN,ACKT.BO,Textile ,Textile ,09-Jun-2017,Listed,105.25,26.52
48,224766,ACME Resources Ltd.,INE636B01011,539391,,ACMR IN,ACME.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,13.80,35.53
49,220607,Acropetal Technologies Ltd.,INE055L01013,533330,ACROPETAL,ACRO IN,ACRP.BO,IT,IT - Software ,02-May-2017,Listed,1.67,6.49
50,113149,Acrow India Ltd.,INE950D01012,513149,,ACRW IN,ACRO.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,160.10,10.25
51,124091,Acrysil Ltd.,INE482D01016,524091,,ACRY IN,ACRI.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,470.10,243.93
52,132762,Action Construction Equipment Ltd.,INE731H01025,532762,ACE,ACCE IN,ACEL.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,64.50,756.73
53,111706,Action Financial Services (India) Ltd.,INE357A01032,511706,,AFIS IN,ACTF.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,8.50,10.63
54,112599,Adani Enterprises Ltd.,INE423A01024,512599,ADANIENT,ADE IN,ADEL.BO,Trading,Trading,09-Jun-2017,Listed,132.25,14544.99
55,132921,Adani Ports and Special Economic Zone Ltd.,INE742F01042,532921,ADANIPORTS,ADSEZ IN,APSE.BO,Logistics,Port,09-Jun-2017,Listed,359.80,74512.84
56,209867,Adani Power Ltd.,INE814H01011,533096,ADANIPOWER,ADANI IN,ADAN.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,26.75,10317.31
57,271875,Adani Transmission Ltd.,INE931S01010,539254,ADANITRANS,ADANIT IN,ADAI.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,115.00,12647.82
58,126711,Adarsh Plant Protect Ltd.,INE627D01016,526711,,ADPP IN,ADPP.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,5.82,5.77
59,123411,ADC India Communications Ltd.,INE833A01016,523411,KRONECOMM,ADCIC IN,ADCI.BO,Telecom,Telecommunication - Equipment,09-Jun-2017,Listed,230.25,105.92
60,223944,ADCC Infocad Ltd.,INE016Q01014,538734,,ADCC IN,ADCC.BO,IT,IT - Software ,09-Jun-2017,Listed,130.00,118.80
61,107852,Addi Industries Ltd.,INE757C01021,507852,,ADDI IN,ADDI.BO,Textile ,Textile ,08-Jun-2017,Listed,7.58,8.18
62,119183,ADF Foods Ltd.,INE982B01019,519183,ADFFOODS,ADFL IN,AMRN.BO,FMCG,Consumer Food,09-Jun-2017,Listed,301.05,638.27
63,236181,Adhbhut Infrastructure Ltd.,INE578L01014,539189,,ADHI IN,ADHB.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,59.00,64.90
64,242786,Adhunik Industries Ltd.,INE452L01012,538365,ADHUNIKIND,ADIL IN,ADNK.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,101.90,476.52
65,132727,Adhunik Metaliks Ltd.,INE400H01019,532727,ADHUNIK,ADML IN,ADME.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,5.87,150.04
66,131592,Adi Rasayan Ltd.,INE861N01028,531592,,ADRS IN,ADIR.BO,Chemicals,Dyes & Pigments,24-May-2017,Listed,46.15,1.50
67,205703,Adinath Bio-Lab Ltd.,INE129D01039,590088,,ADIB IN,ACSP.BO,Trading,Trading,07-Mar-2017,Listed,0.30,6.62
68,132056,Adinath Exim Resources Ltd.,INE398H01015,532056,,AER IN,ADIN.BO,Finance,Finance - Investment,09-Jun-2017,Listed,22.75,9.34
69,114113,Adinath Textiles Ltd.,INE207C01019,514113,,ADTX IN,ADHN.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,5.32,2.67
70,210591,Aditya Birla Fashion and Retail Ltd.,INE647O01011,535755,ABFRL,ABFRL IN,PNTA.BO,Retailing,Retailing,09-Jun-2017,Listed,181.45,13999.39
71,190049,Aditya Birla Money Ltd.,INE865C01022,532974,BIRLAMONEY,ABML IN,APOL.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,51.70,286.42
72,100303,Aditya Birla Nuvo Ltd.,INE069A01017,500303,ABIRLANUVO,ABNL IN,ABRL.BO,Diversified,Diversified,09-Jun-2017,Listed,1674.65,21816.96
73,282664,Aditya Consumer Marketing Ltd.,INE427V01013,540146,,ADCML IN,,Retailing,Retailing,26-May-2017,Listed,37.00,54.15
74,113513,Aditya Ispat Ltd.,INE570B01012,513513,,ADIS IN,AGTC.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,5.40,2.89
75,121141,Aditya Spinners Ltd.,INE122D01026,521141,ADITYASPIN,AS IN,ADIT.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,9.90,16.57
76,283206,Aditya Vision Ltd.,INE679V01019,540205,,AVL IN,,Retailing,Retailing,07-Jun-2017,Listed,19.75,27.87
77,256841,Adlabs Entertainment Ltd.,INE172N01012,539056,ADLABS,ADLB IN,ADLA.BO,Hospitality,Amusement Parks/Recreation/Club,09-Jun-2017,Listed,78.65,628.40
78,111359,Ad-Manum Finance Ltd.,INE556D01017,511359,,ADM IN,ADMF.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,25.10,18.83
79,130431,Ador Fontech Ltd.,INE853A01022,530431,,CSFT IN,ADOF.BO,Capital Goods,Electrodes & Welding Equipment,09-Jun-2017,Listed,94.55,165.46
80,123120,Ador Multiproducts Ltd.,INE628D01014,523120,,JBA IN,ADML.BO,FMCG,Household & Personal Products,07-Jun-2017,Listed,24.50,7.02
81,117041,Ador Welding Ltd.,INE045A01017,517041,ADORWELD,AWL IN,ADOR.BO,Capital Goods,Electrodes & Welding Equipment,09-Jun-2017,Listed,329.25,447.73
82,121048,Advance Lifestyles Ltd.,INE900E01015,521048,,AAML IN,ADLL.BO,Textile ,Textile ,31-May-2017,Listed,18.95,5.90
83,237552,Advance Metering Technology Ltd.,INE436N01029,534612,AMTL,AMTL IN,AMTL.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,23.55,37.82
84,106947,Advance Petrochemicals Ltd.,INE334N01018,506947,,ADVP IN,ADVP.BO,Chemicals,Chemicals ,17-May-2017,Listed,23.50,2.12
85,131047,Advance Powerinfra Tech Ltd.,INE009D01017,531047,,ADPT IN,ADVE.BO,Infrastructure,Transmission Towers / Equipments,23-Mar-2017,Listed,1.82,2.12
86,281845,Advance Syntex Ltd.,INE184U01012,539982,,ASYL IN,,Textile ,Textile ,09-Jun-2017,Listed,20.60,18.75
87,207679,Advanced Enzyme Technologies Ltd.,INE837H01020,540025,ADVENZYMES,ADVENZY IN,,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,357.00,3985.19
88,117552,Advanced Micronic Devices Ltd.,INE903C01013,517552,,AMD IN,ADMD.BO,Healthcare,Medical Equipment/Supplies/Accessories,02-Jun-2017,Listed,8.19,4.33
89,123269,Advani Hotels & Resorts (India) Ltd.,INE199C01026,523269,ADVANIHOTR,RMDA IN,ADHO.BO,Hospitality,Hotel  Resort & Restaurants,09-Jun-2017,Listed,58.00,268.07
90,131429,Advent Computer Services Ltd.,INE101C01022,531429,,ADVCS IN,ADCO.BO,IT,IT - Software ,09-Jun-2017,Listed,2.20,3.58
91,244732,Advik Industries Ltd.,INE178T01016,539773,,ADVIK IN,,Capital Goods,Electric Equipment,09-Jun-2017,Listed,40.80,18.72
92,131686,Advik Laboratories Ltd.,INE537C01019,531686,,ADVL IN,ADLB.BO,Healthcare,Pharmaceuticals & Drugs,07-Jun-2017,Listed,6.00,11.47
93,100003,Aegis Logistics Ltd.,INE208C01025,500003,AEGISCHEM,AGIS IN,AEGS.BO,Logistics,Logistics,09-Jun-2017,Listed,210.40,7027.36
94,256591,AF Enterprises Ltd.,INE663P01015,538351,,AFEL IN,AFET.BO,Finance,Finance - Investment,26-May-2017,Listed,7.29,2.92
95,131921,Agarwal Industrial Corporation Ltd.,INE204E01012,531921,AGARIND,AGAR IN,AGWL.BO,Logistics,Logistics,09-Jun-2017,Listed,698.00,709.08
96,100463,AGC Networks Ltd.,INE676A01019,500463,AGCNET,AGC IN,AGCN.BO,Telecom,Telecommunication - Equipment,09-Jun-2017,Listed,135.65,386.15
97,272417,AGI Infra Ltd.,INE976R01017,539042,,AGIN IN,AGII.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,179.00,182.88
98,116020,Agio Paper & Industries Ltd.,INE112C01011,516020,,AGIO IN,AGIO.BO,Paper,Paper & Paper Products,01-Jun-2017,Listed,3.51,5.66
99,251676,Agrimony Commodities Ltd.,INE567P01018,537492,,AGCO IN,AGCM.BO,Trading,Trading,18-May-2017,Listed,4.25,4.84
100,200136,Agri-Tech (India) Ltd.,INE449G01018,537292,AGRITECH,AGTI IN,,Agri,Agriculture,09-Jun-2017,Listed,60.80,36.12
101,119281,Agro Dutch Industries  Ltd.,INE135B01014,519281,AGRODUTCH,ADF IN,AGDI.BO,FMCG,Consumer Food,05-Jun-2017,Listed,1.08,5.87
102,283500,Agro Phos India Ltd.,INE740V01019,,AGROPHOS,,,Chemicals,Fertilizers,09-Jun-2017,Listed,20.95,42.47
103,100215,Agro Tech Foods Ltd.,INE209A01019,500215,ATFL,ATFL IN,AGRO.BO,FMCG,Consumer Food,09-Jun-2017,Listed,490.80,1196.04
104,278530,Ahimsa Industries Ltd.,INE136T01014,,AHIMSA,,,Plastic Products,Plastic Products,11-Apr-2017,Listed,27.50,15.05
105,132811,Ahluwalia Contracts (India) Ltd.,INE758C01029,532811,AHLUCONT,AHLU IN,AHLU.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,333.40,2233.37
106,122273,Ahmedabad Steelcraft Ltd.,INE868C01018,522273,,AMST IN,AHMS.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,20.00,8.18
107,132806,AI Champdany Industries  Ltd.,INE768E01024,532806,AICHAMP,AICH IN,AICI.BO,Textile ,Textile - Weaving,08-Jun-2017,Listed,25.65,70.33
108,132683,AIA Engineering Ltd.,INE212H01026,532683,AIAENG,AIAE IN,AIAE.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,1353.55,12766.73
109,124288,Aimco Pesticides Ltd.,INE008B01013,524288,AIMCOPEST,AIM IN,AMCP.BO,Chemicals,Pesticides & Agrochemicals,09-Jun-2017,Listed,140.15,129.45
110,284972,Airan Ltd.,INE645W01018,,AIRAN,AIRAN IN,,IT,IT - Software ,09-Jun-2017,Listed,157.40,196.78
111,200058,Aishwarya Technologies and Telecom Ltd.,INE778I01024,532975,,ATEL IN,AISH.BO,Telecom,Telecommunication - Equipment,09-Jun-2017,Listed,4.25,9.16
112,132331,Ajanta Pharma Ltd.,INE031B01049,532331,AJANTPHARM,AJP IN,AJPH.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,1569.15,13809.46
113,119216,Ajanta Soya Ltd.,INE601B01015,519216,,ATSL IN,AJAS.BO,FMCG,Consumer Food,09-Jun-2017,Listed,36.00,55.79
114,111692,Ajcon Global Services Ltd.,INE759C01019,511692,,AJGS IN,AJCM.BO,Finance,Finance - Investment,09-Jun-2017,Listed,22.50,13.76
115,130713,Ajel Ltd.,INE229B01015,530713,,AJEL IN,AJEL.BO,IT,IT - Software ,26-May-2017,Listed,4.59,5.35
116,113349,Ajmera Realty & Infra India Ltd.,INE298G01027,513349,AJMERA,AREAL IN,AJME.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,233.00,826.80
117,126628,Ajwa Fun World & Resort Ltd.,INE863E01015,526628,,AFWR IN,AFWR.BO,Hospitality,Hotel  Resort & Restaurants,30-May-2017,Listed,27.25,17.41
118,130499,AK Capital Services Ltd.,INE701G01012,530499,,AKCPS IN,AKCL.BO,Finance,Finance - Investment,09-Jun-2017,Listed,430.00,341.58
119,224764,AK Spintex Ltd.,INE671K01019,539300,,AKSL IN,AKSP.BO,Textile ,Textile - Manmade  Fibres,17-May-2017,Listed,54.15,27.25
120,130621,Akar Tools Ltd.,INE864E01013,530621,,AKT IN,AKAT.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,69.05,37.25
121,284807,Akash Infra-Projects Ltd.,INE737W01013,,AKASH,,,Infrastructure,Engineering - Construction,08-Jun-2017,Listed,95.00,72.09
122,271745,Akashdeep Metal Industries Ltd.,INE149Q01013,538778,,AKAS IN,,Iron & Steel,Steel & Iron Products,08-Jun-2017,Listed,29.15,9.03
123,273163,Akme Star Housing Finance Ltd.,INE526R01010,539017,,ASHF IN,AKME.BO,Finance,Finance - Housing,07-Jun-2017,Listed,70.30,83.44
124,132351,Aksh Optifibre Ltd.,INE523B01011,532351,AKSHOPTFBR,AKOP IN,AKSO.BO,Electricals,Cable,09-Jun-2017,Listed,19.20,312.32
125,124598,Aksharchem (India) Ltd.,INE542B01011,524598,AKSHARCHEM,ADCH IN,AKSH.BO,Chemicals,Dyes & Pigments,09-Jun-2017,Listed,777.00,568.21
126,100710,Akzo Nobel India Ltd.,INE133A01011,500710,AKZOINDIA,AKZO IN,AKZO.BO,Chemicals,Paints,09-Jun-2017,Listed,1799.85,8398.16
127,246306,Alacrity Securities Ltd.,INE030P01017,535916,,ALSE IN,ALCR.BO,Finance,Finance - Stock Broking,08-Jun-2017,Listed,6.00,12.65
128,245845,Alan Scott Industriess Ltd.,INE273F01014,539115,,ALSI IN,ALNS.BO,Textile ,Textile ,24-May-2017,Listed,6.21,2.03
129,131082,Alankit Ltd.,INE914E01040,531082,ALANKIT,ALAN IN,EURF.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,32.80,468.90
130,124075,Albert David Ltd.,INE155C01010,524075,ALBERTDAVD,ALBRT IN,ALBD.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,325.75,185.91
131,131409,Alchemist Corporation Ltd.,INE057D01016,531409,,ALCL IN,ALCH.BO,Trading,Trading,25-Apr-2017,Listed,4.74,2.33
132,126707,Alchemist Ltd.,INE964B01033,526707,ALCHEM,ACH IN,ALCL.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,16.70,22.64
133,132114,Alchemist Realty Ltd.,INE646D01024,532114,,ALRL IN,ALRE.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,2.74,20.30
134,106235,Alembic Ltd.,INE426A01027,506235,ALEMBICLTD,ALBC IN,ALMC.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,42.25,1128.21
135,224849,Alembic Pharmaceuticals Ltd.,INE901L01018,533573,APLLTD,ALPM IN,ALEM.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,552.40,10413.62
136,111463,Alexander Stamps And Coin Ltd.,INE191N01012,511463,,RUDR IN,RCTL.BO,Finance,Finance - Investment,09-Jun-2017,Listed,50.95,30.57
137,130973,Alfa Ica (India) Ltd.,INE042C01010,530973,,AFIC IN,ALIC.BO,Construction Materials,Laminates/Decoratives,09-Jun-2017,Listed,55.65,22.48
138,117546,Alfa Transformers Ltd.,INE209C01015,517546,,ALTF IN,ALFT.BO,Capital Goods,Electric Equipment,09-Jun-2017,Listed,30.55,21.25
139,131156,Alfavision Overseas (India) Ltd.,INE883B01019,531156,,AFV IN,ASFL.BO,Trading,Trading,09-Jun-2017,Listed,63.00,19.86
140,105216,Alfred Herbert (India) Ltd.,INE782D01027,505216,ALFREDHERB,ALFRD IN,ALFR.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,648.90,50.06
141,131147,Alicon Castalloy Ltd.,INE062D01024,531147,ALICON,ALIC IN,ALIO.BO,Automobile & Ancillaries,Castings/Forgings,09-Jun-2017,Listed,503.75,617.41
142,131581,Alka Diamond Industries  Ltd.,INE963D01015,531581,,ALKDI IN,ALKD.BO,Trading,Trading,06-Jun-2017,Listed,10.23,4.97
143,130889,Alka India Ltd.,INE061B01020,530889,,AKI IN,ALKI.BO,Trading,Trading,08-Jun-2017,Listed,0.19,9.50
144,132166,Alka Securities Ltd.,INE921C01031,532166,,ALKS IN,ALKA.BO,Finance,Finance - Stock Broking,05-Jun-2017,Listed,0.42,4.03
145,200059,Alkali Metals Ltd.,INE773I01017,533029,ALKALI,ALKL IN,ALML.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,68.40,69.65
146,212427,Alkem Laboratories Ltd.,INE540L01014,539523,ALKEM,ALKEM IN,ALKE BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,1889.20,22588.22
147,106767,Alkyl Amines Chemicals Ltd.,INE150B01021,506767,ALKYLAMINE,AACL IN,ALKY.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,419.80,856.24
148,132480,Allahabad Bank,INE428A01015,532480,ALBK,ALBK IN,ALBK.BO,Bank,Bank - Public,09-Jun-2017,Listed,69.95,5202.11
149,132749,Allcargo Logistics Ltd.,INE418H01029,532749,ALLCARGO,AGLL IN,ACLL.BO,Logistics,Logistics,09-Jun-2017,Listed,173.70,4267.73
150,233920,Alliance Integrated Metaliks Ltd.,INE123D01016,534064,,AIML IN,ALLI.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,176.00,204.38
151,132919,Allied Computers International (Asia) Ltd.,INE335I01056,532919,,ACIA IN,ALID.BO,Trading,Trading,09-Jun-2017,Listed,0.80,15.18
152,132875,Allied Digital Services Ltd.,INE102I01027,532875,ADSL,ALDS IN,ADIS.BO,IT,IT - Software ,09-Jun-2017,Listed,25.45,127.77
153,132633,Allsec Technologies Ltd.,INE835G01018,532633,ALLSEC,ALLT IN,ALLS.BO,IT,BPO/ITeS,09-Jun-2017,Listed,349.70,532.88
154,131400,Almondz Global Securities Ltd.,INE326B01027,531400,ALMONDZ,AGSL IN,ALSL.BO,Finance,Finance - Stock Broking,09-Jun-2017,Listed,16.50,42.71
155,121070,Alok Industries Ltd.,INE270A01011,521070,ALOKTEXT,ALOK IN,ALOK.BO,Textile ,Textile ,09-Jun-2017,Listed,3.04,418.70
156,280093,Alora Trading Company Ltd.,INE527R01018,539693,,ALOTR IN,,Finance,Finance - Investment,09-Jun-2017,Listed,27.95,34.78
157,132878,Alpa Laboratories Ltd.,INE385I01010,532878,ALPA,ALPA IN,ALPA.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,33.05,69.54
158,126397,Alphageo (India) Ltd.,INE137C01018,526397,ALPHAGEO,APH IN,ALPI.BO,Capital Goods,Engineering,09-Jun-2017,Listed,926.35,589.60
159,126519,Alpine Housing Development Corporation Ltd.,INE840D01015,526519,ALPINEHOU,AHDC IN,AHDC.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,28.00,36.38
160,130715,Alps Industries Ltd.,INE093B01015,530715,ALPSINDUS,ALPI IN,ALPS.BO,Textile ,Textile ,09-Jun-2017,Listed,6.44,25.19
161,256782,Alps Motor Finance  Ltd.,INE729P01022,538423,,AMFL IN,ALPM.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,7.40,75.16
162,124634,Alufluoride Ltd.,INE058F01019,524634,,ALFD IN,ALUF.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,59.35,41.55
163,106597,Amal Ltd.,INE841D01013,506597,,AMAL IN,AMAL.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,113.05,79.42
164,112008,Amani Trading and Exports Ltd.,INE886D01018,512008,,AMT IN,AMTR.BO,Trading,Trading,07-Feb-2017,Listed,63.20,4.42
165,100008,Amara Raja Batteries Ltd.,INE885A01032,500008,AMARAJABAT,AMRJ IN,AMAR.BO,Automobile & Ancillaries,Batteries,09-Jun-2017,Listed,860.75,14702.69
166,121097,Amarjothi Spinning Mills Ltd.,INE484D01012,521097,AMARJOTHI,AJS IN,AMSM.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,184.10,124.27
167,266458,Amarnath Securities Ltd.,INE745P01010,538465,,AMNS IN,AMNT.BO,Finance,Finance - Investment,08-Jun-2017,Listed,22.10,6.63
