Sr.No.,Accord Code,Company Name,CD_ISIN No,CD_BSE Code,CD_NSE Symbol,CD_Bloomberg Code,CD_Reuters Code,CD_Sector,CD_Industry1,SC_Latest Price Date,CD_Listing Status,SC_Latest Price,SC_Latest Market Cap
2446,112425,Nirav Commercials Ltd.,INE242B01018,512425,,NRV IN,NIRV.BO,Non - Ferrous Metals,Aluminium & Aluminium Products,09-Jun-2017,Listed,200.00,7.84
2447,100307,Nirlon Ltd.,INE910A01012,500307,NIRLON,NIRL IN,NIRL.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,204.20,1840.21
2448,278413,Nishtha Finance and Investment (India) Ltd.,INE217Q01018,539311,,NISF IN,NISH.BO,Finance,Finance - Investment,08-May-2017,Listed,28.50,21.95
2449,132722,Nitco Ltd.,INE858F01012,532722,NITCO,NITCO IN,NCOT.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,09-Jun-2017,Listed,62.90,344.06
2450,210551,Nitesh Estates Ltd.,INE639K01016,533202,NITESHEST,NITE IN,NITE.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,9.10,132.71
2451,108875,Nitin Castings Ltd.,INE861H01012,508875,,NAGL IN,NTAL.BO,Automobile & Ancillaries,Castings/Forgings,09-Jun-2017,Listed,124.00,31.88
2452,132854,Nitin Fire Protection Industries Ltd.,INE489H01020,532854,NITINFIRE,NFPI IN,NIFP.BO,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,9.35,273.27
2453,132698,Nitin Spinners Ltd.,INE229H01012,532698,NITINSPIN,NSPL IN,NISP.BO,Textile ,Textile - Spinning,09-Jun-2017,Listed,129.00,591.26
2454,284679,Nitiraj Engineers Ltd.,INE439T01012,,NITIRAJ,NITIRAJ IN,,Capital Goods,Engineering - Industrial Equipments,09-Jun-2017,Listed,76.00,62.33
2455,106532,Nitta Gelatin India Ltd.,INE265B01019,506532,KERALACHEM,NIGI IN,NITA.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,182.15,165.38
2456,112381,Nivedita Mercantile & Financing Ltd.,INE992I01013,512381,,NVM IN,NIVE.BO,Finance,Finance - NBFC,07-Apr-2017,Listed,37.90,37.56
2457,245636,Niyogin Fintech Ltd.,INE480D01010,538772,,MGLF IN,M3GL.BO,Finance,Finance - Investment,31-May-2017,Listed,17.35,6.25
2458,119494,NK Industries Ltd.,INE542C01019,519494,NKIND,NKI IN,NKIN.BO,Agri,Solvent  Extraction,09-Jun-2017,Listed,41.00,24.64
2459,113683,NLC India Ltd.,INE589A01014,513683,NLCINDIA,NLC IN,NELG.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,104.85,16027.04
2460,126371,NMDC Ltd.,INE584A01023,526371,NMDC,NMDC IN,NMDC.BO,Mining,Mining & Minerals,09-Jun-2017,Listed,115.35,36495.48
2461,106991,Noble Explochem Ltd.,INE875D01011,506991,,NEXP IN,NOBL.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,6.81,13.09
2462,276986,Noble Polymers Ltd.,INE203Q01026,539200,,NOPL IN,NOBE.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,1.09,0.71
2463,100730,Nocil Ltd.,INE163A01018,500730,NOCIL,NOCIL IN,NOCI.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,112.60,1848.25
2464,130435,Noesis Industries Ltd.,INE141B01020,530435,NOESISIND,NOEI IN,NOES.BO,Consumer Durables,Consumer Durables - Electronics,16-May-2017,Listed,0.77,2.03
2465,132481,Noida Toll Bridge Company Ltd.,INE781B01015,532481,NOIDATOLL,NTB IN,NOID.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,10.81,201.28
2466,119528,Norben Tea & Exports Ltd.,INE369C01017,519528,NORBTEAEXP,NTX IN,NTE.BO,Agri,Tea/Coffee,08-Jun-2017,Listed,7.40,8.70
2467,208858,North Eastern Carrying Corporation Ltd.,INE553C01016,534615,NECCLTD,NECCLT IN,NECC.BO,Logistics,Logistics,09-Jun-2017,Listed,50.80,255.00
2468,274802,Northlink Fiscal and Capital Services Ltd.,INE736P01019,539110,,NFCAS IN,,Finance,Finance - NBFC,31-May-2017,Listed,7.45,2.42
2469,132403,Northward Technologies Ltd.,INE739B01039,532403,,FGIS IN,FGIS.BO,IT,IT - Software ,09-Jun-2017,Listed,2.14,0.76
2470,131465,Nouveau Global Ventures Ltd.,INE317B01034,531465,,NUVF IN,NOUV.BO,Media & Entertainment,Film Production  Distribution & Entertainment,06-Jun-2017,Listed,15.90,29.50
2471,113566,Nova Iron & Steel Ltd.,INE608C01026,513566,NOVAIRNSTL,NIS IN,NIST.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,13.00,46.98
2472,130733,Nova Publications India Ltd.,INE900O01014,530733,,NPIL IN,NOVA.BO,Media & Entertainment,Printing And Publishing,09-Jun-2017,Listed,44.15,13.92
2473,131791,Novagold Petro-Resources Ltd.,INE517G01012,531791,,NGPR IN,NGPR.BO,Inds. Gases & Fuels,Industrial  Gases & Fuels,09-Jun-2017,Listed,2.30,1.27
2474,100672,Novartis India Ltd.,INE234A01025,500672,NOVARTIND,HCBA IN,NOIN.BO,Trading,Trading,09-Jun-2017,Listed,653.30,1838.44
2475,130127,NPR Finance Ltd.,INE446D01011,530127,,NPRF IN,NPRF.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,22.40,13.42
2476,116082,NR Agarwal Industries  Ltd.,INE740D01017,516082,NRAIL,NRA IN,NRAI.BO,Paper,Paper & Paper Products,09-Jun-2017,Listed,302.15,514.23
2477,132623,NR International Ltd.,INE605F01017,532623,,NRINT IN,NRIN.BO,Iron & Steel,Steel & Iron Products,01-Jun-2017,Listed,3.04,3.25
2478,130367,NRB Bearings Ltd.,INE349A01021,530367,NRBBEARING,NRBBR IN,NBEA.BO,Automobile & Ancillaries,Bearings,09-Jun-2017,Listed,140.45,1361.28
2479,243201,NRB Industrial Bearings Ltd.,INE047O01014,535458,NIBL,NIBL IN,NIBL.BO,Automobile & Ancillaries,Bearings,09-Jun-2017,Listed,35.65,86.38
2480,126723,NTC Industries Ltd.,INE920C01017,526723,,NTCIL IN,NTCI.BO,FMCG,Cigarettes/Tobacco,09-Jun-2017,Listed,37.20,39.99
2481,132555,NTPC Ltd.,INE733E01010,532555,NTPC,NTPC IN,NTPC.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,157.90,130195.88
2482,200090,Nu Tek India Ltd.,INE318J01027,533015,NUTEK,NTKL IN,NUTK.BO,Telecom,Telecommunication - Equipment,09-Jun-2017,Listed,0.60,9.27
2483,131209,Nucleus Software Exports Ltd.,INE096B01018,531209,NUCLEUS,NCS IN,NSEL.BO,IT,IT - Software ,09-Jun-2017,Listed,330.40,1069.96
2484,131304,Nutech Global Ltd.,INE960H01012,531304,,NSP IN,NUTE.BO,Textile ,Textile - Weaving,07-Jun-2017,Listed,10.35,3.32
2485,124764,Nutraplus India Ltd.,INE230G01020,524764,,NTIN IN,NUPI.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,26.80,91.36
2486,130219,Nutricircle Ltd.,INE536C01029,530219,,NTR IN,SHRH.BO,Textile ,Textile ,08-Jun-2017,Listed,64.65,1.76
2487,131819,Nuway Organic Naturals India Ltd.,INE414L01012,531819,,NWO IN,NWAY.BO,FMCG,Household & Personal Products,18-Jan-2017,Listed,7.01,6.72
2488,278839,NV20,,,NV20,,,Other,Index,09-Jun-2017,Listed,4093.90,3320268.97
2489,104378,Nyssa Corporation Ltd.,INE812K01027,504378,,NCL IN,RATR.BO,Trading,Trading,09-Jun-2017,Listed,3.37,10.11
2490,112489,Oasis Securities Ltd.,INE876A01015,512489,,ABHI IN,OASE.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,26.75,4.95
2491,266558,Oasis Tradelink Ltd.,INE189Q01019,538547,,OATL IN,OASS.BO,Trading,Trading,09-Jun-2017,Listed,70.00,76.12
2492,220018,Oberoi Realty Ltd.,INE093I01010,533273,OBEROIRLTY,OBER IN,OEBO.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,390.95,13276.75
2493,245694,ObjectOne Information Systems Ltd.,INE860E01011,535657,,OBJL IN,OBJE BO,IT,IT - Software ,08-Jun-2017,Listed,3.20,3.36
2494,119491,Ocean Agro (India) Ltd.,INE049J01010,519491,,OAI IN,OCAI.BO,Chemicals,Pesticides & Agrochemicals,08-Jun-2017,Listed,32.75,22.09
2495,253416,Oceanaa Biotek Industries Ltd.,INE732P01018,538019,,OBIL IN ,OCNA.BO,Agri,Aquaculture,09-Jun-2017,Listed,41.80,56.70
2496,227665,Oceanic Foods Ltd.,INE711V01010,540405,,OCEANIC IN,,FMCG,Consumer Food,31-May-2017,Listed,102.10,38.29
2497,102165,OCL India Ltd.,INE290B01025,502165,OCL,OSC IN,OSCM.BO,Construction Materials,Cement & Construction Materials,09-Jun-2017,Listed,1224.40,6966.86
2498,205901,OCL Iron and Steel Ltd.,INE196J01019,533008,OISL,OISL IN,OCLI.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,5.10,68.41
2499,222725,Octal Credit Capital Ltd.,INE513C01010,538894,,OCCL IN,,Finance,Finance - NBFC,28-Apr-2017,Listed,12.40,6.20
2500,284771,Octaware Technologies Ltd.,INE208U01019,540416,,"OCTAWARE IN	",,IT,IT - Software ,09-Jun-2017,Listed,90.75,32.58
2501,131996,Odyssey Corporation Ltd.,INE839E01023,531996,,OFS IN,ODYC.BO,Finance,Finance - Investment,09-Jun-2017,Listed,2.90,11.42
2502,130175,Odyssey Technologies Ltd.,INE213B01019,530175,,ODT IN,ODTH.BO,IT,IT - Software ,09-Jun-2017,Listed,51.40,45.57
2503,279204,OFS Technologies Ltd.,INE742R01013,539570,,OFST IN,,IT,IT - Software ,02-Jun-2017,Listed,16.00,10.26
2504,100312,Oil & Natural Gas Corporation Ltd.,INE213A01029,500312,ONGC,ONGC IN,ONGC.BO,Crude Oil,Oil Exploration,09-Jun-2017,Listed,169.15,217074.17
2505,100313,Oil Country Tubular Ltd.,INE591A01010,500313,OILCOUNTUB,OIL IN,OCTL.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,47.70,211.26
2506,200091,Oil India Ltd.,INE274J01014,533106,OIL,OINL IN,OILI.BO,Crude Oil,Oil Exploration,09-Jun-2017,Listed,288.60,23131.71
2507,126415,OK Play India Ltd.,INE870B01016,526415,,OKP IN,OKPL.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,194.05,361.09
2508,121105,Olympia Industries Ltd.,INE482O01021,521105,,OLM IN,OLYM.BO,Textile ,Textile ,09-Jun-2017,Listed,280.30,142.35
2509,222869,Olympic Cards Ltd.,INE550L01013,534190,,OCL IN,OLCA.BO,Media & Entertainment,Printing And Publishing,09-Jun-2017,Listed,16.05,26.18
2510,107609,Olympic Oil Industries  Ltd.,INE286E01019,507609,,OLI IN,OPLY.BO,Trading,Trading,17-May-2017,Listed,74.90,21.38
2511,131092,Om Metals Infraprojects Ltd.,INE239D01028,531092,OMMETALS,OMM IN,OMET.BO,Infrastructure,Engineering - Construction,09-Jun-2017,Listed,48.10,463.22
2512,267111,Omansh Enterprises Ltd.,INE378P01028,538537,,OEL IN,,Trading,Trading,09-Jun-2017,Listed,15.75,27.96
2513,120021,Omax Autos Ltd.,INE090B01011,520021,OMAXAUTO,OMAX IN,OMXA.BO,Trading,Trading,09-Jun-2017,Listed,74.50,159.34
2514,132880,Omaxe Ltd.,INE800H01010,532880,OMAXE,OAXE IN,OMAX.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,199.00,3639.72
2515,119479,Omega Ag-Seeds (Punjab) Ltd.,INE112B01013,519479,,OAS IN,OMGA.BO,Agri,Agriculture,09-Jun-2017,Listed,9.54,7.54
2516,131496,Omkar Overseas Ltd.,INE680D01015,531496,,OMKO IN,OMKA.BO,Trading,Trading,07-Jun-2017,Listed,1.33,0.67
2517,132167,Omkar Pharmachem Ltd.,INE501C01015,532167,,OMK IN,OMKR.BO,Healthcare,Pharmaceuticals & Drugs,10-May-2017,Listed,8.82,8.89
2518,211884,Omkar Speciality Chemicals Ltd.,INE474L01016,533317,OMKARCHEM,OSCL IN,OMKS.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,196.15,403.64
2519,132882,Omnitech Infosolutions Ltd.,INE810H01019,532882,OMNITECH,OMIS IN,OMIN.BO,IT,IT - Software ,05-Jun-2017,Listed,1.72,2.58
2520,114324,Omnitex Industries (India) Ltd.,INE814D01010,514324,,OMTX IN,OIND.BO,Trading,Trading,08-Jun-2017,Listed,18.50,7.78
2521,222898,Onelife Capital Advisors Ltd.,INE912L01015,533632,ONELIFECAP,OCAP IN,ONEL.BO,Finance,Finance - Investment,09-Jun-2017,Listed,24.25,32.40
2522,130805,Onesource Ideas Venture Ltd.,INE125F01024,530805,,AGJL IN,,Diamond  &  Jewellery,Diamond  &  Jewellery,01-Jun-2017,Listed,14.80,0.33
2523,244692,Onesource Techmedia Ltd.,INE807O01011,535647,,ONTL IN,OTML.BO,Media & Entertainment,Film Production  Distribution & Entertainment,07-Jun-2017,Listed,8.40,5.45
2524,200044,Onmobile Global Ltd.,INE809I01019,532944,ONMOBILE,ONMB IN,ONMO.BO,IT,IT - Software ,09-Jun-2017,Listed,64.60,674.06
2525,285139,Ontic Finserve Ltd.,INE989S01034,540386,,ONTIC IN,,Finance,Finance - Others,08-Jun-2017,Listed,21.80,19.62
2526,117536,Onward Technologies Ltd.,INE229A01017,517536,ONWARDTEC,ONT IN,OTEC.BO,IT,IT - Software ,09-Jun-2017,Listed,85.90,131.72
2527,274283,OP Chains Ltd.,INE118Q01018,539116,,OPCH IN,OPCH.BO,Trading,Trading,24-May-2017,Listed,21.50,14.73
2528,242523,Opal Luxury Time Products Ltd.,INE520N01012,,OPAL,OPAL IN,,Consumer Durables,Watches & Accessories,30-Mar-2017,Listed,100.00,33.59
2529,130135,Optiemus Infracom Ltd.,INE350C01017,530135,,OPIL IN,OPTI.BO,Trading,Trading,09-Jun-2017,Listed,65.95,565.94
2530,131254,Optimus Finance Ltd.,INE031G01014,531254,,OPFL IN,TRPK.BO,Finance,Finance - NBFC,05-Jun-2017,Listed,22.50,12.54
2531,132391,Opto Circuits (India) Ltd.,INE808B01016,532391,OPTOCIRCUI,OPTC IN,OPTO.BO,Healthcare,Medical Equipment/Supplies/Accessories,09-Jun-2017,Listed,8.83,213.97
2532,244847,Oracle Credit Ltd.,INE727C01016,539598,,ORCL IN,,Finance,Finance - NBFC,09-Jun-2017,Listed,15.80,8.77
2533,132466,Oracle Financial Services Software Ltd.,INE881D01027,532466,OFSS,OFSS IN,ORCL.BO,IT,IT - Software ,09-Jun-2017,Listed,3668.70,31286.29
2534,132837,Orbit Corporation Ltd.,INE628H01015,532837,ORBITCORP,ORB IN,ORCP.BO,Realty,Construction - Real Estate,09-Jun-2017,Listed,2.39,27.24
2535,112626,Orbit Exports Ltd.,INE231G01010,512626,ORBTEXP,OEX IN,ORBE.BO,Textile ,Textile ,09-Jun-2017,Listed,169.70,487.08
2536,124372,Orchid Pharma Ltd.,INE191A01019,524372,ORCHIDPHAR,ORCP IN,ORCD.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,28.70,255.33
2537,131157,Organic Coatings Ltd.,INE412E01011,531157,,OGCT IN,ORCO.BO,Chemicals,Dyes & Pigments,08-Jun-2017,Listed,18.50,14.20
2538,113121,Oricon Enterprises Ltd.,INE730A01022,513121,ORICONENT,OTE IN,OREN.BO,Crude Oil,Petrochemicals,09-Jun-2017,Listed,54.90,862.19
2539,104879,Orient Abrasives Ltd.,INE569C01020,504879,ORIENTABRA,OA IN,ORNT.BO,Capital Goods,Refractories,09-Jun-2017,Listed,31.85,381.05
2540,130365,Orient Bell Ltd.,INE607D01018,530365,ORIENTBELL,OBL IN,OCER.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,09-Jun-2017,Listed,272.15,386.17
2541,107690,Orient Beverages Ltd.,INE247F01018,507690,,OB IN,ORBG.BO,FMCG,Consumer Food,09-Jun-2017,Listed,141.00,30.48
2542,242477,Orient Cement Ltd.,INE876N01018,535754,ORIENTCEM,ORCMNT IN,ORCE.BO,Construction Materials,Cement & Construction Materials,09-Jun-2017,Listed,159.10,3259.46
2543,220889,Orient Green Power Company Ltd.,INE999K01014,533263,GREENPOWER,OGPL IN,ORIN.BO,Power,Power Generation/Distribution,09-Jun-2017,Listed,8.40,621.43
2544,102420,Orient Paper & Industries Ltd.,INE592A01026,502420,ORIENTPPR,OPI IN,ORPP.BO,Diversified,Diversified,09-Jun-2017,Listed,85.70,1818.43
2545,126325,Orient Press Ltd.,INE609C01024,526325,ORIENTLTD,OP IN,ORPR.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,72.15,58.26
2546,232353,Orient Refractories Ltd.,INE743M01012,534076,ORIENTREF,ORIENT IN,ORRE.BO,Capital Goods,Refractories,09-Jun-2017,Listed,135.50,1627.89
2547,100315,Oriental Bank Of Commerce,INE141A01014,500315,ORIENTBANK,OBC IN,ORBC.BO,Bank,Bank - Public,09-Jun-2017,Listed,152.05,5263.52
2548,106579,Oriental Carbon & Chemicals Ltd.,INE321D01016,506579,OCCL,OTCC IN,ORCR.BO,Chemicals,Chemicals ,09-Jun-2017,Listed,989.50,1018.80
2549,100314,Oriental Hotels Ltd.,INE750A01020,500314,ORIENTHOT,OTH IN,ORHT.BO,Hospitality,Hotel  Resort & Restaurants,09-Jun-2017,Listed,38.70,691.18
2550,132817,Oriental Trimex Ltd.,INE998H01012,532817,ORIENTALTL,OTRI IN,ORTX.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,09-Jun-2017,Listed,11.96,17.72
2551,131859,Oriental Veneer Products Ltd.,INE457G01011,531859,,OVP IN,ORVP.BO,Construction Materials,Wood & Wood Products,09-Jun-2017,Listed,278.60,150.17
2552,205704,Orissa Minerals Development Company Ltd.,INE725E01024,590086,ORISSAMINE,OMDC IN,ORIS.BO,Mining,Mining & Minerals,09-Jun-2017,Listed,1980.95,1188.57
2553,131626,Orosil Smiths India Ltd.,INE628B01026,531626,,OSIL IN,OROS.BO,Diamond  &  Jewellery,Diamond  &  Jewellery,09-Jun-2017,Listed,41.75,34.50
2554,210569,Ortel Communications Ltd.,INE849L01019,539015,ORTEL,ORTEL IN,ORTE.BO,Media & Entertainment,TV Broadcasting & Software Production,09-Jun-2017,Listed,71.10,216.69
2555,190074,Ortin Laboratories Ltd.,INE749B01012,539287,ORTINLABSS,ORTL IN,ORTN.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,17.00,28.80
2556,130173,Oscar Global Ltd.,INE473F01010,530173,,OSG IN,OSCG.BO,FMCG,Leather,30-May-2017,Listed,5.41,1.79
2557,101179,Oscar Investments Ltd.,INE221D01018,501179,,OSCR IN,OSCA.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,344.40,595.14
2558,283888,Osiajee Texfab Ltd.,INE186R01013,540198,,OSIAJEE IB,,Textile ,Textile ,07-Jun-2017,Listed,12.00,6.48
2559,100317,Oswal Agro Mills Ltd.,INE142A01012,500317,OSWALAGRO,OWAM IN,OWAG.BO,Diversified,Diversified,09-Jun-2017,Listed,10.81,145.11
2560,200031,Oswal Greentech Ltd.,INE143A01010,539290,BINDALAGRO,OGL IN,OSCH.BO,Finance,Finance - Investment,09-Jun-2017,Listed,25.30,649.73
2561,114460,Oswal Yarns Ltd.,INE670H01017,514460,,OWY IN,OSWY.BO,Textile ,Textile ,06-Jun-2017,Listed,2.85,1.14
2562,123151,Otco International Ltd.,INE910B01010,523151,,OTCO IN,OTCO.BO,IT,IT - Software ,09-Jun-2017,Listed,24.65,6.39
2563,107260,Oudh Sugar Mills Ltd.,INE594A01014,507260,OUDHSUG,OUDH IN,OUDH.BO,Agri,Sugar,22-Mar-2017,Listed,130.75,338.87
2564,114330,Overseas Synthetics Ltd.,INE670O01013,514330,,OSS IN,OVER.BO,Textile ,Textile ,30-May-2017,Listed,12.50,8.88
2565,130741,Ovobel Foods Ltd.,INE812S01012,530741,,OVBF IN,OFOD.BO,FMCG,Consumer Food,09-Jun-2017,Listed,24.95,26.20
2566,114414,Oxford Industries Ltd.,INE114D01015,514414,,LSS IN,OXIN.BO,Textile ,Textile ,30-May-2017,Listed,0.79,0.47
2567,278157,Oyeeee Media Ltd.,INE365S01011,539310,,OYEM IN,OYEE.BO,Media & Entertainment,Film Production  Distribution & Entertainment,17-Apr-2017,Listed,31.85,47.18
2568,245846,Ozone World Ltd.,INE583K01016,539291,,OZONE IN,OZON.BO,Trading,Trading,31-Mar-2017,Listed,65.90,24.38
2569,123862,Pacheli Industrial Finance Ltd.,INE926B01016,523862,,PIFLTD IN,DHOI.BO,Realty,Construction - Real Estate,02-Jun-2017,Listed,7.13,2.66
2570,123483,Pacific Industries Ltd.,INE883C01025,523483,PACIFICIND,PGR IN,PACI.BO,Construction Materials,Ceramics/Marble/Granite/Sanitaryware,09-Jun-2017,Listed,146.55,19.81
2571,241207,Pact Industries Ltd.,INE494K01024,538963,,PACT IN,,Textile ,Textile ,09-Jun-2017,Listed,4.80,23.72
2572,131395,Padam Cotton Yarns Ltd.,INE448D01017,531395,,PCY IN,PACT.BO,Textile ,Textile ,11-Jan-2017,Listed,23.35,9.04
2573,132350,Padmalaya Telefilms Ltd.,INE243B01016,532350,PADMALAYAT,PDMT IN,PADM.BO,Media & Entertainment,TV Broadcasting & Software Production,09-Jun-2017,Listed,10.00,17.00
2574,126905,Padmanabh Industries Ltd.,INE743D01011,526905,,NLI IN,NILC.BO,Trading,Trading,07-Jun-2017,Listed,58.80,26.92
2575,117230,PAE Ltd.,INE766A01018,517230,PAEL,PAE IN,PAEL.BO,Trading,Trading,09-Jun-2017,Listed,8.40,8.75
2576,131396,Pagaria Energy Ltd.,INE905B01010,531396,,PAEL IN,MWOM.BO,IT,IT - Software ,25-May-2017,Listed,4.39,1.91
2577,132827,Page Industries Ltd.,INE761H01022,532827,PAGEIND,PAG IN,PAGE.BO,Textile ,Textile ,09-Jun-2017,Listed,16163.70,18028.79
2578,113405,PALCO Ltd.,INE057C01018,513405,PENNARALUM,PACL IN,PNAL.BO,Non - Ferrous Metals,Aluminium & Aluminium Products,09-Jun-2017,Listed,0.22,1.29
2579,208912,Palco Metals Ltd.,INE239L01013,539121,,PAML IN,PALC.BO,Non - Ferrous Metals,Aluminium & Aluminium Products,05-Jun-2017,Listed,29.25,11.70
2580,132521,Palred Technologies Ltd.,INE218G01033,532521,PALREDTEC,PALT IN,FOUR.BO,IT,IT - Software ,09-Jun-2017,Listed,129.95,126.47
2581,111597,Palsoft Infosystems Ltd.,INE969B01016,511597,,ALCF IN,PALS.BO,IT,IT - Software ,06-Jun-2017,Listed,9.10,2.73
2582,117397,Pan Electronics (India) Ltd.,INE648E01010,517397,,PEIL IN,PAEI.BO,Electricals,Electronics - Components,19-May-2017,Listed,3.80,1.52
2583,111525,Pan India Corporation Ltd.,INE376A01032,511525,SRGINFOTEC,PICL IN,PAIN.BO,Finance,Finance - Investment,09-Jun-2017,Listed,0.30,6.43
2584,131349,Panacea Biotec Ltd.,INE922B01023,531349,PANACEABIO,PNCB IN,PNCA.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,148.95,912.33
2585,285514,Panache Digilife Ltd.,INE895W01019,,PANACHE,PDIGI IN,,Consumer Durables,IT - Hardware,09-Jun-2017,Listed,107.80,64.68
2586,271424,Panache Innovations Ltd.,INE516E01019,538742,,RUTR IN,RUTE.BO,Trading,Trading,09-Jun-2017,Listed,21.45,9.42
2587,272519,Panafic Industrials Ltd.,INE655P01029,538860,,PAIN IN,PANF.BO,Finance,Finance - NBFC,09-Jun-2017,Listed,6.74,55.35
2588,124820,Panama Petrochem Ltd.,INE305C01029,524820,PANAMAPET,PNPC IN,PAPT.BO,Automobile & Ancillaries,Lubricants,09-Jun-2017,Listed,146.70,591.63
2589,108941,Panasonic Carbon India Company Ltd.,INE013E01017,508941,PANCARBON,PCIC IN,PCIL.BO,Capital Goods,Electrodes & Welding Equipment,09-Jun-2017,Listed,466.15,223.75
2590,104093,Panasonic Energy India Company Ltd.,INE795A01017,504093,LAKHNNATNL,PANA IN,PANB.BO,Automobile & Ancillaries,Batteries,09-Jun-2017,Listed,262.95,197.21
2591,113511,Panchmahal Steel Ltd.,INE798F01010,513511,PANCHMSTEL,PMS IN,PANS.BO,Iron & Steel,Steel & Iron Products,09-Jun-2017,Listed,38.55,73.55
2592,131726,Panchsheel Organics Ltd.,INE316G01019,531726,PANCHSHEEL,PSO IN,PANO.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,97.00,48.65
2593,106122,Pankaj Piyush Trade And  Investment Ltd.,INE820M01018,506122,,PKPT IN,PANK.BO,Finance,Finance - Investment,09-Jun-2017,Listed,54.90,2.20
2594,131280,Pankaj Polymers Ltd.,INE698B01011,531280,,PKJP IN,PNKP.BO,Plastic Products,Plastic Products,09-Jun-2017,Listed,9.18,5.09
2595,240415,Pankaj Polypack Ltd.,INE198N01017,534796,,PPPL IN,PAPL.BO,Plastic Products,Plastic Products,08-Jun-2017,Listed,34.70,10.68
2596,131816,Panoramic Universal Ltd.,INE194B01029,531816,PANORAMUNI,PRU IN,PANU.BO,IT,IT - Software ,09-Jun-2017,Listed,9.78,76.03
2597,283150,Pansari Developers Ltd.,INE697V01011,,PANSARI,PNDL IN,,Realty,Construction - Real Estate,29-May-2017,Listed,21.80,38.03
2598,100322,Panyam Cements & Mineral Industries  Ltd.,INE167E01029,500322,PANYAMCEM,PYC IN,PNYM.BO,Construction Materials,Cement & Construction Materials,09-Jun-2017,Listed,62.60,105.55
2599,210575,Parabolic Drugs Ltd.,INE618H01016,533211,PARABDRUGS,PDL IN,PARB.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,7.42,45.92
2600,224160,Parag Milk Foods Ltd.,INE883N01014,539889,PARAGMILK,PARAG IN,PAMF.BO,FMCG,Consumer Food,09-Jun-2017,Listed,229.25,1928.33
2601,131255,Paragon Finance Ltd.,INE015E01012,531255,,PRFN IN,PRFN.BO,Finance,Finance - NBFC,02-Jun-2017,Listed,17.50,7.44
2602,130555,Paramount Communications Ltd.,INE074B01023,530555,PARACABLES,PRMC IN,PCML.BO,Electricals,Cable,09-Jun-2017,Listed,5.91,74.01
2603,107970,Paramount Cosmetics (India) Ltd.,INE143I01013,507970,,TIPS IN,PMNT.BO,FMCG,Household & Personal Products,09-Jun-2017,Listed,36.20,17.58
2604,222260,Paramount Printpackaging Ltd.,INE702L01010,533399,PARAPRINT,PMPP IN,PARM.BO,Media & Entertainment,Printing & Stationery,24-Apr-2017,Listed,0.82,2.19
2605,121246,Paras Petrofils Ltd.,INE162C01024,521246,PARASPETRO,PRPT IN,PARP.BO,Textile ,Textile - Manmade  Fibres,10-Apr-2017,Listed,0.17,5.68
2606,124689,Parenteral Drugs (India) Ltd.,INE904D01019,524689,PDPL,PDI IN,PADG.BO,Healthcare,Pharmaceuticals & Drugs,09-Jun-2017,Listed,24.25,72.30
2607,124628,Parker Agrochem Exports Ltd.,INE750B01010,524628,,PKAX IN,PAAE.BO,Trading,Trading,10-May-2017,Listed,9.92,4.74
2608,132911,Parle Software Ltd.,INE272G01014,532911,,PARSO IN,PRLE.BO,IT,IT - Software ,09-Jun-2017,Listed,9.00,12.60
2609,284996,Parmax Pharma Ltd.,INE240T01014,540359,,PRMXP IN,,Healthcare,Pharmaceuticals & Drugs,05-May-2017,Listed,16.65,6.23
