Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,27112020,2616728400,0001915"
"Trade Date <27-NOV-2020>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,97808,74379,76.05"
"20,2,21STCENMGM,EQ,4758,4137,86.95"
"20,3,3IINFOTECH,EQ,2500437,1639080,65.55"
"20,4,3MINDIA,EQ,60948,54909,90.09"
"20,5,3PLAND,EQ,24426,24405,99.91"
"20,6,5PAISA,EQ,16340,11618,71.10"
"20,7,63MOONS,EQ,961470,405927,42.22"
"20,8,68GS2060,GS,200,200,100.00"
"20,9,772GS2049,GS,1716,1716,100.00"
"20,10,772GS2055,GS,2,2,100.00"
"20,11,813GS2045,GS,100,100,100.00"
"20,12,824GS2027,GS,1000,1000,100.00"
"20,13,A2ZINFRA,EQ,242307,172053,71.01"
"20,14,AAATECH,SM,3000,3000,100.00"
"20,15,AAKASH,EQ,43446,12613,29.03"
"20,16,AARON,EQ,89970,52830,58.72"
"20,17,AARTIDRUGS,EQ,1220320,671396,55.02"
"20,18,AARTIIND,EQ,704917,577079,81.86"
"20,19,AARTISURF,EQ,35220,27478,78.02"
"20,20,AARVEEDEN,EQ,22363,9109,40.73"
"20,21,AARVI,EQ,1107,665,60.07"
"20,22,AAVAS,EQ,300831,233251,77.54"
"20,23,ABAN,EQ,337488,192674,57.09"
"20,24,ABB,EQ,253387,69492,27.43"
"20,25,ABBOTINDIA,EQ,5110,3219,62.99"
"20,26,ABCAPITAL,EQ,11477422,7099082,61.85"
"20,27,ABFRL,EQ,3504376,2697450,76.97"
"20,28,ABFRLPP,E1,66736,41290,61.87"
"20,29,ABSLBANETF,EQ,118,92,77.97"
"20,30,ABSLNN50ET,EQ,66,20,30.30"
"20,31,ACC,EQ,7926397,6122030,77.24"
"20,32,ACCELYA,EQ,2531,1468,58.00"
"20,33,ACCURACY,SM,11200,9600,85.71"
"20,34,ACE,EQ,2883474,864374,29.98"
"20,35,ADANIENT,EQ,6429153,3540886,55.08"
"20,36,ADANIGAS,EQ,14902282,5807896,38.97"
"20,37,ADANIGREEN,EQ,45148093,39208478,86.84"
"20,38,ADANIPORTS,EQ,10593353,4012544,37.88"
"20,39,ADANIPOWER,EQ,5039982,2031593,40.31"
"20,40,ADANITRANS,EQ,1160308,377315,32.52"
"20,41,ADFFOODS,EQ,132486,35807,27.03"
"20,42,ADHUNIKIND,EQ,39718,32847,82.70"
"20,43,ADORWELD,EQ,39761,18863,47.44"
"20,44,ADSL,EQ,380552,251517,66.09"
"20,45,ADVANIHOTR,EQ,326986,148945,45.55"
"20,46,ADVENZYMES,EQ,1109750,779098,70.20"
"20,47,AEGISCHEM,EQ,1030334,795943,77.25"
"20,48,AFFLE,EQ,218008,135917,62.34"
"20,49,AGARIND,EQ,38387,24157,62.93"
"20,50,AGRITECH,EQ,8057,6919,85.88"
"20,51,AGROPHOS,EQ,63605,63605,100.00"
"20,52,AHLADA,SM,11000,7000,63.64"
"20,53,AHLEAST,EQ,796,482,60.55"
"20,54,AHLUCONT,EQ,16846,11556,68.60"
"20,55,AHLWEST,EQ,1065,743,69.77"
"20,56,AIAENG,EQ,56834,36256,63.79"
"20,57,AIRAN,EQ,89263,65687,73.59"
"20,58,AJANTPHARM,EQ,207754,112082,53.95"
"20,59,AJMERA,EQ,198286,98386,49.62"
"20,60,AKASH,EQ,65731,64102,97.52"
"20,61,AKG,SM,4000,4000,100.00"
"20,62,AKSHARCHEM,EQ,36298,18054,49.74"
"20,63,AKSHOPTFBR,EQ,176454,127079,72.02"
"20,64,AKZOINDIA,EQ,22640,14536,64.20"
"20,65,ALANKIT,EQ,154854,99524,64.27"
"20,66,ALBERTDAVD,EQ,26029,14875,57.15"
"20,67,ALCHEM,EQ,36660,25598,69.83"
"20,68,ALEMBICLTD,EQ,4121728,1167207,28.32"
"20,69,ALICON,EQ,4436,3119,70.31"
"20,70,ALKALI,EQ,16650,13382,80.37"
"20,71,ALKEM,EQ,88957,53879,60.57"
"20,72,ALKYLAMINE,EQ,194917,100249,51.43"
"20,73,ALLCARGO,EQ,654296,217007,33.17"
"20,74,ALLSEC,EQ,3476,2535,72.93"
"20,75,ALMONDZ,EQ,14454,11004,76.13"
"20,76,ALOKINDS,EQ,8225888,4421573,53.75"
"20,77,ALPHAGEO,EQ,115837,61930,53.46"
"20,78,ALPSINDUS,EQ,2959,2709,91.55"
"20,79,AMARAJABAT,EQ,4207080,1249836,29.71"
"20,80,AMBER,EQ,1004310,350922,34.94"
"20,81,AMBIKCO,EQ,39079,32976,84.38"
"20,82,AMBUJACEM,EQ,10177429,4870133,47.85"
"20,83,AMDIND,EQ,3048,2188,71.78"
"20,84,AMJLAND,EQ,26081,14257,54.66"
"20,85,AMJUMBO,SM,8000,8000,100.00"
"20,86,AMRUTANJAN,EQ,112901,51223,45.37"
"20,87,ANANTRAJ,EQ,363183,226892,62.47"
"20,88,ANDHRACEMT,EQ,150162,92031,61.29"
"20,89,ANDHRAPAP,EQ,70177,53874,76.77"
"20,90,ANDHRSUGAR,EQ,41598,14924,35.88"
"20,91,ANGELBRKG,EQ,249363,100849,40.44"
"20,92,ANIKINDS,EQ,85142,54645,64.18"
"20,93,ANKITMETAL,EQ,154155,110555,71.72"
"20,94,ANSALAPI,EQ,117678,100220,85.16"
"20,95,ANSALHSG,EQ,25999,25999,100.00"
"20,96,ANUP,EQ,19511,14392,73.76"
"20,97,APARINDS,EQ,43331,31278,72.18"
"20,98,APCL,EQ,35887,25174,70.15"
"20,99,APCOTEXIND,EQ,68395,35415,51.78"
"20,100,APEX,EQ,285721,82452,28.86"
"20,101,APLAPOLLO,EQ,166837,123547,74.05"
"20,102,APLLTD,EQ,726571,418295,57.57"
"20,103,APOLLO,EQ,448757,114633,25.54"
"20,104,APOLLOHOSP,EQ,8998610,5803160,64.49"
"20,105,APOLLOPIPE,EQ,21317,17779,83.40"
"20,106,APOLLOTYRE,EQ,10762908,1668664,15.50"
"20,107,APOLSINHOT,EQ,2393,1386,57.92"
"20,108,APTECHT,EQ,141194,58262,41.26"
"20,109,ARCHIDPLY,EQ,113639,72812,64.07"
"20,110,ARCHIES,EQ,123841,75745,61.16"
"20,111,ARCOTECH,EQ,53467,30825,57.65"
"20,112,ARENTERP,EQ,3960,3960,100.00"
"20,113,ARIES,EQ,205381,100791,49.08"
"20,114,ARIHANT,EQ,450,350,77.78"
"20,115,ARIHANTSUP,EQ,8966,6629,73.93"
