Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,09092022,1202997273,0002132"
"Trade Date <09-SEP-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,1,1,100.00"
"20,2,182D090323,TB,10000,10000,100.00"
"20,3,20MICRONS,EQ,203318,101168,49.76"
"20,4,21STCENMGM,EQ,7201,3361,46.67"
"20,5,364D060723,TB,22500,19500,86.67"
"20,6,364D070923,TB,25800,25600,99.22"
"20,7,3IINFOLTD,EQ,3853001,1604492,41.64"
"20,8,3MINDIA,EQ,1150,676,58.78"
"20,9,3PLAND,EQ,2043,1797,87.96"
"20,10,456GS2023,GS,6,1,16.67"
"20,11,563GS2026,GS,306,306,100.00"
"20,12,5PAISA,EQ,19438,12615,64.90"
"20,13,63MOONS,EQ,47122,32288,68.52"
"20,14,654GS2032,GS,921,921,100.00"
"20,15,667GS2050,GS,1664,807,48.50"
"20,16,699GS2051,GS,1601,1600,99.94"
"20,17,716GS2050,GS,2,2,100.00"
"20,18,726GS2032,GS,7394,7394,100.00"
"20,19,737GS2023,GS,1800,1800,100.00"
"20,20,754GS2036,GS,800,700,87.50"
"20,21,772GS2055,GS,5,5,100.00"
"20,22,824GS2027,GS,660,660,100.00"
"20,23,A2ZINFRA,EQ,217577,169338,77.83"
"20,24,AAATECH,SM,9000,9000,100.00"
"20,25,AAKASH,EQ,180881,153740,85.00"
"20,26,AAREYDRUGS,EQ,77093,44754,58.05"
"20,27,AARON,EQ,43911,25917,59.02"
"20,28,AARTIDRUGS,EQ,369486,97092,26.28"
"20,29,AARTIIND,EQ,458201,190954,41.67"
"20,30,AARTISURF,EQ,24011,11077,46.13"
"20,31,AARVEEDEN,EQ,32617,22164,67.95"
"20,32,AARVI,EQ,10273,6555,63.81"
"20,33,AAVAS,EQ,102379,72633,70.95"
"20,34,ABAN,EQ,232559,147332,63.35"
"20,35,ABB,EQ,215708,105785,49.04"
"20,36,ABBOTINDIA,EQ,26150,20114,76.92"
"20,37,ABCAPITAL,EQ,2922896,830240,28.40"
"20,38,ABFRL,EQ,2586674,1154810,44.64"
"20,39,ABSLAMC,EQ,55527,31864,57.38"
"20,40,ABSLBANETF,EQ,6451,4037,62.58"
"20,41,ABSLNN50ET,EQ,4401,2571,58.42"
"20,42,ACC,EQ,1690337,403074,23.85"
"20,43,ACCELYA,EQ,33027,20371,61.68"
"20,44,ACCURACY,EQ,259334,97531,37.61"
"20,45,ACE,EQ,2085647,537799,25.79"
"20,46,ACRYSIL,EQ,87955,43529,49.49"
"20,47,ADANIENT,EQ,1614634,447713,27.73"
"20,48,ADANIGREEN,EQ,1264789,450293,35.60"
"20,49,ADANIPORTS,EQ,18369177,2955973,16.09"
"20,50,ADANITRANS,EQ,414999,221657,53.41"
"20,51,ADFFOODS,EQ,11868,7238,60.99"
"20,52,ADORWELD,EQ,32746,16886,51.57"
"20,53,ADSL,EQ,106224,59104,55.64"
"20,54,ADVANIHOTR,EQ,45167,25100,55.57"
"20,55,ADVENZYMES,EQ,88512,54841,61.96"
"20,56,AEGISCHEM,EQ,1264894,501546,39.65"
"20,57,AETHER,EQ,64958,46930,72.25"
"20,58,AFFLE,EQ,219787,79410,36.13"
"20,59,AGARIND,EQ,29282,15103,51.58"
"20,60,AGI,EQ,470206,173005,36.79"
"20,61,AGNI,SM,390000,260000,66.67"
"20,62,AGROPHOS,EQ,179263,92906,51.83"
"20,63,AGSTRA,EQ,118961,65710,55.24"
"20,64,AHLADA,EQ,19932,13523,67.85"
"20,65,AHLEAST,EQ,34846,18049,51.80"
"20,66,AHLUCONT,EQ,35739,27084,75.78"
"20,67,AIAENG,EQ,23519,10878,46.25"
"20,68,AIRAN,EQ,431071,337766,78.36"
"20,69,AIROLAM,EQ,24720,20686,83.68"
"20,70,AIRTELPP,E1,977556,830620,84.97"
"20,71,AJANTPHARM,EQ,46448,18679,40.21"
"20,72,AJMERA,EQ,48463,15212,31.39"
"20,73,AJOONI,EQ,280281,82289,29.36"
"20,74,AJRINFRA,EQ,5341651,2729952,51.11"
"20,75,AKG,EQ,23423,16542,70.62"
"20,76,AKSHAR,EQ,43172,28399,65.78"
"20,77,AKSHARCHEM,EQ,45835,21650,47.23"
"20,78,AKSHOPTFBR,EQ,893530,630113,70.52"
"20,79,AKZOINDIA,EQ,11030,7239,65.63"
"20,80,ALANKIT,EQ,494596,307073,62.09"
"20,81,ALBERTDAVD,EQ,70763,49753,70.31"
"20,82,ALEMBICLTD,EQ,128403,89100,69.39"
"20,83,ALICON,EQ,22002,8456,38.43"
"20,84,ALKALI,EQ,14422,9934,68.88"
"20,85,ALKEM,EQ,95823,44827,46.78"
"20,86,ALKYLAMINE,EQ,57473,23459,40.82"
"20,87,ALLCARGO,EQ,3163856,1500814,47.44"
"20,88,ALLSEC,EQ,9112,6306,69.21"
"20,89,ALMONDZ,EQ,141437,68330,48.31"
"20,90,ALPA,EQ,154766,78056,50.43"
"20,91,ALPHAGEO,EQ,42525,19733,46.40"
"20,92,AMARAJABAT,EQ,850995,258306,30.35"
"20,93,AMBER,EQ,96488,39593,41.03"
"20,94,AMBICAAGAR,EQ,46539,30550,65.64"
"20,95,AMBIKCO,EQ,9504,5855,61.61"
"20,96,AMBUJACEM,EQ,29429693,6319651,21.47"
"20,97,AMDIND,EQ,84312,57183,67.82"
"20,98,AMEYA,ST,16000,16000,100.00"
"20,99,AMIORG,EQ,83678,39496,47.20"
"20,100,AMJLAND,EQ,33378,16353,48.99"
"20,101,AMJUMBO,SM,112000,112000,100.00"
"20,102,AMRUTANJAN,EQ,65885,53084,80.57"
"20,103,ANANDRATHI,EQ,115067,63208,54.93"
"20,104,ANANTRAJ,EQ,3541162,1169574,33.03"
"20,105,ANDHRAPAP,EQ,76526,32282,42.18"
"20,106,ANDHRSUGAR,EQ,240714,124179,51.59"
"20,107,ANDREWYU,EQ,103269,71588,69.32"
"20,108,ANGELONE,EQ,1104431,253873,22.99"
"20,109,ANIKINDS,EQ,132965,84575,63.61"
"20,110,ANMOL,EQ,11245,9955,88.53"
"20,111,ANSALAPI,EQ,264471,210851,79.73"
"20,112,ANSALHSG,EQ,222992,185840,83.34"
"20,113,ANTGRAPHIC,EQ,1646718,1039373,63.12"
"20,114,ANUP,EQ,32004,19066,59.57"
"20,115,ANURAS,EQ,36681,19115,52.11"
"20,116,APARINDS,EQ,50798,21921,43.15"
"20,117,APCL,EQ,688699,181473,26.35"
"20,118,APCOTEXIND,EQ,360228,158268,43.94"
"20,119,APEX,EQ,76286,24351,31.92"
"20,120,APLAPOLLO,EQ,219674,98145,44.68"
"20,121,APLLTD,EQ,93492,63604,68.03"
"20,122,APOLLO,EQ,202964,107837,53.13"
"20,123,APOLLOHOSP,EQ,476210,242349,50.89"
"20,124,APOLLOPIPE,EQ,140699,123918,88.07"
"20,125,APOLLOTYRE,EQ,2600993,562596,21.63"
"20,126,APOLSINHOT,EQ,6783,5494,81.00"
"20,127,APTECHT,EQ,399963,138179,34.55"
"20,128,APTUS,EQ,1273406,812558,63.81"
"20,129,ARCHIDPLY,EQ,107099,61147,57.09"
"20,130,ARCHIES,EQ,44440,36260,81.59"
"20,131,ARENTERP,EQ,9893,5804,58.67"
"20,132,ARIES,EQ,16780,8437,50.28"
"20,133,ARIHANTCAP,EQ,319742,199724,62.46"
"20,134,ARIHANTSUP,EQ,1194811,319541,26.74"
"20,135,ARMANFIN,EQ,6059,3972,65.56"
"20,136,AROGRANITE,EQ,19706,10266,52.10"
"20,137,ARROWGREEN,EQ,42679,24906,58.36"
"20,138,ARSHIYA,EQ,1924368,1123117,58.36"
"20,139,ARTEMISMED,EQ,110975,78070,70.35"
"20,140,ARTNIRMAN,EQ,42999,36103,83.96"
"20,141,ARVIND,EQ,1460308,554856,38.00"
"20,142,ARVINDFASN,EQ,108273,53246,49.18"
"20,143,ARVSMART,EQ,708992,278858,39.33"
"20,144,ASAHIINDIA,EQ,650475,269137,41.38"
"20,145,ASAHISONG,EQ,6175,3469,56.18"
"20,146,ASAL,EQ,45683,27462,60.11"
"20,147,ASALCBR,EQ,37226,24335,65.37"
"20,148,ASHAPURMIN,EQ,4865144,1541444,31.68"
"20,149,ASHIANA,EQ,162296,97710,60.20"
"20,150,ASHIMASYN,EQ,293438,225603,76.88"
