DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
26092018|514322|000000745|0000000000076512|000000754|0000000000077209|098.81
26092018|514326|000000051|0000000000000561|000000103|0000000000001061|049.51
26092018|514330|000000350|0000000000002286|000015350|0000000000099882|002.28
26092018|514348|000000001|0000000000000002|000000001|0000000000000001|100.00
26092018|514354|000000700|0000000000017675|000000700|0000000000016985|100.00
26092018|514358|000000101|0000000000001585|000000101|0000000000001585|100.00
26092018|514378|000005000|0000000000024633|000005000|0000000000024633|100.00
26092018|514394|000000072|0000000000025556|000000072|0000000000025556|100.00
26092018|514400|000000196|0000000000000826|000000196|0000000000000825|100.00
26092018|514418|000009375|0000000003946875|000011109|0000000004703683|084.39
26092018|514428|000000004|0000000000000354|000000004|0000000000000353|100.00
26092018|514442|000000731|0000000000016887|000000731|0000000000016960|100.00
26092018|514448|000000220|0000000000017872|000000220|0000000000017872|100.00
26092018|514450|000000016|0000000000000774|000000016|0000000000000791|100.00
26092018|514454|000000035|0000000000000170|000000035|0000000000000170|100.00
26092018|514470|000001220|0000000000037820|000002114|0000000000066478|057.71
26092018|514474|000001039|0000000000136312|000001039|0000000000136312|100.00
26092018|515018|000000055|0000000000000152|000000055|0000000000000152|100.00
26092018|515030|000001249|0000000000418166|000001838|0000000000609624|067.95
26092018|515037|000000610|0000000000017263|000001048|0000000000029617|058.21
26092018|515043|000032568|0000000001812410|000037485|0000000002106363|086.88
26092018|515055|000049681|0000000002014565|000170617|0000000006932479|029.12
26092018|515085|000002493|0000000000010546|000006486|0000000000025047|038.44
26092018|515093|000000325|0000000000014820|000000452|0000000000020335|071.90
26092018|515145|000000541|0000000000051233|000000641|0000000000060117|084.40
26092018|515147|000020320|0000000000752856|000024806|0000000000931122|081.92
26092018|516003|000000524|0000000000049828|000000524|0000000000049828|100.00
26092018|516007|000004500|0000000000087975|000006828|0000000000132141|065.91
26092018|516016|000002035|0000000000350631|000009891|0000000001704419|020.57
26092018|516022|000004776|0000000000865889|000017723|0000000003224879|026.95
26092018|516030|000155569|0000000010539800|000172747|0000000011399906|090.06
26092018|516032|000000400|0000000000002752|000000400|0000000000002752|100.00
26092018|516062|000013019|0000000000496838|000013019|0000000000496838|100.00
26092018|516064|000002811|0000000000335634|000005158|0000000000616266|054.50
26092018|516072|000000280|0000000000056070|000000364|0000000000073603|076.92
26092018|516078|000000499|0000000000006714|000000499|0000000000006714|100.00
26092018|516082|000001735|0000000000850237|000003382|0000000001691090|051.30
26092018|516086|000000100|0000000000001082|000000100|0000000000001082|100.00
26092018|516092|000000800|0000000000009936|000000800|0000000000009936|100.00
26092018|516096|000002515|0000000000553713|000002515|0000000000553713|100.00
26092018|516106|000010400|0000000000142792|000010501|0000000000149500|099.04
26092018|516108|000013560|0000000001386408|000013560|0000000001386408|100.00
26092018|516110|000000015|0000000000000282|000000015|0000000000000282|100.00
26092018|517015|000000513|0000000000707274|000001279|0000000001769902|040.11
26092018|517035|000001282|0000000000062370|000001282|0000000000061803|100.00
26092018|517041|000000889|0000000000277813|000001023|0000000000313669|086.90
26092018|517044|000000003|0000000000000039|000000003|0000000000000039|100.00
26092018|517059|000001075|0000000000175494|000002815|0000000000449442|038.19
26092018|517077|000000001|0000000000000047|000000001|0000000000000047|100.00
26092018|517080|000238768|0000000002638387|000478666|0000000005231831|049.88
26092018|517096|000000018|0000000000000342|000000018|0000000000000342|100.00
26092018|517119|000000298|0000000000004053|000000420|0000000000005839|070.95
26092018|517140|000047757|0000000000075933|000047757|0000000000075933|100.00
26092018|517146|000303142|0000000009594445|000736979|0000000022984418|041.13
26092018|517166|000003045|0000000000026719|000003045|0000000000026719|100.00
26092018|517168|000001742|0000000000592803|000002240|0000000000761480|077.77
26092018|517174|000000035|0000000000754737|000000072|0000000001549730|048.61
26092018|517201|000002045|0000000000184113|000002045|0000000000184113|100.00
26092018|517206|000000101|0000000000207222|000000291|0000000000597922|034.71
26092018|517214|000006070|0000000000074904|000010748|0000000000123606|056.48
26092018|517224|000015404|0000000000007394|000015404|0000000000007394|100.00
26092018|517236|000004499|0000000000083007|000007246|0000000000133281|062.09
26092018|517238|000000723|0000000000038342|000000723|0000000000038342|100.00
26092018|517271|000029956|0000000000868724|000064164|0000000001893467|046.69
26092018|517288|000000128|0000000000002970|000000128|0000000000002913|100.00
26092018|517300|000002840|0000000000220952|000004750|0000000000372036|059.79
26092018|517330|000001338|0000000000206387|000002357|0000000000362000|056.77
26092018|517334|000146794|0000000037814135|000690509|0000000174720702|021.26
26092018|517344|000000156|0000000000006560|000000160|0000000000006838|097.50
26092018|517354|000007982|0000000005167148|000045001|0000000028587413|017.74
26092018|517356|000000181|0000000000000139|000000181|0000000000000139|100.00
26092018|517370|000000300|0000000000012060|000000300|0000000000012060|100.00
26092018|517372|000000598|0000000000071671|000000901|0000000000108272|066.37
26092018|517380|000001164|0000000000815848|000001997|0000000001397221|058.29
26092018|517385|000000726|0000000000734676|000002064|0000000002074364|035.17
26092018|517415|000012924|0000000000018093|000012924|0000000000018093|100.00
26092018|517417|000001655|0000000000223425|000001655|0000000000226727|100.00
26092018|517421|000001069|0000000000282804|000003002|0000000000769436|035.61
26092018|517437|000000036|0000000000005712|000000036|0000000000005712|100.00
26092018|517447|000006070|0000000000179976|000082421|0000000002516708|007.36
26092018|517449|000003328|0000000000532480|000003523|0000000000568887|094.46
26092018|517467|000005620|0000000000008992|000005620|0000000000008992|100.00
26092018|517477|000001228|0000000000136431|000001335|0000000000147567|091.99
26092018|517481|000001200|0000000000002148|000001200|0000000000002148|100.00
26092018|517494|000008464|0000000000062634|000008524|0000000000064887|099.30
26092018|517498|000002907|0000000000105234|000003899|0000000000141486|074.56
26092018|517500|000025983|0000000002910096|000033745|0000000003752836|077.00
26092018|517506|000000390|0000000002504288|000000941|0000000006070385|041.45
26092018|517514|000004550|0000000000070752|000004550|0000000000070752|100.00
26092018|517518|000014753|0000000001127867|000035419|0000000002643641|041.65
26092018|517522|000001516|0000000001262449|000001661|0000000001389785|091.27
26092018|517530|000001950|0000000000009165|000001950|0000000000009250|100.00
26092018|517536|000020241|0000000001443184|000033449|0000000002417482|060.51
26092018|517544|000000133|0000000000057190|000000181|0000000000079193|073.48
26092018|517546|000000001|0000000000000031|000000002|0000000000000064|050.00
26092018|517548|000000198|0000000000005455|000000264|0000000000007238|075.00
26092018|517552|000000437|0000000000003363|000000437|0000000000003363|100.00
26092018|517554|000006015|0000000000044511|000006057|0000000000042245|099.31
26092018|517556|000036757|0000000000136001|000047026|0000000000171171|078.16
26092018|517562|000017451|0000000001448433|000036920|0000000003141933|047.27
26092018|517569|000008952|0000000002989968|000021049|0000000007025139|042.53
26092018|517571|000001015|0000000000065823|000001447|0000000000094136|070.15
26092018|518011|000000057|0000000000004842|000000057|0000000000004842|100.00
26092018|518029|000005212|0000000000132125|000006610|0000000000167867|078.85
26092018|518075|000000120|0000000000005144|000000120|0000000000005144|100.00
26092018|518091|000000130|0000000000017563|000000189|0000000000026026|068.78
26092018|519003|000000351|0000000000028080|000000432|0000000000033873|081.25
26092018|519031|000000142|0000000000012177|000000148|0000000000012217|095.95
26092018|519091|000000066|0000000000584483|000000166|0000000001477232|039.76
26092018|519105|000003831|0000000000109567|000005310|0000000000154013|072.15
26092018|519126|000006610|0000000002296975|000006767|0000000002355177|097.68
26092018|519136|000000568|0000000000034563|000001494|0000000000090688|038.02
26092018|519152|000000002|0000000000001822|000000002|0000000000001822|100.00
26092018|519156|000002369|0000000001081331|000006326|0000000002845639|037.45
26092018|519183|000006217|0000000001434262|000006633|0000000001521493|093.73
26092018|519216|000004228|0000000000120076|000005448|0000000000157586|077.61
26092018|519224|000000776|0000000000046289|000000995|0000000000060454|077.99
26092018|519230|000000250|0000000000001200|000000250|0000000000001200|100.00
26092018|519248|000033577|0000000000219271|000033577|0000000000219271|100.00
26092018|519260|000123621|0000000001539082|000363131|0000000004446720|034.04
26092018|519262|000000111|0000000000001853|000000111|0000000000001853|100.00
26092018|519285|000005672|0000000000014974|000005672|0000000000014974|100.00
26092018|519287|000001209|0000000000006165|000001209|0000000000006165|100.00
26092018|519295|000000485|0000000000091180|000000485|0000000000091018|100.00
26092018|519307|000138994|0000000001458048|000167089|0000000001778236|083.19
26092018|519359|000000200|0000000000008000|000000200|0000000000008001|100.00
26092018|519383|000003067|0000000000081889|000004914|0000000000135229|062.41
26092018|519421|000001195|0000000002983754|000001195|0000000002983754|100.00
26092018|519455|000000100|0000000000002490|000000100|0000000000002490|100.00
26092018|519457|000000412|0000000000016460|000000494|0000000000020422|083.40
26092018|519475|000000183|0000000000021960|000000196|0000000000024333|093.37
26092018|519491|000002100|0000000000039858|000002100|0000000000039866|100.00
26092018|519494|000000100|0000000000004800|000000200|0000000000009600|050.00
26092018|519532|000000010|0000000000000109|000000010|0000000000000109|100.00
26092018|519552|000000619|0000000000327575|000000876|0000000000466648|070.66
26092018|519560|000008900|0000000000046903|000008910|0000000000046837|099.89
26092018|519566|000030018|0000000001656994|000031549|0000000001783177|095.15
26092018|519570|000005315|0000000000044210|000005315|0000000000044210|100.00
26092018|519588|000000078|0000000000090090|000000093|0000000000106819|083.87
26092018|519600|000000411|0000000000107045|000000951|0000000000244751|043.22
26092018|519602|000002452|0000000000089621|000004344|0000000000159852|056.45
26092018|519612|000000100|0000000000001615|000000100|0000000000001615|100.00
26092018|520008|000007715|0000000000561267|000017649|0000000001285903|043.71
26092018|520021|000003358|0000000000326902|000005233|0000000000507149|064.17
26092018|520043|000002371|0000000000484277|000004943|0000000001000333|047.97
26092018|520051|000031432|0000000002344828|000115111|0000000008588914|027.31
26092018|520056|000000018|0000000000069300|000000021|0000000000081999|085.71
26092018|520057|000007482|0000000000920286|000022199|0000000002727011|033.70
26092018|520059|000001921|0000000000111995|000004558|0000000000269129|042.15
26092018|520066|000000614|0000000000235224|000000721|0000000000276822|085.16
26092018|520073|000010555|0000000000602691|000011345|0000000000649398|093.04
26092018|520075|000007987|0000000001720400|000008472|0000000001836219|094.28
26092018|520081|000000100|0000000000007485|000000100|0000000000007485|100.00
26092018|520086|000005210|0000000000894557|000005493|0000000000925274|094.85
26092018|520111|000000035|0000000000029740|000000092|0000000000077872|038.04
26092018|520113|000000007|0000000000008051|000000009|0000000000010350|077.78
26092018|520119|000000130|0000000000006676|000000130|0000000000006925|100.00
26092018|520123|000000258|0000000000013791|000000328|0000000000016716|078.66
26092018|520127|000001000|0000000000004030|000001000|0000000000004030|100.00
26092018|520141|000000210|0000000000008708|000000210|0000000000008708|100.00
26092018|520151|000000503|0000000000130680|000000846|0000000000223827|059.46
26092018|520155|000000192|0000000000002948|000000192|0000000000002958|100.00
26092018|521014|000001250|0000000000025438|000001799|0000000000036276|069.48
26092018|521016|000007618|0000000000531356|000021798|0000000001529085|034.95
26092018|521018|000013251|0000000000358440|000013400|0000000000362421|098.89
26092018|521034|000004098|0000000000030326|000004103|0000000000030366|099.88
26092018|521048|000000001|0000000000000026|000000001|0000000000000026|100.00
26092018|521062|000001358|0000000000002254|000001358|0000000000002254|100.00
26092018|521064|000021914|0000000001348807|000103796|0000000006406237|021.11
26092018|521068|000000300|0000000000003785|000000300|0000000000003785|100.00
26092018|521070|000515330|0000000001730536|000515330|0000000001730536|100.00
26092018|521082|000000201|0000000000000552|000000201|0000000000000552|100.00
26092018|521097|000002587|0000000000253785|000003092|0000000000301445|083.67
26092018|521109|000000811|0000000000021695|000000961|0000000000024835|084.39
26092018|521113|000004600|0000000000182390|000004760|0000000000197780|096.64
26092018|521127|000000300|0000000000004350|000000300|0000000000004350|100.00
26092018|521131|000000400|0000000000003360|000000400|0000000000003360|100.00
26092018|521141|000000080|0000000000000453|000000080|0000000000000453|100.00
26092018|521149|000001663|0000000000021370|000001663|0000000000021331|100.00
26092018|521151|000000100|0000000000003095|000000100|0000000000003095|100.00
26092018|521163|000000386|0000000000055237|000000759|0000000000108336|050.86
26092018|521176|000050649|0000000000256957|000050649|0000000000256957|100.00
26092018|521180|000010038|0000000000068245|000010038|0000000000068245|100.00
26092018|521194|000004264|0000000000795663|000004709|0000000000916101|090.55
26092018|521200|000000578|0000000000025577|000000578|0000000000025279|100.00
26092018|521206|000018033|0000000000029533|000018033|0000000000029533|100.00
26092018|521216|000000102|0000000000004043|000000102|0000000000004043|100.00
26092018|521220|000000075|0000000000007302|000000080|0000000000007825|093.75
26092018|521238|000000010|0000000000000183|000000010|0000000000000183|100.00
26092018|521240|000000014|0000000000001400|000000022|0000000000002161|063.64
26092018|521248|000007723|0000000000882739|000019843|0000000002271806|038.92
26092018|522001|000000610|0000000000007412|000001210|0000000000014554|050.41
26092018|522004|000008152|0000000000119835|000012957|0000000000194229|062.92
26092018|522005|000001250|0000000000081313|000001386|0000000000086909|090.19
26092018|522014|000000050|0000000000006764|000000050|0000000000006764|100.00
26092018|522017|000000994|0000000000132252|000001169|0000000000157847|085.03
26092018|522029|000007822|0000000000574135|000079035|0000000005966948|009.90
26092018|522034|000000559|0000000000072475|000000976|0000000000126850|057.27
26092018|522064|000001133|0000000001334731|000001284|0000000001519791|088.24
26092018|522073|000002434|0000000001067066|000003915|0000000001732941|062.17
26092018|522074|000003398|0000000000899791|000005189|0000000001370022|065.48
26092018|522091|000000840|0000000000021882|000000840|0000000000021882|100.00
26092018|522101|000001000|0000000000061000|000001050|0000000000063579|095.24
26092018|522105|000149240|0000000002663934|000186101|0000000003428749|080.19
26092018|522108|000001019|0000000000694193|000001019|0000000000694193|100.00
26092018|522113|000003264|0000000001965092|000004926|0000000002973281|066.26
26092018|522122|000000561|0000000000457085|000000561|0000000000457085|100.00
26092018|522134|000001636|0000000000097097|000002304|0000000000136178|071.01
26092018|522152|000000170|0000000000006902|000000171|0000000000007005|099.42
26092018|522163|000033561|0000000000061555|000033561|0000000000061555|100.00
26092018|522165|000002789|0000000000211964|000003189|0000000000242751|087.46
26092018|522183|000033817|0000000005787780|000033824|0000000005916350|099.98
26092018|522195|000005407|0000000000991915|000007486|0000000001392084|072.23
26092018|522205|000080547|0000000008227877|000283924|0000000029865304|028.37
26092018|522207|000000300|0000000000040590|000000510|0000000000068918|058.82
26092018|522215|000001135|0000000000188978|000001790|0000000000295440|063.41
26092018|522217|000000100|0000000000017215|000001025|0000000000174509|009.76
26092018|522229|000003317|0000000000111055|000003317|0000000000111055|100.00
26092018|522231|000000841|0000000000021656|000000847|0000000000022007|099.29
26092018|522241|000000325|0000000000194903|000000545|0000000000325427|059.63
26092018|522249|000000404|0000000000148369|000000431|0000000000158284|093.74
26092018|522251|000003946|0000000000290229|000004437|0000000000332590|088.93
26092018|522257|000012408|0000000000477088|000013033|0000000000504838|095.20
26092018|522261|000004420|0000000000234923|000010654|0000000000570876|041.49
26092018|522263|000000828|0000000000347636|000001558|0000000000667065|053.15
26092018|522267|000000049|0000000000002181|000000049|0000000000002180|100.00
26092018|522275|000000469|0000000000120252|000000615|0000000000158109|076.26
26092018|522281|000032104|0000000004693605|000032508|0000000004776711|098.76
26092018|522285|000003027|0000000000017285|000005035|0000000000029257|060.12
26092018|522287|000000707|0000000000230695|000003821|0000000001223476|018.50
26092018|522292|000000647|0000000000018828|000000648|0000000000018861|099.85
26092018|522294|000000431|0000000000028468|000000432|0000000000028621|099.77
26092018|522295|000000535|0000000000195275|000000698|0000000000254088|076.65
26092018|522650|000000007|0000000000001045|000000007|0000000000001044|100.00
26092018|523007|000000050|0000000000002820|000000051|0000000000002958|098.04
26092018|523011|000000671|0000000000030805|000000671|0000000000030805|100.00
26092018|523019|000000508|0000000000015825|000000538|0000000000015896|094.42
