Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,22112022,976323159,0002142"
"Trade Date <22-NOV-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D230323,TB,2100,2100,100.00"
"20,2,20MICRONS,EQ,81087,41121,50.71"
"20,3,21STCENMGM,EQ,3152,1550,49.18"
"20,4,364D070923,TB,400,400,100.00"
"20,5,364D161123,TB,4000,3600,90.00"
"20,6,364D170823,TB,3600,3600,100.00"
"20,7,3IINFOLTD,EQ,343236,169039,49.25"
"20,8,3MINDIA,EQ,2662,1069,40.16"
"20,9,3PLAND,EQ,1362,999,73.35"
"20,10,4THDIM,EQ,7448,6273,84.22"
"20,11,522GS2025,GS,400,400,100.00"
"20,12,574GS2026,GS,1000,1000,100.00"
"20,13,577GS2030,GS,500,500,100.00"
"20,14,5PAISA,EQ,17948,8907,49.63"
"20,15,619GS2034,GS,100,100,100.00"
"20,16,63MOONS,EQ,39471,21877,55.43"
"20,17,654GS2032,GS,100,100,100.00"
"20,18,667GS2035,GS,1,1,100.00"
"20,19,667GS2050,GS,1501,1500,99.93"
"20,20,669GS2024,GS,600,500,83.33"
"20,21,695GS2061,GS,3475,3236,93.12"
"20,22,695PN31,SG,100,100,100.00"
"20,23,699GS2051,GS,7715,7715,100.00"
"20,24,710GS2029,GS,2500,2500,100.00"
"20,25,719GS2060,GS,301,301,100.00"
"20,26,726GS2032,GS,16338,16338,100.00"
"20,27,727GS2026,GS,1000,1000,100.00"
"20,28,738GS2027,GS,200,200,100.00"
"20,29,74GS2062,GS,1001,1000,99.90"
"20,30,754GS2036,GS,62017,61817,99.68"
"20,31,768GS2023,GS,250000,250000,100.00"
"20,32,91D020223,TB,400,400,100.00"
"20,33,91D160223,TB,500,500,100.00"
"20,34,A2ZINFRA,EQ,118574,89320,75.33"
"20,35,AAKASH,EQ,1159986,662731,57.13"
"20,36,AAREYDRUGS,EQ,15995,10970,68.58"
"20,37,AARTIDRUGS,EQ,48593,32359,66.59"
"20,38,AARTIIND,EQ,1251198,741762,59.28"
"20,39,AARTISURF,EQ,5942,2548,42.88"
"20,40,AARVEEDEN,EQ,13317,9193,69.03"
"20,41,AARVI,EQ,107342,58408,54.41"
"20,42,AAVAS,EQ,66567,31738,47.68"
"20,43,ABAN,EQ,101888,54149,53.15"
"20,44,ABB,EQ,318799,173250,54.34"
"20,45,ABBOTINDIA,EQ,8493,2886,33.98"
"20,46,ABCAPITAL,EQ,1459942,500848,34.31"
"20,47,ABCOTS,SM,4000,4000,100.00"
"20,48,ABFRL,EQ,1341395,574487,42.83"
"20,49,ABSLAMC,EQ,123495,109081,88.33"
"20,50,ABSLBANETF,EQ,4597,2555,55.58"
"20,51,ABSLNN50ET,EQ,465,438,94.19"
"20,52,ACC,EQ,290733,44548,15.32"
"20,53,ACCELYA,EQ,25940,12953,49.93"
"20,54,ACCORD,SM,2000,2000,100.00"
"20,55,ACCURACY,EQ,29231,17812,60.94"
"20,56,ACE,EQ,323745,115930,35.81"
"20,57,ACEINTEG,EQ,60943,36608,60.07"
"20,58,ACI,EQ,4464605,1985266,44.47"
"20,59,ADANIENT,EQ,1705043,333908,19.58"
"20,60,ADANIGREEN,EQ,629553,217506,34.55"
"20,61,ADANIPORTS,EQ,5466001,1596729,29.21"
"20,62,ADANITRANS,EQ,608750,157559,25.88"
"20,63,ADFFOODS,EQ,100162,29908,29.86"
"20,64,ADORWELD,EQ,7449,5659,75.97"
"20,65,ADROITINFO,EQ,45410,32087,70.66"
"20,66,ADSL,EQ,113566,62287,54.85"
"20,67,ADVANIHOTR,EQ,22079,16450,74.51"
"20,68,ADVENZYMES,EQ,30596,18823,61.52"
"20,69,AEGISCHEM,EQ,319361,103627,32.45"
"20,70,AETHER,EQ,92795,37549,40.46"
"20,71,AFFLE,EQ,113991,55935,49.07"
"20,72,AGARIND,EQ,28123,14708,52.30"
"20,73,AGI,EQ,162886,60222,36.97"
"20,74,AGNI,SM,60000,60000,100.00"
"20,75,AGRITECH,EQ,3374,1482,43.92"
"20,76,AGROPHOS,EQ,41287,15564,37.70"
"20,77,AGSTRA,EQ,112457,66043,58.73"
"20,78,AHLUCONT,EQ,26913,10601,39.39"
"20,79,AIAENG,EQ,34809,18777,53.94"
"20,80,AILIMITED,SM,6000,6000,100.00"
"20,81,AIRAN,EQ,56907,36443,64.04"
"20,82,AIROLAM,EQ,480752,95728,19.91"
"20,83,AIRTELPP,E1,84755,46918,55.36"
"20,84,AJANTPHARM,EQ,52454,14995,28.59"
"20,85,AJMERA,EQ,50330,24888,49.45"
"20,86,AJOONI,EQ,1615842,834126,51.62"
"20,87,AJRINFRA,EQ,324700,276401,85.13"
"20,88,AKASH,EQ,15848,11708,73.88"
"20,89,AKSHAR,EQ,28343,28343,100.00"
"20,90,AKSHARCHEM,EQ,6554,2804,42.78"
"20,91,AKSHOPTFBR,EQ,277181,208271,75.14"
"20,92,AKZOINDIA,EQ,22848,19192,84.00"
"20,93,ALANKIT,EQ,144115,85436,59.28"
"20,94,ALBERTDAVD,EQ,3024,2169,71.73"
"20,95,ALEMBICLTD,EQ,118812,62793,52.85"
"20,96,ALICON,EQ,42738,16302,38.14"
"20,97,ALKALI,EQ,50195,27598,54.98"
"20,98,ALKEM,EQ,34908,12798,36.66"
"20,99,ALKYLAMINE,EQ,36525,13606,37.25"
"20,100,ALLCARGO,EQ,637861,159844,25.06"
"20,101,ALLSEC,EQ,9239,7204,77.97"
"20,102,ALMONDZ,EQ,6687,3167,47.36"
"20,103,ALPA,EQ,488701,182888,37.42"
"20,104,ALPHAGEO,EQ,14213,11046,77.72"
"20,105,ALPSINDUS,EQ,41223,39403,95.58"
"20,106,AMARAJABAT,EQ,1676257,473772,28.26"
"20,107,AMBER,EQ,65324,40741,62.37"
"20,108,AMBIKCO,EQ,13590,7007,51.56"
"20,109,AMBUJACEM,EQ,7405911,2467736,33.32"
"20,110,AMEYA,SM,16000,16000,100.00"
"20,111,AMIABLE,ST,8000,8000,100.00"
"20,112,AMIORG,EQ,21459,8677,40.44"
"20,113,AMJLAND,EQ,56223,35561,63.25"
"20,114,AMJUMBO,ST,24000,24000,100.00"
"20,115,AMRUTANJAN,EQ,23075,14236,61.69"
"20,116,ANANDRATHI,EQ,17720,10812,61.02"
"20,117,ANANTRAJ,EQ,2139326,903136,42.22"
"20,118,ANDHRAPAP,EQ,48105,23829,49.54"
"20,119,ANDHRSUGAR,EQ,58081,34550,59.49"
"20,120,ANDREWYU,EQ,228761,145181,63.46"
"20,121,ANGELONE,EQ,258774,104083,40.22"
"20,122,ANIKINDS,EQ,119767,62762,52.40"
"20,123,ANKITMETAL,EQ,75971,58413,76.89"
"20,124,ANMOL,EQ,6128,2633,42.97"
"20,125,ANNAPURNA,SM,60000,40000,66.67"
"20,126,ANTGRAPHIC,EQ,1134015,798301,70.40"
"20,127,ANUP,EQ,9403,4975,52.91"
"20,128,ANURAS,EQ,29169,16539,56.70"
"20,129,APARINDS,EQ,172529,82554,47.85"
"20,130,APCL,EQ,18040,11925,66.10"
"20,131,APCOTEXIND,EQ,56888,24465,43.01"
"20,132,APEX,EQ,33952,16701,49.19"
"20,133,APLAPOLLO,EQ,562963,250540,44.50"
"20,134,APLLTD,EQ,99057,68460,69.11"
"20,135,APOLLOHOSP,EQ,310657,128674,41.42"
"20,136,APOLLOPIPE,EQ,23226,16761,72.16"
"20,137,APOLLOTYRE,EQ,4001103,1210374,30.25"
"20,138,APOLSINHOT,EQ,2372,1647,69.44"
"20,139,APTECHT,EQ,53908,15235,28.26"
"20,140,APTUS,EQ,175330,80703,46.03"
"20,141,ARCHIDPLY,EQ,14111,9847,69.78"
"20,142,ARCHIES,EQ,586766,332373,56.64"
"20,143,ARENTERP,EQ,1076,776,72.12"
"20,144,ARIES,EQ,10061,6413,63.74"
"20,145,ARIHANTCAP,EQ,153273,35156,22.94"
"20,146,ARIHANTSUP,EQ,29228,15874,54.31"
"20,147,ARMANFIN,EQ,5502,2880,52.34"
"20,148,AROGRANITE,EQ,33193,21568,64.98"
"20,149,ARSHIYA,EQ,1210474,695569,57.46"
"20,150,ARTEMISMED,EQ,89965,52434,58.28"
"20,151,ARTNIRMAN,EQ,22389,14757,65.91"
"20,152,ARVEE,EQ,1726,979,56.72"
"20,153,ARVIND,EQ,378636,198356,52.39"
"20,154,ARVINDFASN,EQ,298979,136684,45.72"
"20,155,ARVSMART,EQ,69322,42309,61.03"
"20,156,ASAHIINDIA,EQ,102037,41448,40.62"
"20,157,ASAHISONG,EQ,3478,2304,66.24"
"20,158,ASAL,EQ,12917,8563,66.29"
"20,159,ASALCBR,EQ,18483,12407,67.13"
"20,160,ASCOM,SM,2000,2000,100.00"
"20,161,ASHAPURMIN,EQ,72404,51831,71.59"
"20,162,ASHIANA,EQ,28279,14519,51.34"
"20,163,ASHIMASYN,EQ,19068,13775,72.24"
"20,164,ASHOKA,EQ,362663,203570,56.13"
"20,165,ASHOKLEY,EQ,9316293,4456384,47.83"
"20,166,ASIANENE,EQ,60453,37199,61.53"
"20,167,ASIANHOTNR,EQ,4644,2634,56.72"
"20,168,ASIANPAINT,EQ,764079,363454,47.57"
"20,169,ASIANTILES,EQ,381604,260492,68.26"
"20,170,ASPINWALL,EQ,4326,2493,57.63"
"20,171,ASTEC,EQ,11188,4975,44.47"
"20,172,ASTERDM,EQ,247004,79855,32.33"
"20,173,ASTRAL,EQ,206849,85655,41.41"
"20,174,ASTRAMICRO,EQ,324404,186253,57.41"
"20,175,ASTRAZEN,EQ,8527,4300,50.43"
"20,176,ASTRON,EQ,34919,18394,52.68"
"20,177,ATALREAL,SM,177600,72000,40.54"
"20,178,ATFL,EQ,2339,1463,62.55"
"20,179,ATGL,EQ,164102,52538,32.02"
"20,180,ATUL,EQ,15732,8437,53.63"
"20,181,ATULAUTO,EQ,272908,86749,31.79"
"20,182,AUBANK,EQ,613966,230342,37.52"
"20,183,AURDIS,SM,2000,2000,100.00"
"20,184,AURIONPRO,EQ,20386,11441,56.12"
"20,185,AUROPHARMA,EQ,1095229,406906,37.15"
"20,186,AURUMPP,X1,5310,5310,100.00"
"20,187,AUSOMENT,EQ,2722,1486,54.59"
"20,188,AUTOAXLES,EQ,9271,4912,52.98"
"20,189,AUTOBEES,EQ,66617,35968,53.99"
"20,190,AUTOIND,EQ,244570,117083,47.87"
"20,191,AVADHSUGAR,EQ,18484,6949,37.59"
"20,192,AVANTIFEED,EQ,1415486,770159,54.41"
"20,193,AVROIND,EQ,21707,16162,74.46"
"20,194,AVTNPL,EQ,153729,101282,65.88"
"20,195,AWHCL,EQ,237751,95108,40.00"
"20,196,AWL,EQ,1981078,625539,31.58"
"20,197,AXISBANK,EQ,5535233,3262840,58.95"
"20,198,AXISBNKETF,EQ,125,95,76.00"
"20,199,AXISBPSETF,EQ,18587,11894,63.99"
"20,200,AXISCADES,EQ,636404,275516,43.29"
"20,201,AXISCETF,EQ,470,217,46.17"
"20,202,AXISGOLD,EQ,32185,25586,79.50"
"20,203,AXISHCETF,EQ,2124,1798,84.65"
"20,204,AXISILVER,EQ,17405,14441,82.97"
"20,205,AXISNIFTY,EQ,2133,1497,70.18"
"20,206,AXISTECETF,EQ,1154,565,48.96"
"20,207,AXITA,EQ,752994,626715,83.23"
"20,208,AYMSYNTEX,EQ,11156,7402,66.35"
"20,209,BAJAJ-AUTO,EQ,322261,206024,63.93"
"20,210,BAJAJCON,EQ,105733,66982,63.35"
"20,211,BAJAJELEC,EQ,31828,15934,50.06"
"20,212,BAJAJFINSV,EQ,1508906,677555,44.90"
"20,213,BAJAJHCARE,EQ,41971,22589,53.82"
"20,214,BAJAJHIND,EQ,1811034,1077081,59.47"
"20,215,BAJAJHLDNG,EQ,75194,42451,56.46"
"20,216,BAJFINANCE,EQ,958769,501618,52.32"
"20,217,BALAJITELE,EQ,104050,70086,67.36"
"20,218,BALAMINES,EQ,70458,24151,34.28"
"20,219,BALKRISHNA,EQ,31981,7591,23.74"
"20,220,BALKRISIND,EQ,101070,46628,46.13"
"20,221,BALMLAWRIE,EQ,208493,122389,58.70"
"20,222,BALPHARMA,EQ,15264,10342,67.75"
"20,223,BALRAMCHIN,EQ,1875912,528539,28.18"
"20,224,BANARBEADS,EQ,6413,4300,67.05"
"20,225,BANARISUG,EQ,1053,779,73.98"
"20,226,BANCOINDIA,EQ,64869,34825,53.69"
"20,227,BANDHANBNK,EQ,9063233,4268273,47.09"
"20,228,BANG,EQ,34479,19838,57.54"
"20,229,BANKA,EQ,5678,2666,46.95"
"20,230,BANKBARODA,EQ,26399821,8137043,30.82"
"20,231,BANKBEES,EQ,287970,165129,57.34"
"20,232,BANKINDIA,EQ,28943108,11939087,41.25"
"20,233,BANSWRAS,EQ,36770,24113,65.58"
"20,234,BARBEQUE,EQ,56872,34683,60.98"
"20,235,BASF,EQ,28669,10071,35.13"
"20,236,BASML,EQ,22288,15195,68.18"
"20,237,BATAINDIA,EQ,167324,96493,57.67"
"20,238,BAYERCROP,EQ,8964,5191,57.91"
"20,239,BBETF0432,EQ,1113,967,86.88"
"20,240,BBL,EQ,8940,4692,52.48"
"20,241,BBOX,EQ,10838,6205,57.25"
"20,242,BBTC,EQ,42987,14947,34.77"
"20,243,BBTCL,SM,16000,14000,87.50"
"20,244,BCG,EQ,11992231,6884771,57.41"
"20,245,BCLIND,EQ,33895,16961,50.04"
"20,246,BCP,EQ,237110,200009,84.35"
"20,247,BDL,EQ,1503301,383973,25.54"
"20,248,BEARDSELL,EQ,33430,22424,67.08"
"20,249,BECTORFOOD,EQ,344749,159528,46.27"
"20,250,BEDMUTHA,EQ,24620,8403,34.13"
"20,251,BEL,EQ,11999335,5191615,43.27"
"20,252,BEML,EQ,23079,13929,60.35"
"20,253,BEPL,EQ,132139,82015,62.07"
"20,254,BERGEPAINT,EQ,471072,178785,37.95"
"20,255,BESTAGRO,EQ,104638,56553,54.05"
"20,256,BETA,SM,800,600,75.00"
"20,257,BEWLTD,SM,750,500,66.67"
"20,258,BFINVEST,EQ,9334,6064,64.97"
"20,259,BFUTILITIE,EQ,89126,25075,28.13"
"20,260,BGRENERGY,EQ,97192,53773,55.33"
"20,261,BHAGCHEM,EQ,2285,1147,50.20"
"20,262,BHAGERIA,EQ,6486,3483,53.70"
"20,263,BHAGYANGR,EQ,29747,22361,75.17"
"20,264,BHAGYAPROP,EQ,320,279,87.19"
"20,265,BHANDARI,EQ,132699,96778,72.93"
"20,266,BHARATFORG,EQ,1053580,504882,47.92"
"20,267,BHARATGEAR,EQ,81917,40220,49.10"
"20,268,BHARATRAS,EQ,1326,724,54.60"
"20,269,BHARATWIRE,EQ,69735,53335,76.48"
"20,270,BHARTIARTL,EQ,7601660,4906767,64.55"
"20,271,BHEL,EQ,49800129,11159620,22.41"
"20,272,BIKAJI,EQ,1194243,720872,60.36"
"20,273,BIL,EQ,2896,1905,65.78"
"20,274,BINDALAGRO,EQ,362702,262467,72.36"
