Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,25042023,940379558,0002233"
"Trade Date <25-APR-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,70754,42389,59.91"
"20,2,21STCENMGM,EQ,663,663,100.00"
"20,3,360ONE,EQ,259300,219515,84.66"
"20,4,364D091123,TB,500,500,100.00"
"20,5,364D110424,TB,200,200,100.00"
"20,6,364D191023,TB,2000,2000,100.00"
"20,7,364D220324,TB,1000,1000,100.00"
"20,8,364D290324,TB,1000,1000,100.00"
"20,9,3IINFOLTD,EQ,194866,116856,59.97"
"20,10,3MINDIA,EQ,23477,21531,91.71"
"20,11,3PLAND,EQ,4163,3793,91.11"
"20,12,5PAISA,EQ,27253,12333,45.25"
"20,13,63MOONS,EQ,44120,17110,38.78"
"20,14,654GS2032,GS,450,450,100.00"
"20,15,667GS2050,GS,3858,3857,99.97"
"20,16,676GS2061,GS,100,100,100.00"
"20,17,68GS2060,GS,225,215,95.56"
"20,18,699GS2026,GS,29001,28498,98.27"
"20,19,699GS2051,GS,23199,21834,94.12"
"20,20,706GS2028,GS,84900,76800,90.46"
"20,21,710GS2029,GS,32055,32055,100.00"
"20,22,716GS2050,GS,1,1,100.00"
"20,23,726GS2032,GS,1050,1050,100.00"
"20,24,726GS2033,GS,2000,2000,100.00"
"20,25,736GS2052,GS,2500,2500,100.00"
"20,26,738GS2027,GS,152235,152232,100.00"
"20,27,739ML26,SG,100,100,100.00"
"20,28,741GS2036,GS,6000,5500,91.67"
"20,29,74GS2062,GS,100,100,100.00"
"20,30,754GS2036,GS,244806,223037,91.11"
"20,31,759TS37,SG,300,300,100.00"
"20,32,75GS2034,GS,220,220,100.00"
"20,33,768GS2023,GS,900,900,100.00"
"20,34,795GS2032,GS,13800,13800,100.00"
"20,35,897GS2030,GS,33,33,100.00"
"20,36,91D040523,TB,100,100,100.00"
"20,37,91D130723,TB,800,800,100.00"
"20,38,91D150623,TB,16000,11000,68.75"
"20,39,91D180523,TB,100,100,100.00"
"20,40,91D250523,TB,21800,20200,92.66"
"20,41,91D280423,TB,2000,1000,50.00"
"20,42,A2ZINFRA,EQ,167006,135781,81.30"
"20,43,AAATECH,EQ,7407,3471,46.86"
"20,44,AAKASH,EQ,102393,61911,60.46"
"20,45,AAREYDRUGS,EQ,23780,12750,53.62"
"20,46,AARON,EQ,6235,4761,76.36"
"20,47,AARTIDRUGS,EQ,185068,43290,23.39"
"20,48,AARTIIND,EQ,423172,133042,31.44"
"20,49,AARTIPHARM,EQ,76229,54039,70.89"
"20,50,AARTIPP,E1,425,271,63.76"
"20,51,AARTISURF,EQ,10841,5243,48.36"
"20,52,AARVEEDEN,EQ,46066,26616,57.78"
"20,53,AARVI,EQ,11982,9141,76.29"
"20,54,AAVAS,EQ,232659,116670,50.15"
"20,55,ABAN,EQ,122492,63776,52.07"
"20,56,ABB,EQ,690245,308514,44.70"
"20,57,ABBOTINDIA,EQ,10076,5672,56.29"
"20,58,ABCAPITAL,EQ,2904356,682672,23.51"
"20,59,ABCOTS,SM,32000,32000,100.00"
"20,60,ABFRL,EQ,1289795,388600,30.13"
"20,61,ABSLAMC,EQ,24716,13401,54.22"
"20,62,ABSLBANETF,EQ,11710,5541,47.32"
"20,63,ABSLLIQUID,EQ,428,400,93.46"
"20,64,ABSLNN50ET,EQ,2617,2474,94.54"
"20,65,ACC,EQ,258998,106656,41.18"
"20,66,ACCELYA,EQ,23893,12728,53.27"
"20,67,ACCURACY,EQ,69233,54374,78.54"
"20,68,ACE,EQ,567607,228145,40.19"
"20,69,ACI,EQ,183746,121390,66.06"
"20,70,ADANIENT,EQ,5364841,813572,15.16"
"20,71,ADANIGREEN,EQ,2314534,869722,37.58"
"20,72,ADANIPORTS,EQ,4814190,1458688,30.30"
"20,73,ADANIPOWER,EQ,11876735,4266404,35.92"
"20,74,ADANITRANS,EQ,742228,286660,38.62"
"20,75,ADFFOODS,EQ,5132,3373,65.72"
"20,76,ADORWELD,EQ,21072,9747,46.26"
"20,77,ADROITINFO,EQ,20443,12672,61.99"
"20,78,ADSL,EQ,98633,55140,55.90"
"20,79,ADVANIHOTR,EQ,28685,17203,59.97"
"20,80,ADVENZYMES,EQ,18671,8617,46.15"
"20,81,AEGISCHEM,EQ,859507,313600,36.49"
"20,82,AETHER,EQ,25505,15230,59.71"
"20,83,AFFLE,EQ,577378,283966,49.18"
"20,84,AGARIND,EQ,19532,12194,62.43"
"20,85,AGARWALFT,SM,3000,3000,100.00"
"20,86,AGI,EQ,146433,60483,41.30"
"20,87,AGNI,SM,30000,30000,100.00"
"20,88,AGRITECH,EQ,8218,4791,58.30"
"20,89,AGROPHOS,EQ,112959,70205,62.15"
"20,90,AGSTRA,EQ,208712,75941,36.39"
"20,91,AGUL,ST,42000,40000,95.24"
"20,92,AHL,EQ,10982,5588,50.88"
"20,93,AHLADA,EQ,4492,3240,72.13"
"20,94,AHLEAST,EQ,6571,3547,53.98"
"20,95,AHLUCONT,EQ,16973,10141,59.75"
"20,96,AIAENG,EQ,68130,43392,63.69"
"20,97,AIRAN,EQ,89313,47803,53.52"
"20,98,AIROLAM,EQ,16935,9112,53.81"
"20,99,AIRTELPP,E1,1352326,975391,72.13"
"20,100,AISL,SM,6000,3600,60.00"
"20,101,AJANTPHARM,EQ,40367,21578,53.45"
"20,102,AJMERA,EQ,14131,7551,53.44"
"20,103,AJOONI,EQ,266964,214688,80.42"
"20,104,AKASH,EQ,36100,22256,61.65"
"20,105,AKG,EQ,1053,756,71.79"
"20,106,AKI,EQ,142369,67716,47.56"
"20,107,AKSHARCHEM,EQ,2162,1329,61.47"
"20,108,AKSHOPTFBR,EQ,232924,202407,86.90"
"20,109,AKZOINDIA,EQ,17004,12139,71.39"
"20,110,ALANKIT,EQ,57978,40589,70.01"
"20,111,ALBERTDAVD,EQ,3127,2554,81.68"
"20,112,ALEMBICLTD,EQ,113106,70716,62.52"
"20,113,ALICON,EQ,18131,12835,70.79"
"20,114,ALKALI,EQ,11957,6815,57.00"
"20,115,ALKEM,EQ,97313,47340,48.65"
"20,116,ALKYLAMINE,EQ,11495,4695,40.84"
"20,117,ALLETEC,SM,44800,43200,96.43"
