Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,29082023,1598653582,0002119"
"Trade Date <29-AUG-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D010224,TB,1000,1000,100.00"
"20,2,182D140923,TB,700,700,100.00"
"20,3,182D220923,TB,700,700,100.00"
"20,4,182D231123,TB,500,500,100.00"
"20,5,21STCENMGM,EQ,14464,12211,84.42"
"20,6,360ONE,EQ,119137,66486,55.81"
"20,7,364D010824,TB,10000,10000,100.00"
"20,8,364D040724,TB,15000,15000,100.00"
"20,9,364D060624,TB,26000,26000,100.00"
"20,10,364D070923,TB,200,200,100.00"
"20,11,364D110424,TB,100,100,100.00"
"20,12,364D161123,TB,500,500,100.00"
"20,13,364D230524,TB,100,100,100.00"
"20,14,3IINFOLTD,EQ,476225,285599,59.97"
"20,15,3MINDIA,EQ,6072,2334,38.44"
"20,16,448GS2023,GS,200,200,100.00"
"20,17,522GS2025,GS,100,100,100.00"
"20,18,563GS2026,GS,671,668,99.55"
"20,19,574GS2026,GS,4,4,100.00"
"20,20,577GS2030,GS,100,100,100.00"
"20,21,5PAISA,EQ,70590,25323,35.87"
"20,22,610GS2031,GS,2,2,100.00"
"20,23,618GS2024,GS,100,100,100.00"
"20,24,63MOONS,EQ,289046,160992,55.70"
"20,25,654GS2032,GS,1,1,100.00"
"20,26,667GS2035,GS,1200,1200,100.00"
"20,27,667GS2050,GS,1199,1199,100.00"
"20,28,669GS2024,GS,152,150,98.68"
"20,29,689GS2025,GS,99,99,100.00"
"20,30,68GS2060,GS,100,100,100.00"
"20,31,695GS2061,GS,503,501,99.60"
"20,32,699GS2051,GS,503,501,99.60"
"20,33,706GS2028,GS,525,525,100.00"
"20,34,710GS2029,GS,2215,2201,99.37"
"20,35,716GS2050,GS,1,1,100.00"
"20,36,717GS2030,GS,1004,1000,99.60"
"20,37,718GS2037,GS,4979,4979,100.00"
"20,38,725GS2063,GS,825,824,99.88"
"20,39,726GS2032,GS,9046,8896,98.34"
"20,40,726GS2033,GS,2620,2620,100.00"
"20,41,736GS2052,GS,3100,3100,100.00"
"20,42,738GS2027,GS,292267,292267,100.00"
"20,43,73GS2053,GS,7400,7400,100.00"
"20,44,741GS2036,GS,45128,45127,100.00"
"20,45,74GS2062,GS,19,19,100.00"
"20,46,754GS2036,GS,1021698,929071,90.93"
"20,47,772GS2025,GS,10,10,100.00"
"20,48,794TN32,SG,3000,3000,100.00"
"20,49,795GS2032,GS,625,625,100.00"
"20,50,824GS2027,GS,236,236,100.00"
"20,51,826GS2027,GS,5,5,100.00"
"20,52,828GS2027,GS,10,10,100.00"
"20,53,832GS2032,GS,10,10,100.00"
"20,54,897GS2030,GS,4546,4546,100.00"
"20,55,91D140923,TB,3100,3100,100.00"
"20,56,91D191023,TB,700,700,100.00"
"20,57,91D231123,TB,3300,3300,100.00"
"20,58,91D290923,TB,500,500,100.00"
"20,59,91D310823,TB,100,100,100.00"
"20,60,92GS2030,GS,1,1,100.00"
"20,61,A2ZINFRA,EQ,416984,306828,73.58"
"20,62,AAATECH,EQ,23174,11249,48.54"
"20,63,AARTIDRUGS,EQ,481599,132451,27.50"
"20,64,AARTIIND,EQ,3914344,1609287,41.11"
"20,65,AARTIPHARM,EQ,325432,225648,69.34"
"20,66,AARTIPP,E1,85,75,88.24"
"20,67,AARTISURF,EQ,35474,16611,46.83"
"20,68,AARVEEDEN,EQ,52873,20740,39.23"
"20,69,AARVI,EQ,24214,13944,57.59"
"20,70,AATMAJ,SM,546000,408000,74.73"
"20,71,AAVAS,EQ,268971,219177,81.49"
"20,72,ABAN,EQ,2710815,770558,28.43"
"20,73,ABB,EQ,187724,85489,45.54"
"20,74,ABBOTINDIA,EQ,11307,5899,52.17"
"20,75,ABCAPITAL,EQ,1504934,664369,44.15"
"20,76,ABCOTS,SM,40000,36000,90.00"
"20,77,ABFRL,EQ,1102667,436353,39.57"
"20,78,ABINFRA,SM,16000,16000,100.00"
"20,79,ABSLAMC,EQ,55164,30842,55.91"
"20,80,ABSLBANETF,EQ,23986,21078,87.88"
"20,81,ABSLLIQUID,EQ,1417,800,56.46"
"20,82,ABSLNN50ET,EQ,3643,2454,67.36"
"20,83,ACC,EQ,352542,147972,41.97"
"20,84,ACCELYA,EQ,27867,14636,52.52"
"20,85,ACE,EQ,82601,45016,54.50"
"20,86,ACI,EQ,912181,282740,31.00"
"20,87,ADANIENSOL,EQ,1218219,553098,45.40"
"20,88,ADANIENT,EQ,4802150,910316,18.96"
"20,89,ADANIGREEN,EQ,1469569,590337,40.17"
"20,90,ADANIPORTS,EQ,5935085,2036359,34.31"
"20,91,ADANIPOWER,EQ,25217118,6747215,26.76"
"20,92,ADFFOODS,EQ,22680,11597,51.13"
"20,93,ADORWELD,EQ,14751,8978,60.86"
"20,94,ADSL,EQ,261382,99288,37.99"
"20,95,ADVANIHOTR,EQ,32780,19866,60.60"
"20,96,ADVENZYMES,EQ,125791,73981,58.81"
"20,97,AEGISCHEM,EQ,197978,121885,61.56"
"20,98,AETHER,EQ,87917,48720,55.42"
"20,99,AFFLE,EQ,136620,93614,68.52"
"20,100,AGARIND,EQ,175758,57711,32.84"
"20,101,AGARWALFT,SM,3000,3000,100.00"
"20,102,AGI,EQ,172804,78904,45.66"
"20,103,AGNI,SM,15000,15000,100.00"
"20,104,AGROPHOS,EQ,95526,53797,56.32"
"20,105,AGSTRA,EQ,310538,183325,59.03"
"20,106,AGUL,SM,216000,110000,50.93"
"20,107,AHL,EQ,67235,46249,68.79"
"20,108,AHLADA,EQ,18946,8477,44.74"
"20,109,AHLEAST,EQ,126776,66670,52.59"
"20,110,AHLUCONT,EQ,93693,58732,62.69"
"20,111,AIAENG,EQ,128437,97052,75.56"
"20,112,AIRAN,EQ,914737,521014,56.96"
"20,113,AIRTELPP,E1,402635,354478,88.04"
"20,114,AJANTPHARM,EQ,90717,54139,59.68"
"20,115,AJMERA,EQ,166398,98939,59.46"
"20,116,AKASH,EQ,29424,15544,52.83"
"20,117,AKSHARCHEM,EQ,36897,13805,37.41"
"20,118,AKSHOPTFBR,EQ,1258495,764736,60.77"
"20,119,AKZOINDIA,EQ,7221,3940,54.56"
"20,120,ALANKIT,EQ,431169,299704,69.51"
"20,121,ALBERTDAVD,EQ,125023,47852,38.27"
"20,122,ALEMBICLTD,EQ,275855,105515,38.25"
"20,123,ALICON,EQ,23330,11201,48.01"
"20,124,ALKALI,EQ,30370,15277,50.30"
"20,125,ALKEM,EQ,235050,176301,75.01"
"20,126,ALKYLAMINE,EQ,333826,83450,25.00"
"20,127,ALLCARGO,EQ,244434,109395,44.75"
"20,128,ALLETEC,SM,955200,584000,61.14"
"20,129,ALLSEC,EQ,26739,11572,43.28"
"20,130,ALMONDZ,EQ,16940,11263,66.49"
"20,131,ALOKINDS,EQ,35405203,8708571,24.60"
"20,132,ALPA,EQ,165687,109912,66.34"
"20,133,ALPHAGEO,EQ,12727,5374,42.23"
"20,134,AMARAJABAT,EQ,425412,271783,63.89"
