Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,02122022,1398499704,0002147"
"Trade Date <02-DEC-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,5,5,100.00"
"20,2,20MICRONS,EQ,181872,90265,49.63"
"20,3,21STCENMGM,EQ,7331,3125,42.63"
"20,4,364D070923,TB,600,600,100.00"
"20,5,364D091123,TB,300,300,100.00"
"20,6,364D121023,TB,1900,1900,100.00"
"20,7,364D191023,TB,300,300,100.00"
"20,8,3IINFOLTD,EQ,385157,186872,48.52"
"20,9,3MINDIA,EQ,2258,1486,65.81"
"20,10,3PLAND,EQ,13261,10448,78.79"
"20,11,4THDIM,EQ,98522,88498,89.83"
"20,12,522GS2025,GS,100,100,100.00"
"20,13,5PAISA,EQ,121685,31202,25.64"
"20,14,63MOONS,EQ,84266,48367,57.40"
"20,15,667GS2050,GS,43,41,95.35"
"20,16,695GS2061,GS,599,599,100.00"
"20,17,699GS2051,GS,171,171,100.00"
"20,18,710GS2029,GS,20595,20595,100.00"
"20,19,736GS2052,GS,5300,5300,100.00"
"20,20,738GS2027,GS,222,200,90.09"
"20,21,74GS2062,GS,3150,3150,100.00"
"20,22,754GS2036,GS,130903,128903,98.47"
"20,23,82GS2025,GS,2,0,0.00"
"20,24,91D020223,TB,500,500,100.00"
"20,25,91D160223,TB,200,200,100.00"
"20,26,A2ZINFRA,EQ,251512,194674,77.40"
"20,27,AAATECH,EQ,8000,5725,71.56"
"20,28,AAKASH,EQ,2084197,1453333,69.73"
"20,29,AAREYDRUGS,EQ,221245,118696,53.65"
"20,30,AARTIDRUGS,EQ,44748,25932,57.95"
"20,31,AARTIIND,EQ,678099,397774,58.66"
"20,32,AARTISURF,EQ,8900,4927,55.36"
"20,33,AARVEEDEN,EQ,17541,10571,60.26"
"20,34,AARVI,EQ,45177,21770,48.19"
"20,35,AAVAS,EQ,82647,43770,52.96"
"20,36,ABAN,EQ,89018,46647,52.40"
"20,37,ABB,EQ,440688,239828,54.42"
"20,38,ABBOTINDIA,EQ,9399,2707,28.80"
"20,39,ABCAPITAL,EQ,16353750,5397459,33.00"
"20,40,ABCOTS,SM,4000,4000,100.00"
"20,41,ABFRL,EQ,1152714,286359,24.84"
"20,42,ABSLAMC,EQ,112319,85615,76.22"
"20,43,ABSLBANETF,EQ,16369,6832,41.74"
"20,44,ABSLNN50ET,EQ,7067,5246,74.23"
"20,45,ACC,EQ,816152,293033,35.90"
