Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,01032023,816283484,0002252"
"Trade Date <01-MAR-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D180523,TB,1100,1100,100.00"
"20,2,20MICRONS,EQ,173268,136035,78.51"
"20,3,21STCENMGM,EQ,8306,7124,85.77"
"20,4,360ONE,EQ,67272,37629,55.94"
"20,5,364D200723,TB,100,100,100.00"
"20,6,3IINFOLTD,EQ,477616,217258,45.49"
"20,7,3MINDIA,EQ,2988,426,14.26"
"20,8,3PLAND,EQ,19251,14523,75.44"
"20,9,456GS2023,GS,3398,3398,100.00"
"20,10,522GS2025,GS,900,900,100.00"
"20,11,5PAISA,EQ,217770,209472,96.19"
"20,12,610GS2031,GS,502,501,99.80"
"20,13,618GS2024,GS,10000,10000,100.00"
"20,14,63MOONS,EQ,405621,70390,17.35"
"20,15,654GS2032,GS,2900,2900,100.00"
"20,16,664GS2035,GS,1000,1000,100.00"
"20,17,667GS2035,GS,10,10,100.00"
"20,18,667GS2050,GS,1,1,100.00"
"20,19,669GS2024,GS,2431,2431,100.00"
"20,20,676GS2061,GS,150,150,100.00"
"20,21,689GS2025,GS,1000,1000,100.00"
"20,22,695GS2061,GS,1100,1040,94.55"
"20,23,699GS2051,GS,1,1,100.00"
"20,24,710GS2029,GS,4100,4100,100.00"
"20,25,719GS2060,GS,100,100,100.00"
"20,26,726GS2032,GS,19809,19809,100.00"
"20,27,726GS2033,GS,28150,15150,53.82"
"20,28,732GS2024,GS,1000,1000,100.00"
"20,29,736GS2052,GS,900,900,100.00"
"20,30,738GS2027,GS,29823,29823,100.00"
"20,31,741GS2036,GS,1900,1900,100.00"
"20,32,74GS2062,GS,438,438,100.00"
"20,33,754GS2036,GS,132285,131247,99.22"
"20,34,759GS2026,GS,100,100,100.00"
"20,35,768GS2023,GS,403500,400000,99.13"
"20,36,772GS2025,GS,50000,50000,100.00"
"20,37,795GS2032,GS,1,1,100.00"
"20,38,813GS2045,GS,50,50,100.00"
"20,39,824GS2027,GS,1,1,100.00"
"20,40,897GS2030,GS,10,10,100.00"
"20,41,91D090323,TB,200,200,100.00"
"20,42,91D300323,TB,100,100,100.00"
"20,43,92GS2030,GS,50,50,100.00"
"20,44,A2ZINFRA,EQ,335115,221366,66.06"
"20,45,AAATECH,EQ,22353,5708,25.54"
"20,46,AAKASH,EQ,603712,367707,60.91"
"20,47,AAREYDRUGS,EQ,10294,6927,67.29"
"20,48,AARON,EQ,54429,26089,47.93"
"20,49,AARTIDRUGS,EQ,59300,26293,44.34"
"20,50,AARTIIND,EQ,689820,136445,19.78"
