Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,18102022,931511029,0002125"
"Trade Date <18-OCT-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,116446,78048,67.03"
"20,2,21STCENMGM,EQ,3644,2036,55.87"
"20,3,364D060723,TB,10000,10000,100.00"
"20,4,364D121023,TB,10000,10000,100.00"
"20,5,364D130723,TB,900,900,100.00"
"20,6,364D270723,TB,500,500,100.00"
"20,7,3IINFOLTD,EQ,384621,228362,59.37"
"20,8,3MINDIA,EQ,3461,1762,50.91"
"20,9,3PLAND,EQ,81085,61364,75.68"
"20,10,456GS2023,GS,100,100,100.00"
"20,11,4THDIM,EQ,20,20,100.00"
"20,12,585GS2030,GS,500,500,100.00"
"20,13,5PAISA,EQ,110162,64691,58.72"
"20,14,63MOONS,EQ,42664,27282,63.95"
"20,15,654GS2032,GS,200,200,100.00"
"20,16,667GS2050,GS,1,1,100.00"
"20,17,669GS2024,GS,2200,2200,100.00"
"20,18,695GS2061,GS,20099,10100,50.25"
"20,19,699GS2051,GS,8483,8483,100.00"
"20,20,710GS2029,GS,2552,2552,100.00"
"20,21,736GS2052,GS,7650,7650,100.00"
"20,22,738GS2027,GS,5400,5400,100.00"
"20,23,74GS2062,GS,10205,10205,100.00"
"20,24,754GS2036,GS,26584,26584,100.00"
"20,25,759GS2026,GS,100,100,100.00"
"20,26,91D050123,TB,100,100,100.00"
"20,27,91D171122,TB,100,100,100.00"
"20,28,92GS2030,GS,350,350,100.00"
"20,29,A2ZINFRA,EQ,340241,254434,74.78"
"20,30,AAATECH,SM,4500,4500,100.00"
"20,31,AAKASH,EQ,157110,106530,67.81"
"20,32,AAREYDRUGS,EQ,49423,30374,61.46"
"20,33,AARTIDRUGS,EQ,68160,26095,38.28"
"20,34,AARTIIND,EQ,2022998,823532,40.71"
"20,35,AARTISURF,EQ,4642,2931,63.14"
"20,36,AARVEEDEN,EQ,77246,43622,56.47"
"20,37,AARVI,EQ,49798,18491,37.13"
"20,38,AAVAS,EQ,40300,18664,46.31"
"20,39,ABAN,EQ,90500,53666,59.30"
"20,40,ABB,EQ,210090,71489,34.03"
"20,41,ABBOTINDIA,EQ,16424,9423,57.37"
"20,42,ABCAPITAL,EQ,1771732,560616,31.64"
"20,43,ABFRL,EQ,1265652,263102,20.79"
"20,44,ABINFRA,SM,20000,20000,100.00"
"20,45,ABSLAMC,EQ,58695,47734,81.33"
"20,46,ABSLBANETF,EQ,4209,2993,71.11"
"20,47,ABSLNN50ET,EQ,1109,559,50.41"
"20,48,ACC,EQ,1189726,339975,28.58"
"20,49,ACCELYA,EQ,27044,17650,65.26"
"20,50,ACCORD,SM,4000,4000,100.00"
"20,51,ACCURACY,EQ,49201,19429,39.49"
"20,52,ACE,EQ,493241,181569,36.81"
"20,53,ACRYSIL,EQ,84971,37904,44.61"
"20,54,ADANIENT,EQ,1635079,346100,21.17"
"20,55,ADANIGREEN,EQ,2404969,709791,29.51"
"20,56,ADANIPORTS,EQ,7372253,1764161,23.93"
"20,57,ADANITRANS,EQ,637598,135941,21.32"
"20,58,ADFFOODS,EQ,24921,15784,63.34"
"20,59,ADORWELD,EQ,6580,2847,43.27"
"20,60,ADROITINFO,EQ,15060,11491,76.30"
"20,61,ADSL,EQ,93448,45361,48.54"
"20,62,ADVANIHOTR,EQ,25401,13049,51.37"
"20,63,ADVENZYMES,EQ,203378,72166,35.48"
"20,64,AEGISCHEM,EQ,717146,410049,57.18"
"20,65,AETHER,EQ,26222,12169,46.41"
"20,66,AFFLE,EQ,155110,67887,43.77"
"20,67,AGARIND,EQ,50517,19971,39.53"
"20,68,AGI,EQ,122228,47813,39.12"
"20,69,AGNI,SM,100000,60000,60.00"
"20,70,AGRITECH,EQ,18584,12667,68.16"
"20,71,AGROPHOS,EQ,122419,83548,68.25"
"20,72,AGSTRA,EQ,465819,237305,50.94"
"20,73,AHLUCONT,EQ,19283,7337,38.05"
"20,74,AIAENG,EQ,48414,25101,51.85"
"20,75,AIRAN,EQ,78993,51837,65.62"
"20,76,AIROLAM,EQ,46451,27103,58.35"
"20,77,AIRTELPP,E1,752208,614540,81.70"
"20,78,AJANTPHARM,EQ,53726,21435,39.90"
"20,79,AJMERA,EQ,18082,10083,55.76"
"20,80,AJOONI,EQ,371478,232245,62.52"
"20,81,AJRINFRA,EQ,573018,511554,89.27"
"20,82,AKASH,EQ,71280,49368,69.26"
"20,83,AKSHAR,EQ,6505,6505,100.00"
"20,84,AKSHARCHEM,EQ,5676,2432,42.85"
"20,85,AKSHOPTFBR,EQ,231615,152539,65.86"
"20,86,AKZOINDIA,EQ,5303,3279,61.83"
"20,87,ALANKIT,EQ,106786,60983,57.11"
"20,88,ALBERTDAVD,EQ,1690,1274,75.38"
"20,89,ALEMBICLTD,EQ,166624,84600,50.77"
"20,90,ALICON,EQ,98902,31624,31.98"
"20,91,ALKALI,EQ,356658,155493,43.60"
"20,92,ALKEM,EQ,44614,23160,51.91"
"20,93,ALKYLAMINE,EQ,26051,8930,34.28"
"20,94,ALLCARGO,EQ,1218124,496564,40.76"
"20,95,ALLSEC,EQ,4685,1703,36.35"
"20,96,ALMONDZ,EQ,10657,5518,51.78"
"20,97,ALPA,EQ,27787,8877,31.95"
"20,98,ALPHAGEO,EQ,2986,1899,63.60"
"20,99,ALPSINDUS,EQ,20317,20084,98.85"
"20,100,AMARAJABAT,EQ,254949,109528,42.96"
"20,101,AMBER,EQ,21258,5810,27.33"
"20,102,AMBIKCO,EQ,25520,7766,30.43"
"20,103,AMBUJACEM,EQ,10116195,3330807,32.93"
"20,104,AMEYA,SM,36000,24000,66.67"
"20,105,AMIORG,EQ,87948,28281,32.16"
"20,106,AMJLAND,EQ,15997,8487,53.05"
"20,107,AMJUMBO,ST,8000,8000,100.00"
"20,108,AMRUTANJAN,EQ,10549,6246,59.21"
"20,109,ANANDRATHI,EQ,175629,103092,58.70"
"20,110,ANANTRAJ,EQ,3414717,1420523,41.60"
"20,111,ANDHRAPAP,EQ,36427,20887,57.34"
"20,112,ANDHRSUGAR,EQ,102025,53485,52.42"
"20,113,ANDREWYU,EQ,96600,47153,48.81"
"20,114,ANGELONE,EQ,826157,192132,23.26"
"20,115,ANIKINDS,EQ,83934,42176,50.25"
"20,116,ANKITMETAL,EQ,89216,64262,72.03"
"20,117,ANMOL,EQ,14783,12502,84.57"
"20,118,ANNAPURNA,SM,370000,218000,58.92"
"20,119,ANTGRAPHIC,EQ,524592,255235,48.65"
"20,120,ANUP,EQ,57729,49671,86.04"
"20,121,ANURAS,EQ,166373,63642,38.25"
"20,122,APARINDS,EQ,134435,74533,55.44"
"20,123,APCL,EQ,10085,4014,39.80"
