Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,06052022,828546395,0002037"
"Trade Date <06-MAY-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,859008,250745,29.19"
"20,2,21STCENMGM,EQ,9089,5072,55.80"
"20,3,3IINFOLTD,EQ,490181,290772,59.32"
"20,4,3MINDIA,EQ,5955,4383,73.60"
"20,5,5PAISA,EQ,31720,17331,54.64"
"20,6,622GS2035,GS,125,125,100.00"
"20,7,63MOONS,EQ,15738,15738,100.00"
"20,8,667GS2035,GS,233,230,98.71"
"20,9,667GS2050,GS,8229,8229,100.00"
"20,10,676GS2061,GS,141,141,100.00"
"20,11,68GS2060,GS,80,80,100.00"
"20,12,695GS2061,GS,15674,15674,100.00"
"20,13,699GS2051,GS,12943,12942,99.99"
"20,14,772GS2055,GS,2166,2166,100.00"
"20,15,813GS2045,GS,100,100,100.00"
"20,16,A2ZINFRA,EQ,521280,267375,51.29"
"20,17,AAATECH,SM,36000,36000,100.00"
"20,18,AAKASH,EQ,278690,224946,80.72"
"20,19,AAREYDRUGS,EQ,36048,21134,58.63"
"20,20,AARON,EQ,5239,3636,69.40"
"20,21,AARTIDRUGS,EQ,62982,28674,45.53"
"20,22,AARTIIND,EQ,1140993,701529,61.48"
"20,23,AARTISURF,EQ,10750,5336,49.64"
"20,24,AARVEEDEN,EQ,9407,7904,84.02"
"20,25,AARVI,EQ,5683,3522,61.97"
"20,26,AAVAS,EQ,111604,48925,43.84"
"20,27,ABAN,EQ,202210,115351,57.05"
"20,28,ABB,EQ,1542537,602446,39.06"
"20,29,ABBOTINDIA,EQ,19270,9197,47.73"
"20,30,ABCAPITAL,EQ,5036185,1317815,26.17"
"20,31,ABCOTS,SM,36000,36000,100.00"
"20,32,ABFRL,EQ,3091484,1249266,40.41"
"20,33,ABMINTLLTD,EQ,4480,962,21.47"
"20,34,ABSLAMC,EQ,229190,196968,85.94"
"20,35,ABSLBANETF,EQ,9085,4393,48.35"
"20,36,ABSLNN50ET,EQ,5801,5119,88.24"
"20,37,ACC,EQ,571407,276789,48.44"
"20,38,ACCELYA,EQ,29183,13707,46.97"
"20,39,ACCORD,SM,2000,2000,100.00"
"20,40,ACCURACY,EQ,23604,9980,42.28"
"20,41,ACE,EQ,301421,118024,39.16"
"20,42,ACRYSIL,EQ,90579,31633,34.92"
"20,43,ADANIENT,EQ,1161579,125941,10.84"
"20,44,ADANIGREEN,EQ,910667,301295,33.09"
"20,45,ADANIPORTS,EQ,6150326,1029207,16.73"
"20,46,ADANIPOWER,EQ,45678881,13413317,29.36"
"20,47,ADANITRANS,EQ,345791,108950,31.51"
"20,48,ADFFOODS,EQ,31545,21368,67.74"
"20,49,ADORWELD,EQ,6555,4292,65.48"
"20,50,ADSL,EQ,158844,78910,49.68"
"20,51,ADVANIHOTR,EQ,36695,21845,59.53"
"20,52,ADVENZYMES,EQ,54354,25991,47.82"
"20,53,AEGISCHEM,EQ,364377,148306,40.70"
"20,54,AFFLE,EQ,412234,174959,42.44"
"20,55,AGARIND,EQ,98131,34829,35.49"
"20,56,AGROPHOS,EQ,660702,328276,49.69"
"20,57,AGSTRA,EQ,323474,121163,37.46"
"20,58,AHLADA,EQ,55029,33698,61.24"
"20,59,AHLEAST,EQ,14657,11481,78.33"
"20,60,AHLUCONT,EQ,19652,11364,57.83"
"20,61,AIAENG,EQ,84248,51317,60.91"
"20,62,AIRAN,EQ,159405,118511,74.35"
"20,63,AIROLAM,EQ,19649,17360,88.35"
"20,64,AIRTELPP,E1,132810,80037,60.26"
"20,65,AISL,SM,3600,3600,100.00"
"20,66,AJANTPHARM,EQ,34018,17550,51.59"
"20,67,AJMERA,EQ,195135,166030,85.08"
"20,68,AJOONI,EQ,30967,21059,68.00"
"20,69,AKASH,EQ,71294,42608,59.76"
"20,70,AKG,EQ,40870,22342,54.67"
"20,71,AKSHARCHEM,EQ,4578,2769,60.48"
"20,72,AKSHOPTFBR,EQ,367003,234668,63.94"
"20,73,AKZOINDIA,EQ,3449,2152,62.39"
"20,74,ALANKIT,EQ,197724,116307,58.82"
"20,75,ALBERTDAVD,EQ,8785,5532,62.97"
"20,76,ALEMBICLTD,EQ,199648,84782,42.47"
"20,77,ALICON,EQ,9422,2564,27.21"
"20,78,ALKEM,EQ,94423,53279,56.43"
"20,79,ALKYLAMINE,EQ,28567,13811,48.35"
"20,80,ALLCARGO,EQ,300126,149996,49.98"
"20,81,ALLSEC,EQ,8500,4507,53.02"
"20,82,ALMONDZ,EQ,27950,5749,20.57"
"20,83,ALOKINDS,EQ,12458854,4213604,33.82"
"20,84,ALPA,EQ,34621,17909,51.73"
"20,85,ALPHAGEO,EQ,17400,8413,48.35"
"20,86,AMARAJABAT,EQ,532944,224915,42.20"
"20,87,AMBER,EQ,131147,47135,35.94"
"20,88,AMBICAAGAR,EQ,77021,43970,57.09"
"20,89,AMBIKCO,EQ,13159,6497,49.37"
"20,90,AMBUJACEM,EQ,5868878,1542090,26.28"
"20,91,AMDIND,EQ,37863,26293,69.44"
"20,92,AMIORG,EQ,124862,57301,45.89"
"20,93,AMJLAND,EQ,13368,8095,60.56"
"20,94,AMRUTANJAN,EQ,28813,12747,44.24"
"20,95,ANANDRATHI,EQ,75958,40322,53.08"
