SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1409.95,1439.95,1405,1410.4,1405,1410.95,476,3270,4642268,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,186.05,189.05,185,186.2,187.05,186.45,801,68132,12720697,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,858,873.5,850,868.7,868.7,855.45,1282,24410,21085893,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.96,12.96,12.51,12.57,12.57,13,95,37695,478929,,INE432A01017,,,
500010,HDFC        ,A ,Q,1480.15,1492.95,1470.7,1489.9,1490,1479.8,1615,104538,155596771,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,31.9,31.9,29.3,30.25,30.7,30.7,198,47635,1435431,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,23.85,26.15,23,25.9,25.9,23.8,2397,734064,18326993,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.1,3.24,3,3.05,3.05,3.02,36,36891,112960,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,83,84.7,82.1,83.75,83.75,82.85,2650,733438,61112936,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,129.5,130,129.5,130,130,133,3,46,5969,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.82,7.83,7.72,7.76,7.8,7.69,133,119646,929091,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2430,2459,2386,2416.65,2419.9,2424.1,496,2908,7019729,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.4,6.72,6.4,6.7,6.72,6.4,29,13399,89634,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58.5,60.9,57.8,59.35,59.35,57.05,174,18121,1070766,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.14,1.26,1.14,1.26,1.26,1.2,4,1050,1197,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,347.1,353.5,346.1,352.4,352.4,345.55,1064,47910,16788003,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.17,14.49,14.03,14.39,14.39,14.04,1683,1166512,16663265,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4548.75,4576.95,4494,4503.7,4503.7,4535.4,2936,28812,130387420,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1230,1255,1219.55,1243.95,1246.4,1237.75,2704,62548,77141750,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,151.55,153.5,150.45,151.9,151.9,150.6,1231,118207,17990096,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,216.5,227.8,216.5,225.65,225.65,216.75,916,78071,17495480,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1094.5,1122,1090.05,1117.25,1117.25,1091.3,1806,57339,63506292,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2030.9,2068,2028,2060,2060,2045.15,11,61,124000,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1300.1,1314.8,1278.5,1300.9,1300.9,1304,209,813,1055261,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,573.1,574.65,559.25,564.5,564.5,571.5,718,19441,10976410,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1355,1371.8,1342.7,1350.85,1351,1354.15,1405,20794,28178710,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,175,182.25,174.2,178.65,178.65,171.7,15188,1605079,286794600,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,39.3,40.1,38.25,39.6,39.6,38.7,2221,733439,28706543,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,65.9,67,64,66.3,66.3,65.3,1044,148364,9740651,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.61,2.62,2.51,2.59,2.61,2.5,42,24691,64542,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,88,88.25,87,87.3,87.3,87.25,181,13502,1181290,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,48.4,48.7,47,47.45,47.8,47.5,149,17367,828964,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,690,695.35,680,683,684.75,687,351,6287,4300110,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5300,5300,5150.05,5150.05,5150.05,5261.3,19,206,1076019,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,50.5,57.3,50.5,54.9,56,52.15,170,14334,797192,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,77.4,79.1,77,77.45,77.45,77.4,579,88358,6888837,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,800,816.95,800,805.2,805,800.95,52,2136,1716779,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.45,6.06,5.45,5.88,6.06,5.51,127,67649,388806,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,869.7,915,863.85,891.85,891.85,859.1,12369,318483,286121000,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,85.5,85.6,83.75,84.1,84.1,84.95,455,59097,4990935,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,227.5,236,223.8,233.55,233.55,225.2,1769,211423,48707388,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,574.7,577,572.5,574.95,577,574.7,616,92704,53226716,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,500,500,500,500,500,501,5,85,42500,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1991,1993.2,1980,1988.75,1984,1991.05,40,436,866005,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,79,80.3,77.65,79.65,79.65,78.7,523,135599,10742052,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,289.85,292.9,287.75,290.2,290,288.75,993,86546,25092254,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,167,171.25,166,167.35,167,165.85,288,18782,3155665,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,388.1,388.55,381.3,386.7,386.7,388.05,1772,127578,49143741,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,19.35,19.55,18.9,19.35,19.35,19.3,1082,685177,13145704,,INE294A01037,,,
500103,BHEL        ,A ,Q,172.3,174.5,167.9,173.6,173.6,170.15,3092,497975,85678929,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,554.9,558.45,543,555.05,555.05,555.15,2682,147493,81328080,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,28.3,28.4,27.95,28.15,28.15,28.3,949,738375,20773862,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,25.75,26.25,25.4,25.85,25.85,25.75,1041,499122,12938522,,INE153A01019,,,
500109,MRPL        ,A ,Q,117.05,122.25,116,121.35,121.35,115.25,4540,428688,51568583,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,376.6,376.6,368.5,372.65,372.65,377.1,1506,36593,13615207,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,600,607.5,596.75,603.75,603.75,601.6,6587,508469,306760558,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,291.9,293,283.2,284.2,284.2,290.15,9532,1484320,425898492,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,60.5,61,59.45,60.65,60.65,60.3,1991,800075,48086679,,INE114A01011,,,
500114,TITAN       ,A ,Q,472.1,474.65,469.2,471.95,471.95,472.5,708,25675,12114251,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,72.2,72.5,71.25,71.7,71.7,72.7,1733,457935,32887602,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,36.1,37.45,35.85,37.2,37.2,35.7,1157,421282,15493716,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,220,229,216.45,221.5,221.5,216.9,1607,111993,24984788,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,59.95,69,59.5,67.75,67.75,60.75,234,56531,3671344,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1985,2000,1925.15,1948.55,1948.55,1975.15,191,1748,3453218,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2635,2638,2606.45,2611.3,2611.3,2630.5,1601,20943,54875068,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,290.3,302.8,287.4,301.2,301.2,287.5,2847,204787,61023434,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1137.6,1152.5,1118.65,1122.4,1122,1140.9,267,2347,2648406,,INE199A01012,,,
