Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,21042022,957111786,0002035"
"Trade Date <21-APR-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,167410,80340,47.99"
"20,2,21STCENMGM,EQ,15058,9861,65.49"
"20,3,3IINFOLTD,EQ,684688,311266,45.46"
"20,4,3MINDIA,EQ,1384,730,52.75"
"20,5,426GS2023,GS,100,100,100.00"
"20,6,5PAISA,EQ,119221,40413,33.90"
"20,7,667GS2035,GS,338,338,100.00"
"20,8,667GS2050,GS,140904,136657,96.99"
"20,9,676GS2061,GS,21410,20410,95.33"
"20,10,68GS2060,GS,12,12,100.00"
"20,11,695GS2061,GS,1110,1110,100.00"
"20,12,699GS2051,GS,2021,2021,100.00"
"20,13,772GS2055,GS,300,300,100.00"
"20,14,A2ZINFRA,EQ,219096,194096,88.59"
"20,15,AAKASH,EQ,654392,580352,88.69"
"20,16,AAREYDRUGS,EQ,39263,23034,58.67"
"20,17,AARON,EQ,2806,2098,74.77"
"20,18,AARTIDRUGS,EQ,59105,20914,35.38"
"20,19,AARTIIND,EQ,348379,223746,64.22"
"20,20,AARTISURF,EQ,7734,4694,60.69"
"20,21,AARVEEDEN,EQ,14928,7351,49.24"
"20,22,AARVI,EQ,22204,15166,68.30"
"20,23,AAVAS,EQ,41995,16522,39.34"
"20,24,ABAN,EQ,3074203,1444867,47.00"
"20,25,ABB,EQ,122239,76771,62.80"
"20,26,ABBOTINDIA,EQ,17973,4871,27.10"
"20,27,ABCAPITAL,EQ,5415248,2373438,43.83"
"20,28,ABCOTS,SM,8000,4000,50.00"
"20,29,ABFRL,EQ,2181901,1090904,50.00"
"20,30,ABMINTLLTD,EQ,1654,1165,70.44"
"20,31,ABSLAMC,EQ,377340,197214,52.26"
"20,32,ABSLBANETF,EQ,4922,4008,81.43"
"20,33,ABSLNN50ET,EQ,918,681,74.18"
"20,34,ACC,EQ,1491272,361070,24.21"
"20,35,ACCELYA,EQ,20751,5158,24.86"
"20,36,ACCORD,SM,2000,2000,100.00"
"20,37,ACCURACY,EQ,25783,13716,53.20"
"20,38,ACE,EQ,581070,280549,48.28"
"20,39,ACRYSIL,EQ,31406,13593,43.28"
