Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,10052022,789336992,0002048"
"Trade Date <10-MAY-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,489557,150154,30.67"
"20,2,21STCENMGM,EQ,8071,5802,71.89"
"20,3,3IINFOLTD,EQ,1338793,708577,52.93"
"20,4,3MINDIA,EQ,5618,3364,59.88"
"20,5,5PAISA,EQ,17516,10198,58.22"
"20,6,610GS2031,GS,3,2,66.67"
"20,7,63MOONS,EQ,411230,176815,43.00"
"20,8,664GS2035,GS,101,101,100.00"
"20,9,667GS2035,GS,1,1,100.00"
"20,10,667GS2050,GS,83609,83609,100.00"
"20,11,676GS2061,GS,10,10,100.00"
"20,12,68GS2060,GS,150,150,100.00"
"20,13,695GS2061,GS,2,1,50.00"
"20,14,699GS2051,GS,8807,8807,100.00"
"20,15,824GS2027,GS,565,565,100.00"
"20,16,A2ZINFRA,EQ,717053,426176,59.43"
"20,17,AAATECH,SM,3000,3000,100.00"
"20,18,AAKASH,EQ,276624,241459,87.29"
"20,19,AAREYDRUGS,EQ,14373,10452,72.72"
"20,20,AARON,EQ,940,777,82.66"
"20,21,AARTIDRUGS,EQ,128428,52839,41.14"
"20,22,AARTIIND,EQ,635510,341805,53.78"
"20,23,AARTISURF,EQ,5546,2784,50.20"
"20,24,AARVEEDEN,EQ,8512,7511,88.24"
"20,25,AARVI,EQ,3792,2580,68.04"
"20,26,AAVAS,EQ,142330,95148,66.85"
"20,27,ABAN,EQ,292696,122110,41.72"
"20,28,ABB,EQ,495998,101170,20.40"
"20,29,ABBOTINDIA,EQ,8385,2956,35.25"
"20,30,ABCAPITAL,EQ,2832463,842245,29.74"
"20,31,ABCOTS,SM,44000,32000,72.73"
"20,32,ABFRL,EQ,1274445,423091,33.20"
"20,33,ABMINTLLTD,EQ,778,212,27.25"
"20,34,ABSLAMC,EQ,46437,27373,58.95"
"20,35,ABSLBANETF,EQ,2137,1877,87.83"
"20,36,ABSLNN50ET,EQ,10086,8680,86.06"
"20,37,ACC,EQ,365873,150192,41.05"
"20,38,ACCELYA,EQ,17743,11257,63.44"
"20,39,ACCURACY,EQ,67467,37954,56.26"
"20,40,ACE,EQ,248136,112815,45.46"
"20,41,ACRYSIL,EQ,91595,56726,61.93"
"20,42,ADANIENT,EQ,1471866,205045,13.93"
"20,43,ADANIGREEN,EQ,818487,351011,42.89"
"20,44,ADANIPORTS,EQ,5344522,940082,17.59"
"20,45,ADANIPOWER,EQ,13908532,6429001,46.22"
"20,46,ADANITRANS,EQ,538084,232187,43.15"
"20,47,ADFFOODS,EQ,5889,2889,49.06"
"20,48,ADORWELD,EQ,11113,7517,67.64"
"20,49,ADSL,EQ,130784,53160,40.65"
"20,50,ADVANIHOTR,EQ,35362,26692,75.48"
"20,51,ADVENZYMES,EQ,80801,36227,44.83"
"20,52,AEGISCHEM,EQ,382735,202132,52.81"
"20,53,AFFLE,EQ,183468,80748,44.01"
"20,54,AGARIND,EQ,87171,35635,40.88"
"20,55,AGROPHOS,EQ,7274,7274,100.00"
"20,56,AGSTRA,EQ,259177,133027,51.33"
"20,57,AHLADA,EQ,6080,3984,65.53"
"20,58,AHLEAST,EQ,7909,4888,61.80"
"20,59,AHLUCONT,EQ,13742,6024,43.84"
"20,60,AIAENG,EQ,39756,26692,67.14"
"20,61,AIRAN,EQ,108413,67635,62.39"
"20,62,AIROLAM,EQ,8883,5409,60.89"
"20,63,AIRTELPP,E1,164684,110579,67.15"
"20,64,AISL,SM,1200,1200,100.00"
"20,65,AJANTPHARM,EQ,235592,36662,15.56"
"20,66,AJMERA,EQ,24045,7714,32.08"
"20,67,AJOONI,EQ,17331,12367,71.36"
"20,68,AKASH,EQ,21948,16606,75.66"
"20,69,AKG,EQ,409656,134891,32.93"
"20,70,AKSHARCHEM,EQ,7895,4330,54.84"
"20,71,AKSHOPTFBR,EQ,254452,175329,68.90"
"20,72,AKZOINDIA,EQ,5070,3147,62.07"
"20,73,ALANKIT,EQ,192521,118331,61.46"
"20,74,ALBERTDAVD,EQ,8030,4010,49.94"
"20,75,ALEMBICLTD,EQ,86429,40956,47.39"
"20,76,ALICON,EQ,12866,8357,64.95"
"20,77,ALKEM,EQ,272240,161758,59.42"
"20,78,ALKYLAMINE,EQ,47207,30296,64.18"
"20,79,ALLCARGO,EQ,153051,71990,47.04"
"20,80,ALLSEC,EQ,6292,3861,61.36"
"20,81,ALMONDZ,EQ,19635,6718,34.21"
"20,82,ALOKINDS,EQ,13886871,5687648,40.96"
"20,83,ALPA,EQ,44456,25934,58.34"
"20,84,ALPHAGEO,EQ,8535,5127,60.07"
"20,85,AMARAJABAT,EQ,563692,216658,38.44"
"20,86,AMBER,EQ,64659,24686,38.18"
"20,87,AMBICAAGAR,EQ,57436,34943,60.84"
"20,88,AMBIKCO,EQ,32473,17062,52.54"
"20,89,AMBUJACEM,EQ,6322735,2343713,37.07"
"20,90,AMDIND,EQ,42993,21367,49.70"
"20,91,AMIORG,EQ,66468,18359,27.62"
"20,92,AMJLAND,EQ,33580,18075,53.83"
"20,93,AMJUMBO,SM,64000,64000,100.00"
"20,94,AMRUTANJAN,EQ,97330,17414,17.89"
"20,95,ANANDRATHI,EQ,48902,26348,53.88"
"20,96,ANANTRAJ,EQ,438834,149796,34.14"
"20,97,ANDHRACEMT,EQ,1344929,739643,54.99"
"20,98,ANDHRAPAP,EQ,52599,35238,66.99"
"20,99,ANDHRSUGAR,EQ,410193,126893,30.93"
"20,100,ANDREWYU,EQ,361603,176181,48.72"
