Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,17012023,826642045,0002177"
"Trade Date <17-JAN-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,100,100,100.00"
"20,2,182D220623,TB,100,100,100.00"
"20,3,20MICRONS,EQ,85757,38340,44.71"
"20,4,21STCENMGM,EQ,10021,5437,54.26"
"20,5,364D060723,TB,100,100,100.00"
"20,6,364D110124,TB,300,300,100.00"
"20,7,364D210923,TB,100,100,100.00"
"20,8,364D211223,TB,200,200,100.00"
"20,9,364D270723,TB,100,100,100.00"
"20,10,364D301123,TB,4000,4000,100.00"
"20,11,3IINFOLTD,EQ,183041,129357,70.67"
"20,12,3MINDIA,EQ,1914,1563,81.66"
"20,13,3PLAND,EQ,9267,9266,99.99"
"20,14,5PAISA,EQ,56001,23889,42.66"
"20,15,63MOONS,EQ,107086,85171,79.54"
"20,16,654GS2032,GS,40,40,100.00"
"20,17,667GS2035,GS,146,146,100.00"
"20,18,667GS2050,GS,2,1,50.00"
"20,19,669GS2024,GS,10001,8002,80.01"
"20,20,676GS2061,GS,976,976,100.00"
"20,21,699GS2051,GS,2501,2501,100.00"
"20,22,710GS2029,GS,94610,94610,100.00"
"20,23,716GS2050,GS,2000,2000,100.00"
"20,24,726GS2032,GS,1,1,100.00"
"20,25,736GS2052,GS,5000,5000,100.00"
"20,26,738GS2027,GS,41708,41608,99.76"
"20,27,74GS2062,GS,2800,2800,100.00"
"20,28,754GS2036,GS,14989,14989,100.00"
"20,29,759GS2026,GS,20,10,50.00"
"20,30,826GS2027,GS,2,2,100.00"
"20,31,897GS2030,GS,1660,1660,100.00"
"20,32,91D060423,TB,400,400,100.00"
"20,33,91D130423,TB,500,500,100.00"
"20,34,91D230223,TB,100,100,100.00"
"20,35,A2ZINFRA,EQ,87130,62401,71.62"
"20,36,AAATECH,EQ,10248,3021,29.48"
"20,37,AAKASH,EQ,132634,78658,59.30"
"20,38,AAREYDRUGS,EQ,16585,12273,74.00"
"20,39,AARON,EQ,9156,2660,29.05"
"20,40,AARTIDRUGS,EQ,27301,13578,49.73"
"20,41,AARTIIND,EQ,312794,102635,32.81"
"20,42,AARTISURF,EQ,27290,19280,70.65"
"20,43,AARVEEDEN,EQ,66149,32379,48.95"
"20,44,AARVI,EQ,16371,7513,45.89"
"20,45,AAVAS,EQ,77482,60658,78.29"
"20,46,ABAN,EQ,71325,27210,38.15"
"20,47,ABB,EQ,88725,36148,40.74"
