SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,3199.95,3237.65,3124.5,3135.25,3143.8,3188.9,2333,13666,43580103,,INE117A01022,17-Feb-23,,
500003,AEGIS LOGIS ,A ,Q,341.35,352.35,341.3,348.7,348.45,340.9,1757,34309,11947558,,INE208C01025,17-Feb-23,,
500008,AMAR RAJA BA,A ,Q,601.75,607.75,596.55,604.9,604.9,602.3,2233,30475,18334495,,INE885A01032,17-Feb-23,,
500009,A.SARABHAI  ,X ,Q,23,23.25,22.9,23,23,23.05,205,124297,2860676,,INE432A01017,17-Feb-23,,
500010,HDFC        ,A ,Q,2684.05,2699.4,2669.1,2691,2691,2701.2,5315,100478,269545781,,INE001A01036,17-Feb-23,,
500012,ANDHRA PETRO,X ,Q,61.4,61.95,60.5,61.6,61.6,61.25,482,42490,2613131,,INE714B01016,17-Feb-23,,
500013,ANSAL INFRAS,T ,Q,10.05,10.5,10.05,10.07,10.05,10.57,65,60171,606922,,INE436A01026,17-Feb-23,,
500014,UTIQUE      ,X ,Q,5.49,5.49,5.01,5.17,5.23,5.32,176,48489,247234,,INE096A01010,17-Feb-23,,
500016,ARUNAHTEL   ,X ,Q,13.93,14.44,13.11,13.95,13.95,13.91,29,5153,71520,,INE957C01019,17-Feb-23,,
500020,BOM DYEING  ,B ,Q,71.4,72.05,69.9,70.15,70.3,71.4,569,51299,3647042,,INE032A01023,17-Feb-23,,
500023,ASIANHOTNR  ,B ,Q,74.4,75.85,73.5,74,74,74.4,141,7546,565828,,INE363A01022,17-Feb-23,,
500027,ATUL LTD.   ,A ,Q,7419.95,7473.6,7229.45,7282.7,7280,7396.9,674,1452,10643314,,INE100A01010,17-Feb-23,,
500028,ATV PROJECTS,XT,Q,8.97,8.97,8.48,8.68,8.69,8.79,33,2721,23669,,INE447A01015,17-Feb-23,,
