DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
03112022|500002|000001754|0000000005655335|000006885|0000000022228373|025.48
03112022|500003|000012522|0000000003831106|000040257|0000000012445922|031.11
03112022|500008|000027409|0000000014247199|000048248|0000000025013840|056.81
03112022|500009|000115511|0000000003540413|000132224|0000000004029815|087.36
03112022|500010|002769765|0000006943862938|002790971|0000006996979608|099.24
03112022|500012|000079257|0000000006867620|000099875|0000000008659591|079.36
03112022|500013|000062012|0000000001718886|000062012|0000000001718886|100.00
03112022|500014|000024168|0000000000194445|000024168|0000000000194445|100.00
03112022|500016|000006110|0000000000094705|000007771|0000000000122916|078.63
03112022|500020|000066349|0000000005530190|000203959|0000000016882184|032.53
03112022|500023|000001824|0000000000166076|000002266|0000000000207027|080.49
03112022|500027|000000325|0000000002745097|000000596|0000000005004854|054.53
03112022|500028|000013315|0000000000126167|000013315|0000000000126167|100.00
03112022|500031|000001299|0000000001507295|000002481|0000000002881512|052.36
03112022|500032|000388511|0000000004129872|000906994|0000000009624660|042.84
03112022|500033|000002187|0000000002968525|000012466|0000000017029566|017.54
03112022|500034|000031209|0000000222258015|000047722|0000000340119127|065.40
03112022|500038|000039596|0000000013383448|000089491|0000000030163673|044.25
03112022|500039|000003688|0000000000710309|000011851|0000000002270832|031.12
03112022|500040|000001581|0000000001312626|000004351|0000000003620428|036.34
03112022|500041|000000006|0000000000016915|000000009|0000000000025374|066.67
03112022|500042|000000446|0000000001270610|000001747|0000000005000472|025.53
03112022|500043|000001461|0000000002675165|000006842|0000000012664851|021.35
03112022|500048|000001324|0000000002014996|000002790|0000000004279470|047.46
03112022|500049|000937501|0000000103031360|001783789|0000000196963214|052.56
03112022|500052|000009692|0000000001057882|000018128|0000000001987653|053.46
03112022|500058|000017364|0000000000149582|000017364|0000000000149582|100.00
03112022|500060|000004566|0000000000670061|000005868|0000000000865289|077.81
03112022|500067|000002656|0000000003246164|000006811|0000000008282225|039.00
03112022|500068|000000040|0000000000312004|000000042|0000000000328163|095.24
03112022|500069|000000105|0000000000023520|000000120|0000000000026861|087.50
03112022|500074|000002908|0000000000202252|000003608|0000000000252939|080.60
03112022|500078|000000620|0000000000307303|000000845|0000000000420591|073.37
03112022|500083|000024649|0000000000265236|000024649|0000000000265236|100.00
03112022|500084|000140546|0000000010695551|000256990|0000000019465124|054.69
03112022|500085|000011808|0000000003664613|000042864|0000000013260457|027.55
03112022|500086|000060899|0000000010036156|000100621|0000000016598996|060.52
03112022|500087|000050480|0000000058554276|000072090|0000000083702693|070.02
03112022|500089|000000182|0000000000073437|000000194|0000000000079389|093.81
03112022|500092|000000787|0000000002328261|000001720|0000000005120916|045.76
03112022|500093|000035886|0000000009009181|000098498|0000000024858062|036.43
03112022|500096|000007580|0000000004212585|000020275|0000000011306339|037.39
03112022|500097|000004527|0000000001482593|000006095|0000000002008434|074.27
03112022|500101|000035840|0000000003275776|000072478|0000000006651952|049.45
03112022|500102|000081075|0000000000096479|000081075|0000000000096479|100.00
03112022|500103|000758904|0000000057183417|001963484|0000000148021459|038.65
03112022|500104|000067469|0000000014239333|000253466|0000000054273625|026.62
03112022|500106|001339950|0000000014860046|003067555|0000000034854666|043.68
03112022|500108|000190688|0000000004118861|000396786|0000000008482528|048.06
03112022|500109|000123706|0000000006779089|000345454|0000000018990434|035.81
03112022|500110|000026219|0000000005390627|000074699|0000000015441565|035.10
03112022|500111|000236839|0000000002306811|000236839|0000000002306811|100.00
03112022|500112|000318196|0000000186081021|000777934|0000000452566044|040.90
