Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,06102022,924362167,0002145"
"Trade Date <06-OCT-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,108485,46557,42.92"
"20,2,21STCENMGM,EQ,9811,5934,60.48"
"20,3,364D030823,TB,200,200,100.00"
"20,4,364D070923,TB,500,500,100.00"
"20,5,3IINFOLTD,EQ,315790,200334,63.44"
"20,6,3MINDIA,EQ,3704,2097,56.61"
"20,7,3PLAND,EQ,1302,874,67.13"
"20,8,4THDIM,EQ,50,50,100.00"
"20,9,563GS2026,GS,7645,7645,100.00"
"20,10,5PAISA,EQ,21897,8464,38.65"
"20,11,617GS2023,GS,4700,4700,100.00"
"20,12,622GS2035,GS,100,100,100.00"
"20,13,63MOONS,EQ,70899,33557,47.33"
"20,14,654GS2032,GS,2,1,50.00"
"20,15,667GS2050,GS,2830,2405,84.98"
"20,16,669GS2024,GS,60,60,100.00"
"20,17,695GS2061,GS,1,1,100.00"
"20,18,699GS2051,GS,2,1,50.00"
"20,19,710GS2029,GS,100,100,100.00"
"20,20,719GS2060,GS,61,61,100.00"
"20,21,726GS2032,GS,170,170,100.00"
"20,22,727GS2026,GS,100,100,100.00"
"20,23,736GS2052,GS,100,100,100.00"
"20,24,737GS2023,GS,809,809,100.00"
"20,25,738GS2027,GS,610,610,100.00"
"20,26,74GS2062,GS,100,100,100.00"
"20,27,754GS2036,GS,14500,14500,100.00"
"20,28,757GS2033,GS,728,728,100.00"
"20,29,795GS2032,GS,600,600,100.00"
"20,30,832GS2032,GS,1,1,100.00"
"20,31,91D151222,TB,100,100,100.00"
"20,32,91D241122,TB,100,100,100.00"
"20,33,A2ZINFRA,EQ,500811,432859,86.43"
"20,34,AAKASH,EQ,707506,316211,44.69"
"20,35,AAREYDRUGS,EQ,21838,14201,65.03"
"20,36,AARTIDRUGS,EQ,612971,171493,27.98"
"20,37,AARTIIND,EQ,1198823,395428,32.98"
"20,38,AARTISURF,EQ,8574,4153,48.44"
"20,39,AARVEEDEN,EQ,16746,9179,54.81"
"20,40,AARVI,EQ,10498,6628,63.14"
"20,41,AAVAS,EQ,49180,28428,57.80"
"20,42,ABAN,EQ,195428,93754,47.97"
"20,43,ABB,EQ,507339,225209,44.39"
"20,44,ABBOTINDIA,EQ,18011,9645,53.55"
"20,45,ABCAPITAL,EQ,2374868,773967,32.59"
"20,46,ABCOTS,SM,32000,28000,87.50"
"20,47,ABFRL,EQ,1458434,395813,27.14"
"20,48,ABINFRA,SM,32000,8000,25.00"
"20,49,ABSLAMC,EQ,58552,38206,65.25"
"20,50,ABSLBANETF,EQ,7480,6506,86.98"
"20,51,ABSLNN50ET,EQ,1628,1023,62.84"
"20,52,ACC,EQ,690259,180302,26.12"
"20,53,ACCELYA,EQ,31109,12687,40.78"
"20,54,ACCURACY,EQ,62019,36896,59.49"
"20,55,ACE,EQ,463503,191588,41.33"
"20,56,ACEINTEG,SM,4500,4500,100.00"
"20,57,ACRYSIL,EQ,172886,49670,28.73"
"20,58,ADANIENT,EQ,2845165,488239,17.16"
"20,59,ADANIGREEN,EQ,2419573,489635,20.24"
"20,60,ADANIPORTS,EQ,6175752,1310756,21.22"
"20,61,ADANITRANS,EQ,755486,242410,32.09"
"20,62,ADFFOODS,EQ,48947,25995,53.11"
"20,63,ADORWELD,EQ,6121,3493,57.07"
"20,64,ADROITINFO,EQ,21507,18968,88.19"
"20,65,ADSL,EQ,62841,31940,50.83"
"20,66,ADVANIHOTR,EQ,53818,36260,67.38"
"20,67,ADVENZYMES,EQ,114536,54128,47.26"
"20,68,AEGISCHEM,EQ,802534,377815,47.08"
"20,69,AETHER,EQ,144158,43872,30.43"
"20,70,AFFLE,EQ,198164,80977,40.86"
"20,71,AGARIND,EQ,308359,145958,47.33"
"20,72,AGI,EQ,243076,94926,39.05"
"20,73,AGNI,SM,40000,20000,50.00"
"20,74,AGRITECH,EQ,21886,11000,50.26"
"20,75,AGROPHOS,EQ,39448,22380,56.73"
"20,76,AGSTRA,EQ,382116,179833,47.06"
"20,77,AHLUCONT,EQ,8369,5350,63.93"
"20,78,AIAENG,EQ,56876,37346,65.66"
"20,79,AILIMITED,SM,9000,9000,100.00"
"20,80,AIRAN,EQ,235378,153540,65.23"
"20,81,AIROLAM,EQ,125518,58733,46.79"
"20,82,AIRTELPP,E1,550508,494375,89.80"
"20,83,AISL,SM,1200,1200,100.00"
"20,84,AJANTPHARM,EQ,23936,13896,58.05"
"20,85,AJMERA,EQ,49462,21064,42.59"
"20,86,AJOONI,EQ,569971,235899,41.39"
"20,87,AJRINFRA,EQ,415330,404816,97.47"
"20,88,AKASH,EQ,46308,35690,77.07"
"20,89,AKSHAR,EQ,474903,294022,61.91"
"20,90,AKSHARCHEM,EQ,8535,3338,39.11"
"20,91,AKSHOPTFBR,EQ,787813,462562,58.71"
"20,92,AKZOINDIA,EQ,13629,11301,82.92"
"20,93,ALANKIT,EQ,265449,185411,69.85"
"20,94,ALBERTDAVD,EQ,3039,1958,64.43"
"20,95,ALEMBICLTD,EQ,173936,90525,52.05"
"20,96,ALICON,EQ,21062,9206,43.71"
"20,97,ALKALI,EQ,94136,47914,50.90"
"20,98,ALKEM,EQ,33925,10225,30.14"
"20,99,ALKYLAMINE,EQ,18903,9274,49.06"
"20,100,ALLCARGO,EQ,879076,232697,26.47"
"20,101,ALLSEC,EQ,2421,1462,60.39"
"20,102,ALMONDZ,EQ,5802,3529,60.82"
"20,103,ALPA,EQ,39402,22356,56.74"
