INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTSTK,ALBK,27-Dec-18,0,XX,0,0,0,43.7,44.3,0,0,649000,0,07-Nov-18
FUTSTK,ALBK,31-Jan-19,0,XX,0,0,0,37.95,44.6,0,0,0,0,07-Nov-18
FUTSTK,AMARAJABAT,29-Nov-18,0,XX,774.95,782.95,772.9,777.7,777.7,162,882.85,1050000,-6300,07-Nov-18
FUTSTK,AMARAJABAT,27-Dec-18,0,XX,0,0,0,771.35,787.2,0,0,6300,0,07-Nov-18
FUTSTK,AMARAJABAT,31-Jan-19,0,XX,0,0,0,788.05,792.9,0,0,0,0,07-Nov-18
FUTSTK,AMBUJACEM,29-Nov-18,0,XX,205.45,206.4,204.2,205.3,205.3,229,1175.95,16652500,5000,07-Nov-18
FUTSTK,AMBUJACEM,27-Dec-18,0,XX,0,0,0,205.85,207.75,0,0,50000,0,07-Nov-18
FUTSTK,AMBUJACEM,31-Jan-19,0,XX,0,0,0,195.8,209.25,0,0,0,0,07-Nov-18
FUTSTK,APOLLOHOSP,29-Nov-18,0,XX,1134,1138,1131.15,1134.8,1134.8,96,544.68,650000,-5500,07-Nov-18
FUTSTK,APOLLOHOSP,27-Dec-18,0,XX,0,0,0,1128.6,1143.5,0,0,13500,0,07-Nov-18
FUTSTK,APOLLOHOSP,31-Jan-19,0,XX,0,0,0,1180.1,1151.8,0,0,500,0,07-Nov-18
FUTSTK,APOLLOTYRE,29-Nov-18,0,XX,215.75,221.45,215,220.65,220.65,1259,8296.33,8079000,207000,07-Nov-18
FUTSTK,APOLLOTYRE,27-Dec-18,0,XX,216.9,222.55,216.9,221.8,221.8,16,105.76,192000,15000,07-Nov-18
FUTSTK,APOLLOTYRE,31-Jan-19,0,XX,0,0,0,211.3,224.2,0,0,0,0,07-Nov-18
FUTSTK,ARVIND,29-Nov-18,0,XX,321.45,321.45,317.9,319.1,319.1,292,1865.12,6614000,-36000,07-Nov-18
FUTSTK,ARVIND,27-Dec-18,0,XX,320.5,320.5,320.5,320.5,320.5,1,6.41,172000,0,07-Nov-18
FUTSTK,ARVIND,31-Jan-19,0,XX,0,0,0,327.55,324.35,0,0,10000,0,07-Nov-18
FUTSTK,ASHOKLEY,29-Nov-18,0,XX,122.45,122.9,121.8,122.05,122.05,732,3576.41,42192000,-248000,07-Nov-18
FUTSTK,ASHOKLEY,27-Dec-18,0,XX,123,123.25,122.5,122.65,122.65,25,122.77,1396000,-4000,07-Nov-18
FUTSTK,ASHOKLEY,31-Jan-19,0,XX,123.45,123.45,123,123.25,123.25,5,24.66,84000,-8000,07-Nov-18
FUTSTK,ASIANPAINT,29-Nov-18,0,XX,1250.35,1257.2,1247,1254.95,1254.95,315,2369.08,4960800,-9000,07-Nov-18
FUTSTK,ASIANPAINT,27-Dec-18,0,XX,1260.4,1260.95,1258.95,1260.05,1260.05,12,90.7,43200,3000,07-Nov-18
FUTSTK,ASIANPAINT,31-Jan-19,0,XX,0,0,0,1224.5,1273.2,0,0,0,0,07-Nov-18
FUTSTK,AUROPHARMA,29-Nov-18,0,XX,794.9,797.9,786.55,795.75,795.75,1497,11894.15,19027000,108000,07-Nov-18
FUTSTK,AUROPHARMA,27-Dec-18,0,XX,792.1,802.4,792.1,799.8,799.8,29,231.73,200000,8000,07-Nov-18
FUTSTK,AUROPHARMA,31-Jan-19,0,XX,0,0,0,796.1,808.35,0,0,2000,0,07-Nov-18
FUTSTK,AXISBANK,29-Nov-18,0,XX,610.2,612,604.25,606.1,606.1,3011,21967.06,35150400,573600,07-Nov-18
FUTSTK,AXISBANK,27-Dec-18,0,XX,615.2,615.2,607.3,608.9,608.9,41,300.42,558000,-14400,07-Nov-18
FUTSTK,AXISBANK,31-Jan-19,0,XX,0,0,0,613.7,617.65,0,0,8400,0,07-Nov-18
FUTSTK,BAJAJ-AUTO,29-Nov-18,0,XX,2684.65,2697.75,2681.45,2692.8,2692.8,224,1507.31,2257500,-8500,07-Nov-18
FUTSTK,BAJAJ-AUTO,27-Dec-18,0,XX,0,0,0,2687,2720.6,0,0,19500,0,07-Nov-18
FUTSTK,BAJAJ-AUTO,31-Jan-19,0,XX,0,0,0,2527.95,2740.4,0,0,0,0,07-Nov-18
FUTSTK,BAJAJFINSV,29-Nov-18,0,XX,5659.95,5659.95,5610.25,5629.45,5629.45,131,921.92,674750,-3000,07-Nov-18
FUTSTK,BAJAJFINSV,27-Dec-18,0,XX,5660,5671,5660,5671,5671,3,21.25,6500,250,07-Nov-18
FUTSTK,BAJAJFINSV,31-Jan-19,0,XX,0,0,0,5476.85,5728.2,0,0,0,0,07-Nov-18
FUTSTK,BAJFINANCE,29-Nov-18,0,XX,2355.95,2369.35,2350.5,2354.9,2354.9,1216,7163.66,6497750,-36000,07-Nov-18
FUTSTK,BAJFINANCE,27-Dec-18,0,XX,2360,2369.15,2360,2369.15,2369.15,27,159.6,96750,-1250,07-Nov-18
FUTSTK,BAJFINANCE,31-Jan-19,0,XX,0,0,0,2464.05,2390.15,0,0,3750,0,07-Nov-18
FUTSTK,BALKRISIND,29-Nov-18,0,XX,954.1,954.15,931.5,939.85,939.85,1585,11918.06,2501600,72000,07-Nov-18
FUTSTK,BALKRISIND,27-Dec-18,0,XX,950,950,937.75,943.65,943.65,15,113.12,68800,4000,07-Nov-18
FUTSTK,BALKRISIND,31-Jan-19,0,XX,0,0,0,1073.1,954.8,0,0,800,0,07-Nov-18
FUTSTK,BANKBARODA,29-Nov-18,0,XX,112.1,112.1,110.2,111.25,111.25,434,1931.21,71352000,-164000,07-Nov-18
FUTSTK,BANKBARODA,27-Dec-18,0,XX,111.9,112,111.7,111.9,111.9,9,40.28,1852000,-4000,07-Nov-18
FUTSTK,BANKBARODA,31-Jan-19,0,XX,0,0,0,112,112.95,0,0,48000,0,07-Nov-18
FUTSTK,BANKINDIA,29-Nov-18,0,XX,86.8,86.9,86.3,86.65,86.65,254,1319.54,19620000,18000,07-Nov-18
FUTSTK,BANKINDIA,27-Dec-18,0,XX,0,0,0,86.65,87.25,0,0,588000,0,07-Nov-18
FUTSTK,BANKINDIA,31-Jan-19,0,XX,87.1,87.45,87.1,87.45,87.45,2,10.47,24000,-6000,07-Nov-18
FUTSTK,BATAINDIA,29-Nov-18,0,XX,1015.95,1018.85,1013,1015.4,1015.4,244,1362.77,1602150,5500,07-Nov-18
FUTSTK,BATAINDIA,27-Dec-18,0,XX,1020,1022,1015.9,1015.9,1015.9,5,28.03,19800,550,07-Nov-18
FUTSTK,BATAINDIA,31-Jan-19,0,XX,0,0,0,1025,1032.3,0,0,550,0,07-Nov-18
FUTSTK,BEL,29-Nov-18,0,XX,95.75,95.85,95.1,95.5,95.5,66,311.85,21487950,-19800,07-Nov-18
FUTSTK,BEL,27-Dec-18,0,XX,96,96,96,96,96.45,1,4.75,688050,0,07-Nov-18
FUTSTK,BEL,31-Jan-19,0,XX,96.15,96.15,96.15,96.15,96.15,1,5.76,48000,6000,07-Nov-18
FUTSTK,BEML,29-Nov-18,0,XX,716,722,712.1,714.6,714.6,295,1057.27,1584000,-3500,07-Nov-18
FUTSTK,BEML,27-Dec-18,0,XX,719.8,719.8,718,718.45,718.45,3,10.78,25500,0,07-Nov-18
FUTSTK,BEML,31-Jan-19,0,XX,0,0,0,554.3,726,0,0,0,0,07-Nov-18
FUTSTK,BERGEPAINT,29-Nov-18,0,XX,296.6,300.6,296.6,299.95,299.95,29,190.73,2263800,-6600,07-Nov-18
FUTSTK,BERGEPAINT,27-Dec-18,0,XX,0,0,0,297.4,302.35,0,0,50600,0,07-Nov-18
FUTSTK,BERGEPAINT,31-Jan-19,0,XX,0,0,0,296.9,304.55,0,0,0,0,07-Nov-18
FUTSTK,BHARATFIN,29-Nov-18,0,XX,911.7,919.35,911.6,915.9,915.9,231,1057.51,7464000,4500,07-Nov-18
FUTSTK,BHARATFIN,27-Dec-18,0,XX,0,0,0,913.3,921.4,0,0,85000,0,07-Nov-18
FUTSTK,BHARATFIN,31-Jan-19,0,XX,0,0,0,923,928.1,0,0,0,0,07-Nov-18
FUTSTK,BHARATFORG,29-Nov-18,0,XX,588,590.7,584.25,589.05,589.05,194,1370.43,7390800,-43200,07-Nov-18
FUTSTK,BHARATFORG,27-Dec-18,0,XX,592.5,592.5,592.5,592.5,592.5,1,7.11,66000,0,07-Nov-18
FUTSTK,BHARATFORG,31-Jan-19,0,XX,0,0,0,557.85,603.05,0,0,0,0,07-Nov-18
FUTSTK,BHARTIARTL,29-Nov-18,0,XX,303.55,307.75,303.55,307,307,260,1355.41,44421000,-35700,07-Nov-18
FUTSTK,BHARTIARTL,27-Dec-18,0,XX,0,0,0,307.4,309.45,0,0,329800,0,07-Nov-18
FUTSTK,BHARTIARTL,31-Jan-19,0,XX,0,0,0,301.6,311.7,0,0,0,0,07-Nov-18
FUTSTK,BHEL,29-Nov-18,0,XX,70.15,70.25,69.8,70.05,70.05,166,871.61,43695000,-7500,07-Nov-18
FUTSTK,BHEL,27-Dec-18,0,XX,69.9,70.35,69.9,70.35,70.35,5,26.34,2640000,30000,07-Nov-18
FUTSTK,BHEL,31-Jan-19,0,XX,0,0,0,70.8,70.95,0,0,165000,0,07-Nov-18
FUTSTK,BIOCON,29-Nov-18,0,XX,633.45,633.45,629.95,631.4,631.4,304,1727.96,5628600,-27900,07-Nov-18
FUTSTK,BIOCON,27-Dec-18,0,XX,636,636.75,634.5,635.3,635.3,8,45.77,91800,5400,07-Nov-18
FUTSTK,BIOCON,31-Jan-19,0,XX,0,0,0,638,643.95,0,0,11700,0,07-Nov-18
FUTSTK,BOSCHLTD,29-Nov-18,0,XX,19399.05,19500,19390.7,19484.6,19484.6,61,356.22,131580,-750,07-Nov-18
FUTSTK,BOSCHLTD,27-Dec-18,0,XX,0,0,0,19396.15,19685.1,0,0,150,0,07-Nov-18
FUTSTK,BOSCHLTD,31-Jan-19,0,XX,0,0,0,19418.95,19828.3,0,0,0,0,07-Nov-18
FUTSTK,BPCL,29-Nov-18,0,XX,288.55,290.5,287.1,289.85,289.85,455,2372.9,12229200,-28800,07-Nov-18
FUTSTK,BPCL,27-Dec-18,0,XX,289.35,291.2,289.35,291.1,291.1,9,47.04,198000,-9000,07-Nov-18
FUTSTK,BPCL,31-Jan-19,0,XX,0,0,0,288,293.9,0,0,34200,0,07-Nov-18
FUTSTK,BRITANNIA,29-Nov-18,0,XX,5769.95,5819.8,5741,5808.7,5808.7,620,3595.64,1416000,-4000,07-Nov-18
FUTSTK,BRITANNIA,27-Dec-18,0,XX,5802.95,5825,5802.95,5810.05,5810.05,7,40.69,7600,200,07-Nov-18
FUTSTK,BRITANNIA,31-Jan-19,0,XX,0,0,0,5417.3,5913.65,0,0,0,0,07-Nov-18
FUTSTK,CADILAHC,29-Nov-18,0,XX,351.05,354.3,351,353.9,353.9,166,937.62,8404800,-11200,07-Nov-18
FUTSTK,CADILAHC,27-Dec-18,0,XX,0,0,0,351.45,358.7,0,0,68800,0,07-Nov-18
FUTSTK,CADILAHC,31-Jan-19,0,XX,0,0,0,347.65,361.35,0,0,0,0,07-Nov-18
FUTSTK,CANBK,29-Nov-18,0,XX,244.45,244.45,242.95,243.7,243.7,432,2105.42,8756000,6000,07-Nov-18
FUTSTK,CANBK,27-Dec-18,0,XX,246.1,246.1,244.15,245.05,245.05,21,102.92,296000,16000,07-Nov-18
FUTSTK,CANBK,31-Jan-19,0,XX,246.4,246.4,246.4,246.4,246.4,1,4.92,16000,-2000,07-Nov-18
FUTSTK,CANFINHOME,29-Nov-18,0,XX,276.55,283.6,276.55,281.35,281.35,121,424.38,3262500,52500,07-Nov-18
FUTSTK,CANFINHOME,27-Dec-18,0,XX,0,0,0,279,283.15,0,0,45000,0,07-Nov-18
FUTSTK,CANFINHOME,31-Jan-19,0,XX,0,0,0,283.6,285.2,0,0,3600,0,07-Nov-18
FUTSTK,CAPF,29-Nov-18,0,XX,479.85,481.9,478.3,480.8,480.8,115,441.85,6622400,-16000,07-Nov-18
FUTSTK,CAPF,27-Dec-18,0,XX,0,0,0,482.35,485,0,0,77600,0,07-Nov-18
FUTSTK,CAPF,31-Jan-19,0,XX,496.25,496.25,471.9,471.9,488.55,2,8.71,0,0,07-Nov-18
FUTSTK,CASTROLIND,29-Nov-18,0,XX,143.75,145.1,143.75,144.95,144.95,63,254.76,8036000,0,07-Nov-18
FUTSTK,CASTROLIND,27-Dec-18,0,XX,0,0,0,143.1,147.7,1,4.05,103600,0,07-Nov-18
FUTSTK,CASTROLIND,31-Jan-19,0,XX,145.75,145.75,145.75,145.75,148.75,1,4.95,20400,3400,07-Nov-18
FUTSTK,CEATLTD,29-Nov-18,0,XX,1163.55,1177.75,1125.05,1171.55,1171.55,412,1684.64,786450,13650,07-Nov-18
FUTSTK,CEATLTD,27-Dec-18,0,XX,1169.15,1169.15,1169.15,1169.15,1182.45,1,4.09,11200,350,07-Nov-18
FUTSTK,CEATLTD,31-Jan-19,0,XX,0,0,0,1165,1191.05,0,0,1600,0,07-Nov-18
FUTSTK,CENTURYTEX,29-Nov-18,0,XX,862.6,870,860,867.4,867.4,550,2619.34,5221700,1650,07-Nov-18
FUTSTK,CENTURYTEX,27-Dec-18,0,XX,869.2,871.65,869.2,871.65,876.15,5,23.92,18150,1100,07-Nov-18
FUTSTK,CENTURYTEX,31-Jan-19,0,XX,0,0,0,792.6,882.5,0,0,0,0,07-Nov-18
FUTSTK,CESC,29-Nov-18,0,XX,688,693.35,682.75,687.7,687.7,253,958.32,1832600,-4400,07-Nov-18
FUTSTK,CESC,27-Dec-18,0,XX,0,0,0,692,691.6,0,0,20900,0,07-Nov-18
FUTSTK,CESC,31-Jan-19,0,XX,0,0,0,863.4,696.65,0,0,0,0,07-Nov-18
FUTSTK,CGPOWER,29-Nov-18,0,XX,35.9,36.55,35.9,36.4,36.4,98,427.03,43296000,-84000,07-Nov-18
FUTSTK,CGPOWER,27-Dec-18,0,XX,0,0,0,35.95,36.8,0,0,324000,0,07-Nov-18
FUTSTK,CGPOWER,31-Jan-19,0,XX,0,0,0,36.75,37.05,0,0,0,0,07-Nov-18
FUTSTK,CHENNPETRO,29-Nov-18,0,XX,270,274,268,272.35,272.35,35,142.58,1074000,-4500,07-Nov-18
FUTSTK,CHENNPETRO,27-Dec-18,0,XX,0,0,0,271.55,273.65,0,0,28500,0,07-Nov-18
FUTSTK,CHENNPETRO,31-Jan-19,0,XX,0,0,0,263.25,275.65,0,0,0,0,07-Nov-18
FUTSTK,CHOLAFIN,29-Nov-18,0,XX,1286.35,1298,1285,1291.7,1291.7,75,485.18,620500,-2000,07-Nov-18
FUTSTK,CHOLAFIN,27-Dec-18,0,XX,0,0,0,1282,1307,0,0,7500,0,07-Nov-18
FUTSTK,CHOLAFIN,31-Jan-19,0,XX,0,0,0,1204,1316.5,0,0,0,0,07-Nov-18
FUTSTK,CIPLA,29-Nov-18,0,XX,533.6,535.8,532.25,534.6,534.6,759,4058.23,10581000,-122000,07-Nov-18
FUTSTK,CIPLA,27-Dec-18,0,XX,539.5,539.5,536.05,536.75,536.75,12,64.49,279000,2000,07-Nov-18
FUTSTK,CIPLA,31-Jan-19,0,XX,538.05,540.55,538.05,539.3,539.3,2,10.78,16000,-1000,07-Nov-18
FUTSTK,COALINDIA,29-Nov-18,0,XX,266.65,268.8,266.65,268.3,268.3,728,4291.91,27027000,160600,07-Nov-18
FUTSTK,COALINDIA,27-Dec-18,0,XX,268.45,269.4,267.65,269.05,269.05,15,88.68,710600,-2200,07-Nov-18
FUTSTK,COALINDIA,31-Jan-19,0,XX,0,0,0,268.75,271.7,0,0,68200,0,07-Nov-18
FUTSTK,COLPAL,29-Nov-18,0,XX,1106.95,1108,1105.25,1106.45,1106.45,24,185.9,1743000,-8400,07-Nov-18
FUTSTK,COLPAL,27-Dec-18,0,XX,0,0,0,1105.35,1114.95,0,0,10500,0,07-Nov-18
FUTSTK,COLPAL,31-Jan-19,0,XX,0,0,0,1134.85,1123.05,0,0,0,0,07-Nov-18
FUTSTK,CONCOR,29-Nov-18,0,XX,677.05,682,665,670.4,670.4,176,1481.11,3066250,1250,07-Nov-18
FUTSTK,CONCOR,27-Dec-18,0,XX,0,0,0,654,674.45,0,0,17500,0,07-Nov-18
FUTSTK,CONCOR,31-Jan-19,0,XX,0,0,0,561.35,679.4,0,0,0,0,07-Nov-18
FUTSTK,CUMMINSIND,29-Nov-18,0,XX,783.05,783.05,779.15,781.3,781.3,55,300.74,1348900,-4200,07-Nov-18
FUTSTK,CUMMINSIND,27-Dec-18,0,XX,0,0,0,784.4,786.8,0,0,2800,0,07-Nov-18
FUTSTK,CUMMINSIND,31-Jan-19,0,XX,0,0,0,688.35,792.5,0,0,0,0,07-Nov-18
FUTSTK,DABUR,29-Nov-18,0,XX,367.95,369.9,367,368.95,368.95,585,2697.39,17306250,-68750,07-Nov-18
FUTSTK,DABUR,27-Dec-18,0,XX,370.55,371.95,370.55,371.95,371.95,8,37.09,90000,-1250,07-Nov-18
FUTSTK,DABUR,31-Jan-19,0,XX,0,0,0,406.7,375.9,0,0,0,0,07-Nov-18
FUTSTK,DALMIABHA,29-Nov-18,0,XX,2160,2197.85,2160,2193.6,2193.6,12,78.58,408900,-900,07-Nov-18
FUTSTK,DALMIABHA,27-Dec-18,0,XX,0,0,0,2170,2209.75,0,0,9900,0,07-Nov-18
FUTSTK,DALMIABHA,31-Jan-19,0,XX,0,0,0,2157.45,2225.8,0,0,0,0,07-Nov-18
FUTSTK,DCBBANK,29-Nov-18,0,XX,167.4,167.4,165.2,166.55,166.55,118,883.51,3978000,-45000,07-Nov-18
FUTSTK,DCBBANK,27-Dec-18,0,XX,0,0,0,165.45,168.2,0,0,108000,0,07-Nov-18
FUTSTK,DCBBANK,31-Jan-19,0,XX,0,0,0,159.85,169.45,0,0,4500,0,07-Nov-18
FUTSTK,DHFL,29-Nov-18,0,XX,232.05,232.15,228.55,229.75,229.75,1017,3508.48,19245000,90000,07-Nov-18
FUTSTK,DHFL,27-Dec-18,0,XX,227.95,230.05,226.35,227.45,227.45,217,740.85,1254000,159000,07-Nov-18
FUTSTK,DHFL,31-Jan-19,0,XX,0,0,0,224,234.6,0,0,63000,0,07-Nov-18
FUTSTK,DISHTV,29-Nov-18,0,XX,42.25,43,42.2,42.75,42.75,118,401.86,41272000,32000,07-Nov-18
FUTSTK,DISHTV,27-Dec-18,0,XX,0,0,0,42.2,43.2,0,0,1848000,0,07-Nov-18
FUTSTK,DISHTV,31-Jan-19,0,XX,0,0,0,37.7,43.55,0,0,0,0,07-Nov-18
FUTSTK,DIVISLAB,29-Nov-18,0,XX,1485.65,1510.65,1484.5,1504.2,1504.2,1444,8661.17,3504400,107200,07-Nov-18
FUTSTK,DIVISLAB,27-Dec-18,0,XX,1502.2,1517.8,1497.65,1511.15,1511.15,22,132.75,115200,6000,07-Nov-18
FUTSTK,DIVISLAB,31-Jan-19,0,XX,0,0,0,1278.5,1524.1,0,0,0,0,07-Nov-18
FUTSTK,DLF,29-Nov-18,0,XX,172.25,174.05,172.25,173.55,173.55,465,2015.93,24900000,172500,07-Nov-18
FUTSTK,DLF,27-Dec-18,0,XX,174,174.4,174,174.2,174.2,4,17.41,287500,5000,07-Nov-18
FUTSTK,DLF,31-Jan-19,0,XX,172.45,172.45,172.45,172.45,176.05,1,4.48,13000,0,07-Nov-18
FUTSTK,DRREDDY,29-Nov-18,0,XX,2465.95,2474.4,2444.2,2457.75,2457.75,790,4864.81,3688750,-16500,07-Nov-18
FUTSTK,DRREDDY,27-Dec-18,0,XX,2482,2485,2471.1,2479.2,2479.2,71,439.92,191500,3750,07-Nov-18
FUTSTK,DRREDDY,31-Jan-19,0,XX,0,0,0,2470,2496.55,0,0,750,0,07-Nov-18
FUTSTK,EICHERMOT,29-Nov-18,0,XX,22650,22679.95,22100.7,22640.3,22640.3,170,961.36,291950,-250,07-Nov-18
FUTSTK,EICHERMOT,27-Dec-18,0,XX,22816.95,22816.95,22816.95,22816.95,22816.95,1,5.7,1625,25,07-Nov-18
FUTSTK,EICHERMOT,31-Jan-19,0,XX,0,0,0,22541.6,23052.6,0,0,0,0,07-Nov-18
FUTSTK,ENGINERSIN,29-Nov-18,0,XX,118.95,120,118.15,119.55,119.55,170,710.69,6079500,-91000,07-Nov-18
FUTSTK,ENGINERSIN,27-Dec-18,0,XX,119.5,119.5,119.5,119.5,119.5,1,4.18,87500,0,07-Nov-18
FUTSTK,ENGINERSIN,31-Jan-19,0,XX,0,0,0,114.55,121.45,0,0,0,0,07-Nov-18
FUTSTK,EQUITAS,29-Nov-18,0,XX,106.1,107,105.35,106.05,106.05,108,458.05,13792000,16000,07-Nov-18
FUTSTK,EQUITAS,27-Dec-18,0,XX,0,0,0,104.7,107,0,0,200000,0,07-Nov-18
FUTSTK,EQUITAS,31-Jan-19,0,XX,0,0,0,115.6,107.8,0,0,36000,0,07-Nov-18
FUTSTK,ESCORTS,29-Nov-18,0,XX,681.15,681.7,671.65,678.2,678.2,381,2846.34,4339500,-23100,07-Nov-18
FUTSTK,ESCORTS,27-Dec-18,0,XX,683,683,680,680.5,680.5,3,22.48,72600,0,07-Nov-18
FUTSTK,ESCORTS,31-Jan-19,0,XX,0,0,0,581.55,690.3,0,0,0,0,07-Nov-18
FUTSTK,EXIDEIND,29-Nov-18,0,XX,254.1,255.75,253.35,254.9,254.9,261,1328.54,6688000,-156000,07-Nov-18
FUTSTK,EXIDEIND,27-Dec-18,0,XX,0,0,0,254.05,258.45,0,0,104000,0,07-Nov-18
FUTSTK,EXIDEIND,31-Jan-19,0,XX,0,0,0,252.6,260.3,0,0,6000,0,07-Nov-18
FUTSTK,FEDERALBNK,29-Nov-18,0,XX,80.95,81.45,80.95,81.15,81.15,252,1124.35,42647000,-115500,07-Nov-18
FUTSTK,FEDERALBNK,27-Dec-18,0,XX,81.8,81.8,81.8,81.8,81.8,1,4.49,1325500,5500,07-Nov-18
FUTSTK,FEDERALBNK,31-Jan-19,0,XX,82,82,82,82,82.4,1,5.74,49000,7000,07-Nov-18
FUTSTK,GAIL,29-Nov-18,0,XX,368.9,376.95,368.9,375.75,375.75,183,1833.2,20165187,-48006,07-Nov-18
FUTSTK,GAIL,27-Dec-18,0,XX,379.25,379.25,377.25,377.25,377.25,2,20.17,109347,0,07-Nov-18
FUTSTK,GAIL,31-Jan-19,0,XX,0,0,0,370.85,381.85,0,0,16002,0,07-Nov-18
FUTSTK,GLENMARK,29-Nov-18,0,XX,660.1,669,660.05,666.55,666.55,886,5896.05,3912000,-22000,07-Nov-18
FUTSTK,GLENMARK,27-Dec-18,0,XX,670.3,670.3,670.3,670.3,670.3,1,6.7,67000,-1000,07-Nov-18
FUTSTK,GLENMARK,31-Jan-19,0,XX,0,0,0,625.1,677.4,0,0,0,0,07-Nov-18
FUTSTK,GMRINFRA,29-Nov-18,0,XX,16.5,16.55,16.45,16.5,16.5,72,534.57,173700000,135000,07-Nov-18
FUTSTK,GMRINFRA,27-Dec-18,0,XX,0,0,0,16.45,16.8,13,97.4,3105000,585000,07-Nov-18
FUTSTK,GMRINFRA,31-Jan-19,0,XX,0,0,0,17.5,16.9,0,0,90000,0,07-Nov-18
FUTSTK,GODFRYPHLP,29-Nov-18,0,XX,784.7,787,777.05,786.05,786.05,23,126.19,487200,0,07-Nov-18
FUTSTK,GODFRYPHLP,27-Dec-18,0,XX,0,0,0,777.3,792.5,0,0,7700,0,07-Nov-18
FUTSTK,GODFRYPHLP,31-Jan-19,0,XX,0,0,0,733.45,798.25,0,0,0,0,07-Nov-18
FUTSTK,GODREJCP,29-Nov-18,0,XX,705.95,706,700,702.4,702.4,116,488.87,5037600,-16200,07-Nov-18
FUTSTK,GODREJCP,27-Dec-18,0,XX,702.9,702.9,702.9,702.9,702.9,1,4.21,22800,0,07-Nov-18
