SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1414,1426.55,1395,1404.95,1405,1410.4,552,4601,6493457,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,186.05,189.5,185.2,188.8,188.8,186.2,798,72208,13507448,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,881.95,887.85,863.75,867.35,867.35,868.7,3206,59740,52371273,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.94,12.94,12.5,12.51,12.55,12.57,80,31359,396743,,INE432A01017,,,
500010,HDFC        ,A ,Q,1494.55,1531,1488.75,1516.95,1516.95,1489.9,5854,195653,297167044,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,30.2,32.2,30.1,32,32.2,30.25,251,57365,1820021,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,27,27,25.05,25.9,25.9,25.9,1331,354612,9278434,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.18,3.18,3.08,3.1,3.1,3.05,24,18968,58820,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,83.5,85.5,83.2,84.7,84.7,83.75,2004,622684,52458905,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,130,134.7,130,133.5,134.7,130,9,850,112141,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.78,8.05,7.69,7.81,7.8,7.76,229,196896,1547465,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2429.95,2438.1,2401.45,2425.9,2425.9,2416.65,57,177,429489,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,7.03,7.03,6.55,7.03,7.03,6.7,56,29512,204288,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,60.9,60.9,59.5,59.95,60.5,59.35,30,2024,121587,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.3,1.3,1.2,1.2,1.2,1.26,4,2600,3130,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,354.85,364,351.65,357.8,357.8,352.4,3004,155902,56059375,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.5,15.7,14.48,15.54,15.54,14.39,5198,4329032,65882732,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4544,4544,4460,4466.9,4466.9,4503.7,3044,30505,136795482,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1244,1258.2,1244,1251.9,1253.8,1243.95,1372,35464,44380611,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,156.1,161.05,155,160,160,151.9,2989,455935,72089335,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,228.7,229.35,223,223.95,224.1,225.65,501,28782,6488297,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1117,1140,1113.55,1135.5,1135.5,1117.25,2689,93592,105755996,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2050.05,2131,2050,2108.15,2125,2060,37,238,499284,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1310,1325,1295.4,1318.2,1308.6,1300.9,245,1326,1740395,,INE373A01013,,,
