SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1205,1206.9,1190.1,1199.25,1199.25,1212.05,789,3922,4706549,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,198.95,204.7,195.15,199.9,199.9,197.65,1296,94265,18942056,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,850.05,854,843.55,846.45,846.45,849.45,919,15643,13284782,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.1,9.35,9.1,9.2,9.12,9.36,45,15691,144717,,INE432A01017,,,
500010,HDFC        ,A ,Q,1396,1405.25,1378.7,1385.1,1385.1,1394.75,2669,58464,81320483,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,27,27.8,26.8,26.95,27.1,26.95,91,38714,1044192,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.25,15.85,14.95,15.1,15.15,15.25,102,25692,390551,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.55,2.7,2.54,2.67,2.67,2.6,22,7578,20008,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,58.85,59.45,57.6,57.9,57.9,58.65,1215,263732,15480172,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,104,107.8,103,103,103,103.55,8,1123,117181,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,7.29,7.29,6.67,6.68,6.68,7.02,321,533513,3738448,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2240,2240,2201.5,2223,2223,2224.3,646,2846,6310150,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.1,6.15,5.72,5.8,5.8,5.96,7,1805,10924,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,50.1,51.9,50.1,51.5,51.5,51.65,5,400,20713,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1,1,1,1,1,1.05,2,1000,1000,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,262,264.7,257.4,262,264.7,261.45,382,420674,109995438,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.84,14.85,14.53,14.57,14.57,14.64,1220,770124,11280305,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4198,4257.95,4172,4205.35,4205.35,4185.65,3735,42095,177767718,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1080,1099,1065,1068.05,1068.05,1079.2,3645,85351,92307783,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,150.1,155.3,150.1,152.25,152.25,150.25,1169,88369,13567984,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,206.1,208,204.6,204.85,204.85,202.75,371,24678,5081707,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,925,949.4,917.4,946.2,946.2,925.6,4376,158422,148468391,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2085.05,2090,2075,2075,2075,2085.3,10,94,196330,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1150.05,1170.2,1150,1158.75,1158.75,1158.9,358,1337,1549932,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,510,512,494.5,498,498,505.7,950,23954,11995049,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1290,1327.95,1281.25,1319.8,1319.8,1294.65,3412,55807,73047644,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,1509,1544,1500.95,1507.1,1507.1,1510.25,4483,106795,161892343,,INE263A01016,,,
500052,BHANSALI ENG,B ,Q,25,25.15,24.2,24.35,24.35,24.7,595,219059,5348964,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,56.6,58.3,56.1,56.75,56.75,56.95,482,66511,3790460,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.7,2.96,2.7,2.81,2.96,2.84,13,4615,12979,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,76.25,77.5,75.3,75.7,75.7,76.2,312,20053,1521437,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,41.3,41.3,39,39.15,39.15,39.8,24,2058,81507,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,565,568.1,555,556.95,555.1,557.8,228,3671,2056024,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4918,5000,4850,5000,5000,4882.05,16,177,869521,,INE131C01011,,,
500074,BPL LTD.    ,B ,Q,62.6,64.65,62.1,62.75,62.75,62.65,410,53865,3418995,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,694,696.4,676.2,681.75,681,678.8,34,606,414094,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.55,5.7,5.31,5.58,5.6,5.7,88,61304,339002,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,865,865,851.25,856.25,856.25,873.15,688,17546,15018031,XD,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,84.6,84.75,80.85,81.95,81.95,84.3,1443,137467,11396450,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,213.75,215.2,210.8,212.4,212,213.2,2020,211275,45024036,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,590,595,586,591.6,591.6,587.85,1345,37139,21955685,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,467,475,467,470,470,479.95,6,69,32678,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,2025,2044.2,2004.3,2032.2,2032,2034.3,86,534,1085173,,INE007A01025,,,
500093,CROMPT.GREAV,A ,Q,67.15,67.8,66.5,67.55,67.55,66.85,1326,318140,21403478,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,270.05,272.55,268.75,269.7,269.7,269.95,861,32627,8817424,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,169.7,173.5,167.4,168.45,168.45,169.4,962,52909,9025138,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,376.5,378.9,370,371.85,371.85,376.5,2640,153738,57648046,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,16.05,16.15,15.75,15.8,15.8,15.95,592,532844,8470024,,INE294A01037,,,
500103,BHEL        ,A ,Q,152,155.45,152,153.5,153.5,154.3,2917,511949,78852495,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,553.8,573.2,553.35,571,571,553.25,5089,227921,128831753,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,29.7,30.1,29.4,29.7,29.7,29.4,2304,1575430,46769399,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,22.05,23.4,22,22.45,22.45,22.15,1707,700147,15952016,,INE153A01019,,,
500109,MRPL        ,A ,Q,106.85,107.9,105.8,106.15,106.15,106,1316,111166,11857284,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,382.4,382.45,366.3,368.85,368.85,381.8,1957,100543,37515014,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,524.5,526.5,516.4,519.35,519.35,523.95,8184,400805,208592598,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,271.9,273,269.8,270.5,270.5,271.8,9334,2294677,622545913,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,60.3,60.5,59.65,60.1,60.1,60.5,1996,569411,34145391,,INE114A01011,,,
500114,TITAN       ,A ,Q,442.1,442.35,431.4,432.65,432.65,440.1,3192,93512,40652436,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,83,83.5,81.3,81.75,81.75,81.75,1918,355819,29281016,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,32.6,33.3,32.45,32.55,32.55,32.25,1054,259561,8532763,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,191.05,197.6,190.4,196.05,196.05,193.15,876,62494,12202078,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,57.15,57.25,57.15,57.25,57.25,58.15,8,570,32588,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1760,1797,1760,1780.3,1776.25,1761.15,159,1797,3198850,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2920,2920,2881.1,2890.15,2890.15,2899.25,1296,14275,41408993,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,293.6,298,289,290.05,290.05,292.8,827,45658,13458082,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1091,1122,1081.25,1087.8,1087.8,1091.65,835,7674,8482477,,INE199A01012,,,
500128,ELEC.CASTING,B ,Q,27.55,27.6,27.25,27.35,27.35,27.5,94,24874,682548,,INE086A01029,,,
500132,EMPEE SUGARS,XD,Q,6.57,6.75,6.57,6.58,6.69,6.75,20,5675,37572,,INE928B01012,,,
500133,ESAB INDIA  ,B ,Q,610,622.7,576.5,586.1,585,598.75,24,2122,1243700,,INE284A01012,,,
500135,ESSEL PROP  ,B ,Q,228,232,226,228.95,228.95,228,99,5537,1264531,,INE255A01020,,,
500136,ESTER INDUS.,T ,Q,39,39.5,38.3,38.9,38.9,39,90,15305,598695,,INE778B01029,,,
500139,FEDDER.LLYOD,B ,Q,74.35,74.8,72.75,73,73,74.2,493,40281,2969715,,INE249C01011,,,
500141,FERRO ALLOYS,XT,Q,9.47,9.47,8.71,9.01,9.01,9.11,92,51888,479319,,INE912A01026,,,
500142,FGP LTD.    ,XD,Q,1.87,1.87,1.87,1.87,1.87,1.96,2,425,794,,INE512A01016,,,
500143,P.H.CAPITAL ,XT,Q,32.9,32.9,32.9,32.9,32.9,32.9,3,30,987,,INE160F01013,,,
500144,FINOL. CABLE,A ,Q,439.6,448,437.65,442.8,445,440.8,237,3954,1745153,,INE235A01022,,,
500147,CMI FPE     ,XC,Q,631,645,631,641.8,641.8,638.6,70,1270,810008,,INE515A01019,,,
500148,UFLEX LTD   ,B ,Q,269.1,275.8,268,268.3,268.05,267.75,420,11640,3168392,,INE516A01017,,,
500150,FOSECO INDIA,B ,Q,1340,1341.05,1340,1340,1340,1340,18,130,174227,,INE519A01011,,,
500151,GOLDEN TOB  ,B ,Q,71.2,71.2,68.55,69.25,69.85,68,116,6605,458776,,INE973A01010,,,
500153,GANESH BENZO,XC,Q,35.5,36.8,35.5,35.8,35.8,35.45,107,30747,1114698,,INE388A01029,,,
