SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,B ,Q,914.8,922.4,909.7,912.15,915,902.95,341,2160,1975251,,INE117A01022,17-Jul-20,,
500003,AEGIS LOGIS ,A ,Q,185,188.6,181.8,182.55,182.45,183.55,487,8366,1548880,,INE208C01025,17-Jul-20,,
500008,AMAR RAJA BA,A ,Q,684.8,702.55,680,697.45,698.35,683.15,1116,21898,15233523,,INE885A01032,17-Jul-20,,
500009,A.SARABHAI  ,X ,Q,18.5,19.4,18.35,18.85,18.85,18.7,891,157534,3004914,,INE432A01017,17-Jul-20,,
500010,HDFC        ,A ,Q,1796.45,1822,1783.9,1806,1806,1788.05,9048,133148,240308523,,INE001A01036,17-Jul-20,,
500012,ANDHRA PETRO,X ,Q,21,22.4,21,21.95,21.95,21.25,350,125166,2726122,,INE714B01016,17-Jul-20,,
500013,ANSAL INFRAS,T ,Q,4.1,4.14,3.95,4.02,4.07,3.95,17,7860,32162,,INE436A01026,17-Jul-20,,
500020,BOM DYEING  ,A ,Q,71.95,72.7,70.65,71.1,71.1,70.8,1099,144514,10324796,,INE032A01023,17-Jul-20,,
500023,ASIANHOTNR  ,B ,Q,52.85,54.95,52.85,53.7,53.5,54.55,13,270,14503,,INE363A01022,17-Jul-20,,
500027,ATUL LTD.   ,A ,Q,4699,4699,4619,4641.05,4632.4,4632.8,344,943,4397041,,INE100A01010,17-Jul-20,,
500028,ATV PROJECTS,XT,Q,3.81,3.81,3.61,3.64,3.64,3.78,16,2908,10668,,INE447A01015,17-Jul-20,,
500029,AUTOLITE(I) ,B ,Q,16.1,16.5,16.1,16.1,16.1,16.85,25,670,10807,,INE448A01013,17-Jul-20,,
500031,BAJAJ ELECT.,A ,Q,383.05,413.75,383.05,411.2,410,386.9,4975,68378,27858502,,INE193E01025,17-Jul-20,,
500032,BAJAJHIND   ,B ,Q,6.09,6.21,6.01,6.16,6.16,6.15,1303,357891,2192587,,INE306A01021,17-Jul-20,,
