SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1424,1426.75,1401,1409.1,1409.1,1424.6,1129,9684,13760362,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,195.7,195.95,191.6,194.3,194.3,193.65,602,43104,8346373,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,887.05,893.25,877,882.05,882.05,883.5,851,21480,19029922,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,13.15,13.29,12.67,13,13.12,13.16,66,25380,328504,,INE432A01017,,,
500010,HDFC        ,A ,Q,1575,1589.4,1560,1567.35,1567.35,1585,3163,71369,112456793,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,30.6,30.6,29.6,29.8,29.8,30.45,204,41937,1253611,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,25.5,26,24.4,25.1,25.1,25.7,634,200170,5025452,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.48,3.48,3.11,3.25,3.22,3.23,71,18053,58689,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,88.85,88.85,86.5,87.4,87.4,88.2,1984,363064,31703083,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,138,140.45,137,137,137,138.1,7,803,110699,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.6,7.74,7.51,7.55,7.58,7.62,146,121549,921960,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2479.55,2481.75,2420,2461.1,2461.1,2470.15,257,1410,3463148,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.65,6.99,6.65,6.7,6.67,7,21,3399,23136,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,60.9,60.9,58.5,59.4,59.4,58.6,30,2884,171461,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.1,1.13,1.1,1.13,1.13,1.08,4,748,837,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,347.45,352.35,345.45,346.9,346.9,346.6,604,41776,14571073,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.65,16.98,16.6,16.81,16.81,16.68,1092,759336,12750592,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4651,4674,4600,4623.65,4623.65,4650.4,2689,26779,123950735,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1312,1312,1279.95,1285.85,1285.85,1311.75,2871,58446,75504762,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,167.6,168.2,165.4,166.75,166.75,164.6,1983,153497,25586473,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,228.6,235.1,228,230.2,229.5,228.2,856,43668,10089727,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1120.1,1149.5,1120.1,1141.25,1141.25,1136.75,2098,280784,320271074,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2000.15,2024.95,1985,1990.95,1985,2004.85,20,517,1033706,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1338.85,1344.9,1294.9,1307.35,1295,1333.35,273,1806,2391755,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,591,591,578.9,584.2,586,584.1,754,19545,11387638,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1428,1440,1401.2,1407.3,1407.3,1422.95,3439,47955,68149235,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,181,181.5,179.05,179.7,179.7,179.7,2467,210713,37970107,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,40,40,38.55,39.25,39.25,39.35,972,374464,14727045,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,74.3,74.3,71.1,71.5,71.5,73.85,854,102567,7420989,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.48,2.6,2.47,2.58,2.58,2.6,17,3660,9206,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,87.2,88.1,86.05,86.2,86.05,87.25,137,8453,733683,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,45.2,46.75,44.55,44.9,44.9,44.15,305,50967,2333691,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,679,679.15,673.1,675.9,675.05,676.2,90,1099,743697,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5055,5100,5036,5068.05,5036,5114,14,65,329263,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,66.35,68.7,65.85,65.85,65.85,69.3,36,7876,521834,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,77.85,77.85,75.2,75.5,75.5,77,405,54159,4117820,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,780,805,780,795.75,800,798.95,24,973,779243,,INE959C01015,,,
500083,CENTURY EXT ,T ,Q,6.13,6.6,6.11,6.22,6.16,6.43,50,32957,205399,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,924,933,916.5,929.65,929.65,924.2,752,14290,13241266,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,98.6,100.75,96.5,99.15,99.15,97.9,2615,327061,32404545,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,230.4,232.35,226.6,227.55,227.55,230.4,1505,97225,22296776,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,559,563.2,555.2,560.9,561.25,555.1,1520,75338,42152097,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,506,514,498.05,500.6,500.6,509.65,29,413,209189,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1929.35,1952.6,1924.05,1948.25,1951,1928,519,87177,168614371,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,78.3,79.3,77.7,78.35,78.8,78.25,773,253305,19847935,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,295,295,281.05,288.55,289.05,294.2,879,79370,23082180,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,176.5,178.6,173.2,173.95,174.6,175.65,225,11019,1936277,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,405.35,407.55,401,402.35,402.35,405.35,1186,90434,36532908,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,19.2,19.35,18.9,19.2,19.2,19.2,323,236072,4508709,,INE294A01037,,,
500103,BHEL        ,A ,Q,175.95,177.65,174.3,176.1,176.1,175.95,2440,485643,85395570,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,540,546.05,535,542.4,542.4,537.6,2925,170820,92308057,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,29.45,29.6,29.05,29.2,29.2,29.45,789,450448,13230314,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,25.35,25.9,25.35,25.6,25.6,25.85,828,433092,11105917,,INE153A01019,,,
500109,MRPL        ,A ,Q,127.4,132.95,126.8,132.05,132.05,125.85,5414,642568,83738513,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,375.95,382,372.65,378.35,378.35,375.55,1064,32858,12396128,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,644.95,682.5,640.65,669.8,669.8,640.55,25573,1556705,1035158396,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,286,287.8,281,281.95,281.95,286.4,6170,949975,269870687,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,60.3,60.5,59.6,59.8,59.8,60.3,1810,901185,54089875,,INE114A01011,,,
500114,TITAN       ,A ,Q,480,483.3,476.5,477.55,476.7,479.5,964,30164,14464563,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,74.5,75.4,73.8,74.75,74.75,74.55,1564,472442,35225810,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,36.25,37.85,36,37.5,37.5,36.35,1123,377534,13992417,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,241,245.7,238.15,239.85,240,239.2,915,56114,13541649,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,74.9,76.5,73.15,73.75,73.75,73.1,109,12352,924689,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,2002.5,2050,1972,1997.35,2000,2005.55,103,705,1412836,XD,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2611.05,2627.1,2587,2593.3,2593.3,2611.05,1910,34611,90197454,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,306,306.95,300,301.75,301.75,303.9,1000,50537,15337702,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1094.95,1094.95,1081.25,1088.4,1090,1084.75,200,1220,1327549,,INE199A01012,,,
500128,ELEC.CASTING,B ,Q,36.2,36.65,35.6,35.75,36,36.2,307,93754,3382533,,INE086A01029,,,
500132,EMPEE SUGARS,XD,Q,6.48,6.77,6.25,6.38,6.38,6.36,12,2932,19056,,INE928B01012,,,
500133,ESAB INDIA  ,B ,Q,643.3,664.5,622.1,656.5,657.95,631.1,59,1782,1145178,,INE284A01012,,,
500135,ESSEL PROP  ,B ,Q,256.7,257.3,251.05,252.95,252.95,254.1,126,4120,1042224,,INE255A01020,,,
500136,ESTER INDUS.,B ,Q,45,45.45,44.1,44.7,44.7,44.3,209,18160,811606,,INE778B01029,,,
500139,FEDDER.LLYOD,B ,Q,83.05,84.1,82.5,82.9,82.8,83,323,43486,3619590,,INE249C01011,,,
500141,FERRO ALLOYS,XT,Q,11.21,11.21,10.55,11.05,11.05,10.74,107,65407,722411,,INE912A01026,,,
500142,FGP LTD.    ,XT,Q,2.49,2.49,2.49,2.49,2.49,2.38,5,1190,2963,,INE512A01016,,,
500143,P.H.CAPITAL ,XD,Q,34,34,34,34,34,34.25,2,500,17000,,INE160F01013,,,
500144,FINOL. CABLE,A ,Q,536,538,519.1,524.75,527,531.75,294,105774,55437861,,INE235A01022,,,
