SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1231.6,1236,1195,1201.6,1201.6,1226.05,618,3975,4825080,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,196.45,199.55,195.6,198.25,198.25,193.95,696,35924,7094461,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,852.85,854.5,843.85,849.05,849.05,848.15,1027,14784,12545153,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.5,10,9.22,9.67,9.67,9.14,366,146572,1433994,,INE432A01017,,,
500010,HDFC        ,A ,Q,1380,1392.75,1363.55,1365.25,1365.25,1371.35,1868,84342,115455961,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,27,27.7,26.5,26.6,26.65,26.9,117,28058,753957,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.34,15.72,15.34,15.59,15.49,15.47,66,15443,239938,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.27,3.49,3.01,3.25,3.25,3.27,133,104225,347425,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,58.35,59.75,58.3,59.3,59.3,58.05,1622,349488,20654168,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,103.35,106.1,103.35,105.05,106.1,104.1,4,180,18817,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,8.25,8.25,8.15,8.25,8.25,7.86,855,1286509,10606967,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2222.5,2225.6,2160,2176.1,2176.1,2191.35,374,5357,11785774,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.46,6.02,5.46,6.02,6.02,5.74,40,163301,929371,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,48.45,52.95,48.45,51.75,51.75,50.9,39,4665,243660,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,0.99,0.99,0.99,0.99,0.99,1.04,1,130,128,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,258.1,267.9,257.4,265.65,264.1,257.95,1042,507232,133250922,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.75,14.92,14.57,14.65,14.65,14.47,2400,1761748,26017625,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4284,4395,4279.4,4304.45,4304.45,4230.25,8462,104848,454397013,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1050.4,1057,1028.7,1035.7,1035.7,1043.7,4868,103486,107510931,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,153.1,157,153.1,155.4,155.4,153.25,1545,124398,19350269,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,202.4,203.25,199,200.1,200.2,200.6,413,18807,3793330,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,941,947.85,931.5,940.45,940.45,935.5,2122,83340,78355673,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2103.95,2120,2080,2101,2101,2046.15,16,84,176684,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1219,1245,1212.15,1231.45,1231.45,1218.55,813,3538,4340071,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,499.6,504.75,496.4,497.55,497.55,497.85,715,17434,8725417,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1308.2,1313,1293.7,1302.05,1300.5,1300.5,1025,18468,24069829,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,1499,1533,1499,1529.55,1529.55,1495.85,3240,40693,61960432,,INE263A01016,,,
500052,BHANSALI ENG,B ,Q,23.5,23.55,22.9,23,23,23.35,418,126028,2912257,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,57,59.3,56.9,57.45,57.45,57.9,2157,123364,7168463,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.6,2.65,2.53,2.55,2.55,2.66,29,8174,20810,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,76.75,76.9,75,75.05,75,75.65,88,6094,460948,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,42,42,39.15,39.9,39.9,40.05,33,4390,177386,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,569,569,543.95,557.4,557.4,566.95,362,3207,1778748,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4900,4950,4900,4900,4900,4963,7,141,691925,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,43.5,43.5,43.1,43.2,43.1,43.25,9,1610,69820,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,64.45,66.9,64.45,65.5,65.5,64.45,893,144144,9497032,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,690,690,676.05,680.75,682,679.75,23,470,320145,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.25,5.25,4.82,5,5.02,5.04,117,87511,436909,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,822,831,814.35,826.2,826.2,823.3,1107,17243,14228694,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,81,81.75,78,78.55,78.55,81,1105,107199,8566412,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,210.9,213.6,210.9,212.75,212.75,210.9,2068,98643,20946066,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,590.5,594.7,587,589.25,589.25,587.55,1715,68753,40590636,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,485.95,486,470.05,470.45,470.05,470.55,19,506,239167,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,2015,2017,1992.45,1997,1995.15,2004.4,73,474,949237,,INE007A01025,,,
500093,CROMPT.GREAV,A ,Q,67.75,69.3,67.65,68.85,68.85,67.6,981,226231,15556576,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,278.7,279.1,276.45,277.6,276.7,276.95,907,30412,8447873,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,184.95,189.95,184.5,187.95,187.95,183.75,1592,111901,20981908,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,390,398,388.5,396.7,396.7,387.4,4104,299124,117568976,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,18.4,18.7,17.7,17.8,17.8,18.3,1111,409296,7446079,,INE294A01037,,,
500103,BHEL        ,A ,Q,158.5,162.15,158.25,160.95,160.95,158.15,3546,597216,95914162,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,525,527.5,514,520.35,520.35,521.55,4155,296030,154012853,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,28.4,29,28.4,28.85,28.85,28.65,1254,1343456,38647802,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,22.8,23.15,22.55,22.7,22.7,22.75,874,221185,5051308,,INE153A01019,,,
500109,MRPL        ,A ,Q,105.9,107,104.65,105.1,104.65,105.9,702,95798,10138946,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,377,381,372.55,373.6,373.6,376.5,1522,25302,9515389,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,533,546.5,531.25,542.9,542.9,532.45,9976,582616,314425516,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,265.55,270.45,265.55,269.9,269.9,265.15,5661,623060,167287257,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,62.55,62.75,61.7,62.2,62.05,62.2,1664,375078,23352023,,INE114A01011,,,
500114,TITAN       ,A ,Q,439.5,444,436.75,438,438,439.3,1177,34797,15282328,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,78.3,78.3,77.05,77.5,77.5,77.2,1285,264529,20525640,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,31.4,32.3,31.4,31.6,31.6,31.3,409,106319,3371700,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,210.9,231.9,209.5,226.6,226.6,208.15,7334,504022,111864261,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,55.5,55.5,54,55.25,55,55,10,2649,146622,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1800.05,1808.4,1780.5,1797.45,1780.5,1799.65,61,821,1476475,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2890.5,2890.5,2855,2858.25,2858.25,2872.2,1538,18978,54356798,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,286.5,289,283.9,284.7,284.7,286.1,1084,25733,7374205,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1013.35,1016.55,996,1000,996.1,1005.8,379,5321,5344439,,INE199A01012,,,
500128,ELEC.CASTING,B ,Q,27.6,28.2,27.5,28.05,28.05,27.6,232,69246,1934140,,INE086A01029,,,
500132,EMPEE SUGARS,XD,Q,6.95,7.14,6.55,6.79,6.8,6.46,40,26544,181584,,INE928B01012,,,
500133,ESAB INDIA  ,B ,Q,579.8,579.8,570,570.75,570.05,574,28,443,253375,,INE284A01012,,,
500135,ESSEL PROP  ,B ,Q,229,232.75,229,230.85,230.85,230.25,206,5147,1184903,,INE255A01020,,,
