Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,07032022,1087266220,0001967"
"Trade Date <07-MAR-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,140616,80350,57.14"
"20,2,21STCENMGM,EQ,793,793,100.00"
"20,3,3IINFOLTD,EQ,1209245,696330,57.58"
"20,4,3MINDIA,EQ,15772,13799,87.49"
"20,5,515GS2025,GS,100,100,100.00"
"20,6,563GS2026,GS,10,10,100.00"
"20,7,5PAISA,EQ,31838,16465,51.71"
"20,8,667GS2050,GS,12469,12469,100.00"
"20,9,676GS2061,GS,5265,5265,100.00"
"20,10,699GS2051,GS,711,711,100.00"
"20,11,717GS2028,GS,2500,2500,100.00"
"20,12,737GS2023,GS,30,30,100.00"
"20,13,74GS2035,GS,90,90,100.00"
"20,14,769GS2043,GS,300,300,100.00"
"20,15,824GS2027,GS,30,30,100.00"
"20,16,A2ZINFRA,EQ,1386545,779310,56.21"
"20,17,AAREYDRUGS,EQ,28619,19474,68.05"
"20,18,AARON,EQ,1956,1113,56.90"
"20,19,AARTIDRUGS,EQ,141782,77017,54.32"
"20,20,AARTIIND,EQ,1030588,501400,48.65"
"20,21,AARTISURF,EQ,36001,30579,84.94"
"20,22,AARVEEDEN,EQ,13052,9235,70.76"
"20,23,AARVI,EQ,8725,3940,45.16"
"20,24,AAVAS,EQ,260192,93779,36.04"
"20,25,ABAN,EQ,192020,98369,51.23"
"20,26,ABB,EQ,139363,77478,55.59"
"20,27,ABBOTINDIA,EQ,23513,9377,39.88"
"20,28,ABCAPITAL,EQ,5363013,2253911,42.03"
"20,29,ABCOTS,SM,28000,12000,42.86"
"20,30,ABFRL,EQ,2474598,859162,34.72"
"20,31,ABMINTLLTD,EQ,6210,2906,46.80"
"20,32,ABSLAMC,EQ,602596,385449,63.96"
"20,33,ABSLBANETF,EQ,43493,34589,79.53"
"20,34,ABSLNN50ET,EQ,13714,7910,57.68"
"20,35,ACC,EQ,536549,231500,43.15"
"20,36,ACCELYA,EQ,14187,7141,50.33"
"20,37,ACCORD,SM,2000,2000,100.00"
"20,38,ACCURACY,EQ,44648,19364,43.37"
"20,39,ACE,EQ,308745,117179,37.95"
"20,40,ACRYSIL,EQ,80875,20451,25.29"
"20,41,ADANIENT,EQ,1508821,312241,20.69"
"20,42,ADANIGREEN,EQ,636784,394736,61.99"
"20,43,ADANIPORTS,EQ,4890958,1382822,28.27"
"20,44,ADANIPOWER,EQ,22319366,3690286,16.53"
"20,45,ADANITRANS,EQ,226577,113500,50.09"
"20,46,ADFFOODS,EQ,9590,5325,55.53"
"20,47,ADORWELD,EQ,12778,5986,46.85"
"20,48,ADSL,EQ,158064,87859,55.58"
