INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTIDX,BANKNIFTY,29-Apr-21,0,XX,33915.2,34180,33693.6,34046.8,34046.8,184592,1567905.52,2310525,159825,30-Mar-21
FUTIDX,BANKNIFTY,27-May-21,0,XX,33900,34272.75,33795.8,34126.95,34126.95,9807,83598.76,833300,5050,30-Mar-21
FUTIDX,BANKNIFTY,24-Jun-21,0,XX,33936.65,34305,33880,34201.25,34201.25,952,8123.77,36675,13775,30-Mar-21
FUTIDX,FINNIFTY,1-Apr-21,0,XX,15918.45,16066.85,15880.05,16003.15,16003.15,158,1008.91,4240,680,30-Mar-21
FUTIDX,FINNIFTY,8-Apr-21,0,XX,16021,16077,15977.1,15977.1,16052.45,7,44.85,320,40,30-Mar-21
FUTIDX,FINNIFTY,15-Apr-21,0,XX,15799.8,16052.4,15799.8,16032.4,16063.85,3,19.15,40,40,30-Mar-21
FUTIDX,FINNIFTY,22-Apr-21,0,XX,0,0,0,17111.3,16075.2,0,0,0,0,30-Mar-21
FUTIDX,FINNIFTY,29-Apr-21,0,XX,15944.8,16169.7,15944.8,16104.6,16104.6,636,4083.66,9320,400,30-Mar-21
FUTIDX,FINNIFTY,6-May-21,0,XX,0,0,0,16657.5,16098.8,0,0,0,0,30-Mar-21
FUTIDX,FINNIFTY,12-May-21,0,XX,0,0,0,16796.65,16108.7,0,0,0,0,30-Mar-21
FUTIDX,FINNIFTY,20-May-21,0,XX,0,0,0,15952.1,16121.9,0,0,0,0,30-Mar-21
FUTIDX,FINNIFTY,27-May-21,0,XX,15530.35,16206.6,15530.35,16082.75,16133.45,3,19.12,200,0,30-Mar-21
FUTIDX,FINNIFTY,24-Jun-21,0,XX,0,0,0,15620.15,16179.8,0,0,0,0,30-Mar-21
FUTIDX,NIFTY,29-Apr-21,0,XX,14700,14949,14687,14913.55,14913.55,192263,2140428.6,11166150,2042850,30-Mar-21
FUTIDX,NIFTY,27-May-21,0,XX,14749.95,14985,14749.95,14956.45,14956.45,6172,68900.44,1157775,101700,30-Mar-21
FUTIDX,NIFTY,24-Jun-21,0,XX,14737,15005,14737,14971.35,14971.35,1398,15656.02,112425,36600,30-Mar-21
FUTSTK,AARTIIND,29-Apr-21,0,XX,1347.9,1355,1330,1349.4,1349.4,367,2097.06,410125,12325,30-Mar-21
FUTSTK,AARTIIND,27-May-21,0,XX,1351.4,1351.4,1351.4,1351.4,1351.4,1,5.74,5525,425,30-Mar-21
FUTSTK,AARTIIND,24-Jun-21,0,XX,0,0,0,1328,1350.5,0,0,0,0,30-Mar-21
FUTSTK,ACC,29-Apr-21,0,XX,1861,1914.5,1860.95,1886.75,1886.75,2673,25309.66,3127500,94000,30-Mar-21
FUTSTK,ACC,27-May-21,0,XX,1878,1910,1877.95,1889.9,1889.9,41,387.93,27000,4000,30-Mar-21
