SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1443.95,1450,1438,1444.75,1447,1448.95,399,4504,6507877,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,214,214.7,208,211.1,209.15,212.2,745,35467,7452494,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,872.55,882.6,872.5,877.1,878,871.4,856,13780,12097638,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,10.29,10.41,9.9,10.19,10.19,9.92,133,130625,1345737,,INE432A01017,,,
500010,HDFC        ,A ,Q,1610,1611.6,1591.9,1605.95,1600,1610.1,3913,156761,251795652,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.5,27.5,26.5,27.35,27.5,27,93,18049,490250,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,24.65,25.05,23.9,24.05,24.05,24.45,420,117057,2871534,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,3.94,4.08,3.9,4,4.08,3.94,13,4110,16237,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,70.25,77.6,70.1,76.7,76.7,70.1,6449,1310347,98826459,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,136,139,136,136,136,136.05,7,1217,167012,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,5.95,6,5.87,5.9,5.87,5.94,140,97550,578178,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2524.9,2555,2506,2508.1,2508.1,2524.9,48,251,636212,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,9.27,9.27,9.27,9.27,9.27,8.83,54,49200,456084,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,61,61,57.9,58.85,58.7,60.6,83,17447,1025139,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.08,1.08,1.08,1.08,1.08,1.03,1,399,430,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,354.8,362,353.2,357.1,357.1,352.1,1422,43371,15545749,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.55,16.75,16.05,16.15,16.15,16.5,746,723355,11866276,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4315,4425,4311,4345.35,4345.35,4328.15,2786,26905,117549267,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1365,1371,1349.5,1359.45,1359.5,1360.05,2653,55034,74858822,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,155.25,156.6,150.6,151.35,151.35,155.45,2593,319148,49070344,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,229,232,222.2,222.95,222.95,228.2,491,26333,5992004,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1074,1094.65,1069.95,1086.95,1086.95,1065.9,2486,96068,104277685,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1850.05,1850.05,1849.95,1850,1850,1850,5,52,96200,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1384.15,1387.1,1343.6,1353.75,1344.1,1369.8,309,2327,3163970,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,552,566.2,551.5,555.4,555.4,550.25,2041,80044,44793596,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1252.8,1252.8,1231,1238.6,1235.2,1251.3,1009,16945,21025409,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,172.3,173.3,169.55,170,170,172.1,2307,397787,67992433,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,40.5,41.5,39.65,41,41,40,1560,388567,15901150,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,82.2,82.45,80.55,80.8,80.75,81.65,1214,170441,13918547,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,1.75,1.93,1.75,1.93,1.93,1.84,16,2546,4843,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,75.85,77,75.05,75.3,75.75,74.5,112,7731,585012,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,41.5,44.9,41.1,43.85,44,41.75,68,9610,417657,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,640,653.3,634.05,642.5,642.5,638.8,363,6727,4342439,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4900.3,5136.9,4900,5074.4,5074.4,4896,20,77,390763,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,66.9,66.9,66.8,66.8,66.8,68.75,4,572,38245,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,73.2,76.4,72,75.75,75.75,73.25,1478,168546,12678114,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,733,754.7,706,749.7,745,742.3,78,4163,3105290,,INE959C01015,,,
