SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1110,1121,1076,1101.1,1101.1,1108.55,1237,6734,7456823,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,134.75,134.75,130,131.15,131.15,134.75,654,31323,4137771,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,905.8,924.75,895,914.45,912.2,903.65,1079,17080,15641403,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.53,9.88,9.33,9.39,9.37,9.82,109,35989,344918,,INE432A01017,,,
500010,HDFC        ,A ,Q,1370.5,1378,1360.5,1368.9,1368.9,1370.7,4224,101684,139310152,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26,26.5,25.5,26.35,26.5,25.7,198,120829,3165797,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.15,15.3,15.02,15.17,15.2,15.15,166,25823,391867,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.54,2.68,2.52,2.56,2.62,2.62,28,8242,21257,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,54.1,56.15,53.95,55.4,55.4,54.25,1599,276999,15361188,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,104,104,103.1,103.2,103.2,104.15,8,37,3820,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,6.89,6.9,6.55,6.67,6.67,6.59,231,205198,1382759,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2223,2275,2222.15,2273.05,2270,2254.85,373,2634,5932857,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.75,6.03,5.66,5.79,5.78,5.75,25,8213,47987,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,53.7,55,53.5,53.8,53.8,53.65,41,2900,157391,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1.08,1.08,1.08,1.08,1.08,1.1,3,1040,1123,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,240.35,247.2,238.6,240.15,240.1,241.6,558,21736,5248360,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.47,14.65,14.28,14.37,14.37,14.49,712,471852,6830087,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4249,4307,4226.1,4238.1,4238.1,4240.45,4082,53683,228844947,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,995,1059,990.85,1054.2,1054.2,994.6,21285,534517,552904943,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,145.85,145.85,142.35,143,143,144.4,1127,89477,12898779,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,207.9,208.9,205,206.1,206.1,208.25,454,16038,3321984,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,848.45,862.8,835.2,856.5,856.5,841.5,4465,156739,133012183,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2046,2046,2020,2020,2020,2060,21,55,111889,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1298,1340,1280.2,1323.1,1323.1,1290.9,1074,10875,14250510,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,480,484,477,481.85,480.05,481.6,1041,18050,8689699,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1218,1235.4,1213.85,1219.4,1219.4,1218.1,2940,67260,82286917,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,1580,1624.3,1576.8,1586.15,1586.15,1540.35,14567,272589,435558154,,INE263A01016,,,
500052,BHANSALI ENG,B ,Q,23.55,24.55,23.5,23.85,23.85,23.55,628,199583,4811871,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,58.3,60.7,56.25,56.65,56.65,59.8,2655,251923,14583575,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.61,2.84,2.61,2.79,2.79,2.74,19,1291,3442,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,80,80,77,77.2,77.2,79.45,229,11618,913279,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,45.55,46.5,45.55,45.7,45.55,47.05,29,4104,188361,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,533,539.75,518,528.85,520.7,535.35,507,6702,3511547,,INE472A01039,,,
500069,BNK CAPITAL ,XD,Q,37.95,37.95,36.3,36.3,36.3,37.2,3,241,9058,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,69.6,70.85,68.8,69.15,69,69.55,558,60280,4198332,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,700,700.1,690,691.95,690.05,699.9,53,5522,3864592,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,6.7,6.8,6.54,6.56,6.64,6.5,37,8578,57104,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,735.05,748,722.75,738.25,738.25,735.05,1071,15228,11179760,,INE486A01013,,,
