Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,25022022,1001864669,0001927"
"Trade Date <25-FEB-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,196731,97030,49.32"
"20,2,21STCENMGM,EQ,1527,1527,100.00"
"20,3,3IINFOLTD,EQ,1072174,616369,57.49"
"20,4,3MINDIA,EQ,2490,1500,60.24"
"20,5,563GS2026,GS,2000,2000,100.00"
"20,6,5PAISA,EQ,27719,17019,61.40"
"20,7,667GS2050,GS,2442,2438,99.84"
"20,8,676GS2061,GS,201,201,100.00"
"20,9,699GS2051,GS,101,101,100.00"
"20,10,817GS2044,GS,2803,2803,100.00"
"20,11,A2ZINFRA,EQ,570983,425500,74.52"
"20,12,AAATECH,SM,6000,6000,100.00"
"20,13,AAREYDRUGS,EQ,59192,43811,74.02"
"20,14,AARON,EQ,3219,1909,59.30"
"20,15,AARTIDRUGS,EQ,126175,46594,36.93"
"20,16,AARTIIND,EQ,977284,388432,39.75"
"20,17,AARTISURF,EQ,9867,4965,50.32"
"20,18,AARVEEDEN,EQ,25284,18545,73.35"
"20,19,AARVI,EQ,22361,14292,63.91"
"20,20,AAVAS,EQ,53963,23534,43.61"
"20,21,ABAN,EQ,225899,124456,55.09"
"20,22,ABB,EQ,313838,186064,59.29"
"20,23,ABBOTINDIA,EQ,26214,8927,34.05"
"20,24,ABCAPITAL,EQ,11538534,1949746,16.90"
"20,25,ABCOTS,SM,188000,80000,42.55"
"20,26,ABFRL,EQ,2094244,481536,22.99"
"20,27,ABMINTLLTD,EQ,1223,714,58.38"
"20,28,ABSLAMC,EQ,242929,138160,56.87"
"20,29,ABSLBANETF,EQ,4134,2316,56.02"
"20,30,ABSLNN50ET,EQ,5401,3426,63.43"
"20,31,ACC,EQ,286586,91727,32.01"
"20,32,ACCELYA,EQ,16711,6501,38.90"
"20,33,ACCURACY,EQ,29923,17088,57.11"
"20,34,ACE,EQ,265792,105099,39.54"
"20,35,ACRYSIL,EQ,104689,44825,42.82"
"20,36,ADANIENT,EQ,1741584,384094,22.05"
"20,37,ADANIGREEN,EQ,644994,331884,51.46"
"20,38,ADANIPORTS,EQ,5738223,947897,16.52"
"20,39,ADANIPOWER,EQ,109027166,11846452,10.87"
"20,40,ADANITRANS,EQ,109214,65191,59.69"
"20,41,ADFFOODS,EQ,19579,13556,69.24"
"20,42,ADORWELD,EQ,19751,8330,42.18"
"20,43,ADSL,EQ,231797,128320,55.36"
"20,44,ADVANIHOTR,EQ,336920,182451,54.15"
"20,45,ADVENZYMES,EQ,1965565,673744,34.28"
"20,46,AEGISCHEM,EQ,2521806,1242344,49.26"
"20,47,AFFLE,EQ,462985,165975,35.85"
"20,48,AGARIND,EQ,92359,32245,34.91"
"20,49,AGRITECH,EQ,11357,11356,99.99"
"20,50,AGROPHOS,EQ,55995,30584,54.62"
"20,51,AGSTRA,EQ,369707,142594,38.57"
