SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3,,,,,,,,,,
505750,JOSTS ENG.  ,X ,Q,408,408,402.5,403.6,402.5,416,4,25,10090,,INE636D01025,15-Jul-22,,,,,,,,,,,,
505790,SCHAEFFLER  ,A ,Q,2398,2470,2392.05,2448.25,2450,2392.4,1994,7015,17064952,,INE513A01022,15-Jul-22,,,,,,,,,,,,
505800,RANE HOLDIN ,B ,Q,626.95,647,622.9,645.7,647,639.95,96,50534,32342800,,INE384A01010,15-Jul-22,,,,,,,,,,,,
505827,SNL BEARINGS,X ,Q,283.55,289.75,282.15,289.4,289.7,288.6,20,547,155839,,INE568F01017,15-Jul-22,,,,,,,,,,,,
505840,JAIPAN INDUS,XT,Q,13.1,13.1,13,13,13,12.95,8,1216,15868,,INE058D01030,15-Jul-22,,,,,,,,,,,,
505850,MANCREDIT   ,X ,Q,124.95,129.8,124.95,125.15,125.1,124.95,80,7735,990690,,INE545L01039,15-Jul-22,,,,,,,,,,,,
505872,WPIL LTD.   ,X ,Q,1076,1079.65,1032.15,1065.6,1056,1075.35,236,3405,3591006,,INE765D01014,15-Jul-22,,,,,,,,,,,,
505890,KENNAMETAL  ,A ,Q,1968.5,2025.35,1953.2,1996.35,2004.1,1979.35,177,435,868315,,INE717A01029,15-Jul-22,,,,,,,,,,,,
505893,HINDHARD    ,X ,Q,218,224.25,207,212.4,212.4,206.1,12,256,53832,,INE724D01011,15-Jul-22,,,,,,,,,,,,
505978,TRITON VALVE,X ,Q,1170,1180,1165,1167.75,1165,1170,22,289,337390,,INE440G01017,15-Jul-22,,,,,,,,,,,,
506022,PRAKASH IND.,A ,Q,51.3,51.35,50.25,50.55,50.65,50.85,1389,50700,2576243,,INE603A01013,15-Jul-22,,,,,,,,,,,,
506074,ARSHIYA     ,B ,Q,12.7,12.7,11.82,11.86,11.82,12.44,499,382383,4539917,,INE968D01022,15-Jul-22,,,,,,,,,,,,
506076,GRIND NORTON,A ,Q,1734,1734,1697.5,1727.1,1728,1709.8,436,1495,2570337,,INE536A01023,15-Jul-22,,,,,,,,,,,,
506079,LAKSHMI PREC,Z ,Q,5.84,5.84,5.42,5.42,5.42,5.66,2,600,3462,,INE651C01018,15-Jul-22,,,,,,,,,,,,
506105,STANROSE MAF,X ,Q,91,91.05,89,90.2,90.2,90.85,11,498,44858,,INE441L01015,15-Jul-22,,,,,,,,,,,,
506109,GENESYS INT.,T ,Q,584.95,586,563.65,580.25,581.4,580,24,541,308730,,INE727B01026,15-Jul-22,,,,,,,,,,,,
506122,PANKAJPIYUS ,X ,Q,74.05,74.05,74.05,74.05,74.05,77.9,1,1,74,,INE820M01018,15-Jul-22,,,,,,,,,,,,
506128,PARNAXLAB   ,X ,Q,87.8,88.35,79,87.55,87.45,84.4,196,18385,1534095,,INE383L01019,15-Jul-22,,,,,,,,,,,,
506146,VISAGAR POL ,B ,Q,1.11,1.34,1.11,1.31,1.31,1.31,928,355650,464506,,INE370E01029,15-Jul-22,,,,,,,,,,,,
506184,KANANI IND  ,B ,Q,10.71,10.71,10.12,10.12,10.12,10.65,351,128148,1303113,,INE879E01037,15-Jul-22,,,,,,,,,,,,
506186,GCKL        ,X ,Q,11.3,11.45,10.6,11.15,11.15,11.14,21,2586,28877,,INE403B01016,15-Jul-22,,,,,,,,,,,,
506194,ARIH SUPER  ,B ,Q,138.05,139.85,135.25,138.5,139.3,136.85,201,26711,3667048,,INE643K01018,15-Jul-22,,,,,,,,,,,,
506197,BLISSGVS PH ,A ,Q,78.05,84,77.9,78.6,78.4,77.05,1376,50825,4132439,,INE416D01022,15-Jul-22,,,,,,,,,,,,
506222,INEOSSTYRO  ,B ,Q,850.85,854,836.15,841.85,840.25,845.45,635,4586,3886490,,INE189B01011,15-Jul-22,,,,,,,,,,,,
506235,ALEMBIC LTD.,A ,Q,74,74.75,72.75,72.85,72.9,73,725,23465,1731215,,INE426A01027,15-Jul-22,,,,,,,,,,,,
506248,AMINES&PLAST,X ,Q,88.8,88.8,84.45,86,86,85.45,83,2094,181438,,INE275D01022,15-Jul-22,,,,,,,,,,,,
506260,ANUH PHARMA ,X ,Q,89.5,90.8,87.15,88.9,88.6,89,77,3836,340276,,INE489G01022,15-Jul-22,,,,,,,,,,,,
506261,MODISON MET.,B ,Q,59.05,59.05,57.3,57.85,57.3,59.05,142,965,56322,,INE737D01021,15-Jul-22,,,,,,,,,,,,
506285,BAYER CROP  ,A ,Q,5289,5347.95,5250.7,5284,5275,5280,329,589,3119278,,INE462A01022,15-Jul-22,,,,,,,,,,,,
506365,CHEMO PHARMA,XT,Q,35.55,38,35.55,38,38,37.4,7,60,2155,,INE320M01019,15-Jul-22,,,,,,,,,,,,
506390,CLARI CHEM  ,B ,Q,431,438,428.35,434.4,438,428.35,52,436,188315,,INE492A01029,15-Jul-22,,,,,,,,,,,,
506395,COROM INTER ,A ,Q,980.75,981.3,960.8,979.6,980.85,970.6,1112,12613,12209377,,INE169A01031,15-Jul-22,,,,,,,,,,,,
506401,DEEPAK NITR.,A ,Q,1798,1798,1741,1751.3,1751.3,1773.4,6034,40115,70434903,,INE288B01029,15-Jul-22,,,,,,,,,,,,
506405,DHARAMSI CHM,B ,Q,362.45,369.9,358.15,368.75,369.9,361.05,78,724,262227,,INE505A01010,15-Jul-22,,,,,,,,,,,,
506414,FERMENTA    ,X ,Q,193.45,193.45,188.5,189.55,189.55,190.75,117,3200,606940,,INE225B01021,15-Jul-22,,,,,,,,,,,,
506480,GOCLCORP    ,B ,Q,276.55,280.45,274.2,279,279,278.15,63,1003,279473,,INE077F01035,15-Jul-22,,,,,,,,,,,,
506520,JAYSHRI CHEM,X ,Q,6.85,7.14,6.6,6.68,6.68,6.9,94,15640,105538,,INE693E01016,15-Jul-22,,,,,,,,,,,,
506522,JL MORISON  ,X ,Q,1679,1679,1566,1568,1566,1603,5,9,14703,,INE430D01015,15-Jul-22,,,,,,,,,,,,
506525,KANORIA CHEM,B ,Q,123.5,124.15,120,120,120,123.15,106,2333,287701,,INE138C01024,15-Jul-22,,,,,,,,,,,,
506528,KELTECH EN. ,X ,Q,595.2,620,595.2,620,620,625,8,22,13417,,INE881E01017,15-Jul-22,,,,,,,,,,,,
506532,NITTA GELA  ,X ,Q,343,353,343,350.3,350.3,346.8,96,5510,1931290,,INE265B01019,15-Jul-22,,,,,,,,,,,,
506543,M.P.AGRO IND,XT,Q,8.85,8.85,8.55,8.85,8.85,9,4,5,43,,INE468C01017,15-Jul-22,,,,,,,,,,,,
506579,ORIENT.CARB.,B ,Q,835.8,844,835.7,838.5,838.5,832.1,15,35,29395,,INE321D01016,15-Jul-22,,,,,,,,,,,,
506590,PCBL        ,A ,Q,110.45,115.45,109,109.6,109.15,111.2,1656,83946,9339870,,INE602A01031,15-Jul-22,,,,,,,,,,,,
506597,AMAL PRODUCT,X ,Q,349.9,360,330,333.65,339.95,340.55,81,1323,457231,,INE841D01013,15-Jul-22,,,,,,,,,,,,
506605,POLYCHEM    ,X ,Q,595.5,649.8,595.5,620,620,620,11,66,41422,,INE752B01024,15-Jul-22,,,,,,,,,,,,
506618,PUN.CHEM    ,A ,Q,1282.85,1285,1269.9,1271.9,1271,1267.65,44,434,551482,,INE277B01014,15-Jul-22,,,,,,,,,,,,
506640,GUJCHEM DIST,XT,Q,51.3,56.3,51.3,51.45,54,54,21,681,36161,,INE218N01021,15-Jul-22,,,,,,,,,,,,
506642,SADHANA NITR,T ,Q,132.7,133.6,130.05,132.2,132.75,127.25,714,109701,14586946,,INE888C01040,15-Jul-22,,,,,,,,,,,,
506655,SUDARSH.CHEM,A ,Q,441.3,442.45,426.5,428.5,427.05,440.15,1018,10808,4661648,,INE659A01023,15-Jul-22,,,,,,,,,,,,
506685,ULTRAMARINE ,B ,Q,322.6,336,322.6,334.7,334.7,325.9,477,18919,6275088,,INE405A01021,15-Jul-22,,,,,,,,,,,,
506687,TRANSPEK    ,B ,Q,1725.85,1739,1685,1730.85,1730.85,1690.4,121,2286,3931860,,INE687A01016,15-Jul-22,,,,,,,,,,,,
506690,UNICHEM LAB ,A ,Q,268,274,268,271.65,271,269.45,240,5887,1596764,,INE351A01035,15-Jul-22,,,,,,,,,,,,
506734,MYS PETRO   ,X ,Q,104.4,104.65,102,104.35,104.65,102.75,18,19480,2007358,,INE741A01011,15-Jul-22,,,,,,,,,,,,
506767,ALKYL AMINES,A ,Q,2635.05,2666.95,2585,2613.7,2613.7,2656.4,1539,4021,10542407,,INE150B01039,15-Jul-22,,,,,,,,,,,,
506808,TUTIALKA    ,XT,Q,25.3,25.75,24.55,25.45,25.55,25.8,73,8016,199915,,INE400A01014,15-Jul-22,,,,,,,,,,,,
506820,ASTRAZEN.PH.,A ,Q,2971,2986.8,2945.25,2977.85,2980,2983.95,199,408,1208266,,INE203A01020,15-Jul-22,,,,,,,,,,,,
506852,PUN.ALKALI  ,B ,Q,78,78,76,77.1,77,76.15,388,162727,12544193,,INE607A01022,15-Jul-22,,,,,,,,,,,,
506854,TANFAC IND. ,X ,Q,476.65,476.65,458,464,464,467.3,148,3185,1481803,,INE639B01015,15-Jul-22,,,,,,,,,,,,
506858,GUJ.PETRO   ,XT,Q,40,41.9,39.9,39.9,39.9,41.9,6,2063,82367,,INE636P01011,15-Jul-22,,,,,,,,,,,,
506879,GUJ.THEMIS. ,X ,Q,435,435,426.1,428.6,428.6,432.75,85,1835,788215,,INE942C01029,15-Jul-22,,,,,,,,,,,,
506910,JAYSN DYEST ,X ,Q,71.85,72.45,71.25,71.8,71.8,71.85,17,599,43091,,INE703C01025,15-Jul-22,,,,,,,,,,,,
506919,MAKERS LAB. ,X ,Q,145,150,144.5,149.85,150,147.95,49,1844,274365,,INE987A01010,15-Jul-22,,,,,,,,,,,,
506935,CONT.CHEM   ,XT,Q,72.05,72.05,65.3,72,72,68.7,11,394,27719,,INE423K01015,15-Jul-22,,,,,,,,,,,,
506943,J.B.CHEMICAL,A ,Q,1625.3,1647.7,1612.8,1638.75,1628.95,1623.9,292,813,1320986,,INE572A01028,15-Jul-22,,,,,,,,,,,,
506981,BL.CHIP TEX ,X ,Q,142.5,142.5,132,136.3,134,138.35,37,1057,143976,,INE472D01017,15-Jul-22,,,,,,,,,,,,
507155,JAGATJIT IND,XT,Q,57.7,57.7,55.5,57.25,57.25,55.65,20,724,40226,,INE574A01016,15-Jul-22,,,,,,,,,,,,
507180,KESAR ENT.  ,X ,Q,81.9,82,78.8,79.65,79.95,82,61,3137,251591,,INE133B01019,15-Jul-22,,,,,,,,,,,,
507205,TILAKNAG IND,B ,Q,78,79.5,78,79,78.5,78.3,529,5979,471356,,INE133E01013,15-Jul-22,,,,,,,,,,,,
507300,RAVALGAON   ,XT,Q,2305,2305,2200,2208.35,2200,2256.4,9,13,29080,,INE615A01017,15-Jul-22,,,,,,,,,,,,
507315,SAKTHI SUGAR,B ,Q,16.15,16.5,16.05,16.25,16.2,16.05,186,5777,94059,,INE623A01011,15-Jul-22,,,,,,,,,,,,
507410,WALCHANDNGR ,B ,Q,52.5,52.9,52,52.05,52.4,52.1,103,3434,179625,,INE711A01022,15-Jul-22,,,,,,,,,,,,
507435,KHOD.INDIA  ,XT,Q,73.5,73.5,69.95,73,73,73.5,3,49,3547,,INE687B01014,15-Jul-22,,,,,,,,,,,,
507438,IFB AGRO    ,B ,Q,563.85,566.55,554.1,554.1,554.1,552.25,14,136,76677,,INE076C01018,15-Jul-22,,,,,,,,,,,,
507442,DHARANI SUG ,T ,Q,10.99,10.99,10.78,10.78,10.78,10.99,40,1667,18136,,INE988C01014,15-Jul-22,,,,,,,,,,,,
507474,KOTHARI FERM,X ,Q,58.45,60.85,58.45,58.85,58.5,58.45,12,1566,92264,,INE991B01010,15-Jul-22,,,,,,,,,,,,
507488,G.M.BREWERI ,B ,Q,580,580,567.8,569.95,569.95,578.45,226,2020,1157830,,INE075D01018,15-Jul-22,,,,,,,,,,,,
507490,RANA SUGARS ,B ,Q,26.7,26.85,26.1,26.6,26.65,26.2,772,28107,743677,,INE625B01014,15-Jul-22,,,,,,,,,,,,
507498,PICCADILY SU,X ,Q,17.4,17.5,16.65,17.25,17.35,17.05,69,3634,61776,,INE544C01023,15-Jul-22,,,,,,,,,,,,
507508,RIGA SUGAR  ,XT,Q,8.5,8.5,7.81,7.85,7.85,8.2,20,1045,8293,,INE909C01010,15-Jul-22,,,,,,,,,,,,
507514,SOM DISTILL.,B ,Q,70.35,72.45,70.25,72.4,72.4,69,1529,104294,7517057,,INE480C01020,15-Jul-22,,,,,,,,,,,,
507515,CJ GELATIN  ,XT,Q,20.85,22.65,20.85,22.2,20.85,21.9,11,1863,39812,,INE557D01015,15-Jul-22,,,,,,,,,,,,
507526,ASSO.ALCOHOL,B ,Q,430.8,432,424.2,427.85,428.7,427.35,191,652,279355,,INE073G01016,15-Jul-22,,,,,,,,,,,,
507552,FOODS & INNS,B ,Q,66.7,67.85,58.7,59.2,59.2,62.7,1793,124722,7526959,,INE976E01023,15-Jul-22,,,,,,,,,,,,
507580,IVP LIMITED ,B ,Q,155.85,163.5,155.85,161.7,160.45,159.5,38,622,99925,,INE043C01018,15-Jul-22,,,,,,,,,,,,
507598,KLRFM       ,X ,Q,70.1,73.7,70.1,70.55,72.6,71.65,20,1493,107156,,INE014E01015,15-Jul-22,,,,,,,,,,,,
507621,MILKFOOD    ,X ,Q,349.95,355,326.35,353,350,335.4,84,1222,424867,,INE588G01013,15-Jul-22,,,,,,,,,,,,
507645,POLSON LTD. ,X ,Q,9989.9,11600,9989.9,10450,10450,9986.8,88,160,1720357,,INE339F01021,15-Jul-22,,,,,,,,,,,,
507685,WIPRO LTD.  ,A ,Q,401.9,404.5,391,393.85,393.85,401.6,43569,892539,352459600,,INE075A01022,15-Jul-22,,,,,,,,,,,,
507690,ORIENT BEVER,X ,Q,72.65,73.2,71,73.05,73.2,71.2,29,626,45479,,INE247F01018,15-Jul-22,,,,,,,,,,,,
507717,DHAN AGRI   ,A ,Q,694,700.65,691.05,698.35,698,689.05,180,392,273213,,INE435G01025,15-Jul-22,,,,,,,,,,,,
507747,TTK HEALTHCA,B ,Q,886.05,886.05,857,870,872,873.3,109,708,615768,,INE910C01018,15-Jul-22,,,,,,,,,,,,
507753,TGVSL       ,X ,Q,78.9,80,76.8,77.95,77.95,77.5,430,70897,5514335,,INE284B01028,15-Jul-22,,,,,,,,,,,,
507759,LIME CHEM.  ,X ,Q,23.8,23.8,20.2,22.6,22.6,24.5,63,11659,257847,,INE891G01011,15-Jul-22,,,,,,,,,,,,
507779,KANPUR PLAST,B ,Q,124.6,125.95,122,124.35,124.5,124.55,96,546,67581,,INE694E01014,15-Jul-22,,,,,,,,,,,,
507785,TAINWALA CH.,B ,Q,73.15,87.4,72.55,87.3,87.3,72.85,687,30733,2646873,,INE123C01018,15-Jul-22,,,,,,,,,,,,
507789,JAGSON PHAR ,B ,Q,348.75,366.75,346,354.45,354.45,346.1,1546,15368,5500107,,INE048B01027,15-Jul-22,,,,,,,,,,,,
507794,KHAITAN CHEM,B ,Q,95.05,95.7,89.4,90.35,90,94.2,1773,42409,3866644,,INE745B01028,15-Jul-22,,,,,,,,,,,,
507813,NATI. OXYGEN,X ,Q,145.4,145.4,138.6,145.4,145.4,138.5,592,73343,10622594,,INE296D01010,15-Jul-22,,,,,,,,,,,,
507815,GILLETTE (I),A ,Q,5044.9,5114.45,5044.9,5078.4,5086.1,5031.15,40,44,223137,,INE322A01010,15-Jul-22,,,,,,,,,,,,
507817,WIRES FABRIK,X ,Q,96.25,96.25,85.2,91.9,91.9,93.45,6,31,2675,,INE469D01013,15-Jul-22,,,,,,,,,,,,
507828,ANSALHSG    ,B ,Q,6.8,6.95,6.54,6.87,6.87,6.86,123,53791,361108,,INE880B01015,15-Jul-22,,,,,,,,,,,,
507836,MAC CHARLES ,X ,Q,469.05,478,443,450.85,478,469.05,35,615,285312,,INE435D01014,15-Jul-22,,,,,,,,,,,,
507852,ADDI IND.   ,X ,Q,31,31,26.65,29.9,29.9,29,46,13226,386628,,INE757C01021,15-Jul-22,,,,,,,,,,,,
507864,PION INVEST ,X ,Q,33.9,33.9,30,31.5,31.5,31,7,35,1092,,INE746D01014,15-Jul-22,,,,,,,,,,,,
507872,ASHNOOR TEX.,XT,Q,39.55,40,38.35,39.7,39.7,40.35,42,2465,96384,,INE372I01018,15-Jul-22,,,,,,,,,,,,
507878,UNITECH LTD ,Z ,Q,1.71,1.71,1.66,1.67,1.67,1.69,244,846169,1420135,,INE694A01020,15-Jul-22,,,,,,,,,,,,
507880,VIP INDUS.  ,A ,Q,631.75,636,625,633.65,633.65,629.8,951,10146,6384786,,INE054A01027,15-Jul-22,,,,,,,,,,,,
507910,FIBERWB IN  ,B ,Q,36.55,36.6,35.5,36.05,36.05,36.5,98,3184,114875,,INE296C01020,15-Jul-22,,,,,,,,,,,,
507912,LKP FIN     ,X ,Q,78.4,80.8,78.15,80.5,80.5,80.55,18,308,24378,,INE724A01017,15-Jul-22,,,,,,,,,,,,
507944,BAJAJ STEEL ,X ,Q,505,513.95,500,504,503.35,505.05,64,697,353377,,INE704G01024,15-Jul-22,,,,,,,,,,,,
507946,KIDUJA INDIA,X ,Q,87.5,87.5,80.15,82,82,84.35,7,45,3615,,INE845A01010,15-Jul-22,,,,,,,,,,,,
507948,KEY CORP.LTD,XT,Q,53.8,53.8,49.65,51.8,51.8,52.25,66,9328,463919,,INE130F01016,15-Jul-22,,,,,,,,,,,,
507960,GUJ.HOTELS  ,X ,Q,135.95,135.95,126.1,130.5,128.25,130.1,71,1985,254812,,INE621C01011,15-Jul-22,,,,,,,,,,,,
507970,PARA. COSMET,X ,Q,41.2,43.15,39.2,43.15,43.15,41.15,38,2087,86045,,INE143I01013,15-Jul-22,,,,,,,,,,,,
507981,JINDAL HOTL ,X ,Q,37.15,37.2,34.6,36.5,36.5,35.9,35,2006,72917,,INE726D01016,15-Jul-22,,,,,,,,,,,,
507998,SIMMONDS-MAR,X ,Q,44.95,46.35,43.6,44.3,44.3,45.85,38,2812,124972,,INE657D01021,15-Jul-22,,,,,,,,,,,,
508136,BNALTD      ,X ,Q,259.95,264,258.1,263,263.9,254.1,20,1404,369971,,INE489D01011,15-Jul-22,,,,,,,,,,,,
508486,HAWKINS COOK,A ,Q,5269.95,5289.1,5140,5158.95,5158.95,5241.2,286,1216,6285633,,INE979B01015,15-Jul-22,,,,,,,,,,,,
508494,WARREN TEA  ,X ,Q,67.15,70.7,67.15,68.05,68.95,68.85,8,233,15936,,INE712A01012,15-Jul-22,,,,,,,,,,,,
508571,COCHIN MALA ,X ,Q,81,81,81,81,81,81.5,1,1,81,,INE788M01017,15-Jul-22,,,,,,,,,,,,
508670,NEELAMALAI  ,X ,Q,3600,3649,3600,3600,3600,3600,3,6,21698,,INE605D01012,15-Jul-22,,,,,,,,,,,,
508807,IST LTD.    ,X ,Q,487.9,487.9,471.9,483,483,475.85,15,183,88176,,INE684B01029,15-Jul-22,,,,,,,,,,,,
508814,COSMO FILMS ,A ,Q,969,985.1,926,938.05,938.05,966.45,1482,7194,6826087,,INE757A01017,15-Jul-22,,,,,,,,,,,,
508869,APOLLO HOSP.,A ,Q,3891.85,3942,3883.55,3929.9,3936,3898.35,1664,8369,32778565,,INE437A01024,15-Jul-22,,,,,,,,,,,,
508875,NITINCAST   ,X ,Q,130,130,129,129.5,129.5,123.1,9,54,6980,,INE861H01020,15-Jul-22,,,,,,,,,,,,
508905,SMIFS CAPITA,X ,Q,38.25,44.45,38.25,39.95,39.95,39,11,594,23537,,INE641A01013,15-Jul-22,,,,,,,,,,,,
508906,EVEREST INDS,B ,Q,549.7,598,548.25,586.35,588.05,550.8,1978,11092,6440856,,INE295A01018,15-Jul-22,,,,,,,,,,,,
508918,IRONWOOD    ,X ,Q,34,35.95,32.6,34.9,34.9,34,10,734,24981,,INE791H01011,15-Jul-22,,,,,,,,,,,,
508922,MSR INDIA   ,XT,Q,16.55,16.55,16.55,16.55,16.55,16.65,1,1,16,,INE331L01026,15-Jul-22,,,,,,,,,,,,
508933,AYMSYNTEX   ,B ,Q,87.55,89.65,87.55,89.2,89.65,87.45,29,391,34597,,INE193B01039,15-Jul-22,,,,,,,,,,,,
508941,PANASON CAR ,X ,Q,392.5,394.95,387,390.8,393.1,390.55,63,1588,620506,,INE013E01017,15-Jul-22,,,,,,,,,,,,
508954,FINKURVE    ,XT,Q,59.65,62,59,62,62,61.95,6,251,15104,,INE734I01027,15-Jul-22,,,,,,,,,,,,
508956,HB LEAS.PUB ,XT,Q,5.01,5.4,5.01,5.01,5.01,5.25,71,11789,62345,,INE549B01016,15-Jul-22,,,,,,,,,,,,
508969,SULABH ENG. ,XT,Q,4.92,5.08,4.83,5.01,5.06,5.08,587,127492,624655,,INE673M01029,15-Jul-22,,,,,,,,,,,,
508989,NAVNETEDUL  ,A ,Q,93.2,94.6,93.15,94.15,93.75,93.6,875,12457,1169105,,INE060A01024,15-Jul-22,,,,,,,,,,,,
508996,SATPROP LTD ,Z ,Q,1.26,1.26,1.2,1.21,1.26,1.26,96,79763,96721,,INE086E01021,15-Jul-22,,,,,,,,,,,,
509009,AUSOM ENT   ,B ,Q,70.05,77,70.05,74.8,73.25,71.6,80,1555,114613,,INE218C01016,15-Jul-22,,,,,,,,,,,,
509020,RUCHI INFRA.,T ,Q,8.2,8.2,7.86,8.02,8.12,8.15,99,16203,131031,,INE413B01023,15-Jul-22,,,,,,,,,,,,
509040,NETLINK SOLU,X ,Q,46.7,48.65,45.5,45.7,45.5,48.9,25,4065,188018,,INE040F01033,15-Jul-22,,,,,,,,,,,,
509048,LANCOR HOLDS,X ,Q,27.65,28.9,26.65,28.55,28.55,27.55,64,27647,783561,,INE572G01025,15-Jul-22,,,,,,,,,,,,
509051,INDIAN INFO.,X ,Q,2.47,2.52,2.4,2.42,2.42,2.51,3282,2898779,7093878,,INE300B01022,15-Jul-22,,,,,,,,,,,,
509053,BANAS FIN.  ,X ,Q,31.55,31.55,28.6,31.05,31.05,30.05,1514,514467,16089948,,INE521L01030,15-Jul-22,,,,,,,,,,,,
509055,VISAKA IND. ,B ,Q,576,576,480,486.35,489.45,491.35,153,1246,604878,,INE392A01013,15-Jul-22,,,,,,,,,,,,
509069,INFOMEDIA   ,B ,Q,5.19,5.61,5.19,5.61,5.61,5.35,29,10661,59108,,INE669A01022,15-Jul-22,,,,,,,,,,,,
509073,HATHWAY BHAW,XT,Q,19.55,19.85,18.6,19.75,19.75,19.55,18,5313,101284,,INE525B01016,15-Jul-22,,,,,,,,,,,,
509077,PRESSMN     ,B ,Q,44.3,46.5,42.3,46.25,46.5,44.4,392,22937,1012657,,INE980A01023,15-Jul-22,,,,,,,,,,,,
509079,GUFIC BIO SC,B ,Q,207.1,207.15,202.55,203.2,202.75,205.85,474,4107,837176,,INE742B01025,15-Jul-22,,,,,,,,,,,,
509152,GRPLTD      ,B ,Q,1634.85,1912,1634.85,1857.25,1848.2,1655.4,447,2146,3946749,,INE137I01015,15-Jul-22,,,,,,,,,,,,
509162,INDAG RUBBER,X ,Q,71.1,73.75,71,72.6,71.65,71.65,52,1430,104018,,INE802D01023,15-Jul-22,,,,,,,,,,,,
509196,M.M.RUBBER  ,X ,Q,61.95,61.95,58,59,58,60,11,2249,135402,,INE159E01026,15-Jul-22,,,,,,,,,,,,
509220,PTL LTD     ,B ,Q,30.45,30.45,29.55,29.9,29.9,30.25,238,6705,201301,,INE034D01049,15-Jul-22,,,,,,,,,,,,
509243,TVS SRICHAKR,A ,Q,1776,1850,1752,1839.05,1839.85,1793.35,170,607,1104197,,INE421C01016,15-Jul-22,,,,,,,,,,,,
509423,SEL         ,XT,Q,18.55,18.55,17.15,18.25,18.45,18.05,35,3969,71822,,INE367E01033,15-Jul-22,,,,,,,,,,,,
509438,BENARES HOT ,X ,Q,1970,1970,1904.05,1964.95,1964.95,1970,14,20,38894,,INE664D01019,15-Jul-22,,,,,,,,,,,,
509449,BHAGWATI OXY,XT,Q,39,41.8,39,41.6,41.6,39.95,9,148,6095,,INE026I01010,15-Jul-22,,,,,,,,,,,,
509470,BOMOXY-B1   ,X ,Q,12396,12396,11906,11986,11986,12002,8,8,97112,,INE01TL01014,15-Jul-22,,,,,,,,,,,,
509480,BERGE PAINT ,A ,Q,583.9,583.9,567.3,573.7,573.7,580.15,4542,44993,25767710,,INE463A01038,15-Jul-22,,,,,,,,,,,,
509486,CAPRIHANS   ,X ,Q,132,135,128.25,132.95,134.5,129.25,128,24368,3238208,,INE479A01018,15-Jul-22,,,,,,,,,,,,
509488,GRAPHITE IN.,A ,Q,407,407.95,388,390.9,390.9,405,3416,49974,19809585,,INE371A01025,15-Jul-22,,,,,,,,,,,,
509496,ITDCEM      ,A ,Q,73.3,75.3,72.2,74.9,74.85,73.35,1283,52072,3857968,,INE686A01026,15-Jul-22,,,,,,,,,,,,
509525,EMPIRE IND. ,X ,Q,670,674.75,650,655.95,650,670.95,30,387,254894,,INE515H01014,15-Jul-22,,,,,,,,,,,,
509546,GRAVISS HOSP,X ,Q,19,21.6,18.8,19.05,19.6,19.6,12,10215,200351,,INE214F01026,15-Jul-22,,,,,,,,,,,,
509557,GARFIBRES   ,A ,Q,3100.1,3100.1,3005.65,3042,3051.95,3108,575,987,3010885,,INE276A01018,15-Jul-22,,,,,,,,,,,,
509563,GARWA.MARINE,X ,Q,9.81,9.81,9.81,9.81,9.81,9.35,7,336,3296,,INE925D01014,15-Jul-22,,,,,,,,,,,,
509567,GOA CARBON  ,B ,Q,461.95,461.95,438.4,442.6,439.45,442.8,1364,13157,5909257,,INE426D01013,15-Jul-22,,,,,,,,,,,,
509597,HARDCASTLE  ,X ,Q,277,277,277,277,277,277,5,39,10803,,INE722D01015,15-Jul-22,,,,,,,,,,,,
509631,HEG LIMITED ,A ,Q,1043.9,1056.1,1036,1041.7,1042,1038.05,1832,17420,18182783,,INE545A01016,15-Jul-22,,,,,,,,,,,,
509635,HIND.COMPOSI,B ,Q,259.45,276.25,255.5,263.35,262.8,265.15,29,148,39023,,INE310C01029,15-Jul-22,,,,,,,,,,,,
509675,HIL         ,A ,Q,3360.6,3368,3288,3295.95,3320.3,3332.9,266,618,2049946,,INE557A01011,15-Jul-22,,,,,,,,,,,,
509692,IND.CARD    ,B ,Q,235,240.45,226.4,233.05,233,233.15,254,1620,379571,,INE061A01014,15-Jul-22,,,,,,,,,,,,
509709,INT.CONVEYOR,B ,Q,59.5,59.5,55.65,56.2,56.5,56.5,286,9807,554294,,INE575C01027,15-Jul-22,,,,,,,,,,,,
509715,JAYSHRE TEA ,B ,Q,86.1,87,85,85.05,85,85.6,66,1566,134646,,INE364A01020,15-Jul-22,,,,,,,,,,,,
509760,MODERN SHARE,X ,Q,16,16,16,16,16,16,3,20,320,,INE370A01019,15-Jul-22,,,,,,,,,,,,
509820,HUHTAMAKI   ,A ,Q,171.3,174,169.15,173.45,174,171.2,143,1091,187289,,INE275B01026,15-Jul-22,,,,,,,,,,,,
509835,PREMIER SYN.,X ,Q,24.6,27.85,24.6,25.6,25.6,25.1,17,570,14709,,INE940N01012,15-Jul-22,,,,,,,,,,,,
509874,SHALIMAR PAI,B ,Q,169.25,170.7,165,169.6,169.9,168.7,355,10164,1705145,,INE849C01026,15-Jul-22,,,,,,,,,,,,
509895,HIND MILLS  ,X ,Q,289.5,289.5,240,250.9,252.85,248.85,25,79,19776,,INE832D01020,15-Jul-22,,,,,,,,,,,,
