SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3,,,,,,,,,,
750718,SABOOSOD-RE ,R ,Q,2,2.03,1.8,1.94,1.85,2,204,66686,126757,,INE440C20016,15-Jul-22,,,,,,,,,,,,
800254,SGBAUG24    ,G ,B,5005.05,5015,4970,4999,4999,5050,8,54,269219,,IN0020160027,15-Jul-22,,,,,,,,,,,,
800259,SGB2016IIIA ,G ,B,4970,4970,4970,4970,4970,4977.5,1,2,9940,,IN0020160076,15-Jul-22,,,,,,,,,,,,
800270,SGBOCT25    ,G ,B,4902,4902,4902,4902,4902,5000,2,5,24510,,IN0020170067,15-Jul-22,,,,,,,,,,,,
800315,SGBMAR28    ,G ,B,4711,4760,4711,4760,4760,4775,3,4,18981,,IN0020190552,15-Jul-22,,,,,,,,,,,,
800318,SGBAPR28    ,G ,B,4848,4848,4790,4825,4825,4800.01,17,85,407613,,IN0020200062,15-Jul-22,,,,,,,,,,,,
800320,SGBMAY28    ,G ,B,4731,4768.9,4702,4768.9,4768.9,4770,10,44,208020,,IN0020200088,15-Jul-22,,,,,,,,,,,,
800322,SGBJUN28    ,G ,B,4748,4748,4722,4722,4722,4748,3,13,61573,,IN0020200104,15-Jul-22,,,,,,,,,,,,
800324,SGBJULY28   ,G ,B,4734,4743.9,4734,4743,4743,4744.73,11,334,1583028,,IN0020200146,15-Jul-22,,,,,,,,,,,,
800325,SGBAUG28    ,G ,B,4896,4911.99,4881.85,4887.01,4887.01,4896,15,97,474934,,IN0020200161,15-Jul-22,,,,,,,,,,,,
800328,SGBOCT28    ,G ,B,4785,4785,4760,4760,4760,4869.32,8,28,133392,,IN0020200203,15-Jul-22,,,,,,,,,,,,
800331,SGBJAN29    ,G ,B,4775,4775,4721,4740.61,4740,4844.29,18,48,227452,,IN0020200377,15-Jul-22,,,,,,,,,,,,
800332,SGBJAN29A   ,G ,B,4891.81,4891.81,4891.81,4891.81,4891.81,4815,2,3,14675,,IN0020200385,15-Jul-22,,,,,,,,,,,,
800333,SGBFEB29    ,G ,B,4883.06,4883.06,4883.06,4883.06,4883.06,4750,2,2,9766,,IN0020200393,15-Jul-22,,,,,,,,,,,,
800339,SGBMAR29    ,G ,B,4735.01,4770,4735.01,4750.09,4750,4762.5,18,141,668828,,IN0020200427,15-Jul-22,,,,,,,,,,,,
800340,SGBMAY29    ,G ,B,4774,4774,4733,4765,4760,4743,13,59,280526,,IN0020210053,15-Jul-22,,,,,,,,,,,,
800341,SGBJUNE29   ,G ,B,4805,4810,4770,4770,4770,4771,10,55,264475,,IN0020210061,15-Jul-22,,,,,,,,,,,,
800342,SGBJUN29A   ,G ,B,4731,4749,4731,4749,4749,4735.6,2,10,47454,,IN0020210087,15-Jul-22,,,,,,,,,,,,
800385,SGBAUG29    ,G ,B,4820,4820,4745,4803,4807,4785,10,25,119172,,IN0020210129,15-Jul-22,,,,,,,,,,,,
800386,SGBSEP29    ,G ,B,4741.1,4778,4741,4753,4753,4774.98,9,26,123716,,IN0020210145,15-Jul-22,,,,,,,,,,,,
800434,SGBNOV29    ,G ,B,4759,4760,4759,4760,4760,4745.43,3,7,33319,,IN0020210178,15-Jul-22,,,,,,,,,,,,
800435,699GOI2051  ,G ,B,94,94,94,94,94,93.05,1,500,47000,,IN0020210194,15-Jul-22,,,,,,,,,,,,
800436,695GOI2061  ,G ,B,94,94,90.5,90.85,90.5,90.1,3,210,19075,,IN0020210202,15-Jul-22,,,,,,,,,,,,
800437,SGBDEC29    ,G ,B,4770.35,4780,4765,4765,4765,4770.15,11,76,362502,,IN0020210228,15-Jul-22,,,,,,,,,,,,
800438,SGBJAN30    ,G ,B,4745,4760,4740,4760,4760,4750,11,47,223283,,IN0020210236,15-Jul-22,,,,,,,,,,,,
800439,SGBMARCH30  ,G ,B,4815,4945,4815,4944.9,4944.9,4810.58,5,23,113342,,IN0020210319,15-Jul-22,,,,,,,,,,,,
800440,654GOI2032  ,G ,B,95.4,95.4,95.4,95.4,95.4,0,1,16000,1526400,,IN0020210244,15-Jul-22,,,,,,,,,,,,
800443,SGBJUNE30   ,G ,B,4960,4960,4960,4960,4960,4980,2,10,49600,,IN0020220045,15-Jul-22,,,,,,,,,,,,
810693,697RJSDL51  ,G ,B,95,95,95,95,95,96,1,10,950,,IN2920200713,15-Jul-22,,,,,,,,,,,,
890157,AIRTELPP    ,A ,Q,275.25,282.25,269.25,272.4,273.5,270.15,495,9194,2531791,,IN9397D01014,15-Jul-22,,,,,,,,,,,,
890159,PATINTPP    ,B ,Q,4.21,4.36,4.15,4.26,4.36,4.21,19,631,2653,,IN9529D01012,15-Jul-22,,,,,,,,,,,,
890164,WARDWIZPP   ,B ,Q,18.05,19.43,17.28,18.67,18.67,17.74,965,257696,4736482,,IN9945P01014,15-Jul-22,,,,,,,,,,,,
890166,PRISMXPP    ,X ,Q,1.78,1.84,1.71,1.79,1.79,1.79,47,37078,64808,,IN9286N01018,15-Jul-22,,,,,,,,,,,,
890168,AURUMPP     ,T ,Q,29.9,29.9,29.9,29.9,29.9,28.5,33,24154,722204,,IN9898S01019,15-Jul-22,,,,,,,,,,,,
890169,DYNPROPP    ,B ,Q,235.9,235.9,235.9,235.9,235.9,214,1,1,235,,IN9256H01013,15-Jul-22,,,,,,,,,,,,
935321,990IFCI24F  ,F ,D,1085.5,1085.5,1083,1084,1084,1085.1,20,1222,1326228,,INE039A07801,15-Jul-22,,,,,,,,,,,,
935383,849NTPC25   ,F ,D,13.13,13.15,13.13,13.15,13.15,13.18,9,552,7252,,INE733E07JP6,15-Jul-22,,,,,,,,,,,,
935514,760PFC35    ,F ,D,1200.1,1200.1,1200.05,1200.05,1200.05,1203.11,2,139,166811,,INE134E07588,15-Jul-22,,,,,,,,,,,,
935540,714REC25    ,F ,D,1090,1100,1085.01,1099.98,1100,1095,4,415,453522,,INE020B07JQ2,15-Jul-22,,,,,,,,,,,,
935548,743REC35    ,F ,D,1230,1230,1230,1230,1230,1200.26,1,10,12300,,INE020B07JU4,15-Jul-22,,,,,,,,,,,,
935572,732IRFC25   ,F ,D,1109.94,1109.94,1105,1105.99,1105,1117.19,4,50,55299,,INE053F07827,15-Jul-22,,,,,,,,,,,,
935580,739NHAI26   ,F ,D,1085,1085,1085,1085,1085,1085,3,183,198555,,INE906B07EH2,15-Jul-22,,,,,,,,,,,,
935618,774IREDA31  ,F ,D,1194,1194,1194,1194,1194,1193.99,1,32,38208,,INE202E07229,15-Jul-22,,,,,,,,,,,,
935662,729NHAI26   ,F ,D,1123,1123,1123,1123,1123,1124.99,2,397,445831,,INE906B07EN0,15-Jul-22,,,,,,,,,,,,
935672,729HUDCO26  ,F ,D,1079,1119.98,1079,1119.98,1119.98,1090,4,254,280416,,INE031A07AS6,15-Jul-22,,,,,,,,,,,,
935688,729NABARD26 ,F ,D,1080,1080,1075,1075,1075,1065,2,260,280300,,INE261F07024,15-Jul-22,,,,,,,,,,,,
935690,764NABARD31 ,F ,D,1165,1165,1165,1165,1165,1164.69,2,1000,1165000,,INE261F07032,15-Jul-22,,,,,,,,,,,,
935752,9MMFSL26    ,F ,D,1064.2,1065,1064.2,1065,1065,1065,5,320,340704,,INE774D08MA6,15-Jul-22,,,,,,,,,,,,
935788,10EHFL26    ,F ,D,941.02,941.02,940,940,940,950,10,653,614055,,INE530L07228,15-Jul-22,,,,,,,,,,,,
935860,9IBHFL26B   ,F ,D,918.11,918.11,918.11,918.11,918.11,918.11,5,100,91811,,INE148I07GL3,15-Jul-22,,,,,,,,,,,,
935916,940RHFL32B  ,F ,D,193,193,193,193,193,230,1,100,19300,,INE217K08289,15-Jul-22,,,,,,,,,,,,
935982,0KFL24      ,F ,D,1695,1695,1695,1695,1695,1555,1,50,84750,,INE403Q07623,15-Jul-22,,,,,,,,,,,,
936048,805MMFSL32  ,F ,D,1030,1030,1026,1026,1026,1020,4,208,214212,,INE774D08MM1,15-Jul-22,,,,,,,,,,,,
936110,865SEFL23   ,F ,D,240.01,240.01,240.01,240.01,240.01,300,5,100,24001,,INE872A07UQ5,15-Jul-22,,,,,,,,,,,,
936130,888ERFL28   ,F ,D,880.2,880.2,880.2,880.2,880.2,890,3,47,41369,,INE528S07110,15-Jul-22,,,,,,,,,,,,
936152,0MFL23      ,F ,D,1426,1426,1426,1426,1426,1420,1,100,142600,,INE414G07CR9,15-Jul-22,,,,,,,,,,,,
936166,10KFL23     ,F ,D,977.1,977.1,977.1,977.1,977.1,997,1,2,1954,,INE403Q07904,15-Jul-22,,,,,,,,,,,,
936220,95JMFCSL23  ,F ,D,1025,1025,1025,1025,1025,1039,1,792,811800,,INE651J07606,15-Jul-22,,,,,,,,,,,,
936222,911JMFCSL23 ,F ,D,1024.95,1024.95,1005.2,1008.1,1008.1,1012,4,193,195260,,INE651J07614,15-Jul-22,,,,,,,,,,,,
936224,975JMFCSL28 ,F ,D,1030.25,1030.25,1030.25,1030.25,1030.25,1037,1,10,10302,,INE651J07622,15-Jul-22,,,,,,,,,,,,
936226,934JMFCS28  ,F ,D,1049,1050,1049,1049.25,1050,1035,4,200,209850,,INE651J07630,15-Jul-22,,,,,,,,,,,,
936236,94STFCL28   ,F ,D,1050,1050,1050,1050,1050,1057,2,485,509250,,INE721A07NX5,15-Jul-22,,,,,,,,,,,,
936252,943EFL28    ,F ,D,955,955,954,954.4,954,961.25,6,50,47720,,INE804I078Y8,15-Jul-22,,,,,,,,,,,,
936290,890TCFSL23  ,F ,D,1098.69,1098.69,1095,1095,1095,1098.69,6,139,152426,,INE306N07KF1,15-Jul-22,,,,,,,,,,,,
936322,975AHFL28   ,F ,D,1050,1050,1050,1050,1050,1050,1,200,210000,,INE538L07536,15-Jul-22,,,,,,,,,,,,
936360,10MFL23     ,F ,D,1034,1034,1022,1022,1022,1041.98,28,442,452642,,INE522D07AI9,15-Jul-22,,,,,,,,,,,,
936386,981JMFCSL28 ,F ,D,1078,1078,1078,1078,1078,1050,1,61,65758,,INE651J07697,15-Jul-22,,,,,,,,,,,,
936392,995EFL24    ,F ,D,989,1008.94,989,1008.94,1008.94,1013.94,2,15,14934,,INE804I077Z7,15-Jul-22,,,,,,,,,,,,
936394,1040EFL24   ,F ,D,1040,1044,1040,1042.8,1042.8,1040,4,397,413616,,INE804I078Z5,15-Jul-22,,,,,,,,,,,,
936398,1015EFL29   ,F ,D,1005,1005,1005,1005,1005,1001.13,2,5,5025,,INE804IA7014,15-Jul-22,,,,,,,,,,,,
936408,915MMFSL24  ,F ,D,1050,1050,1049,1049,1049,1049.49,2,20,20990,,INE774D07SU3,15-Jul-22,,,,,,,,,,,,
936412,93MMFSL27   ,F ,D,1098,1098,1098,1098,1098,1097.9,2,2,2196,,INE774D07SW9,15-Jul-22,,,,,,,,,,,,
936416,95MMFSL29   ,F ,D,1091,1091,1071.5,1075,1075,1129.49,8,237,255037,,INE774D08MP4,15-Jul-22,,,,,,,,,,,,
936472,975IFL24    ,F ,D,1014.12,1014.12,1014.12,1014.12,1014.12,1014.1,1,10,10141,,INE866I07CD6,15-Jul-22,,,,,,,,,,,,
936474,102IFL24    ,F ,D,1040,1040,1040,1040,1040,1040,2,21,21840,,INE866I07CF1,15-Jul-22,,,,,,,,,,,,
936482,975MFL24    ,F ,D,1031,1031,1021,1021.1,1021.1,1040,6,193,197210,,INE522D07AV2,15-Jul-22,,,,,,,,,,,,
936490,0MFL24      ,F ,D,1320.02,1402.25,1201.4,1402.1,1402,1425,14,1250,1599325,,INE522D07AZ3,15-Jul-22,,,,,,,,,,,,
936508,0DLSL24     ,F ,D,1303.1,1303.1,1303.1,1303.1,1303.1,1325.55,2,128,166796,,INE614X07092,15-Jul-22,,,,,,,,,,,,
936532,898LTFL29   ,F ,D,1105,1105,1092,1092,1092,1105,2,20,21970,,INE027E07998,15-Jul-22,,,,,,,,,,,,
936544,10MFL24     ,F ,D,1060,1060,1060,1060,1060,1060,1,200,212000,,INE414G07DG0,15-Jul-22,,,,,,,,,,,,
936602,975SCUF24   ,F ,D,1035,1035,1035,1035,1035,1047,1,50,51750,,INE722A07935,15-Jul-22,,,,,,,,,,,,
936604,935SCUF24   ,F ,D,1022,1022,1022,1022,1022,1025,2,65,66430,,INE722A07943,15-Jul-22,,,,,,,,,,,,
936712,102EFL22    ,F ,D,1008.65,1017.2,1008.6,1017.2,1017.2,1012,3,104,104930,,INE804IA7089,15-Jul-22,,,,,,,,,,,,
936714,0EFL22      ,F ,D,1355,1355,1354.01,1355,1355,1354,4,56,75874,,INE804IA7097,15-Jul-22,,,,,,,,,,,,
936716,995EFL24A   ,F ,D,1000,1000,991.55,1000,1000,1000,4,80,79665,,INE804IA7105,15-Jul-22,,,,,,,,,,,,
936718,104EFL24    ,F ,D,986.55,986.55,986.51,986.51,986.51,995.7,2,200,197306,,INE804IA7113,15-Jul-22,,,,,,,,,,,,
936722,995EFL29    ,F ,D,990,990,990,990,990,992,1,8,7920,,INE804IA7139,15-Jul-22,,,,,,,,,,,,
936768,10KFL22AA   ,F ,D,1000,1000,1000,1000,1000,995,3,27,27000,,INE403Q07AM6,15-Jul-22,,,,,,,,,,,,
936778,0KFL26A     ,F ,D,1130,1130,1130,1130,1130,1235,3,700,791000,,INE403Q08183,15-Jul-22,,,,,,,,,,,,
936788,95STF23     ,F ,D,1090,1090,1090,1090,1090,1090,2,30,32700,,INE721A07PC4,15-Jul-22,,,,,,,,,,,,
936806,85TCFS24    ,F ,D,1095,1095,1092.21,1092.21,1092.21,1100,4,74,80851,,INE306N07LK9,15-Jul-22,,,,,,,,,,,,
936810,865TCFS27   ,F ,D,1123.45,1123.45,1122.1,1122.1,1122.1,1121.03,3,250,280727,,INE306N07LM5,15-Jul-22,,,,,,,,,,,,
936818,95IFL22A    ,F ,D,1000,1000,977.26,977.26,977.26,1000,2,30,29340,,INE866I07CK1,15-Jul-22,,,,,,,,,,,,
936848,0JMFPL22B   ,F ,D,1325,1325,1325,1325,1325,1320,2,38,50350,,INE523H07AN8,15-Jul-22,,,,,,,,,,,,
936852,985JMFPL24  ,F ,D,1005,1005,1005,1005,1005,1010,1,50,50250,,INE523H07AP3,15-Jul-22,,,,,,,,,,,,
936876,97SCUF22    ,F ,D,1078,1078,1078,1078,1078,1070,1,58,62524,,INE722A07984,15-Jul-22,,,,,,,,,,,,
936878,93SCUF22    ,F ,D,1008,1008,1008,1008,1008,1007,1,4,4032,,INE722A07992,15-Jul-22,,,,,,,,,,,,
936908,BILNCD      ,F ,D,31.16,32.16,31.16,32.15,32.15,32.18,8,3656,117281,,INE216A07052,15-Jul-22,,,,,,,,,,,,
936928,95MFL23     ,F ,D,1020,1020,1020,1020,1020,1008,1,39,39780,,INE414G07DU1,15-Jul-22,,,,,,,,,,,,
936942,0MFL24C     ,F ,D,1295,1295,1295,1295,1295,1290.05,2,20,25900,,INE414G07EB9,15-Jul-22,,,,,,,,,,,,
936951,0MHFL22     ,F ,D,1289,1289,1289,1289,1289,1285,1,10,12890,,INE360T07041,15-Jul-22,,,,,,,,,,,,
936967,0ECL23      ,F ,D,1280,1280,1280,1280,1280,1280,1,100,128000,,INE804IA7204,15-Jul-22,,,,,,,,,,,,
936971,104ECL24    ,F ,D,1035,1035,1030,1030,1030,1038.8,2,100,103450,,INE804IA7220,15-Jul-22,,,,,,,,,,,,
936977,104ECL29    ,F ,D,975,975,975,975,975,975,3,100,97500,,INE804IA7253,15-Jul-22,,,,,,,,,,,,
936997,845LTFL22   ,F ,D,1047,1047,1047,1047,1047,1046.15,1,25,26175,,INE027E07AS6,15-Jul-22,,,,,,,,,,,,
937001,0LTFL22BB   ,F ,D,1233,1234,1218,1234,1234,1227,6,68,83599,,INE027E07AU2,15-Jul-22,,,,,,,,,,,,
937013,829LTFL24   ,F ,D,1047,1047,1047,1047,1047,1017,3,46,48162,,INE027E07BA2,15-Jul-22,,,,,,,,,,,,
937041,81TCHF23    ,F ,D,1042,1042.01,1042,1042,1042,1038,4,47,48974,,INE033L07GM9,15-Jul-22,,,,,,,,,,,,
937045,801TCH25    ,F ,D,1057,1057,1057,1057,1057,1040,1,16,16912,,INE033L07GO5,15-Jul-22,,,,,,,,,,,,
937085,98EFIL25    ,F ,D,982.01,993,982.01,993,993,988,3,18,17729,,INE918K07FR4,15-Jul-22,,,,,,,,,,,,
937113,0MFL23CC    ,F ,D,1252,1252,1252,1252,1252,1255.02,1,1,1252,,INE549K07600,15-Jul-22,,,,,,,,,,,,
937115,0MFL25B     ,F ,D,1286,1286,1286,1286,1286,1295.53,1,100,128600,,INE549K07618,15-Jul-22,,,,,,,,,,,,
937281,10KFL24B    ,F ,D,966,966,966,966,966,966,3,500,483000,,INE403Q07BH4,15-Jul-22,,,,,,,,,,,,
937291,885MFL23    ,F ,D,1005,1007,1005,1005,1005,990,4,417,419475,,INE549K07808,15-Jul-22,,,,,,,,,,,,
937293,9MFL23B     ,F ,D,1030,1030,1030,1030,1030,1010.99,1,26,26780,,INE549K07816,15-Jul-22,,,,,,,,,,,,
937295,915MFL25    ,F ,D,970,970,970,970,970,980,2,2,1940,,INE549K07824,15-Jul-22,,,,,,,,,,,,
937337,0EFSL24     ,F ,D,1105,1105,1105,1105,1105,1060.55,2,10,11050,,INE532F07BL5,15-Jul-22,,,,,,,,,,,,
937353,MFLIII24    ,F ,D,1000.2,1000.2,1000.2,1000.2,1000.2,1025,1,50,50010,,INE414G07FL5,15-Jul-22,,,,,,,,,,,,
937357,MFLV24      ,F ,D,1075,1075,1075,1075,1075,1080,1,30,32250,,INE414G07FN1,15-Jul-22,,,,,,,,,,,,
937373,7PFCL31     ,F ,D,997,999.9,997,999.9,999.9,995.21,3,220,219688,,INE134E07AN1,15-Jul-22,,,,,,,,,,,,
937381,697PFCL36   ,F ,D,975.09,977.09,975.09,977.09,977.09,993,2,1025,999517,,INE134E07AR2,15-Jul-22,,,,,,,,,,,,
937385,715PFCL36   ,F ,D,1003,1005,1003,1003.51,1003.51,1003.02,10,528,530484,,INE134E07AT8,15-Jul-22,,,,,,,,,,,,
937403,825MFL23    ,F ,D,990,990,990,990,990,982,1,5,4950,,INE549K07923,15-Jul-22,,,,,,,,,,,,
937405,85MFL24     ,F ,D,999.99,999.99,999.99,999.99,999.99,993,1,25,24999,,INE549K07931,15-Jul-22,,,,,,,,,,,,
937407,875MFL26    ,F ,D,999,999,999,999,999,990,1,10,9990,,INE549K07949,15-Jul-22,,,,,,,,,,,,
937409,9MFL27      ,F ,D,980,980,980,980,980,980,1,6,5880,,INE549K08178,15-Jul-22,,,,,,,,,,,,
937413,0MFL23E     ,F ,D,1112.22,1112.22,1112.22,1112.22,1112.22,1111.11,1,10,11122,,INE549K07956,15-Jul-22,,,,,,,,,,,,
937427,10MMFL24A   ,F ,D,1004.99,1005,1004.99,1005,1005,1005,3,154,154769,,INE101Q07896,15-Jul-22,,,,,,,,,,,,
937435,825MFL23A   ,F ,D,996.9,997,990,990,990,992,3,65,64699,,INE549K07998,15-Jul-22,,,,,,,,,,,,
937439,875MFL26A   ,F ,D,984.8,985,984.8,985,985,985,10,170,167445,,INE549K07AB2,15-Jul-22,,,,,,,,,,,,
937455,96IFL28     ,F ,D,980.05,986,980.05,986,986,980.05,3,249,244627,,INE530B08102,15-Jul-22,,,,,,,,,,,,
937469,MFLVI31F    ,F ,D,1009.8,1009.8,1009.8,1009.8,1009.8,1008.8,1,31,31303,,INE414G07FV4,15-Jul-22,,,,,,,,,,,,
937473,MFLVIII26H  ,F ,D,1035,1035,1035,1035,1035,1035,1,25,25875,,INE414G07FX0,15-Jul-22,,,,,,,,,,,,
937485,0KFL25D     ,F ,D,1115,1115,1115,1115,1115,1045,3,1000,1115000,,INE403Q07BZ6,15-Jul-22,,,,,,,,,,,,
937495,916EFSL26   ,F ,D,965,965,920.01,929.48,937,969.98,38,1511,1409027,,INE532F07BX0,15-Jul-22,,,,,,,,,,,,
937501,930EFSL31   ,F ,D,927.8,927.8,927.8,927.8,927.8,907.2,2,2,1855,,INE532F07CA6,15-Jul-22,,,,,,,,,,,,
937505,9MMFL22     ,F ,D,990,990,990,990,990,895,1,10,9900,,INE101Q07912,15-Jul-22,,,,,,,,,,,,
937509,0MMFL23A    ,F ,D,1041.51,1041.51,1035,1035,1035,1095,3,80,82995,,INE101Q07938,15-Jul-22,,,,,,,,,,,,
937521,675IGT24    ,F ,D,900,995,882.45,978.66,975,1020,13,390,364610,,INE219X07181,15-Jul-22,,,,,,,,,,,,
937543,825MFCL23A  ,F ,D,981,981,981,981,981,1000,1,15,14715,,INE549K07AH9,15-Jul-22,,,,,,,,,,,,
937561,BILNCD2021  ,F ,D,28.16,28.25,28.16,28.2,28.2,28.25,46,3669,103602,,INE216A08027,15-Jul-22,,,,,,,,,,,,
937581,9PCHFL31A   ,F ,D,1017,1017,1017,1017,1017,1022,1,10,10170,,INE516Y07428,15-Jul-22,,,,,,,,,,,,
937613,1125KLM26   ,F ,D,986.4,986.4,986.4,986.4,986.4,1006.5,1,2,1972,,INE01I507372,15-Jul-22,,,,,,,,,,,,
937619,10IHFL28    ,F ,D,968,968,965,965,965,1020,3,35,33825,,INE477L08147,15-Jul-22,,,,,,,,,,,,
937623,0IHFL28     ,F ,D,1015.01,1015.01,1015.01,1015.01,1015.01,1012.15,1,25,25375,,INE477L08162,15-Jul-22,,,,,,,,,,,,
937625,875EFSL24   ,F ,D,949,949,948,948,948,950.5,2,10,9481,,INE532F07CC2,15-Jul-22,,,,,,,,,,,,
937627,91EFSL24    ,F ,D,1015.2,1015.2,1015.2,1015.2,1015.2,1020,1,10,10152,,INE532F07CD0,15-Jul-22,,,,,,,,,,,,
937631,915EFSL26   ,F ,D,950,950,950,950,950,930.01,1,6,5700,,INE532F07CF5,15-Jul-22,,,,,,,,,,,,
937639,97EFSL31    ,F ,D,966.2,976.2,960,968.18,960.15,979.8,10,270,260875,,INE532F07CJ7,15-Jul-22,,,,,,,,,,,,
937707,820JMFPL26  ,F ,D,1051,1056.8,1051,1056.34,1056.8,1058.8,5,250,263857,,INE523H07BO4,15-Jul-22,,,,,,,,,,,,
937721,842IIFL26   ,F ,D,935,935,931,931,931,949.95,2,91,84725,,INE530B07161,15-Jul-22,,,,,,,,,,,,
937789,875EFSL23   ,F ,D,996.2,996.2,996.2,996.2,996.2,996.2,1,60,59772,,INE532F07CL3,15-Jul-22,,,,,,,,,,,,
937805,93EFSL31A   ,F ,D,900,900,900,900,900,944.9,11,153,137700,,INE532F07CT6,15-Jul-22,,,,,,,,,,,,
937807,97EFSL31A   ,F ,D,959.8,959.8,959.8,959.8,959.8,933.8,2,11,10557,,INE532F07CU4,15-Jul-22,,,,,,,,,,,,
937809,85MMFL23    ,F ,D,990,990,990,990,990,985,3,70,69300,,INE101Q07AB9,15-Jul-22,,,,,,,,,,,,
937815,ZCMMFL025   ,F ,D,990,990,990,990,990,990,2,400,396000,,INE101Q07AE3,15-Jul-22,,,,,,,,,,,,
937825,820IHFL27   ,F ,D,934,934,934,934,934,939.8,1,100,93400,,INE477L07AN9,15-Jul-22,,,,,,,,,,,,
937887,875MFL28    ,F ,D,995,995,995,995,995,980,1,10,9950,,INE549K07BC8,15-Jul-22,,,,,,,,,,,,
937929,875KFL25    ,F ,D,976,976,976,976,976,975,9,53,51728,,INE403Q07CJ8,15-Jul-22,,,,,,,,,,,,
937989,850EHFL24   ,F ,D,995,995,975,975,975,970,3,12,11900,,INE530L07426,15-Jul-22,,,,,,,,,,,,
937993,870EHFL25   ,F ,D,969.9,969.9,959,959,959,915.15,5,21,20248,,INE530L07442,15-Jul-22,,,,,,,,,,,,
937997,EHFL290422  ,F ,D,911,911,900,905.5,905.5,910.2,6,89,80628,,INE530L07467,15-Jul-22,,,,,,,,,,,,
938005,930EHFL32   ,F ,D,980,990,980,980,980,980,5,23,22640,,INE530L07509,15-Jul-22,,,,,,,,,,,,
938023,1015UCL24   ,F ,D,1003,1003,1003,1003,1003,1004,1,92,92276,,INE583D07257,15-Jul-22,,,,,,,,,,,,
938027,MFLVII25G   ,F ,D,995,995,995,995,995,990,2,2,1990,,INE414G07GJ7,15-Jul-22,,,,,,,,,,,,
938057,920NFL23    ,F ,D,997.79,997.79,997.79,997.79,997.79,998.19,1,150,149668,,INE342T07189,15-Jul-22,,,,,,,,,,,,
938073,MFLV29      ,F ,D,980,980,980,980,980,980,1,10,9800,,INE414G07GP4,15-Jul-22,,,,,,,,,,,,
957209,975UPPCL27  ,F ,D,1032890,1032899,1032890,1032899,1032899,1000000,2,2,2065789,,INE540P07269,15-Jul-22,,,,,,,,,,,,
958413,1025STFCL24 ,F ,D,1025000.01,1025888,1025000,1025888,1025888,1025233.33,3,4,4100888,,INE721A08DC8,15-Jul-22,,,,,,,,,,,,
961713,PFCBS3      ,F ,B,5138.7,5138.7,5138.5,5138.55,5138.5,5141.6,2,8,41108,,INE134E07091,15-Jul-22,,,,,,,,,,,,
961714,PFCBS4      ,F ,B,13205.5,13205.5,13050,13127.63,13050,13205,3,4,52510,,INE134E07109,15-Jul-22,,,,,,,,,,,,
961734,HUDCO050327 ,F ,B,1145,1145,1145,1145,1145,1143,1,40,45800,,INE031A07840,15-Jul-22,,,,,,,,,,,,
961742,915SEFL17B  ,F ,B,325,325,325,325,325,376,1,11,3575,,INE872A07QA7,15-Jul-22,,,,,,,,,,,,
961744,812REC27    ,F ,B,1134.97,1134.99,1134.97,1134.99,1134.99,1130,2,100,113498,,INE020B07GH7,15-Jul-22,,,,,,,,,,,,
961752,719IIFCL23  ,F ,B,1040.55,1040.55,1040.55,1040.55,1040.55,1040,1,50,52027,,INE787H07131,15-Jul-22,,,,,,,,,,,,
961768,682JNPT2023 ,F ,B,1050,1050,1050,1050,1050,1211,4,400,420000,,INE281G07053,15-Jul-22,,,,,,,,,,,,
961782,851HUDCO28  ,F ,B,1238,1238,1238,1238,1238,1213,1,100,123800,,INE031A07915,15-Jul-22,,,,,,,,,,,,
961784,839HUDCO23  ,F ,B,1087.5,1087.5,1087.5,1087.5,1087.5,1087.01,1,200,217500,,INE031A07931,15-Jul-22,,,,,,,,,,,,
961786,874HUDCO33  ,F ,B,1300,1310,1300,1308.2,1310,1292.04,7,425,552705,,INE031A07956,15-Jul-22,,,,,,,,,,,,
961792,892NHPC33   ,F ,B,1344.99,1345,1344.99,1345,1345,1300,2,300,403498,,INE848E07567,15-Jul-22,,,,,,,,,,,,
961803,879PFC28    ,F ,B,1230,1230,1230,1230,1230,1229,3,355,436650,,INE134E07448,15-Jul-22,,,,,,,,,,,,
961804,892PFC33    ,F ,B,1349.9,1349.9,1343,1343.29,1343,1349.98,20,645,867434,,INE134E07463,15-Jul-22,,,,,,,,,,,,
961806,848NTPC28   ,F ,B,1186.1,1186.1,1186.1,1186.1,1186.1,1239.89,1,7,8302,,INE733E07JF7,15-Jul-22,,,,,,,,,,,,
961810,891NTPC33   ,F ,B,1356.6,1370,1356,1366.11,1370,1370,5,180,244996,,INE733E07JJ9,15-Jul-22,,,,,,,,,,,,
961815,883HUDCO29  ,F ,B,1190,1205,1190,1205,1205,1186.56,4,400,479000,,INE031A07AA4,15-Jul-22,,,,,,,,,,,,
961816,901HUDCO34  ,F ,B,1380,1380,1375,1375,1375,1380,10,182,250488,,INE031A07AB2,15-Jul-22,,,,,,,,,,,,
961826,875NHAI29   ,F ,B,1237,1237,1226,1226.4,1226,1233,4,125,153895,,INE906B07DF8,15-Jul-22,,,,,,,,,,,,
961830,865IRFC29   ,F ,B,1205,1205,1205,1205,1205,1200,4,113,136165,,INE053F07686,15-Jul-22,,,,,,,,,,,,
