DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
02092022|500002|000007535|0000000025368838|000019440|0000000066104306|038.76
02092022|500003|000021469|0000000006112225|000057090|0000000016610846|037.61
02092022|500008|000004028|0000000002054482|000011961|0000000006108702|033.68
02092022|500009|000090014|0000000002623909|000139595|0000000004066997|064.48
02092022|500010|000007805|0000000019086738|000033734|0000000081844894|023.14
02092022|500012|000129550|0000000011769618|000200678|0000000018207301|064.56
02092022|500013|000076147|0000000001431564|000118264|0000000002279625|064.39
02092022|500014|000089609|0000000000740171|000102220|0000000000825396|087.66
02092022|500016|000050791|0000000000798435|000056924|0000000000889942|089.23
02092022|500020|000051100|0000000005030795|000178413|0000000017646026|028.64
02092022|500023|000016822|0000000001491271|000026326|0000000002404598|063.90
02092022|500027|000000270|0000000002487942|000000620|0000000005725851|043.55
02092022|500028|000030475|0000000000293512|000030475|0000000000293512|100.00
02092022|500031|000003993|0000000004873856|000009551|0000000011649081|041.81
02092022|500032|002370286|0000000025243546|005871980|0000000061666418|040.37
02092022|500033|000004278|0000000005531882|000008397|0000000010878306|050.95
02092022|500034|000011166|0000000080291357|000034906|0000000252202486|031.99
02092022|500038|000105397|0000000038037778|000195548|0000000070562200|053.90
02092022|500039|000035981|0000000009155366|000077394|0000000019422435|046.49
02092022|500040|000002698|0000000002293840|000006016|0000000005179692|044.85
02092022|500041|000000022|0000000000061607|000000029|0000000000081537|075.86
02092022|500042|000000952|0000000003053874|000001861|0000000006068315|051.16
02092022|500043|000069232|0000000132094656|000076564|0000000147150176|090.42
02092022|500048|000007252|0000000013723685|000017978|0000000034118455|040.34
02092022|500049|000159523|0000000051773190|000499476|0000000162799025|031.94
02092022|500052|000057167|0000000007394552|000094908|0000000012478990|060.23
02092022|500058|000042749|0000000000381341|000042749|0000000000381341|100.00
02092022|500060|000005017|0000000000601037|000006633|0000000000799335|075.64
02092022|500067|000000569|0000000000621405|000001908|0000000002081078|029.82
02092022|500068|000000177|0000000001487305|000000194|0000000001635760|091.24
02092022|500069|000001087|0000000000262239|000001772|0000000000428501|061.34
02092022|500074|000008172|0000000000567954|000015715|0000000001093075|052.00
02092022|500078|000000671|0000000000343116|000000742|0000000000380861|090.43
02092022|500083|000043313|0000000000575630|000066685|0000000000909894|064.95
02092022|500084|000078104|0000000006244415|000183614|0000000014829429|042.54
02092022|500085|000015983|0000000005521328|000054293|0000000019033044|029.44
02092022|500086|000065320|0000000010408742|000153255|0000000024504637|042.62
02092022|500087|000002950|0000000002995873|000014189|0000000014469496|020.79
02092022|500089|000000201|0000000000077988|000000201|0000000000078088|100.00
02092022|500092|000025698|0000000083442691|000029207|0000000094909974|087.99
02092022|500093|000045349|0000000009997188|000078939|0000000017570706|057.45
02092022|500096|000005146|0000000002937337|000016235|0000000009255317|031.70
02092022|500097|000008190|0000000002896803|000017497|0000000006160024|046.81
02092022|500101|000295127|0000000030722721|000674076|0000000069855026|043.78
02092022|500102|000542533|0000000000623912|000542533|0000000000623912|100.00
02092022|500103|000417216|0000000024740909|001958185|0000000117916468|021.31
02092022|500104|000059150|0000000014089530|000164345|0000000039704340|035.99
02092022|500106|000935821|0000000011164345|001980332|0000000023879165|047.26
02092022|500108|000083473|0000000002036742|000298990|0000000007371947|027.92
02092022|500109|000116401|0000000008456533|000362538|0000000026572929|032.11
02092022|500110|000041005|0000000011752033|000125067|0000000035766153|032.79
02092022|500111|000315515|0000000004890482|000315515|0000000004890482|100.00
02092022|500112|000433212|0000000232396578|000688692|0000000368974241|062.90
02092022|500113|000671737|0000000053201571|001920812|0000000153747442|034.97
02092022|500114|000022629|0000000059106948|000045358|0000000119140054|049.89
02092022|500116|000285460|0000000012331872|000898847|0000000039199376|031.76
02092022|500117|000068335|0000000003252746|000100386|0000000004822365|068.07
02092022|500119|000007986|0000000001853551|000021119|0000000004951846|037.81
02092022|500120|000019415|0000000009491994|000027050|0000000013368642|071.77
02092022|500123|000000103|0000000000438883|000000149|0000000000640759|069.13
02092022|500124|000002530|0000000010596652|000006807|0000000028553746|037.17
02092022|500125|000007785|0000000004128775|000024164|0000000013035734|032.22
02092022|500126|000000138|0000000000582147|000000284|0000000001199894|048.59
02092022|500128|000057906|0000000002133837|000111587|0000000004114608|051.89
02092022|500133|000000256|0000000000828455|000000337|0000000001095306|075.96
02092022|500135|000005726|0000000000972848|000012590|0000000002139607|045.48
02092022|500136|000035559|0000000005913462|000062334|0000000010632348|057.05
02092022|500142|000006183|0000000000048228|000009243|0000000000074429|066.89
02092022|500143|000000589|0000000000046826|000000735|0000000000058721|080.14
02092022|500144|000010269|0000000004706283|000022176|0000000010213311|046.31
02092022|500147|000001458|0000000001896275|000001582|0000000002061951|092.16
02092022|500148|000010604|0000000007978450|000021932|0000000016663139|048.35
02092022|500150|000000710|0000000001310163|000000803|0000000001486263|088.42
02092022|500151|000002031|0000000000174960|000002031|0000000000174960|100.00
02092022|500153|000028244|0000000003586988|000038906|0000000004948844|072.60
02092022|500159|000004506|0000000000399683|000006505|0000000000580600|069.27
02092022|500160|000084318|0000000000736940|000124661|0000000001086265|067.64
02092022|500163|000007141|0000000007664436|000015296|0000000016694142|046.69
02092022|500164|000004196|0000000001978624|000006746|0000000003191658|062.20
02092022|500165|000011118|0000000005551774|000017724|0000000008889038|062.73
02092022|500166|000016862|0000000003686877|000024144|0000000005215494|069.84
02092022|500168|000001567|0000000001607272|000002156|0000000002211869|072.68
02092022|500170|000091374|0000000007022092|000152869|0000000011616617|059.77
02092022|500171|000009427|0000000005779223|000022330|0000000013649429|042.22
02092022|500173|000027503|0000000001941712|000039501|0000000002800719|069.63
02092022|500174|000000997|0000000000002882|000001763|0000000000005131|056.55
02092022|500179|000035869|0000000000611567|000065830|0000000001122581|054.49
02092022|500180|000077216|0000000114754559|000123849|0000000183124580|062.35
02092022|500182|000003390|0000000009576750|000014085|0000000040169908|024.07
02092022|500183|000460234|0000000035138866|002454001|0000000189539411|018.75
02092022|500184|000175151|0000000017392495|000807827|0000000081558076|021.68
02092022|500185|001748760|0000000024744954|003423117|0000000050475481|051.09
02092022|500186|000012816|0000000002073629|000036242|0000000005877616|035.36
02092022|500187|000044392|0000000015153210|000115586|0000000038672546|038.41
02092022|500188|000050776|0000000014488932|000100202|0000000028723750|050.67
02092022|500189|000007776|0000000003610397|000010271|0000000004789643|075.71
02092022|500191|000001577|0000000000037934|000001577|0000000000037934|100.00
02092022|500192|000026859|0000000000061202|000026859|0000000000061202|100.00
02092022|500193|000065863|0000000000691562|000122617|0000000001273323|053.71
02092022|500199|000004245|0000000002503489|000006809|0000000004052485|062.34
02092022|500201|000002013|0000000001749599|000004527|0000000003945112|044.47
02092022|500202|000000071|0000000000000501|000000071|0000000000000500|100.00
02092022|500206|000002013|0000000000054653|000003250|0000000000085882|061.94
02092022|500207|000020294|0000000001257214|000026167|0000000001624168|077.56
02092022|500209|000124720|0000000181205688|000233311|0000000339760495|053.46
02092022|500210|000000909|0000000001813410|000001727|0000000003444181|052.63
02092022|500211|000079546|0000000000665005|000104963|0000000000839701|075.78
02092022|500213|000013858|0000000001874988|000015530|0000000002097298|089.23
02092022|500214|000002421|0000000004910031|000004726|0000000009613162|051.23
02092022|500215|000002702|0000000002075136|000003210|0000000002457021|084.17
02092022|500219|000349909|0000000014538719|000819600|0000000034218724|042.69
02092022|500220|000013264|0000000002032708|000017928|0000000002758738|073.98
02092022|500223|000983067|0000000003483873|000983067|0000000003483873|100.00
02092022|500227|000000865|0000000000883555|000001843|0000000001910800|046.93
02092022|500228|000011984|0000000007925619|000063321|0000000041890466|018.93
02092022|500231|000003128|0000000000198785|000004214|0000000000270949|074.23
02092022|500233|000004813|0000000005560941|000012425|0000000014502592|038.74
02092022|500234|000000366|0000000000075415|000000406|0000000000083835|090.15
02092022|500235|000004687|0000000001548351|000005747|0000000001892854|081.56
02092022|500238|000000544|0000000000976127|000001422|0000000002570624|038.26
02092022|500239|000000713|0000000000028164|000001221|0000000000048487|058.39
02092022|500240|000050727|0000000006494925|000050727|0000000006494925|100.00
02092022|500241|000000389|0000000000128973|000000811|0000000000270323|047.97
02092022|500243|000000622|0000000000974457|000000790|0000000001242898|078.73
02092022|500245|000037098|0000000009361681|000063254|0000000016226346|058.65
02092022|500246|000000020|0000000000000640|000000020|0000000000000640|100.00
02092022|500247|000092796|0000000178005927|000142832|0000000274506712|064.97
02092022|500248|000001210|0000000000005929|000001210|0000000000006099|100.00
02092022|500249|000000562|0000000001091798|000001179|0000000002285810|047.67
02092022|500250|000004812|0000000003406415|000010970|0000000007855005|043.86
02092022|500251|000004550|0000000006329733|000022135|0000000031006964|020.56
