SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1318,1330,1308,1323.05,1323.05,1319.95,954,8025,10603782,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,199,200.2,195.1,196.5,197,196.95,467,37388,7436105,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,912,913.2,893,896.15,897,908.95,1948,51270,46186563,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.7,12.7,12.16,12.29,12.16,12.18,77,48713,601518,,INE432A01017,,,
500010,HDFC        ,A ,Q,1532,1532,1485.7,1490.05,1490.05,1532.7,3683,263734,393906824,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,25.25,27.7,25.25,27.45,27.5,25.45,395,121370,3284919,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.35,16.45,15.2,16.1,16.1,15.35,829,1461120,23469729,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.93,2.93,2.7,2.76,2.76,2.66,44,39669,108666,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,85,86.7,84,84.7,84.7,84.25,4905,1134610,97207907,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,110,111,109,110,110,110.6,8,850,93477,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,8,8,7.7,7.88,7.88,7.82,368,439302,3439070,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2360,2394.5,2307,2358.1,2358.1,2372.65,285,1442,3418077,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.3,6.61,6.3,6.6,6.61,6.3,50,27414,180162,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,55.95,56.75,54.6,55.55,55.75,53.65,42,4581,254499,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1.05,1.05,1.05,1.05,1.05,1.02,2,200,210,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,375,387.85,345.25,348.05,348.05,372.75,12247,533823,195637337,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,13.85,14.05,13.67,13.96,13.96,13.72,1933,1283910,17802717,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4586,4644,4543,4596.15,4596.15,4575,5100,63016,289941794,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1183,1186.05,1152.6,1173.3,1173.5,1182.9,2031,109964,129185359,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,149.5,155,148.65,153.05,153.05,148.55,3270,371737,55985905,,INE119A01028,,,
