Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,13062022,735209198,0002026"
"Trade Date <13-JUN-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,126038,86673,68.77"
"20,2,21STCENMGM,EQ,4152,3792,91.33"
"20,3,3IINFOLTD,EQ,321412,188715,58.71"
"20,4,3MINDIA,EQ,5259,3194,60.73"
"20,5,5PAISA,EQ,16530,12736,77.05"
"20,6,622GS2035,GS,900,900,100.00"
"20,7,63MOONS,EQ,66900,46361,69.30"
"20,8,667GS2035,GS,1,1,100.00"
"20,9,667GS2050,GS,958,958,100.00"
"20,10,676GS2061,GS,204,204,100.00"
"20,11,68GS2060,GS,500,500,100.00"
"20,12,695GS2061,GS,200,200,100.00"
"20,13,699GS2051,GS,5018,4790,95.46"
"20,14,727GS2026,GS,364,364,100.00"
"20,15,754GS2036,GS,13009,13009,100.00"
"20,16,832GS2032,GS,1,1,100.00"
"20,17,A2ZINFRA,EQ,372255,263226,70.71"
"20,18,AAATECH,SM,3000,3000,100.00"
"20,19,AAKASH,EQ,898782,496391,55.23"
"20,20,AAREYDRUGS,EQ,22911,15804,68.98"
"20,21,AARON,EQ,1361,578,42.47"
"20,22,AARTIDRUGS,EQ,48840,26121,53.48"
"20,23,AARTIIND,EQ,671604,253277,37.71"
"20,24,AARTISURF,EQ,7409,4522,61.03"
"20,25,AARVEEDEN,EQ,17267,15643,90.59"
"20,26,AARVI,EQ,8244,5698,69.12"
"20,27,AAVAS,EQ,81620,30316,37.14"
"20,28,ABAN,EQ,309720,136181,43.97"
"20,29,ABB,EQ,157963,49958,31.63"
"20,30,ABBOTINDIA,EQ,11584,6044,52.18"
"20,31,ABCAPITAL,EQ,2771441,999059,36.05"
"20,32,ABCOTS,SM,4000,4000,100.00"
"20,33,ABFRL,EQ,1587926,500193,31.50"
"20,34,ABINFRA,SM,4000,4000,100.00"
"20,35,ABSLAMC,EQ,50083,35514,70.91"
"20,36,ABSLBANETF,EQ,7952,7283,91.59"
"20,37,ABSLNN50ET,EQ,8253,7227,87.57"
"20,38,ACC,EQ,231725,77662,33.51"
"20,39,ACCELYA,EQ,5872,3908,66.55"
"20,40,ACCURACY,EQ,463031,81234,17.54"
"20,41,ACE,EQ,151088,58655,38.82"
"20,42,ACEINTEG,SM,40500,40500,100.00"
"20,43,ACRYSIL,EQ,52494,31654,60.30"
"20,44,ADANIENT,EQ,1764172,255622,14.49"
"20,45,ADANIGREEN,EQ,2486948,576366,23.18"
"20,46,ADANIPORTS,EQ,4535069,1055186,23.27"
"20,47,ADANIPOWER,EQ,11186749,5840449,52.21"
"20,48,ADANITRANS,EQ,592801,412262,69.54"
"20,49,ADFFOODS,EQ,9262,4564,49.28"
"20,50,ADORWELD,EQ,11592,7311,63.07"
"20,51,ADROITINFO,EQ,34179,34150,99.92"
"20,52,ADSL,EQ,208661,119307,57.18"
"20,53,ADVANIHOTR,EQ,29488,17491,59.32"
"20,54,ADVENZYMES,EQ,62124,38310,61.67"
"20,55,AEGISCHEM,EQ,579700,300429,51.82"
"20,56,AETHER,EQ,504766,232689,46.10"
