SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1113.75,1118,1106,1110.35,1110.35,1109.95,355,2558,2840644,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,149.2,152.15,146.1,149.5,149.5,145.95,3534,240025,35680353,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,910,915.95,901.55,909.4,909.8,909.1,1055,12435,11307122,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.49,9.49,8.81,9.05,9.05,8.91,53,15277,139745,,INE432A01017,,,
500010,HDFC        ,A ,Q,1401,1408,1386.35,1395.95,1395.95,1402.7,2911,167897,234347474,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,25,26,23.9,24.15,24.25,25.05,182,53662,1315367,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,16,16.55,15.8,16,16,16.1,274,73345,1191227,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.5,2.88,2.5,2.67,2.61,2.5,69,59878,166510,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,55.05,60.4,55.05,58.65,58.65,55.35,4996,958890,55637202,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,102.05,108.85,102.05,107.65,107.65,103.05,6,39,4005,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,6.42,6.7,6.41,6.63,6.63,6.58,117,101277,664659,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2293.25,2403.85,2293.25,2376.5,2376.5,2302.5,978,5355,12714978,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.48,6.51,6.05,6.26,6.21,6.2,39,16963,107419,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,53.95,55,53.05,53.85,53.85,53.2,42,9125,488907,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,246,250.7,244.5,249.95,249.95,245,361,18254,4541812,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.8,15.35,14.8,15.03,15.03,14.78,1987,1331147,20170914,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4335,4344,4282,4297.25,4297.25,4337.2,5158,47524,204930444,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1058.7,1067.95,1042,1046.75,1046.75,1054.35,3197,60240,63441399,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,154.8,155.15,150.45,153.5,153.5,153.2,1628,152279,23324506,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,214.4,217,211.5,213.6,214,212.85,851,31883,6840222,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,875,914,873.5,909.35,909.35,876.55,6394,231863,208119903,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2029,2084.45,2029,2037.55,2032.05,2047.35,23,123,251230,,INE459A01010,,,
