INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTSTK,AXISBANK,31-Dec-20,0,XX,616.3,618.5,609.8,614.15,614.15,129,953.38,1622400,25200,14-Nov-20
FUTSTK,AXISBANK,28-Jan-21,0,XX,619,619.65,612,615.6,615.6,16,118.44,150000,3600,14-Nov-20
FUTSTK,BAJAJ-AUTO,26-Nov-20,0,XX,3066.85,3067.95,3037,3044.25,3044.25,265,2021.54,2073000,-2250,14-Nov-20
FUTSTK,BAJAJ-AUTO,31-Dec-20,0,XX,3070,3070,3046.55,3051.95,3051.95,11,84.08,23500,-250,14-Nov-20
FUTSTK,BAJAJ-AUTO,28-Jan-21,0,XX,0,0,0,3033.55,3068.6,0,0,250,0,14-Nov-20
FUTSTK,BAJAJFINSV,26-Nov-20,0,XX,7349.95,7389.55,7262.55,7312.9,7312.9,1792,16433.63,950500,-3000,14-Nov-20
FUTSTK,BAJAJFINSV,31-Dec-20,0,XX,7390.95,7413.45,7308.85,7345.55,7345.55,59,542.58,32750,-250,14-Nov-20
FUTSTK,BAJAJFINSV,28-Jan-21,0,XX,7392.6,7392.6,7321.5,7321.5,7321.5,2,18.39,2125,125,14-Nov-20
FUTSTK,BAJFINANCE,26-Nov-20,0,XX,4389.65,4405,4322,4346.85,4346.85,3457,37751.44,5526000,28500,14-Nov-20
FUTSTK,BAJFINANCE,31-Dec-20,0,XX,4375.7,4386.35,4310,4331.8,4331.8,135,1467.85,381000,8250,14-Nov-20
FUTSTK,BAJFINANCE,28-Jan-21,0,XX,4386,4386,4310.55,4329.95,4329.95,16,174.1,55500,750,14-Nov-20
FUTSTK,BALKRISIND,26-Nov-20,0,XX,1585.05,1591.95,1577.05,1584.7,1584.7,210,1330.3,1836400,-11600,14-Nov-20
FUTSTK,BALKRISIND,31-Dec-20,0,XX,1583.4,1586.9,1582.25,1584.6,1584.6,9,57.05,89200,0,14-Nov-20
FUTSTK,BALKRISIND,28-Jan-21,0,XX,1580.85,1580.85,1580.85,1580.85,1580.85,1,6.32,2000,0,14-Nov-20
FUTSTK,BANDHANBNK,26-Nov-20,0,XX,345.9,349,341,344.2,344.2,733,4555.36,13811400,-217800,14-Nov-20
FUTSTK,BANDHANBNK,31-Dec-20,0,XX,348.2,349,343.65,346.05,346.05,47,293.06,455400,12600,14-Nov-20
FUTSTK,BANDHANBNK,28-Jan-21,0,XX,348,348.95,346.6,346.6,346.6,4,25.02,23400,3600,14-Nov-20
FUTSTK,BANKBARODA,26-Nov-20,0,XX,47.25,47.25,46.5,46.75,46.75,232,891.11,53357400,-352600,14-Nov-20
FUTSTK,BANKBARODA,31-Dec-20,0,XX,47.3,47.3,46.65,46.9,46.9,11,42.37,2279600,32800,14-Nov-20
FUTSTK,BANKBARODA,28-Jan-21,0,XX,0,0,0,47.15,47.05,0,0,351000,0,14-Nov-20
FUTSTK,BATAINDIA,26-Nov-20,0,XX,1361.45,1369.8,1352.1,1356.6,1356.6,238,1781.57,1076350,-17050,14-Nov-20
FUTSTK,BATAINDIA,31-Dec-20,0,XX,1368.95,1372,1357.4,1359.1,1359.1,9,67.61,50050,1100,14-Nov-20
FUTSTK,BATAINDIA,28-Jan-21,0,XX,1371.55,1371.6,1365,1365,1365,3,22.59,13200,1100,14-Nov-20
FUTSTK,BEL,26-Nov-20,0,XX,97.1,97.2,96.55,96.8,96.8,161,1184.77,33546400,-30400,14-Nov-20
FUTSTK,BEL,31-Dec-20,0,XX,97,97.45,97,97.05,97.05,18,132.82,1520000,45600,14-Nov-20
FUTSTK,BEL,28-Jan-21,0,XX,97.75,97.75,97.15,97.2,97.2,3,22.19,212800,-7600,14-Nov-20
FUTSTK,BERGEPAINT,26-Nov-20,0,XX,650.8,653.35,650.8,652.05,652.05,48,344.46,3394600,2200,14-Nov-20
FUTSTK,BERGEPAINT,31-Dec-20,0,XX,655.4,655.4,653.95,653.95,653.95,3,21.6,123200,1100,14-Nov-20
FUTSTK,BERGEPAINT,28-Jan-21,0,XX,0,0,0,663.65,657.6,0,0,1100,0,14-Nov-20
FUTSTK,BHARATFORG,26-Nov-20,0,XX,485,486.4,483,484.8,484.8,137,996,6573000,-45000,14-Nov-20
FUTSTK,BHARATFORG,31-Dec-20,0,XX,485,486.2,484.75,485.95,485.95,7,51,219000,1500,14-Nov-20
FUTSTK,BHARATFORG,28-Jan-21,0,XX,487.4,487.4,487.4,487.4,487.4,1,7.31,4500,1500,14-Nov-20
FUTSTK,BHARTIARTL,26-Nov-20,0,XX,482.1,484.35,478.7,480.6,480.6,2629,23434.48,95465325,-444240,14-Nov-20
FUTSTK,BHARTIARTL,31-Dec-20,0,XX,485,485.1,480.8,481.95,481.95,155,1386.49,2565486,51828,14-Nov-20
FUTSTK,BHARTIARTL,28-Jan-21,0,XX,486.05,486.05,483,484.5,484.5,16,143.67,233226,22212,14-Nov-20
FUTSTK,BHEL,26-Nov-20,0,XX,28.3,28.3,28.3,28.3,28.3,5,29.71,65352000,-105000,14-Nov-20
FUTSTK,BHEL,31-Dec-20,0,XX,0,0,0,28.15,28.45,0,0,10269000,0,14-Nov-20
FUTSTK,BHEL,28-Jan-21,0,XX,0,0,0,28.6,28.55,0,0,567000,0,14-Nov-20
FUTSTK,BIOCON,26-Nov-20,0,XX,436.75,439,432.5,433.7,433.7,181,1811.41,10517900,-23000,14-Nov-20
FUTSTK,BIOCON,31-Dec-20,0,XX,435,435.4,434.65,435.1,435.1,5,50.03,407100,2300,14-Nov-20
FUTSTK,BIOCON,28-Jan-21,0,XX,440.2,440.2,440,440,438.1,2,20.24,23000,0,14-Nov-20
FUTSTK,BOSCHLTD,26-Nov-20,0,XX,11795.1,11845,11795.1,11825.3,11825.3,63,372.4,188450,-300,14-Nov-20
FUTSTK,BOSCHLTD,31-Dec-20,0,XX,11824.1,11861.6,11824.1,11855.75,11855.75,11,65.14,8700,-50,14-Nov-20
FUTSTK,BOSCHLTD,28-Jan-21,0,XX,0,0,0,11800,11952.15,0,0,250,0,14-Nov-20
FUTSTK,BPCL,26-Nov-20,0,XX,398.05,416.35,395.85,414.05,414.05,8373,61910.25,18851400,700200,14-Nov-20
FUTSTK,BPCL,31-Dec-20,0,XX,397,416.75,397,414.1,414.1,308,2274.32,1242000,25200,14-Nov-20
FUTSTK,BPCL,28-Jan-21,0,XX,400.95,417.2,400.95,415.5,415.5,16,118.99,46800,10800,14-Nov-20
FUTSTK,BRITANNIA,26-Nov-20,0,XX,3559.95,3559.95,3521.7,3525.5,3525.5,228,1607.87,1516400,-1000,14-Nov-20
FUTSTK,BRITANNIA,31-Dec-20,0,XX,3529.5,3533.05,3522.8,3528.65,3528.65,18,127.05,142000,600,14-Nov-20
FUTSTK,BRITANNIA,28-Jan-21,0,XX,3534,3534,3534,3534,3534,1,7.06,3600,0,14-Nov-20
FUTSTK,CADILAHC,26-Nov-20,0,XX,429.5,429.7,428,429.05,429.05,281,2651.5,6397600,-57200,14-Nov-20
FUTSTK,CADILAHC,31-Dec-20,0,XX,430.6,430.8,429.75,430.5,430.5,10,94.66,308000,0,14-Nov-20
FUTSTK,CADILAHC,28-Jan-21,0,XX,0,0,0,433.5,433,0,0,28600,0,14-Nov-20
FUTSTK,CANBK,26-Nov-20,0,XX,92.45,92.45,91.5,91.85,91.85,29,133.37,17480000,-145000,14-Nov-20
FUTSTK,CANBK,31-Dec-20,0,XX,0,0,0,92.5,92.55,0,0,2280000,0,14-Nov-20
FUTSTK,CANBK,28-Jan-21,0,XX,0,0,0,91.35,92.85,0,0,135000,0,14-Nov-20
FUTSTK,CHOLAFIN,26-Nov-20,0,XX,312.1,313.95,311.25,312.25,312.25,203,1587.76,4807500,-5000,14-Nov-20
FUTSTK,CHOLAFIN,31-Dec-20,0,XX,311.7,311.7,310.55,310.65,310.65,5,38.88,205000,2500,14-Nov-20
FUTSTK,CHOLAFIN,28-Jan-21,0,XX,0,0,0,311,315.05,0,0,10000,0,14-Nov-20
FUTSTK,CIPLA,26-Nov-20,0,XX,750.2,751.75,745.8,747.55,747.55,429,4173.95,17559100,-19500,14-Nov-20
FUTSTK,CIPLA,31-Dec-20,0,XX,753.9,754.8,749.55,750.75,750.75,32,312.61,672100,14300,14-Nov-20
FUTSTK,CIPLA,28-Jan-21,0,XX,753.85,753.85,753.85,753.85,753.85,1,9.8,70200,0,14-Nov-20
FUTSTK,COALINDIA,26-Nov-20,0,XX,127,127.5,126.25,127.15,127.15,915,4305.48,30798800,351500,14-Nov-20
FUTSTK,COALINDIA,31-Dec-20,0,XX,127.6,127.75,127.05,127.4,127.4,79,372.54,3008100,3700,14-Nov-20
FUTSTK,COALINDIA,28-Jan-21,0,XX,127.4,127.85,126.95,127.25,127.25,40,214.04,243600,16800,14-Nov-20
FUTSTK,COFORGE,26-Nov-20,0,XX,2325,2339.85,2311.05,2322,2322,92,802.71,563250,-1875,14-Nov-20
FUTSTK,COFORGE,31-Dec-20,0,XX,2336.6,2344,2328.05,2329,2329,8,69.98,20625,-750,14-Nov-20
FUTSTK,COFORGE,28-Jan-21,0,XX,0,0,0,2248.8,2339.25,0,0,1500,0,14-Nov-20
FUTSTK,COLPAL,26-Nov-20,0,XX,1516.95,1517,1510.05,1512.5,1512.5,74,784.08,2641800,-5600,14-Nov-20
FUTSTK,COLPAL,31-Dec-20,0,XX,0,0,0,1515,1520.65,0,0,105700,0,14-Nov-20
FUTSTK,COLPAL,28-Jan-21,0,XX,1521.1,1521.1,1518.05,1518.2,1518.2,3,31.9,2100,1400,14-Nov-20
FUTSTK,CONCOR,26-Nov-20,0,XX,400.35,414.6,399.55,411.7,411.7,1542,9878.83,6558348,357927,14-Nov-20
FUTSTK,CONCOR,31-Dec-20,0,XX,401,413.85,400.25,412.15,412.15,39,249.56,189123,-1563,14-Nov-20
FUTSTK,CONCOR,28-Jan-21,0,XX,405.3,411.9,405.3,411.9,411.9,3,19.21,17193,-1563,14-Nov-20
FUTSTK,CUMMINSIND,26-Nov-20,0,XX,479.75,482,478.15,479.3,479.3,86,495.84,1707600,-4800,14-Nov-20
FUTSTK,CUMMINSIND,31-Dec-20,0,XX,480,480.25,479.15,479.6,479.6,5,28.78,144000,1200,14-Nov-20
FUTSTK,CUMMINSIND,28-Jan-21,0,XX,0,0,0,476,482.85,0,0,3600,0,14-Nov-20
FUTSTK,DABUR,26-Nov-20,0,XX,519.05,520.3,517.15,518.15,518.15,372,2412.03,13508750,-57500,14-Nov-20
FUTSTK,DABUR,31-Dec-20,0,XX,521,521,519.25,519.8,519.8,14,91.03,362500,5000,14-Nov-20
FUTSTK,DABUR,28-Jan-21,0,XX,522,522,522,522,521.75,3,19.57,36250,-3750,14-Nov-20
FUTSTK,DIVISLAB,26-Nov-20,0,XX,3459.8,3459.8,3427.6,3439.5,3439.5,606,4169.72,2717600,-4000,14-Nov-20
FUTSTK,DIVISLAB,31-Dec-20,0,XX,3450,3452.4,3439.45,3443.75,3443.75,36,248.06,129200,2000,14-Nov-20
FUTSTK,DIVISLAB,28-Jan-21,0,XX,3455.55,3455.55,3455.55,3455.55,3455.55,1,6.91,1600,200,14-Nov-20
FUTSTK,DLF,26-Nov-20,0,XX,186,186.25,183.5,184.9,184.9,716,4368.51,30224700,-72600,14-Nov-20
FUTSTK,DLF,31-Dec-20,0,XX,186,186.8,184.3,185.9,185.9,67,409.69,930600,145200,14-Nov-20
FUTSTK,DLF,28-Jan-21,0,XX,187,187.05,187,187.05,187.05,3,18.51,56100,6600,14-Nov-20
FUTSTK,DRREDDY,26-Nov-20,0,XX,4884.85,4894,4861.65,4880.9,4880.9,746,4549.37,3463750,-2250,14-Nov-20
FUTSTK,DRREDDY,31-Dec-20,0,XX,4887.7,4902.95,4887.7,4898.75,4898.75,29,177.53,81625,250,14-Nov-20
FUTSTK,DRREDDY,28-Jan-21,0,XX,4900,4900,4884.4,4884.4,4914.8,7,42.85,8375,625,14-Nov-20
FUTSTK,EICHERMOT,26-Nov-20,0,XX,2520.45,2575,2509.05,2531.85,2531.85,2122,18923.79,2523150,8750,14-Nov-20
FUTSTK,EICHERMOT,31-Dec-20,0,XX,2550.95,2578,2520,2540.75,2540.75,56,500.55,145600,3850,14-Nov-20
FUTSTK,EICHERMOT,28-Jan-21,0,XX,2560.75,2560.75,2559.65,2559.65,2562.7,2,17.92,12600,700,14-Nov-20
FUTSTK,ESCORTS,26-Nov-20,0,XX,1407.6,1407.6,1392.3,1397.5,1397.5,184,1416.73,2307800,-13200,14-Nov-20
FUTSTK,ESCORTS,31-Dec-20,0,XX,1408.55,1408.55,1393.8,1399.6,1399.6,7,53.95,103400,-1100,14-Nov-20
FUTSTK,ESCORTS,28-Jan-21,0,XX,0,0,0,1410.35,1408.6,0,0,3850,0,14-Nov-20
FUTSTK,EXIDEIND,26-Nov-20,0,XX,170.4,170.7,169.4,169.75,169.75,170,1039.85,14025600,-212400,14-Nov-20
FUTSTK,EXIDEIND,31-Dec-20,0,XX,172.7,172.7,169.85,170.25,170.25,6,36.87,284400,0,14-Nov-20
FUTSTK,EXIDEIND,28-Jan-21,0,XX,0,0,0,170,170.9,0,0,21600,0,14-Nov-20
FUTSTK,FEDERALBNK,26-Nov-20,0,XX,57.1,57.35,56.25,56.7,56.7,373,1804,104660500,-552500,14-Nov-20
FUTSTK,FEDERALBNK,31-Dec-20,0,XX,57.5,57.5,56.5,56.95,56.95,28,135.86,3663500,93500,14-Nov-20
FUTSTK,FEDERALBNK,28-Jan-21,0,XX,57.5,57.5,57.25,57.3,57.3,6,34.45,330000,40000,14-Nov-20
FUTSTK,GAIL,26-Nov-20,0,XX,93.8,94.2,92.9,93.8,93.8,409,2338.16,22466300,-85400,14-Nov-20
FUTSTK,GAIL,31-Dec-20,0,XX,94.05,94.2,93.2,94,94,42,240.56,1226100,36600,14-Nov-20
FUTSTK,GAIL,28-Jan-21,0,XX,94,94,94,94,94,1,5.73,85400,0,14-Nov-20
FUTSTK,GLENMARK,26-Nov-20,0,XX,490.95,491.55,484.05,486.3,486.3,195,1092.44,6272100,-3450,14-Nov-20
FUTSTK,GLENMARK,31-Dec-20,0,XX,487.5,487.65,487.5,487.6,487.6,2,11.21,111550,1150,14-Nov-20
FUTSTK,GLENMARK,28-Jan-21,0,XX,489,489,489,489,489,1,5.62,6900,1150,14-Nov-20
FUTSTK,GMRINFRA,26-Nov-20,0,XX,24.65,24.65,24.2,24.5,24.5,75,411.95,67252500,90000,14-Nov-20
FUTSTK,GMRINFRA,31-Dec-20,0,XX,24.5,24.5,24.5,24.5,24.5,3,16.54,1012500,22500,14-Nov-20
FUTSTK,GMRINFRA,28-Jan-21,0,XX,0,0,0,23.55,24.55,0,0,0,0,14-Nov-20
FUTSTK,GODREJCP,26-Nov-20,0,XX,683.55,688,682.5,685.1,685.1,256,1755.69,4392000,4000,14-Nov-20
FUTSTK,GODREJCP,31-Dec-20,0,XX,686.2,690.5,685,687.35,687.35,24,165.16,96000,10000,14-Nov-20
FUTSTK,GODREJCP,28-Jan-21,0,XX,689.3,689.3,688.75,689.05,689.05,2,13.78,9000,1000,14-Nov-20
FUTSTK,GODREJPROP,26-Nov-20,0,XX,1001.5,1008.9,995,1000.25,1000.25,402,2616.39,1698450,-16900,14-Nov-20
FUTSTK,GODREJPROP,31-Dec-20,0,XX,998,1004.5,996.25,1000,1000,61,396.74,144950,10400,14-Nov-20
FUTSTK,GODREJPROP,28-Jan-21,0,XX,1007,1007,1007,1007,1007,1,6.54,17550,650,14-Nov-20
FUTSTK,GRASIM,26-Nov-20,0,XX,845,845,838.75,842.2,842.2,308,2465.46,20113400,76000,14-Nov-20
FUTSTK,GRASIM,31-Dec-20,0,XX,844.5,847.4,841.85,845.2,845.2,9,72.27,72200,5700,14-Nov-20
FUTSTK,GRASIM,28-Jan-21,0,XX,0,0,0,777.5,845.95,0,0,0,0,14-Nov-20
FUTSTK,HAVELLS,26-Nov-20,0,XX,829.95,832,824,826.9,826.9,179,1483.06,5048000,-10000,14-Nov-20
FUTSTK,HAVELLS,31-Dec-20,0,XX,832.55,832.55,825.2,827.05,827.05,12,99.58,150000,-1000,14-Nov-20
FUTSTK,HAVELLS,28-Jan-21,0,XX,830,830,830,830,834.3,1,8.3,6000,-1000,14-Nov-20
FUTSTK,HCLTECH,26-Nov-20,0,XX,835.75,835.75,827.3,832.05,832.05,748,4359.37,17549700,-49000,14-Nov-20
FUTSTK,HCLTECH,31-Dec-20,0,XX,836,836.65,833.15,835,835,61,356.77,485800,-8400,14-Nov-20
FUTSTK,HCLTECH,28-Jan-21,0,XX,836.2,838,836.2,837.45,837.45,4,23.43,67200,0,14-Nov-20
FUTSTK,HDFC,26-Nov-20,0,XX,2321.95,2330,2305.95,2317.4,2317.4,1375,9562.08,25748100,-12300,14-Nov-20
FUTSTK,HDFC,31-Dec-20,0,XX,2344.9,2344.9,2314.65,2326.05,2326.05,51,355.92,530400,1800,14-Nov-20
FUTSTK,HDFC,28-Jan-21,0,XX,2330,2337.2,2326.25,2330.65,2330.65,4,27.96,21000,900,14-Nov-20
FUTSTK,HDFCBANK,26-Nov-20,0,XX,1370.3,1375,1368.9,1372.2,1372.2,2766,20871.25,33914650,-133650,14-Nov-20
FUTSTK,HDFCBANK,31-Dec-20,0,XX,1372,1372.85,1368,1371.05,1371.05,109,821.65,713350,-3300,14-Nov-20
FUTSTK,HDFCBANK,28-Jan-21,0,XX,1370,1370.25,1367.3,1370,1381.7,5,37.64,90750,0,14-Nov-20
FUTSTK,HDFCLIFE,26-Nov-20,0,XX,635.9,636.45,631.2,634.8,634.8,861,6009.04,9951700,-2200,14-Nov-20
FUTSTK,HDFCLIFE,31-Dec-20,0,XX,636.65,638.6,634.25,636.75,636.75,34,238.09,191400,9900,14-Nov-20
FUTSTK,HDFCLIFE,28-Jan-21,0,XX,642.65,642.65,639.05,639.35,639.35,4,28.16,22000,4400,14-Nov-20
FUTSTK,HEROMOTOCO,26-Nov-20,0,XX,3140.35,3140.35,3087.9,3101.4,3101.4,643,6004.07,2964600,600,14-Nov-20
FUTSTK,HEROMOTOCO,31-Dec-20,0,XX,3139.9,3141.75,3095,3106.15,3106.15,36,337.07,81900,2400,14-Nov-20
FUTSTK,HEROMOTOCO,28-Jan-21,0,XX,0,0,0,3135,3143.1,0,0,5100,0,14-Nov-20
FUTSTK,HINDALCO,26-Nov-20,0,XX,211.1,212.3,207.5,209,209,592,5346.95,29528100,-163400,14-Nov-20
FUTSTK,HINDALCO,31-Dec-20,0,XX,212,212.45,208.25,209.85,209.85,30,271.48,946000,-8600,14-Nov-20
FUTSTK,HINDALCO,28-Jan-21,0,XX,211.5,211.5,209,210.45,210.45,3,27.14,73100,-4300,14-Nov-20
FUTSTK,HINDPETRO,26-Nov-20,0,XX,216.25,222.9,215.4,220.55,220.55,2121,12586.5,26260200,1277100,14-Nov-20
FUTSTK,HINDPETRO,31-Dec-20,0,XX,214.45,221,214.2,219.4,219.4,124,732.24,2467800,72900,14-Nov-20
FUTSTK,HINDPETRO,28-Jan-21,0,XX,214.65,220.4,214.65,219,219,9,52.74,54000,-5400,14-Nov-20
FUTSTK,HINDUNILVR,26-Nov-20,0,XX,2193.8,2195.15,2179.5,2186.55,2186.55,1126,7388.05,5470800,-19800,14-Nov-20
FUTSTK,HINDUNILVR,31-Dec-20,0,XX,2202,2202,2188,2193.5,2193.5,69,454.41,292800,8100,14-Nov-20
FUTSTK,HINDUNILVR,28-Jan-21,0,XX,2200,2203.2,2200,2201.6,2201.6,6,39.61,8700,900,14-Nov-20
FUTSTK,IBULHSGFIN,26-Nov-20,0,XX,184.5,189,182.5,184.8,184.8,165,954.24,17273200,-483600,14-Nov-20
FUTSTK,IBULHSGFIN,31-Dec-20,0,XX,185.5,187.4,183.1,185.25,185.25,4,22.98,1078800,-12400,14-Nov-20
FUTSTK,IBULHSGFIN,28-Jan-21,0,XX,0,0,0,178,186.2,0,0,120900,0,14-Nov-20
FUTSTK,ICICIBANK,26-Nov-20,0,XX,489.4,489.5,485.05,486.75,486.75,3484,23357.99,120650750,-719125,14-Nov-20
FUTSTK,ICICIBANK,31-Dec-20,0,XX,490.25,490.95,486.75,488.55,488.55,147,989.01,2613875,12375,14-Nov-20
FUTSTK,ICICIBANK,28-Jan-21,0,XX,491.2,491.5,488.9,489.75,489.75,14,94.39,220000,1375,14-Nov-20
FUTSTK,ICICIGI,26-Nov-20,0,XX,1304.9,1305.4,1290,1296.05,1296.05,88,485.8,422875,-10200,14-Nov-20
FUTSTK,ICICIGI,31-Dec-20,0,XX,1312.25,1312.25,1305.95,1306.9,1306.9,4,22.24,34000,1275,14-Nov-20
FUTSTK,ICICIGI,28-Jan-21,0,XX,1305,1305,1305,1305,1305,1,5.54,425,425,14-Nov-20
FUTSTK,ICICIPRULI,26-Nov-20,0,XX,435.7,435.75,430.7,432.3,432.3,199,1292.17,8631000,-31500,14-Nov-20
FUTSTK,ICICIPRULI,31-Dec-20,0,XX,435.05,435.05,432.75,433.65,433.65,7,45.56,124500,1500,14-Nov-20
FUTSTK,ICICIPRULI,28-Jan-21,0,XX,0,0,0,412.05,437.35,0,0,0,0,14-Nov-20
FUTSTK,IDEA,26-Nov-20,0,XX,8.95,9.35,8.85,9.2,9.2,2697,17181.53,458990000,45850000,14-Nov-20
FUTSTK,IDEA,31-Dec-20,0,XX,8.9,9.4,8.9,9.2,9.2,108,692.02,32410000,4200000,14-Nov-20
FUTSTK,IDEA,28-Jan-21,0,XX,9.05,9.1,9.05,9.1,9.2,2,12.7,1610000,140000,14-Nov-20
FUTSTK,IDFCFIRSTB,26-Nov-20,0,XX,33.4,33.8,33.4,33.55,33.55,544,3472.2,108756000,779000,14-Nov-20
FUTSTK,IDFCFIRSTB,31-Dec-20,0,XX,33.35,33.6,33.2,33.4,33.4,196,1245.47,19399000,2964000,14-Nov-20
FUTSTK,IDFCFIRSTB,28-Jan-21,0,XX,33.25,33.45,33.25,33.35,33.35,8,50.7,1577000,95000,14-Nov-20
FUTSTK,IGL,26-Nov-20,0,XX,439.15,439.5,435,435.95,435.95,133,798.74,4167625,-6875,14-Nov-20
FUTSTK,IGL,31-Dec-20,0,XX,437.95,438.05,435.9,435.9,435.9,7,42.09,189750,4125,14-Nov-20
FUTSTK,IGL,28-Jan-21,0,XX,0,0,0,439.2,439.05,0,0,9625,0,14-Nov-20
