Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,28032023,948263620,0002299"
"Trade Date <28-MAR-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D100823,TB,200,100,50.00"
"20,2,182D140923,TB,1100,1100,100.00"
"20,3,182D220923,TB,2000,2000,100.00"
"20,4,182D290623,TB,100,100,100.00"
"20,5,20MICRONS,EQ,187381,131363,70.10"
"20,6,21STCENMGM,EQ,2109,2109,100.00"
"20,7,360ONE,EQ,182283,121949,66.90"
"20,8,364D010623,TB,300,300,100.00"
"20,9,364D220324,TB,100,100,100.00"
"20,10,364D260124,TB,10000,10000,100.00"
"20,11,364D270723,TB,100,100,100.00"
"20,12,364D281223,TB,100,100,100.00"
"20,13,3IINFOLTD,EQ,688053,497646,72.33"
"20,14,3MINDIA,EQ,4724,2253,47.69"
"20,15,3PLAND,EQ,4147,2394,57.73"
"20,16,574GS2026,GS,1580,1580,100.00"
"20,17,585GS2030,GS,1000,1000,100.00"
"20,18,5PAISA,EQ,18697,11455,61.27"
"20,19,618GS2024,GS,6800,6800,100.00"
"20,20,63MOONS,EQ,672498,542011,80.60"
"20,21,667GS2035,GS,10,10,100.00"
"20,22,667GS2050,GS,1,1,100.00"
"20,23,669GS2024,GS,200,200,100.00"
"20,24,676GS2061,GS,1330,1330,100.00"
"20,25,695GS2061,GS,3101,3101,100.00"
"20,26,699GS2051,GS,62,62,100.00"
"20,27,710GS2029,GS,62300,60300,96.79"
"20,28,716GS2050,GS,118,118,100.00"
"20,29,719GS2060,GS,200,200,100.00"
"20,30,726GS2032,GS,5099,5099,100.00"
"20,31,726GS2033,GS,2000,2000,100.00"
"20,32,727GS2026,GS,1000,1000,100.00"
"20,33,738GS2027,GS,35608,35608,100.00"
"20,34,741GS2036,GS,200,200,100.00"
"20,35,74GS2062,GS,27209,25000,91.88"
"20,36,754GS2036,GS,177841,177741,99.94"
"20,37,757GS2033,GS,1,1,100.00"
"20,38,768GS2023,GS,3300,3300,100.00"
"20,39,915GS2024,GS,100000,100000,100.00"
"20,40,91D010623,TB,100,100,100.00"
"20,41,91D110523,TB,1000,1000,100.00"
"20,42,91D150623,TB,200,200,100.00"
"20,43,A2ZINFRA,EQ,2847984,2021516,70.98"
"20,44,AAATECH,EQ,58627,52378,89.34"
"20,45,AAKASH,EQ,275024,205005,74.54"
"20,46,AAREYDRUGS,EQ,25872,13876,53.63"
"20,47,AARON,EQ,8139,4934,60.62"
"20,48,AARTIDRUGS,EQ,1267722,155136,12.24"
"20,49,AARTIIND,EQ,1156199,430905,37.27"
"20,50,AARTIPHARM,EQ,240227,173578,72.26"
"20,51,AARTIPP,E1,52,51,98.08"
"20,52,AARTISURF,EQ,20828,12816,61.53"
"20,53,AARVEEDEN,EQ,13831,10156,73.43"
"20,54,AARVI,EQ,44232,28777,65.06"
"20,55,AAVAS,EQ,125635,66526,52.95"
"20,56,ABAN,EQ,203568,126055,61.92"
"20,57,ABB,EQ,184543,52596,28.50"
"20,58,ABBOTINDIA,EQ,11054,7194,65.08"
"20,59,ABCAPITAL,EQ,8032279,2024318,25.20"
"20,60,ABFRL,EQ,1099009,317352,28.88"
"20,61,ABSLAMC,EQ,361335,152281,42.14"
"20,62,ABSLBANETF,EQ,15998,12585,78.67"
"20,63,ABSLNN50ET,EQ,7559,4623,61.16"
"20,64,ACC,EQ,1032882,224081,21.69"
"20,65,ACCELYA,EQ,22287,13309,59.72"
"20,66,ACCORD,SM,4000,4000,100.00"
"20,67,ACCURACY,EQ,121205,94106,77.64"
"20,68,ACE,EQ,270474,96254,35.59"
"20,69,ACI,EQ,185367,119297,64.36"
"20,70,ADANIENT,EQ,8144878,1364789,16.76"
"20,71,ADANIGREEN,EQ,1057688,552877,52.27"
"20,72,ADANIPORTS,EQ,19860622,1807434,9.10"
"20,73,ADANIPOWER,EQ,5385184,2879170,53.46"
"20,74,ADANITRANS,EQ,265756,143944,54.16"
"20,75,ADFFOODS,EQ,8899,5159,57.97"
"20,76,ADORWELD,EQ,20812,7428,35.69"
"20,77,ADROITINFO,EQ,33719,27202,80.67"
"20,78,ADSL,EQ,180564,104011,57.60"
"20,79,ADVANIHOTR,EQ,19456,12790,65.74"
"20,80,ADVENZYMES,EQ,86054,59064,68.64"
"20,81,AEGISCHEM,EQ,354701,123844,34.92"
"20,82,AETHER,EQ,14209,9141,64.33"
"20,83,AFFLE,EQ,276000,112760,40.86"
"20,84,AGARIND,EQ,39185,24607,62.80"
"20,85,AGARWALFT,SM,3000,3000,100.00"
"20,86,AGI,EQ,276449,123433,44.65"
"20,87,AGNI,SM,80000,60000,75.00"
"20,88,AGRITECH,EQ,24377,20050,82.25"
"20,89,AGROPHOS,EQ,57469,21412,37.26"
"20,90,AGSTRA,EQ,629366,406127,64.53"
"20,91,AHL,EQ,41643,33437,80.29"
"20,92,AHLADA,EQ,27619,24988,90.47"
"20,93,AHLEAST,EQ,6873,3801,55.30"
"20,94,AHLUCONT,EQ,120846,65888,54.52"
"20,95,AIAENG,EQ,58901,25356,43.05"
"20,96,AILIMITED,SM,3000,3000,100.00"
"20,97,AIRAN,EQ,285995,150640,52.67"
"20,98,AIROLAM,EQ,4447,2673,60.11"
"20,99,AIRTELPP,E1,123325,76887,62.35"
"20,100,AISL,SM,3600,3600,100.00"
"20,101,AJANTPHARM,EQ,41123,16941,41.20"
"20,102,AJMERA,EQ,28822,25047,86.90"
"20,103,AJOONI,EQ,775276,536182,69.16"
"20,104,AKASH,EQ,54577,31459,57.64"
"20,105,AKG,EQ,47790,31112,65.10"
"20,106,AKSHARCHEM,EQ,8613,6364,73.89"
"20,107,AKSHOPTFBR,EQ,331521,207241,62.51"
"20,108,AKZOINDIA,EQ,13899,8820,63.46"
"20,109,ALANKIT,EQ,324708,294731,90.77"
"20,110,ALBERTDAVD,EQ,3436,2446,71.19"
"20,111,ALEMBICLTD,EQ,154144,120692,78.30"
"20,112,ALICON,EQ,20558,13534,65.83"
"20,113,ALKALI,EQ,25151,12638,50.25"
"20,114,ALKEM,EQ,56411,14810,26.25"
"20,115,ALKYLAMINE,EQ,35596,19061,53.55"
"20,116,ALLCARGO,EQ,703748,168751,23.98"
