SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1421.2,1424,1404,1410.6,1406,1410.45,444,3305,4678506,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,194,196.5,185.1,194.05,194.05,193.45,300,17948,3477675,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,897,901.35,886,890.3,887,888.8,1210,26614,23788756,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,13,13.1,12.25,12.27,12.55,12.89,126,46375,577718,,INE432A01017,,,
500010,HDFC        ,A ,Q,1543.15,1587,1543.15,1582.95,1582.95,1537.05,5236,935568,1472331365,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,30.8,32,29.7,31,31,30,284,87785,2722848,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,25,26.7,25,26.15,26.15,25.25,406,645268,16500224,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,3.29,3.9,3.13,3.69,3.69,3.36,41,44630,161534,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,86.55,86.95,85.2,85.9,85.9,86.4,1550,363883,31313454,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,133.1,135.55,133.1,135.35,135.5,136.9,6,365,49253,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.76,8,7.63,7.67,7.67,7.84,228,264369,2060485,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2420,2444.4,2377,2416.7,2423.15,2429.85,196,937,2255898,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.51,7.04,6.38,7.04,7.04,6.71,68,18304,123466,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58.2,58.85,57.15,57.9,58.25,58.9,46,7451,432416,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,351.5,360,350,352.5,352,351.5,1010,59976,21310449,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.65,16.85,16.1,16.2,16.35,16.65,1291,1385967,22734393,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4699,4709.5,4606,4624.5,4624.5,4661.5,4230,45923,213437050,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1279,1284.95,1259.2,1269.7,1265.1,1275.85,2725,60499,76989681,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,162.1,165.5,161.25,162.75,162.75,162.1,1403,109326,17879891,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,229.35,233.55,229,231.6,231.6,228.9,379,24852,5741609,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1129.05,1129.05,1090.25,1111.4,1111.4,1129.9,1951,71001,78649996,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2002.25,2002.25,1945,1951.75,1945,1997.55,21,74,146411,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1308.45,1313.55,1293.5,1307,1302,1309.3,98,614,799149,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,583,589,580.2,584.6,583.3,582.85,906,25203,14746387,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1410,1410,1383,1389.55,1389,1405.9,1052,18641,25992994,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,182.8,184.45,181.35,183.2,183.2,182.75,3766,211192,38618314,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,39.55,39.7,38,38.3,38.3,39.25,1274,455209,17506157,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,73.95,74.7,72.7,72.9,72.9,72.6,873,123780,9104377,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.4,2.52,2.34,2.49,2.49,2.46,22,12572,29554,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,87.2,88.5,85.25,85.85,85.5,85.95,138,10963,950890,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,45,45.2,43.6,44.25,44.25,44.8,109,15692,694767,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,694,701.85,665.2,674.55,674.55,694.85,616,8091,5575457,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5050,5098,5000,5009.25,5009.25,5069.45,33,194,975532,,INE131C01011,,,
