SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1550,1573.9,1526.55,1563.75,1561,1546.15,1488,15725,24422535,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,187.1,198.5,187.1,195.3,194.3,192,1027,124903,24431244,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,930,937.95,926,930.3,926,926.2,1406,47428,44269872,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,11.76,11.76,11.25,11.26,11.65,11.22,45,19893,224418,,INE432A01017,,,
500010,HDFC        ,A ,Q,1550,1570,1550,1558.65,1555.95,1548.85,610,20306,31684663,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,29.15,29.2,27.7,28.1,28.1,28.4,252,80847,2272635,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,30.5,31,29.9,30.35,30.35,30.1,699,240187,7328762,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,3.97,4.05,3.83,3.84,3.84,3.98,21,3290,12939,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,83,83.7,81.8,82.25,82.25,82.95,1788,367788,30427465,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,140.6,140.6,140.6,140.6,140.6,141,2,19,2671,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.15,7.21,6.9,6.95,6.95,7.13,180,135963,954564,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2501.75,2562.95,2492.05,2550.85,2562.95,2511.05,398,3183,8063039,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.7,7.35,6.7,7.3,7.35,7,49,29547,209967,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58.6,58.6,57.65,57.7,57.65,58.25,9,1700,99110,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,352.7,352.7,338,340.3,340.3,350.6,603,29530,10153682,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.7,16.9,16.4,16.45,16.45,16.7,406,430415,7170555,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4527.9,4590,4511,4522.15,4522.15,4489.95,2783,28955,131427433,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1322,1347.75,1319.05,1332.7,1332.7,1315.45,2122,217053,289773230,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,165.4,167.3,164.55,165.2,165.2,164.45,1257,165482,27437674,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,230,248,230,246.7,246.7,228.5,1253,111552,27060159,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1163.75,1203,1154.25,1194.3,1194.3,1164.15,2646,90927,107755293,,INE055A01016,,,
500042,BASF INDIA  ,B ,Q,1330.5,1350,1320,1329.25,1329.25,1319.85,279,1302,1744422,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,572,578,560,575.15,572.55,568.05,1227,43571,24814656,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1365.55,1382.95,1357.75,1362.9,1360,1360.7,514,9249,12674348,,INE258A01016,,,
