Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,14022023,736369757,0002173"
"Trade Date <14-FEB-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,500,500,100.00"
"20,2,182D100823,TB,1200,1200,100.00"
"20,3,20MICRONS,EQ,68154,40006,58.70"
"20,4,21STCENMGM,EQ,1781,1781,100.00"
"20,5,360ONE,EQ,20161,10837,53.75"
"20,6,364D070923,TB,10000,10000,100.00"
"20,7,364D080224,TB,1100,1000,90.91"
"20,8,3IINFOLTD,EQ,276306,179312,64.90"
"20,9,3MINDIA,EQ,3087,1675,54.26"
"20,10,3PLAND,EQ,45838,39316,85.77"
"20,11,515GS2025,GS,7800,7800,100.00"
"20,12,563GS2026,GS,26000,26000,100.00"
"20,13,574GS2026,GS,300,300,100.00"
"20,14,5PAISA,EQ,19102,10450,54.71"
"20,15,63MOONS,EQ,742375,220245,29.67"
"20,16,654GS2032,GS,100,100,100.00"
"20,17,667GS2035,GS,327,327,100.00"
"20,18,667GS2050,GS,2256,2131,94.46"
"20,19,669GS2024,GS,300,300,100.00"
"20,20,676GS2061,GS,94,94,100.00"
"20,21,689GS2025,GS,100,100,100.00"
"20,22,695GS2061,GS,2000,2000,100.00"
"20,23,699GS2051,GS,1,1,100.00"
"20,24,710GS2029,GS,42000,41000,97.62"
"20,25,716GS2050,GS,101,101,100.00"
"20,26,726GS2032,GS,2000,2000,100.00"
"20,27,726GS2033,GS,20,20,100.00"
"20,28,732GS2024,GS,3419,3419,100.00"
"20,29,736GS2052,GS,13125,13125,100.00"
"20,30,738GS2027,GS,28899,28889,99.97"
"20,31,741GS2036,GS,11955,11565,96.74"
"20,32,74GS2062,GS,501,501,100.00"
"20,33,754GS2036,GS,231424,230124,99.44"
"20,34,768GS2023,GS,1,1,100.00"
"20,35,795GS2032,GS,2,0,0.00"
"20,36,817GS2044,GS,44,44,100.00"
"20,37,82GS2025,GS,2,0,0.00"
"20,38,883GS2041,GS,3400,3400,100.00"
"20,39,91D020323,TB,3100,3100,100.00"
"20,40,91D060423,TB,100,100,100.00"
"20,41,91D130423,TB,400,400,100.00"
"20,42,91D160223,TB,800,800,100.00"
"20,43,91D230223,TB,1000,1000,100.00"
"20,44,91D300323,TB,200,200,100.00"
"20,45,A2ZINFRA,EQ,277643,159462,57.43"
"20,46,AAATECH,EQ,8329,6737,80.89"
"20,47,AAKASH,EQ,1924311,1537373,79.89"
"20,48,AAREYDRUGS,EQ,25352,19884,78.43"
"20,49,AARON,EQ,2609,1685,64.58"
"20,50,AARTIDRUGS,EQ,41618,18281,43.93"
"20,51,AARTIIND,EQ,909712,252786,27.79"
"20,52,AARTIPHARM,EQ,260690,185241,71.06"
"20,53,AARTISURF,EQ,18328,7908,43.15"
"20,54,AARVEEDEN,EQ,4804,3520,73.27"
"20,55,AARVI,EQ,16074,10363,64.47"
"20,56,AAVAS,EQ,332391,275371,82.85"
"20,57,ABAN,EQ,49344,25556,51.79"
"20,58,ABB,EQ,613928,138678,22.59"
"20,59,ABBOTINDIA,EQ,9753,1708,17.51"
"20,60,ABCAPITAL,EQ,1071794,304302,28.39"
"20,61,ABFRL,EQ,3700884,932515,25.20"
"20,62,ABSLAMC,EQ,22407,14139,63.10"
"20,63,ABSLBANETF,EQ,14707,8901,60.52"
"20,64,ABSLNN50ET,EQ,15578,5669,36.39"
"20,65,ACC,EQ,1159351,171567,14.80"
"20,66,ACCELYA,EQ,38711,18474,47.72"
"20,67,ACCURACY,EQ,39561,26186,66.19"
"20,68,ACE,EQ,651992,187211,28.71"
"20,69,ACEINTEG,EQ,28071,7969,28.39"
"20,70,ACI,EQ,815168,340018,41.71"
"20,71,ADANIENT,EQ,14579030,1408998,9.66"
"20,72,ADANIGREEN,EQ,206263,206181,99.96"
"20,73,ADANIPORTS,EQ,17976429,3011362,16.75"
"20,74,ADANIPOWER,EQ,940729,940729,100.00"
"20,75,ADANITRANS,EQ,47784,47784,100.00"
"20,76,ADFFOODS,EQ,4887,2555,52.28"
"20,77,ADORWELD,EQ,11935,9522,79.78"
"20,78,ADROITINFO,EQ,35230,32987,93.63"
"20,79,ADSL,EQ,156655,88029,56.19"
"20,80,ADVANIHOTR,EQ,27859,16783,60.24"
"20,81,ADVENZYMES,EQ,27884,17393,62.38"
"20,82,AEGISCHEM,EQ,1141871,409739,35.88"
"20,83,AETHER,EQ,44285,24448,55.21"
"20,84,AFFLE,EQ,107349,72396,67.44"
"20,85,AGARIND,EQ,66064,30299,45.86"
"20,86,AGI,EQ,187368,65434,34.92"
"20,87,AGRITECH,EQ,35497,16954,47.76"
"20,88,AGROPHOS,EQ,39826,20747,52.09"
"20,89,AGSTRA,EQ,177947,92410,51.93"
"20,90,AHL,EQ,24676,11089,44.94"
"20,91,AHLADA,EQ,5325,3149,59.14"
"20,92,AHLEAST,EQ,13861,8819,63.62"
"20,93,AHLUCONT,EQ,7819,4750,60.75"
"20,94,AIAENG,EQ,57647,28037,48.64"
"20,95,AILIMITED,SM,9000,6000,66.67"
"20,96,AIRAN,EQ,103961,70318,67.64"
"20,97,AIROLAM,EQ,5428,3219,59.30"
"20,98,AIRTELPP,E1,85225,53347,62.60"
"20,99,AISL,SM,1200,1200,100.00"
"20,100,AJANTPHARM,EQ,13225,8444,63.85"
"20,101,AJMERA,EQ,71600,16530,23.09"
"20,102,AJOONI,EQ,814814,659550,80.94"
"20,103,AKASH,EQ,43948,27686,63.00"
"20,104,AKG,EQ,142031,106519,75.00"
"20,105,AKSHARCHEM,EQ,14301,8002,55.95"
"20,106,AKSHOPTFBR,EQ,222014,155101,69.86"
"20,107,AKZOINDIA,EQ,22573,10804,47.86"
"20,108,ALANKIT,EQ,367392,290064,78.95"
"20,109,ALBERTDAVD,EQ,2317,1475,63.66"
"20,110,ALEMBICLTD,EQ,130089,41991,32.28"
"20,111,ALICON,EQ,7315,4142,56.62"
"20,112,ALKEM,EQ,65432,27679,42.30"
"20,113,ALKYLAMINE,EQ,24728,13871,56.09"
"20,114,ALLCARGO,EQ,6256114,1793883,28.67"
"20,115,ALLETEC,SM,131200,112000,85.37"
"20,116,ALLSEC,EQ,7259,4406,60.70"
"20,117,ALMONDZ,EQ,319148,93033,29.15"
"20,118,ALPA,EQ,93628,46226,49.37"
"20,119,ALPHAGEO,EQ,17643,11826,67.03"
"20,120,ALPSINDUS,EQ,5628,5628,100.00"
"20,121,AMARAJABAT,EQ,257921,80813,31.33"
"20,122,AMBER,EQ,18194,10461,57.50"
"20,123,AMBICAAGAR,EQ,4537,2852,62.86"
"20,124,AMBIKCO,EQ,6541,4741,72.48"
"20,125,AMBUJACEM,EQ,29650470,8153043,27.50"
"20,126,AMDIND,EQ,21164,13847,65.43"
"20,127,AMEYA,SM,8000,8000,100.00"
"20,128,AMIABLE,SM,1600,1600,100.00"
"20,129,AMIORG,EQ,56142,32843,58.50"
"20,130,AMJLAND,EQ,17900,13183,73.65"
"20,131,AMRUTANJAN,EQ,64039,18245,28.49"
"20,132,ANANDRATHI,EQ,44588,25333,56.82"
"20,133,ANANTRAJ,EQ,1159716,504602,43.51"
"20,134,ANDHRAPAP,EQ,164055,25982,15.84"
"20,135,ANDHRSUGAR,EQ,85127,46430,54.54"
"20,136,ANDREWYU,EQ,223370,146219,65.46"
