Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,23062023,936085835,0002188"
"Trade Date <23-JUN-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D060723,TB,600,600,100.00"
"20,2,182D091123,TB,3000,3000,100.00"
"20,3,182D121023,TB,300,300,100.00"
"20,4,182D140923,TB,300,300,100.00"
"20,5,182D220923,TB,2500,2500,100.00"
"20,6,182D261023,TB,300,300,100.00"
"20,7,182D290923,TB,300,300,100.00"
"20,8,21STCENMGM,EQ,6158,6158,100.00"
"20,9,360ONE,EQ,491203,198753,40.46"
"20,10,364D030823,TB,2000,2000,100.00"
"20,11,364D060624,TB,100,100,100.00"
"20,12,364D070923,TB,600,600,100.00"
"20,13,364D080224,TB,4000,4000,100.00"
"20,14,364D121023,TB,5400,5400,100.00"
"20,15,364D130624,TB,2000,2000,100.00"
"20,16,364D140324,TB,500,500,100.00"
"20,17,364D170823,TB,6000,5000,83.33"
"20,18,364D200624,TB,50000,50000,100.00"
"20,19,364D290324,TB,100,100,100.00"
"20,20,3IINFOLTD,EQ,453466,263076,58.01"
"20,21,3MINDIA,EQ,3532,1091,30.89"
"20,22,515GS2025,GS,1,1,100.00"
"20,23,563GS2026,GS,130,125,96.15"
"20,24,5PAISA,EQ,32185,16136,50.14"
"20,25,610GS2031,GS,100,100,100.00"
"20,26,618GS2024,GS,99,99,100.00"
"20,27,622GS2035,GS,1,1,100.00"
"20,28,63MOONS,EQ,2908855,876824,30.14"
"20,29,654GS2032,GS,4650,4650,100.00"
"20,30,667GS2035,GS,5451,5451,100.00"
"20,31,667GS2050,GS,2103,2103,100.00"
"20,32,669GS2024,GS,455,455,100.00"
"20,33,689GS2025,GS,200,200,100.00"
"20,34,68GS2060,GS,3142,3142,100.00"
"20,35,695GS2061,GS,499,499,100.00"
"20,36,699GS2026,GS,100,100,100.00"
"20,37,699GS2051,GS,4,4,100.00"
