Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,28082023,1528172712,0002128"
"Trade Date <28-AUG-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D091123,TB,15000,15000,100.00"
"20,2,182D290923,TB,100,100,100.00"
"20,3,182D291223,TB,1000,1000,100.00"
"20,4,182D310823,TB,200,200,100.00"
"20,5,21STCENMGM,EQ,7521,6193,82.34"
"20,6,360ONE,EQ,171738,145226,84.56"
"20,7,364D040424,TB,3000,3000,100.00"
"20,8,364D070923,TB,100,100,100.00"
"20,9,364D110424,TB,500,500,100.00"
"20,10,364D161123,TB,100,100,100.00"
"20,11,3IINFOLTD,EQ,908581,495456,54.53"
"20,12,3MINDIA,EQ,2553,1419,55.58"
"20,13,563GS2026,GS,11,11,100.00"
"20,14,574GS2026,GS,5,5,100.00"
"20,15,5PAISA,EQ,48036,22712,47.28"
"20,16,610GS2031,GS,1,1,100.00"
"20,17,63MOONS,EQ,1430290,603952,42.23"
"20,18,664GS2035,GS,1,1,100.00"
"20,19,667GS2035,GS,5,5,100.00"
"20,20,667GS2050,GS,1235,1001,81.05"
"20,21,669GS2024,GS,1758,1752,99.66"
"20,22,689GS2025,GS,2,1,50.00"
"20,23,68GS2060,GS,23106,23105,100.00"
"20,24,695GS2061,GS,2,1,50.00"
"20,25,699GS2051,GS,782,782,100.00"
"20,26,706GS2028,GS,2200,2200,100.00"
"20,27,710GS2029,GS,1400,1400,100.00"
"20,28,718GS2033,GS,15200,15200,100.00"
"20,29,718GS2037,GS,5,5,100.00"
"20,30,725GS2063,GS,1100,800,72.73"
"20,31,726GS2032,GS,51006,51006,100.00"
"20,32,726GS2033,GS,5506,5506,100.00"
"20,33,727GS2026,GS,2000,2000,100.00"
"20,34,736GS2052,GS,618,618,100.00"
"20,35,738GS2027,GS,352533,347944,98.70"
"20,36,73GS2053,GS,10300,10300,100.00"
"20,37,741GS2036,GS,204,203,99.51"
"20,38,74GS2062,GS,6,6,100.00"
"20,39,754GS2036,GS,289049,236052,81.67"
"20,40,795GS2032,GS,2706,2706,100.00"
"20,41,824GS2027,GS,500,500,100.00"
"20,42,897GS2030,GS,2095,2095,100.00"
"20,43,91D051023,TB,700,700,100.00"
"20,44,91D070923,TB,10200,10200,100.00"
"20,45,91D121023,TB,200,100,50.00"
"20,46,91D171123,TB,100,100,100.00"
"20,47,91D210923,TB,500,500,100.00"
"20,48,91D261023,TB,100,100,100.00"
"20,49,92GS2030,GS,1,1,100.00"
"20,50,A2ZINFRA,EQ,490390,327453,66.77"
"20,51,AAATECH,EQ,26867,21518,80.09"
"20,52,AARTIDRUGS,EQ,272999,97128,35.58"
"20,53,AARTIIND,EQ,767502,447112,58.26"
"20,54,AARTIPHARM,EQ,365144,233394,63.92"
"20,55,AARTIPP,E1,8,8,100.00"
"20,56,AARTISURF,EQ,7233,5344,73.88"
"20,57,AARTISURF,P1,167,167,100.00"
"20,58,AARVEEDEN,EQ,58836,36791,62.53"
"20,59,AARVI,EQ,15977,12080,75.61"
"20,60,AATMAJ,SM,110000,90000,81.82"
"20,61,AAVAS,EQ,130759,88921,68.00"
"20,62,ABAN,EQ,131194,82640,62.99"
"20,63,ABB,EQ,197684,111692,56.50"
"20,64,ABBOTINDIA,EQ,6122,2643,43.17"
"20,65,ABCAPITAL,EQ,7575489,4985644,65.81"
"20,66,ABCOTS,SM,196000,116000,59.18"
"20,67,ABFRL,EQ,1724063,772950,44.83"
"20,68,ABSLAMC,EQ,55450,37271,67.22"
"20,69,ABSLBANETF,EQ,151495,144114,95.13"
"20,70,ABSLLIQUID,EQ,2836,2337,82.40"
"20,71,ABSLNN50ET,EQ,14825,8378,56.51"
"20,72,ACC,EQ,451894,260100,57.56"
"20,73,ACCELYA,EQ,32043,12758,39.82"
"20,74,ACCORD,SM,2000,2000,100.00"
"20,75,ACE,EQ,149426,80541,53.90"
"20,76,ACI,EQ,1343484,385683,28.71"
"20,77,ADANIENSOL,EQ,995290,480607,48.29"
"20,78,ADANIENT,EQ,4457038,1206476,27.07"
"20,79,ADANIGREEN,EQ,650632,277391,42.63"
"20,80,ADANIPORTS,EQ,5067265,1608598,31.74"
"20,81,ADANIPOWER,EQ,14579011,4049549,27.78"
"20,82,ADFFOODS,EQ,72750,32966,45.31"
"20,83,ADORWELD,EQ,12839,7321,57.02"
"20,84,ADSL,EQ,1254563,382158,30.46"
"20,85,ADVANIHOTR,EQ,43221,23741,54.93"
"20,86,ADVENZYMES,EQ,288437,145196,50.34"
"20,87,AEGISCHEM,EQ,145344,94313,64.89"
"20,88,AETHER,EQ,92805,51562,55.56"
"20,89,AFFLE,EQ,156152,80582,51.60"
"20,90,AGARIND,EQ,502339,100610,20.03"
"20,91,AGARWALFT,SM,6000,6000,100.00"
"20,92,AGI,EQ,92628,38415,41.47"
"20,93,AGNI,SM,25000,20000,80.00"
"20,94,AGROPHOS,EQ,64888,29678,45.74"
"20,95,AGSTRA,EQ,399819,224554,56.16"
"20,96,AGUL,SM,238000,168000,70.59"
"20,97,AHL,EQ,45655,22206,48.64"
"20,98,AHLADA,EQ,22249,9906,44.52"
"20,99,AHLEAST,EQ,19983,10706,53.58"
"20,100,AHLUCONT,EQ,27706,11382,41.08"
"20,101,AIAENG,EQ,86066,50411,58.57"
"20,102,AILIMITED,SM,12000,12000,100.00"
"20,103,AIRAN,EQ,1259353,725136,57.58"
"20,104,AIRTELPP,E1,262776,211776,80.59"
"20,105,AISL,SM,2400,2400,100.00"
"20,106,AJANTPHARM,EQ,95015,49084,51.66"
"20,107,AJMERA,EQ,152471,81940,53.74"
"20,108,AKASH,EQ,59336,32397,54.60"
"20,109,AKSHARCHEM,EQ,23682,11977,50.57"
"20,110,AKSHOPTFBR,EQ,330714,210864,63.76"
"20,111,AKZOINDIA,EQ,16720,9208,55.07"
"20,112,ALANKIT,EQ,574739,478805,83.31"
"20,113,ALBERTDAVD,EQ,24709,16463,66.63"
"20,114,ALEMBICLTD,EQ,172619,78313,45.37"
"20,115,ALICON,EQ,14116,7696,54.52"
"20,116,ALKALI,EQ,8407,5939,70.64"
"20,117,ALKEM,EQ,137962,86287,62.54"
"20,118,ALKYLAMINE,EQ,25029,13415,53.60"
"20,119,ALLCARGO,EQ,178667,109968,61.55"
"20,120,ALLETEC,SM,75200,51200,68.09"
"20,121,ALLSEC,EQ,30389,12426,40.89"
"20,122,ALMONDZ,EQ,31618,18751,59.30"
"20,123,ALOKINDS,EQ,15329181,4841821,31.59"
"20,124,ALPA,EQ,338275,179004,52.92"
"20,125,ALPHAGEO,EQ,8983,4783,53.25"
"20,126,AMARAJABAT,EQ,292313,160825,55.02"
"20,127,AMBANIORG,SM,2000,2000,100.00"
"20,128,AMBER,EQ,581513,314397,54.07"
"20,129,AMBIKCO,EQ,10153,6407,63.10"
"20,130,AMBUJACEM,EQ,3347943,1265264,37.79"
"20,131,AMEYA,SM,16000,12000,75.00"
"20,132,AMIABLE,SM,1600,1600,100.00"
"20,133,AMIORG,EQ,89346,38094,42.64"
"20,134,AMJLAND,EQ,36835,28034,76.11"
"20,135,AMRUTANJAN,EQ,18092,10026,55.42"
"20,136,ANANDRATHI,EQ,51601,26958,52.24"
"20,137,ANANTRAJ,EQ,1564293,739985,47.30"
"20,138,ANDHRAPAP,EQ,151703,78214,51.56"
"20,139,ANDHRSUGAR,EQ,532231,290629,54.61"
"20,140,ANDREWYU,EQ,424618,244214,57.51"
"20,141,ANGELONE,EQ,526410,198839,37.77"
"20,142,ANLON,SM,18000,13200,73.33"
"20,143,ANNAPURNA,SM,45000,33000,73.33"
"20,144,ANUP,EQ,26697,20350,76.23"
"20,145,ANURAS,EQ,371237,264555,71.26"
"20,146,APARINDS,EQ,141714,70292,49.60"
"20,147,APCL,EQ,20354,10365,50.92"
"20,148,APCOTEXIND,EQ,31624,15351,48.54"
"20,149,APEX,EQ,91746,50014,54.51"
