Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,28022023,1110759292,0002259"
"Trade Date <28-FEB-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,34163,19038,55.73"
"20,2,21STCENMGM,EQ,9612,8364,87.02"
"20,3,360ONE,EQ,68434,40012,58.47"
"20,4,364D080224,TB,2100,2100,100.00"
"20,5,3IINFOLTD,EQ,578255,346699,59.96"
"20,6,3MINDIA,EQ,11895,7008,58.92"
"20,7,3PLAND,EQ,40744,25928,63.64"
"20,8,563GS2026,GS,25,25,100.00"
"20,9,5PAISA,EQ,10447,5896,56.44"
"20,10,619GS2034,GS,100,100,100.00"
"20,11,63MOONS,EQ,594098,124774,21.00"
"20,12,654GS2032,GS,90,90,100.00"
"20,13,664GS2035,GS,1,1,100.00"
"20,14,667GS2035,GS,522,522,100.00"
"20,15,667GS2050,GS,1281,1280,99.92"
"20,16,669GS2024,GS,1800,1800,100.00"
"20,17,676GS2061,GS,500,500,100.00"
"20,18,699GS2051,GS,1,1,100.00"
"20,19,710GS2029,GS,8094,8094,100.00"
"20,20,726GS2032,GS,8699,8699,100.00"
"20,21,726GS2033,GS,12226,12225,99.99"
"20,22,736GS2052,GS,100,100,100.00"
"20,23,738GS2027,GS,24804,24804,100.00"
"20,24,741GS2036,GS,228,228,100.00"
"20,25,74GS2062,GS,4300,4300,100.00"
"20,26,754GS2036,GS,291391,291391,100.00"
"20,27,768GS2023,GS,1000,1000,100.00"
"20,28,824GS2027,GS,247,247,100.00"
"20,29,883GS2041,GS,44,44,100.00"
"20,30,897GS2030,GS,1000,1000,100.00"
"20,31,91D020323,TB,100,100,100.00"
"20,32,91D060423,TB,100,100,100.00"
"20,33,91D230323,TB,5600,5600,100.00"
"20,34,91D250523,TB,500,500,100.00"
"20,35,91D300323,TB,100,100,100.00"
"20,36,A2ZINFRA,EQ,236490,183799,77.72"
"20,37,AAATECH,EQ,13348,786,5.89"
"20,38,AAKASH,EQ,264959,207363,78.26"
"20,39,AAREYDRUGS,EQ,15490,10905,70.40"
"20,40,AARON,EQ,5643,5643,100.00"
"20,41,AARTIDRUGS,EQ,43042,21922,50.93"
"20,42,AARTIIND,EQ,403280,162595,40.32"
"20,43,AARTIPHARM,EQ,248161,190437,76.74"
"20,44,AARTIPP,E1,110,110,100.00"
"20,45,AARTISURF,EQ,4578,3114,68.02"
"20,46,AARTISURF,P1,94,94,100.00"
"20,47,AARVEEDEN,EQ,9716,6203,63.84"
"20,48,AARVI,EQ,18730,10190,54.40"
"20,49,AAVAS,EQ,142619,101799,71.38"
