SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1121,1192,1121,1179.95,1179.95,1132.65,4217,43827,51333284,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,179.5,179.5,168.65,175.55,175.55,177.9,3815,238491,41150729,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,895.8,895.8,883,886.85,886.85,895.8,1064,14705,13068753,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9,9.3,9,9.23,9.26,9.3,60,20825,190922,,INE432A01017,,,
500010,HDFC        ,A ,Q,1399.55,1410,1389,1405.75,1405.75,1399.55,1229,25707,36032828,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,25,25,24,24.6,24.7,24.05,134,52139,1274654,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,16.85,17.4,16.7,16.85,16.9,16.35,551,143087,2431888,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.63,2.72,2.52,2.63,2.6,2.52,34,16054,42511,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,61.5,61.95,58.55,59,59,60.75,4971,784822,47581399,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,106,108.35,105.05,105.05,105.05,108.4,6,298,31822,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,6.95,7.1,6.81,6.92,6.92,6.81,316,305612,2132855,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2390.9,2432.7,2376.5,2398.75,2380,2399,247,41372,99486084,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.41,6.42,6.24,6.42,6.42,6.12,38,15288,97655,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,53.95,54,53.2,53.4,53.2,54.2,14,834,44733,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1.08,1.18,1.08,1.18,1.18,1.13,4,1055,1139,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,244.9,252,244.25,250,251.5,243.9,473,16834,4202833,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16.5,16.82,15.7,15.96,15.96,16.25,3919,2197914,36085844,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4294,4330,4220,4235.6,4235.6,4283.5,3633,33095,141300846,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1072.9,1075,1054,1060.1,1060.1,1072.1,3064,80998,86187208,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,158.2,160.75,156.65,158.3,158.3,157.7,1548,154466,24544671,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,209.7,209.7,197,199.85,199.85,218.9,1825,92501,18589290,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,904,912.5,888.1,897.45,897.45,900.9,2334,91144,82212922,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2139,2267.75,2130,2216.35,2220,2132.55,145,1055,2340285,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1195,1200,1162,1168.65,1168.65,1190.6,630,4358,5146490,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,514.5,515.6,503.35,504.6,503.35,507.95,1978,65656,33262613,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1245,1284.5,1242.6,1262.9,1262.9,1243.15,3905,85988,108760415,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,1552,1568,1543.65,1562.15,1562.15,1536.25,2569,34192,53279556,,INE263A01016,,,
500052,BHANSALI ENG,B ,Q,23.05,23.65,22.45,22.55,22.55,23.35,1018,312164,7134324,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,58.7,60.5,57.5,57.95,57.95,58.8,1606,175351,10325641,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.9,2.9,2.82,2.82,2.82,2.9,10,4210,11952,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,84,84,81.5,81.95,81.8,84.3,198,9466,783002,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,47,47.5,45.2,45.85,45.85,45.85,84,22023,1027309,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,545,551.8,540,541.95,545,544.45,317,4315,2360186,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4450,4450,4450,4450,4450,4450,2,2,8900,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,41.45,41.5,39.1,41.45,41.5,39.95,11,1597,65964,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,67.9,68.7,66.65,67.1,67.1,67.9,545,78301,5284197,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,724,732.7,720,731.6,732,713.2,51,1446,1052624,,INE959C01015,,,
