Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,21062022,692389188,0002111"
"Trade Date <21-JUN-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,138795,60600,43.66"
"20,2,21STCENMGM,EQ,6356,6356,100.00"
"20,3,3IINFOLTD,EQ,483646,245881,50.84"
"20,4,3MINDIA,EQ,33745,32331,95.81"
"20,5,3PLAND,EQ,8119,3690,45.45"
"20,6,426GS2023,GS,1000,1000,100.00"
"20,7,5PAISA,EQ,27278,7475,27.40"
"20,8,63MOONS,EQ,34096,22132,64.91"
"20,9,654GS2032,GS,354,300,84.75"
"20,10,667GS2050,GS,1965,1955,99.49"
"20,11,676GS2061,GS,74,74,100.00"
"20,12,695GS2061,GS,1,1,100.00"
"20,13,699GS2051,GS,949,949,100.00"
"20,14,772GS2055,GS,30,30,100.00"
"20,15,795GS2032,GS,115,115,100.00"
"20,16,A2ZINFRA,EQ,117486,92585,78.81"
"20,17,AAATECH,SM,6000,6000,100.00"
"20,18,AAKASH,EQ,366111,237209,64.79"
"20,19,AAREYDRUGS,EQ,39149,22300,56.96"
"20,20,AARON,EQ,4745,3070,64.70"
"20,21,AARTIDRUGS,EQ,49386,17868,36.18"
"20,22,AARTIIND,EQ,494166,175026,35.42"
"20,23,AARTISURF,EQ,12300,7118,57.87"
"20,24,AARVEEDEN,EQ,4852,3934,81.08"
"20,25,AARVI,EQ,24708,19211,77.75"
"20,26,AAVAS,EQ,42358,17630,41.62"
"20,27,ABAN,EQ,296174,109849,37.09"
"20,28,ABB,EQ,160680,76121,47.37"
"20,29,ABBOTINDIA,EQ,11288,2957,26.20"
"20,30,ABCAPITAL,EQ,2573951,1013650,39.38"
"20,31,ABFRL,EQ,1102198,209971,19.05"
"20,32,ABSLAMC,EQ,40535,19550,48.23"
"20,33,ABSLBANETF,EQ,8766,7839,89.43"
"20,34,ABSLNN50ET,EQ,1784,1751,98.15"
"20,35,ACC,EQ,290807,136927,47.09"
"20,36,ACCELYA,EQ,2666,1635,61.33"
"20,37,ACCURACY,EQ,147584,68831,46.64"
"20,38,ACE,EQ,117562,53258,45.30"
"20,39,ACEINTEG,SM,4500,4500,100.00"
"20,40,ACRYSIL,EQ,69548,29711,42.72"
"20,41,ADANIENT,EQ,1331500,130221,9.78"
"20,42,ADANIGREEN,EQ,1280817,295759,23.09"
"20,43,ADANIPORTS,EQ,3313116,444588,13.42"
"20,44,ADANIPOWER,EQ,17701689,4101659,23.17"
"20,45,ADANITRANS,EQ,286782,87451,30.49"
"20,46,ADFFOODS,EQ,7057,2678,37.95"
"20,47,ADORWELD,EQ,8856,5038,56.89"
"20,48,ADROITINFO,EQ,8782,8782,100.00"
"20,49,ADSL,EQ,193942,79419,40.95"
"20,50,ADVANIHOTR,EQ,16462,9925,60.29"
"20,51,ADVENZYMES,EQ,60148,32722,54.40"
"20,52,AEGISCHEM,EQ,414683,132693,32.00"
"20,53,AETHER,EQ,116434,58717,50.43"
"20,54,AFFLE,EQ,384342,208419,54.23"
"20,55,AGARIND,EQ,69070,21040,30.46"
"20,56,AGI,EQ,214926,69986,32.56"
"20,57,AGRITECH,EQ,4769,2908,60.98"
"20,58,AGROPHOS,EQ,33978,32057,94.35"
"20,59,AGSTRA,EQ,237521,113525,47.80"
"20,60,AHIMSA,SM,12000,12000,100.00"
"20,61,AHLADA,EQ,7403,4697,63.45"
"20,62,AHLEAST,EQ,2813,2164,76.93"
"20,63,AHLUCONT,EQ,10805,4886,45.22"
"20,64,AIAENG,EQ,15792,7425,47.02"
"20,65,AILIMITED,SM,3000,3000,100.00"
"20,66,AIRAN,EQ,222596,130301,58.54"
"20,67,AIROLAM,EQ,7857,4929,62.73"
"20,68,AIRTELPP,E1,141396,90413,63.94"
"20,69,AJANTPHARM,EQ,269223,205361,76.28"
"20,70,AJMERA,EQ,44674,11848,26.52"
"20,71,AJOONI,EQ,53910,44863,83.22"
"20,72,AJRINFRA,EQ,929756,771482,82.98"
"20,73,AKASH,EQ,60202,26202,43.52"
"20,74,AKG,EQ,14674,10549,71.89"
"20,75,AKSHAR,EQ,51500,31843,61.83"
"20,76,AKSHARCHEM,EQ,7953,4260,53.56"
"20,77,AKSHOPTFBR,EQ,295656,231417,78.27"
"20,78,AKZOINDIA,EQ,2258,1415,62.67"
"20,79,ALANKIT,EQ,131646,96682,73.44"
"20,80,ALBERTDAVD,EQ,2258,1882,83.35"
"20,81,ALEMBICLTD,EQ,115983,70815,61.06"
"20,82,ALICON,EQ,25184,15627,62.05"
"20,83,ALKALI,EQ,4127,2271,55.03"
"20,84,ALKEM,EQ,81557,42030,51.53"
"20,85,ALKYLAMINE,EQ,23709,8927,37.65"
"20,86,ALLCARGO,EQ,343172,157117,45.78"
"20,87,ALLSEC,EQ,1951,1118,57.30"
"20,88,ALMONDZ,EQ,10066,7535,74.86"
"20,89,ALPA,EQ,26469,12025,45.43"
