Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,03122020,1262441477,0001926"
"Trade Date <03-DEC-2020>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,71488,39632,55.44"
"20,2,21STCENMGM,EQ,4017,2817,70.13"
"20,3,3IINFOTECH,EQ,786835,786835,100.00"
"20,4,3MINDIA,EQ,3356,1723,51.34"
"20,5,3PLAND,EQ,7463,7446,99.77"
"20,6,5PAISA,EQ,8576,5896,68.75"
"20,7,63MOONS,EQ,117472,72077,61.36"
"20,8,772GS2049,GS,6,6,100.00"
"20,9,772GS2055,GS,4807,4807,100.00"
"20,10,824GS2027,GS,800,800,100.00"
"20,11,A2ZINFRA,EQ,315741,248715,78.77"
"20,12,AAATECH,SM,21000,21000,100.00"
"20,13,AAKASH,EQ,48911,17009,34.78"
"20,14,AARON,EQ,66462,49283,74.15"
"20,15,AARTIDRUGS,EQ,1524375,560759,36.79"
"20,16,AARTIIND,EQ,301432,197936,65.67"
"20,17,AARTISURF,EQ,154545,89773,58.09"
"20,18,AARVEEDEN,EQ,29255,19804,67.69"
"20,19,AARVI,EQ,9213,6327,68.67"
"20,20,AAVAS,EQ,44153,25792,58.42"
"20,21,ABAN,EQ,147399,78086,52.98"
"20,22,ABB,EQ,295720,81608,27.60"
"20,23,ABBOTINDIA,EQ,7908,5067,64.07"
"20,24,ABCAPITAL,EQ,3567964,1437464,40.29"
"20,25,ABFRL,EQ,1685344,892376,52.95"
"20,26,ABFRLPP,E1,16916,10317,60.99"
"20,27,ABSLBANETF,EQ,374,201,53.74"
"20,28,ABSLNN50ET,EQ,105,100,95.24"
"20,29,ABSLRIF6RG,MF,10000,10000,100.00"
"20,30,ACC,EQ,725291,178238,24.57"
"20,31,ACCELYA,EQ,3957,2839,71.75"
"20,32,ACCURACY,SM,1600,1600,100.00"
"20,33,ACE,EQ,517414,271027,52.38"
"20,34,ADANIENT,EQ,6848649,1377842,20.12"
"20,35,ADANIGAS,EQ,7066691,2667653,37.75"
"20,36,ADANIGREEN,EQ,592144,378089,63.85"
"20,37,ADANIPORTS,EQ,10810399,3437310,31.80"
"20,38,ADANIPOWER,EQ,64633212,17983923,27.82"
"20,39,ADANITRANS,EQ,2475560,793609,32.06"
"20,40,ADFFOODS,EQ,1513340,1494102,98.73"
"20,41,ADHUNIKIND,EQ,200220,113779,56.83"
"20,42,ADORWELD,EQ,60527,38464,63.55"
"20,43,ADSL,EQ,601290,323771,53.85"
"20,44,ADVANIHOTR,EQ,230462,89226,38.72"
"20,45,ADVENZYMES,EQ,133674,67592,50.56"
"20,46,AEGISCHEM,EQ,276624,169402,61.24"
"20,47,AFFLE,EQ,253465,114915,45.34"
"20,48,AGARIND,EQ,15497,9511,61.37"
"20,49,AGRITECH,EQ,7414,5218,70.38"
"20,50,AGROPHOS,EQ,77083,73138,94.88"
"20,51,AHLADA,SM,12000,12000,100.00"
"20,52,AHLEAST,EQ,4823,4137,85.78"
"20,53,AHLUCONT,EQ,97898,31742,32.42"
"20,54,AHLWEST,EQ,2625,1519,57.87"
"20,55,AIAENG,EQ,78022,32282,41.38"
"20,56,AIRAN,EQ,593857,547022,92.11"
"20,57,AIROLAM,SM,3000,3000,100.00"
"20,58,AISL,SM,4800,3600,75.00"
"20,59,AJANTPHARM,EQ,93160,40211,43.16"
"20,60,AJMERA,EQ,397238,145142,36.54"
"20,61,AJOONI,SM,8000,8000,100.00"
"20,62,AKASH,EQ,29250,22488,76.88"
"20,63,AKG,SM,128000,124000,96.88"
"20,64,AKSHARCHEM,EQ,17926,13108,73.12"
"20,65,AKSHOPTFBR,EQ,369628,233244,63.10"
"20,66,AKZOINDIA,EQ,8663,4977,57.45"
"20,67,ALANKIT,EQ,1313664,664182,50.56"
"20,68,ALBERTDAVD,EQ,13030,7032,53.97"
"20,69,ALCHEM,EQ,42559,24349,57.21"
"20,70,ALEMBICLTD,EQ,913701,361981,39.62"
"20,71,ALICON,EQ,19825,11496,57.99"
"20,72,ALKALI,EQ,26179,17468,66.73"
"20,73,ALKEM,EQ,125177,84469,67.48"
"20,74,ALKYLAMINE,EQ,45338,23445,51.71"
"20,75,ALLCARGO,EQ,229015,155203,67.77"
"20,76,ALLSEC,EQ,2726,1559,57.19"
"20,77,ALMONDZ,EQ,11395,8888,78.00"
"20,78,ALOKINDS,EQ,12068273,4959225,41.09"
"20,79,ALPHAGEO,EQ,35341,18982,53.71"
"20,80,ALPSINDUS,EQ,3090,3090,100.00"
"20,81,AMARAJABAT,EQ,708588,122678,17.31"
"20,82,AMBER,EQ,119972,50150,41.80"
"20,83,AMBIKCO,EQ,75146,62142,82.70"
"20,84,AMBUJACEM,EQ,5223075,2339003,44.78"
"20,85,AMDIND,EQ,22592,17177,76.03"
"20,86,AMJLAND,EQ,38553,28019,72.68"
"20,87,AMJUMBO,SM,8000,8000,100.00"
"20,88,AMRUTANJAN,EQ,33584,18119,53.95"
"20,89,ANANTRAJ,EQ,602454,476640,79.12"
"20,90,ANDHRACEMT,EQ,664755,509202,76.60"
"20,91,ANDHRAPAP,EQ,89098,57853,64.93"
"20,92,ANDHRSUGAR,EQ,54889,30170,54.97"
"20,93,ANGELBRKG,EQ,119037,84538,71.02"
"20,94,ANIKINDS,EQ,93365,54015,57.85"
"20,95,ANKITMETAL,EQ,58401,49355,84.51"
"20,96,ANSALAPI,EQ,38755,38755,100.00"
"20,97,ANSALHSG,EQ,150429,104942,69.76"
"20,98,ANUP,EQ,19037,12423,65.26"
"20,99,APARINDS,EQ,53348,33146,62.13"
