Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,31072023,1536500389,0002166"
"Trade Date <31-JUL-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D110124,TB,10000,10000,100.00"
"20,2,182D121023,TB,1300,1300,100.00"
"20,3,182D191023,TB,500,500,100.00"
"20,4,182D220923,TB,100,100,100.00"
"20,5,21STCENMGM,EQ,1537,1537,100.00"
"20,6,360ONE,EQ,140811,88629,62.94"
"20,7,364D030823,TB,100,100,100.00"
"20,8,364D060624,TB,5600,5600,100.00"
"20,9,364D110424,TB,2300,2300,100.00"
"20,10,364D130624,TB,900,900,100.00"
"20,11,364D161123,TB,1900,1900,100.00"
"20,12,364D170823,TB,1100,1100,100.00"
"20,13,364D211223,TB,200,200,100.00"
"20,14,364D220224,TB,2000,2000,100.00"
"20,15,364D280624,TB,1000,1000,100.00"
"20,16,364D300524,TB,200,200,100.00"
"20,17,3IINFOLTD,EQ,2803615,724724,25.85"
"20,18,3MINDIA,EQ,5342,2436,45.60"
"20,19,456GS2023,GS,114,84,73.68"
"20,20,515GS2025,GS,4,1,25.00"
"20,21,563GS2026,GS,1100,1100,100.00"
"20,22,574GS2026,GS,499,499,100.00"
"20,23,5PAISA,EQ,135214,53422,39.51"
"20,24,618GS2024,GS,23,23,100.00"
"20,25,619GS2034,GS,500,500,100.00"
"20,26,63MOONS,EQ,115856,65368,56.42"
"20,27,645GS2029,GS,10,10,100.00"
"20,28,654GS2032,GS,6007,6007,100.00"
"20,29,667GS2035,GS,200,100,50.00"
"20,30,667GS2050,GS,528,528,100.00"
"20,31,669GS2024,GS,22,22,100.00"
"20,32,689GS2025,GS,90,90,100.00"
"20,33,68GS2060,GS,511,511,100.00"
"20,34,695GS2061,GS,5,5,100.00"
"20,35,699GS2026,GS,1601,1601,100.00"
"20,36,699GS2051,GS,1009,1005,99.60"
"20,37,706GS2028,GS,2,2,100.00"
"20,38,710GS2029,GS,11115,11115,100.00"
"20,39,716GS2050,GS,501,501,100.00"
"20,40,717GS2030,GS,108,108,100.00"
"20,41,718GS2037,GS,8479,8479,100.00"
"20,42,725GS2063,GS,28120,28120,100.00"
"20,43,726GS2032,GS,2,2,100.00"
"20,44,726GS2033,GS,26867,23860,88.81"
"20,45,727GS2026,GS,100,100,100.00"
"20,46,732GS2024,GS,2,1,50.00"
"20,47,736GS2052,GS,15,13,86.67"
"20,48,738GS2027,GS,128053,127653,99.69"
"20,49,73GS2053,GS,915,915,100.00"
"20,50,741GS2036,GS,31508,31507,100.00"
"20,51,74GS2062,GS,4080,4079,99.98"
"20,52,754GS2036,GS,933016,914309,97.99"
"20,53,757GS2033,GS,390,390,100.00"
"20,54,759GS2026,GS,262,262,100.00"
"20,55,91D100823,TB,5000,5000,100.00"
"20,56,91D170823,TB,5100,5100,100.00"
"20,57,91D210923,TB,1100,1100,100.00"
"20,58,AAATECH,EQ,11830,7666,64.80"
"20,59,AAREYDRUGS,EQ,1107776,467796,42.23"
"20,60,AARTECH,EQ,6058,3002,49.55"
"20,61,AARTIDRUGS,EQ,559400,219182,39.18"
"20,62,AARTIIND,EQ,1024640,493111,48.13"
"20,63,AARTIPHARM,EQ,250201,176604,70.58"
"20,64,AARTIPP,E1,20,17,85.00"
"20,65,AARTISURF,EQ,10212,6468,63.34"
"20,66,AARVEEDEN,EQ,51163,32688,63.89"
"20,67,AARVI,EQ,11095,7608,68.57"
"20,68,AATMAJ,SM,80000,78000,97.50"
"20,69,AAVAS,EQ,489114,275690,56.37"
"20,70,ABAN,EQ,408703,221743,54.26"
"20,71,ABB,EQ,254120,109173,42.96"
"20,72,ABBOTINDIA,EQ,7074,2434,34.41"
"20,73,ABCAPITAL,EQ,2410836,998800,41.43"
"20,74,ABFRL,EQ,3490839,1562652,44.76"
"20,75,ABINFRA,SM,12000,12000,100.00"
"20,76,ABSLAMC,EQ,88668,52754,59.50"
"20,77,ABSLBANETF,EQ,3977240,3968290,99.77"
"20,78,ABSLLIQUID,EQ,1002,1002,100.00"
"20,79,ABSLNN50ET,EQ,2602,2330,89.55"
"20,80,ACC,EQ,1323856,427147,32.27"
"20,81,ACCELYA,EQ,32249,18101,56.13"
"20,82,ACCORD,SM,2000,2000,100.00"
"20,83,ACE,EQ,665318,365480,54.93"
"20,84,ACI,EQ,611663,536924,87.78"
"20,85,ACL,EQ,78385,48474,61.84"
"20,86,ADANIENT,EQ,3359974,1007144,29.97"
"20,87,ADANIGREEN,EQ,3152824,1435922,45.54"
"20,88,ADANIPORTS,EQ,5854918,2368698,40.46"
"20,89,ADANIPOWER,EQ,15925979,6224863,39.09"
"20,90,ADANITRANS,EQ,1646282,749824,45.55"
"20,91,ADFFOODS,EQ,17587,9519,54.13"
"20,92,ADORWELD,EQ,25779,11877,46.07"
"20,93,ADSL,EQ,990255,505373,51.03"
"20,94,ADVANIHOTR,EQ,72175,39869,55.24"
"20,95,ADVENZYMES,EQ,326891,129622,39.65"
"20,96,AEGISCHEM,EQ,870016,431821,49.63"
"20,97,AETHER,EQ,61987,31268,50.44"
"20,98,AFFLE,EQ,185779,86876,46.76"
"20,99,AGARIND,EQ,76726,39676,51.71"
"20,100,AGARWALFT,SM,3000,3000,100.00"
"20,101,AGI,EQ,509386,397489,78.03"
"20,102,AGNI,SM,25000,15000,60.00"
"20,103,AGRITECH,EQ,64412,27329,42.43"
"20,104,AGROPHOS,EQ,61320,42323,69.02"
"20,105,AGSTRA,EQ,383563,245868,64.10"
"20,106,AGUL,SM,20000,14000,70.00"
"20,107,AHL,EQ,77545,36086,46.54"
"20,108,AHLADA,EQ,7065,5042,71.37"
"20,109,AHLEAST,EQ,1970,1843,93.55"
"20,110,AHLUCONT,EQ,125317,64414,51.40"
"20,111,AIAENG,EQ,111334,66516,59.74"
"20,112,AILIMITED,SM,12000,12000,100.00"
"20,113,AIRAN,EQ,277090,175298,63.26"
"20,114,AIROLAM,EQ,16391,11613,70.85"
"20,115,AIRTELPP,E1,28279,16135,57.06"
"20,116,AJANTPHARM,EQ,1206161,390572,32.38"
"20,117,AJMERA,EQ,79848,37950,47.53"
"20,118,AKSHARCHEM,EQ,8799,6436,73.14"
"20,119,AKSHOPTFBR,EQ,484986,292579,60.33"
"20,120,AKZOINDIA,EQ,45639,35752,78.34"
"20,121,ALBERTDAVD,EQ,32599,20995,64.40"
"20,122,ALEMBICLTD,EQ,1286197,622358,48.39"
"20,123,ALICON,EQ,46788,23315,49.83"
"20,124,ALKEM,EQ,89261,52875,59.24"
"20,125,ALKYLAMINE,EQ,35054,18905,53.93"
"20,126,ALLCARGO,EQ,571539,293887,51.42"
"20,127,ALLETEC,SM,9600,9600,100.00"
"20,128,ALLSEC,EQ,37945,14371,37.87"
"20,129,ALMONDZ,EQ,68336,47025,68.81"
"20,130,ALOKINDS,EQ,10250914,4684499,45.70"
"20,131,ALPA,EQ,64583,41517,64.28"
"20,132,ALPHAGEO,EQ,41304,20065,48.58"
"20,133,AMARAJABAT,EQ,932957,591090,63.36"
"20,134,AMBANIORG,SM,2000,2000,100.00"
"20,135,AMBER,EQ,150820,73961,49.04"
"20,136,AMBIKCO,EQ,11252,6340,56.35"
"20,137,AMBUJACEM,EQ,5162855,2625886,50.86"
"20,138,AMIABLE,SM,1600,1600,100.00"
"20,139,AMIORG,EQ,58572,29663,50.64"
"20,140,AMJLAND,EQ,37286,21011,56.35"
"20,141,AMRUTANJAN,EQ,63967,33014,51.61"
"20,142,ANANDRATHI,EQ,177951,133836,75.21"
"20,143,ANANTRAJ,EQ,893838,489481,54.76"
"20,144,ANDHRAPAP,EQ,100578,60742,60.39"
"20,145,ANDHRSUGAR,EQ,210452,111431,52.95"
"20,146,ANDREWYU,EQ,1013078,493317,48.69"
"20,147,ANGELONE,EQ,454373,271001,59.64"
"20,148,ANIKINDS,EQ,54801,33541,61.21"
"20,149,ANLON,SM,91200,51600,56.58"
"20,150,ANNAPURNA,SM,25000,21000,84.00"
"20,151,ANTGRAPHIC,EQ,368159,355449,96.55"
"20,152,ANUP,EQ,164685,67373,40.91"
"20,153,ANURAS,EQ,53584,26698,49.82"
"20,154,APARINDS,EQ,152236,85863,56.40"
"20,155,APCL,EQ,23468,13173,56.13"
"20,156,APCOTEXIND,EQ,95115,49243,51.77"
"20,157,APEX,EQ,69125,35196,50.92"
"20,158,APLAPOLLO,EQ,1123100,589500,52.49"
"20,159,APLLTD,EQ,320823,128740,40.13"
"20,160,APOLLO,EQ,1211575,900554,74.33"
"20,161,APOLLOHOSP,EQ,689230,318337,46.19"
"20,162,APOLLOPIPE,EQ,66367,43431,65.44"
"20,163,APOLLOTYRE,EQ,2241780,1049657,46.82"
"20,164,APTECHT,EQ,918798,304007,33.09"
"20,165,APTUS,EQ,635840,381167,59.95"
"20,166,ARHAM,SM,9000,9000,100.00"
"20,167,ARIES,EQ,172726,86687,50.19"
"20,168,ARIHANTACA,SM,48000,44800,93.33"
