Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,24052023,974486727,0002279"
"Trade Date <24-MAY-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,1018GS2026,GS,1,1,100.00"
"20,2,182D220923,TB,500,500,100.00"
"20,3,182D240823,TB,500,500,100.00"
"20,4,20MICRONS,EQ,910681,318903,35.02"
"20,5,21STCENMGM,EQ,1839,1839,100.00"
"20,6,360ONE,EQ,892116,809392,90.73"
"20,7,364D130723,TB,300,300,100.00"
"20,8,364D180424,TB,300,300,100.00"
"20,9,364D220623,TB,1000,1000,100.00"
"20,10,364D231123,TB,6500,6500,100.00"
"20,11,3IINFOLTD,EQ,310140,182421,58.82"
"20,12,3MINDIA,EQ,1337,653,48.84"
"20,13,3PLAND,EQ,12940,9433,72.90"
"20,14,574GS2026,GS,300,300,100.00"
"20,15,5PAISA,EQ,17912,12899,72.01"
"20,16,622GS2035,GS,1000,1000,100.00"
"20,17,63MOONS,EQ,149383,63290,42.37"
"20,18,667GS2035,GS,394,197,50.00"
"20,19,667GS2050,GS,268,268,100.00"
"20,20,669GS2024,GS,1200,1200,100.00"
"20,21,676GS2061,GS,867,867,100.00"
"20,22,689GS2025,GS,500,500,100.00"
"20,23,699GS2026,GS,100,100,100.00"
"20,24,699GS2051,GS,500,500,100.00"
"20,25,706GS2028,GS,100,100,100.00"
"20,26,710GS2029,GS,12350,12350,100.00"
"20,27,717GS2030,GS,11401,11401,100.00"
"20,28,719GS2060,GS,4,4,100.00"
"20,29,726GS2032,GS,14816,13708,92.52"
"20,30,726GS2033,GS,200,200,100.00"
"20,31,736GS2052,GS,519,519,100.00"
"20,32,738GS2027,GS,79235,79235,100.00"
"20,33,741GS2036,GS,1101,1100,99.91"
"20,34,74GS2035,GS,5,5,100.00"
"20,35,74GS2062,GS,400,300,75.00"
"20,36,754GS2036,GS,392774,360635,91.82"
"20,37,795GS2032,GS,1125,1125,100.00"
"20,38,824GS2033,GS,1,1,100.00"
"20,39,883GS2041,GS,10000,10000,100.00"
"20,40,915GS2024,GS,700,700,100.00"
"20,41,91D080623,TB,1000,1000,100.00"
"20,42,91D100823,TB,100,100,100.00"
"20,43,91D130723,TB,200,200,100.00"
"20,44,91D150623,TB,1000,1000,100.00"
"20,45,91D170823,TB,200,200,100.00"
"20,46,92GS2030,GS,40815,40815,100.00"
"20,47,A2ZINFRA,EQ,81019,57364,70.80"
"20,48,AAATECH,EQ,4801,3928,81.82"
"20,49,AAKASH,EQ,202081,125146,61.93"
"20,50,AAREYDRUGS,EQ,16423,11178,68.06"
"20,51,AARON,EQ,10895,5853,53.72"
"20,52,AARTIDRUGS,EQ,95447,32511,34.06"
"20,53,AARTIIND,EQ,1464657,484024,33.05"
