SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1410.05,1452.7,1400.15,1423.6,1423.6,1417.85,1200,13491,19239121,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,210,211.5,205.15,209.7,209.7,209.65,1306,56417,11684926,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,877,880.35,865.5,873.8,873.8,874.2,831,15940,13938770,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.6,10.4,9.25,9.94,9.94,9.69,92,21953,215929,,INE432A01017,,,
500010,HDFC        ,A ,Q,1606,1612.1,1591.05,1597.6,1604.4,1606.1,1268,100763,161064901,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,27.3,27.3,26.4,26.7,26.85,27.85,147,31154,836348,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,23.75,24.7,23.75,24.7,24.7,23.55,173,131027,3187013,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,3.92,4.11,3.75,3.9,3.9,3.92,34,20328,78234,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,77.75,82.2,76.15,81.3,81.3,77.65,3886,803209,64000825,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,137,142.5,136.2,136.2,136.2,134,5,485,66795,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,5.98,6.34,5.97,6.07,6.07,5.94,306,261941,1599903,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2482,2482,2437.65,2447.05,2448,2470.35,77,3361,8226230,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,10.21,10.21,10.21,10.21,10.21,9.73,50,45547,465034,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,58,59.1,57.9,58.6,58.6,57.6,6,395,23012,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,358.6,367,356.2,358.3,358.3,357.75,1614,60721,22063875,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,16,16,15.6,15.7,15.7,15.85,360,241304,3800999,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4340,4340,4255.55,4279.6,4279.6,4303.1,1753,16315,70032438,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1335.65,1359.5,1335.65,1343.5,1347.8,1335.65,1890,40014,53919264,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,150.5,151.25,149.05,149.55,149.55,150.5,437,67635,10141778,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,223,227,221.3,223.75,223.75,221,492,28631,6424106,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1064.1,1080,1062,1071.8,1071.8,1066.45,1189,41987,44950821,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1850,1850,1810,1818.65,1847,1816,15,102,187345,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1368,1368,1344.95,1358.45,1351,1358.4,122,401,542676,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,544,551.95,544,549.85,548,547.2,786,22335,12254554,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1230,1254,1230,1247.6,1247.6,1234.25,1206,20848,25934653,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,169.2,172.45,169.2,171.45,172.2,169,2499,246867,42111782,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,40.75,44.3,40.65,43.65,43.65,40.15,4362,1139041,49232756,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,74.95,76.9,73.45,74.25,74.25,76.9,1925,189534,14281996,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,1.92,2.04,1.91,1.94,2.04,2.01,17,7498,14329,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,75.4,75.4,73,74.4,74.7,74.15,108,3584,266070,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,42.05,42.95,42.05,42.55,42.15,42.25,59,8784,373422,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,638.1,638.1,625.1,630.2,631.9,634.5,252,2798,1765191,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5140,5140,5000,5035.3,5000,5074,7,108,545080,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,68.9,68.95,68.7,68.95,68.95,64.45,10,291,20043,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,76.9,77.7,75.4,76.6,76.6,74.95,729,99400,7588002,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,778.95,794.95,778.95,793.25,794,768.6,35,961,756647,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,4.82,5.2,4.82,5.1,5.1,4.82,12,5161,25681,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,890.1,915,890.1,910.8,910.8,893.05,684,14247,12901243,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,122.25,126.85,119.1,121.6,121.6,120.65,2465,364551,44997620,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,224.8,226.6,222.5,223.65,223.65,223.95,1239,246518,55138271,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,536,542.95,530.9,539.4,539.4,533.6,1571,79301,42701627,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,448,465.2,445,452.05,451.8,445.15,87,394,178536,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1908,1909.95,1898.75,1900.75,1900,1905.8,144,818,1554767,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,83,86.3,83,84.25,83.7,83.45,519,116082,9763113,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,283,285,283,283.75,283.2,282.75,744,34031,9660565,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,138.4,139.8,135,136.15,135,138.9,150,7718,1063882,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,384,384,377.4,379.35,379.55,384.85,1669,183757,69847415,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,18.25,18.3,17.25,17.4,17.4,18.2,1021,882234,15589410,,INE294A01037,,,
500103,BHEL        ,A ,Q,139.5,139.7,137.05,137.55,137.55,138.55,2481,397629,54963886,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,546,548.95,537.5,540.05,540.05,545,3350,129672,70186617,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,25.1,25.25,24.75,24.9,24.9,24.7,1184,836081,20835588,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,20.5,21,20.4,20.7,20.6,20.5,745,370725,7661865,,INE153A01019,,,
500109,MRPL        ,A ,Q,129.7,130.8,128.7,129.5,129.5,128.65,1410,186014,24100020,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,393.6,396.5,389.5,392,392,391.55,950,44526,17512845,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,562.9,588,554.95,584.9,584.9,562.25,20544,1226682,705407049,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,288.05,291.45,287.25,290.75,290.75,287.25,6178,816223,236276777,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,57,57.25,56.6,57,57,56.85,902,272548,15529652,,INE114A01011,,,
500114,TITAN       ,A ,Q,533,546.9,528.6,536.75,536.75,527,8385,469264,252504322,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,59.95,60.55,59.75,60.15,60.15,59.8,1045,300894,18089940,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,34.5,35.15,34.1,34.75,34.75,34.55,430,136937,4756583,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,182,182.45,178,178.15,178.15,181.5,959,87223,15673141,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,82,82.05,79.2,79.65,79.65,82.4,48,5196,421180,,INE591D01014,,,
