SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1482,1482,1441.6,1456.7,1456.7,1472.95,899,10229,14982303,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,208.2,211.55,206,210.4,208.6,208.2,603,31147,6514191,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,867,867,856.55,860.75,858.4,865.9,697,13262,11410084,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,10,10.15,9.6,9.82,9.95,9.82,109,32042,314716,,INE432A01017,,,
500010,HDFC        ,A ,Q,1629.95,1649,1620.9,1644.85,1644.85,1634.05,2179,94044,154315964,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.85,26.85,25.25,26.15,26.15,26.35,132,42435,1107670,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,26.25,27.15,25.15,27.15,27.15,25.9,444,125960,3334359,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,4,4.09,3.86,4.06,4.09,4.06,29,13359,52929,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,84,84.9,82.1,83.35,83.35,83.95,2725,628183,52484294,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,137,139.5,135.2,135.2,135.2,135.1,3,75,10179,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,6.19,6.84,6.08,6.72,6.72,6.17,471,407843,2649337,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2468,2494.6,2448.2,2452.75,2452.75,2455.05,81,10527,25948277,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,11.25,11.25,11.25,11.25,11.25,10.72,57,20297,228341,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,57.5,58.8,57.25,58.1,58,58.85,25,3062,177654,,INE448A01013,,,
500031,BAJAJ ELECT.,A ,Q,358.9,358.95,348.5,350.2,350.2,356.1,700,23340,8226697,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,15.5,16.05,15.45,15.55,15.55,15.6,491,343933,5390156,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4276.8,4278,4235.15,4248.4,4248.4,4264.15,2070,16829,71595002,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1358.2,1380,1345.3,1377.05,1377.05,1358.1,2734,53995,73943310,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,146.7,148.85,146.05,147.8,147.8,146.1,606,107752,15902241,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,221.35,225.5,219.7,221.5,220.35,222.7,352,14054,3122013,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1069.7,1082.95,1066,1073.75,1073.75,1069.8,1664,67848,72883428,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1825.05,1833.85,1800,1800,1800,1850,28,119,215159,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1366,1446.35,1363.45,1435.45,1435.45,1369.2,873,5938,8412577,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,555.05,557.65,552.5,553.95,554.65,553.75,925,33647,18677458,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1280.65,1291.85,1265,1282.9,1282.9,1280.65,1335,23722,30345903,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,170,170.25,167.5,168.1,168.1,169.35,2494,315723,53198270,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,51.2,52.3,49.4,49.95,49.95,50.65,7235,1758651,89738527,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,77,77.2,76,76.55,76.55,76.8,813,103927,7956307,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,1.85,1.95,1.77,1.82,1.95,1.86,18,8915,15939,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,74,74.7,73,73.7,74,73.85,98,5178,383528,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,43.45,43.45,41.5,41.55,41.55,42.45,72,6111,259939,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,632.5,636.1,625,627.7,626.25,633.3,185,2440,1539070,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5000,5160,5000,5152,5160,5000,6,193,965456,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,63.35,70,63.35,67,68.4,67,34,1803,119743,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,75.35,76.9,74.65,75.3,75.3,75.85,508,63482,4811983,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,737,780,737,758.85,758.85,780,27,694,532421,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,5.3,5.42,4.9,5.38,5.4,4.93,76,101434,533081,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,904.5,905.35,894.95,900.7,900.7,905.4,721,15867,14289067,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,128.8,129.5,125.05,126.85,126.85,127.85,1883,203718,26068707,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,224,225.8,222.25,223.05,222.25,223.95,1238,330902,73861615,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,550,555.05,545.25,550,550,548.95,1650,72488,39891287,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,453,453,432.65,439.35,440,453,14,379,167269,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1860.35,1879.55,1852.95,1868.45,1879.55,1868.75,203,722,1343866,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,84,84.8,84,84.45,84.45,84.6,524,172277,14534222,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,281.05,282.55,277.8,281.75,281.05,282.05,649,28726,8041245,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,139.7,141.55,139.7,140.8,141.05,138.4,115,7872,1108276,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,376.8,382,374.5,379.65,379.65,376.7,1724,163146,61776678,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,17.6,18.1,17.6,17.75,17.75,17.45,451,275255,4885285,,INE294A01037,,,
500103,BHEL        ,A ,Q,138.5,139.6,138,138.75,138.75,138.3,1908,331719,46032763,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,540,541.5,530.75,539.4,539.4,538.7,2249,110236,59136423,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,24.7,25.85,24.5,25.6,25.6,24.7,2126,1752165,44262514,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,21.3,23.2,21.1,22.4,22.4,21.05,6883,2583182,57869792,,INE153A01019,,,
500109,MRPL        ,A ,Q,129.5,132.5,124.2,129.6,129.6,129.2,2067,252973,32900812,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,388,388,380.1,382.55,382.55,386.95,1660,78975,30262207,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,576.8,591.05,570.9,588.3,588.3,579.4,8866,433325,251866254,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,288.8,289.5,286,288.5,288.5,288.8,4919,1461948,420836602,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,58.25,58.25,57.1,57.55,57.55,57.6,1174,376241,21598056,,INE114A01011,,,
500114,TITAN       ,A ,Q,531.5,531.5,521,524.95,524.95,529.05,2573,119094,62568131,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,59.4,60.15,58.75,59.8,59.8,59.35,1143,373325,22303764,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,34.6,34.8,34.15,34.4,34.4,34.6,584,139780,4813302,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,179.8,180.9,178,178.75,178.75,179.75,902,66437,11902672,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,78,79.8,77.3,78.2,79,78.2,26,1481,116236,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1905.5,1950,1902.5,1919.3,1902.5,1932.9,69,1685,3228955,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2636.25,2645.5,2605.85,2630.55,2630.55,2637.25,1262,22056,57879812,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,328.3,332,325.35,326.8,326.8,326.7,1168,42011,13852814,,INE126A01031,,,
