SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1201,1225,1201,1206.85,1206.05,1198.75,1269,8984,10876285,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,207.7,207.9,204,207.45,207.45,205.6,1258,35546,7350546,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,835.95,869.9,832.55,865.85,865.85,832.15,3558,177886,151343588,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,14.21,14.47,13.22,13.55,13.55,14.68,702,286381,3967942,,INE432A01017,,,
500010,HDFC        ,A ,Q,1427.1,1435,1416.35,1428.75,1428.75,1423.05,2656,88326,126064964,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.25,27.25,25.9,26.9,27.25,25.9,255,60705,1609938,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15.37,15.91,15.37,15.54,15.54,15.79,152,26764,417328,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.67,3.15,2.67,2.83,2.83,2.84,27,6652,18918,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,65.7,70.15,65.55,68.3,68.3,65.6,15283,2935819,200793775,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,103.1,103.1,103.1,103.1,103.1,103,1,39,4020,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.86,8.25,7.61,8.25,8.25,7.86,558,744874,6083745,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2187.1,2202,2168.5,2188.55,2202,2155.3,201,641,1399563,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.2,6.5,6.2,6.31,6.31,6.49,9,3474,21912,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,57.2,57.2,55.5,55.65,55.95,56.7,106,9052,508108,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,1.03,1.04,1.03,1.04,1.04,1.08,5,11050,11490,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,316.5,317.5,302.25,306.2,306.2,315.3,3149,153842,47634056,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.35,14.38,14.03,14.08,14.08,14.25,1083,645637,9145212,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4315,4348.95,4256,4277.2,4277.2,4277.6,3906,43271,186057303,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1129,1142.05,1125.1,1134.15,1134.15,1124.65,2651,56111,63728593,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,154,154.5,148.65,150.3,150.3,153.75,958,83204,12573964,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,201.9,202,198.1,200.9,199.9,198.95,261,13878,2779705,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,969.9,1024,969.9,1020.35,1020.35,971.7,8863,328447,330663205,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2002,2025,2002,2025,2025,2007.2,12,140,283270,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1202.8,1217.25,1199.7,1214.05,1213.05,1195.4,230,1094,1325471,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,529.4,535.5,524.1,526.2,526.2,530.3,1646,50295,26553480,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1307.9,1310,1292.1,1297.05,1297.05,1302.3,1488,31382,40795082,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,1575.05,1591,1566.55,1570.4,1570.4,1571.8,1545,22869,36071728,,INE263A01016,,,
500052,BHANSALI ENG,B ,Q,23.1,25,23,24.6,24.6,23,2594,1010504,24480226,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,54.15,56.7,54,54.8,54.8,54.25,772,84199,4663827,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.55,2.55,2.33,2.47,2.47,2.45,43,25290,62403,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,72.05,73.1,71.6,71.8,71.8,72.25,220,14011,1013061,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,36.85,40.9,36.85,39.6,39.6,38.1,51,5521,217570,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,552.95,563,552.95,560.5,561,549.6,297,3856,2158699,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,4990.1,5000,4880,4951,4951,4991.25,9,29,144442,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,43.3,43.3,43,43.05,43.05,44,9,523,22554,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,61.5,62.5,60,61.05,61.05,61.3,630,68366,4200728,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,684,706.5,684,706,706,689.8,92,3359,2359084,,INE959C01015,,,
500083,CENTURY EXT ,B ,Q,6.35,6.57,6.35,6.57,6.57,5.98,117,90288,584898,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,822.45,830.35,817.05,819.7,819.7,821,840,14291,11776935,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,81,83.4,81,82.15,82.15,81.2,881,83921,6895105,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,218.4,221.9,216.5,220.6,220.6,216.55,3567,387377,85277067,,INE302A01020,,,
