SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1506.4,1518.9,1449.95,1454.65,1454.65,1499.4,1415,11049,16153566,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,193.55,193.55,182.4,185,185,193.5,2500,2496484,475143973,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,880.05,889.2,861.7,874.2,870,880.3,1384,22564,19783762,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,9.35,9.5,9.04,9.21,9.2,9.5,222,39803,364906,,INE432A01017,,,
500010,HDFC        ,A ,Q,1524.5,1535.65,1504.45,1510.7,1510.7,1519.45,1886,514804,781092472,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.75,28.4,25,25.8,25.8,27.7,403,124471,3281910,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,25.25,25.75,23,24.1,24.1,25.25,715,215718,5202088,,INE436A01026,,,
500014,APPLE FINANC,XT,Q,4.2,4.2,3.99,4.07,4.15,4.19,30,20985,85343,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,74,74.2,68.6,70.4,70.4,74.1,3016,825107,58419237,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,143,143,138.25,140,140,144,9,763,106895,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,6.58,6.58,6.1,6.23,6.23,6.6,284,307531,1937301,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2486,2486,2391.5,2420,2426,2482.05,296,22794,55167198,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,6.21,6.83,6.2,6.54,6.75,6.51,24,11279,71889,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,60.2,60.5,58,58.75,58.75,60.55,28,6027,355988,,INE448A01013,,,
500030,AUTORID.FIN ,T ,Q,1.2,1.2,1.2,1.2,1.2,1.22,2,1000,1200,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,310,318.3,300,314.3,314.3,314.25,973,35669,11011573,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,15.45,15.45,14.45,14.7,14.7,15.3,1293,1261129,18714205,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4380,4380,4201,4216.85,4216.85,4355.3,8241,64623,275187802,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1250,1264.5,1190.4,1238.8,1250,1241.95,4425,104168,128028732,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,159.8,163.1,156.4,158.65,158.65,159.65,1905,234035,37341551,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,217.95,219,204,210.75,210.5,222.25,1644,72407,15173933,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1137.1,1141.2,1088.4,1121.8,1121.8,1130.65,2221,80382,89965938,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1885,1885,1844,1850,1850,1900.05,13,104,192694,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1325.15,1329.45,1283,1306.85,1308,1331,417,2159,2809701,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,541.75,543.2,522.9,526.4,526.4,544.15,866,24372,12954158,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1246.35,1250,1166,1194.85,1186.8,1248.95,2373,44579,53682937,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,177,177,170.4,172.15,172.15,175.85,1963,205751,35518420,,INE263A01024,,,
500052,BHANSALI ENG,B ,Q,41,41,38.25,38.95,38.95,40.65,1896,495171,19369921,,INE922A01025,,,
500055,BHUSH STEEL ,B ,Q,93,93,75,84.05,84.05,93.7,6638,777822,64253802,,INE824B01021,,,
500058,BIHAR SPONGE,XT,Q,2.2,2.25,2.05,2.05,2.05,2.15,33,19004,40544,,INE819C01011,,,
500059,BINANI IND. ,B ,Q,77.7,77.7,75.1,76.3,76.05,78.15,112,7618,580738,,INE071A01013,,,
500060,BIRLACABLE  ,B ,Q,41.65,43.65,40.5,40.65,41.5,42.4,76,12123,505981,,INE800A01015,,,
500067,BLUE STAR   ,B ,Q,643.75,655.65,626,639.25,640.75,646.05,381,4907,3125173,,INE472A01039,,,
500068,DISA INDIA  ,XC,Q,5050,5050,4828,5000,5000,5060.05,12,56,275728,,INE131C01011,,,
500069,BNK CAPITAL ,XD,Q,74.25,74.25,74.2,74.25,74.25,70.75,78,17438,1294703,,INE418C01012,,,
500074,BPL LTD.    ,B ,Q,73.45,73.45,68.6,71.1,71.1,72,1133,120211,8520201,,INE110A01019,,,
500078,CAMPH.& ALL ,XC,Q,788,790,770,776,776,792,38,1051,820165,,INE959C01015,,,
500083,CENTURY EXT ,T ,Q,4.91,5,4.85,4.98,5,4.98,25,13814,68085,,INE281A01026,,,
500084,CESC LTD.   ,A ,Q,885,904.1,838,850.65,850.65,883.75,8493,181542,157111975,,INE486A01013,,,
500085,CHAMBAL FERT,B ,Q,115.4,115.5,106.35,112.55,112.55,114.1,2418,323130,35628091,,INE085A01013,,,
500086,EXIDE IND.  ,A ,Q,231.95,232.1,223.2,227.55,227.05,230.5,2544,161401,36771599,,INE302A01020,,,
500087,CIPLA LTD.  ,A ,Q,561,561,531,533.15,533.15,560.55,2834,142831,77033272,,INE059A01026,,,
500089,DIC INDIA   ,B ,Q,469,469,456,458.05,458.05,465.1,48,246,113263,,INE303A01010,,,
500092,CRISIL LTD  ,A ,Q,1915,1915,1870,1883.4,1880,1905.85,176,1322,2482416,,INE007A01025,,,
500093,CGPOWER     ,A ,Q,91.85,92.3,86.5,88.3,88.3,90.05,7099,793989,70832565,,INE067A01029,,,
500096,DABUR (I)   ,A ,Q,277.4,277.55,273.05,273.75,275.15,277.25,714,39056,10745580,,INE016A01026,,,
500097,DALMIASUG   ,B ,Q,150.9,152.45,143,144.6,144,151.55,386,14725,2163452,,INE495A01022,,,
500101,ARVIND Ltd  ,A ,Q,383,384.9,369.5,376.5,375.05,379.7,1679,95818,36125427,,INE034A01011,,,
500102,BALARPUR IND,B ,Q,20.2,20.4,19.35,19.65,19.65,20.5,1425,765724,15211678,,INE294A01037,,,
500103,BHEL        ,A ,Q,161.5,161.95,154.85,155.95,155.95,161.75,3254,588263,92496364,,INE257A01026,,,
500104,HIND.PETRO  ,A ,Q,510.75,512.25,493,499.5,499.5,510.75,3679,188894,94494548,,INE094A01015,,,
500106,IFCI LTD    ,A ,Q,28.05,28.2,26.55,27,27,27.9,1797,1195592,32423152,,INE039A01010,,,
500108,MAHA.TELE   ,B ,Q,22.25,22.25,20.75,20.95,20.95,22.1,1341,496809,10531697,,INE153A01019,,,
500109,MRPL        ,A ,Q,130.3,130.35,120.7,125.05,125.05,129.5,3412,439342,55194350,,INE103A01014,,,
500110,CHENNAI PET.,B ,Q,381,381.1,359.5,364.1,364.1,382.2,2882,89501,32711761,,INE178A01016,,,
500111,REL.CAP.    ,A ,Q,637.5,639,605.85,619.95,619.95,636.15,13276,703404,437151575,,INE013A01015,,,
500112,STATE BANK  ,A ,Q,295,295.9,287,289.15,289.15,294.4,11729,1478728,429324686,,INE062A01020,,,
500113,STEEL AUTH. ,A ,Q,60.25,60.8,57.8,59.45,59.45,60.2,2786,853536,50813788,,INE114A01011,,,
500114,TITAN       ,A ,Q,480.35,484.7,473.2,476.6,476.6,480.35,1443,63028,30216152,,INE280A01028,,,
500116,IDBI BANK L ,A ,Q,66.15,67.5,64.4,65.35,65.35,66.15,2360,694214,45376746,,INE008A01015,,,
500117,DCW LTD.    ,B ,Q,34.5,34.5,33.05,33.7,33.7,34.65,756,235454,7955338,,INE500A01029,,,
500119,DHAMPUR SUGA,B ,Q,220,220,206.85,207.5,207.5,216.65,1592,93779,19752365,,INE041A01016,,,
500120,DIAMINES&CHM,XD,Q,78.5,78.5,73.2,75.6,75.25,78.6,82,8650,651737,,INE591D01014,,,
500123,ELANTAS     ,B ,Q,1950.15,1950.15,1922.05,1945.65,1940,1980.55,94,999,1930771,,INE280B01018,,,
500124,DR.REDDY'S  ,A ,Q,2612,2612.2,2546.5,2578.2,2578.2,2607.75,1940,19172,49304905,,INE089A01023,,,
500125,E.I.D.PAR   ,A ,Q,312.95,314.1,302,310.55,310.55,309.1,853,37734,11550804,,INE126A01031,,,
500126,MERCK LTD   ,B ,Q,1035,1045,1023.05,1028.65,1028.25,1043.1,158,2465,2542783,,INE199A01012,,,
500128,ELEC.CASTING,B ,Q,33.7,34.05,32.2,32.7,32.6,34.1,742,271336,8918541,,INE086A01029,,,
500132,EMPEE SUGARS,XT,Q,5.84,5.84,5.33,5.49,5.49,5.6,37,19074,105132,,INE928B01012,,,
500133,ESAB INDIA  ,B ,Q,615,615,608,612,612,615.3,9,556,339378,,INE284A01012,,,
500135,ESSEL PROP  ,B ,Q,255,255,247.4,251.9,253,257.6,356,5837,1462358,,INE255A01020,,,
500136,ESTER INDUS.,B ,Q,38.8,38.8,36.85,37.2,37.1,37.9,189,12380,462608,,INE778B01029,,,
500139,FEDDER.LLYOD,B ,Q,76.5,76.9,72.3,73.05,73.05,76.8,504,44470,3284393,,INE249C01011,,,
500141,FERRO ALLOYS,XT,Q,11.71,11.71,11.71,11.71,11.71,12.32,61,55582,650865,,INE912A01026,,,
500144,FINOL. CABLE,A ,Q,525,526.2,507.55,510.75,510.75,530.25,194,3515,1801731,,INE235A01022,,,
500147,CMI FPE     ,XT,Q,585,589.95,575.15,577.35,575.15,588.25,33,301,175472,,INE515A01019,,,
500148,UFLEX LTD   ,B ,Q,356.5,358.05,337.85,340.7,340.7,355.6,1094,39889,13752199,,INE516A01017,,,
500150,FOSECO INDIA,B ,Q,1390,1391.05,1378,1389,1378,1417.95,27,450,625192,,INE519A01011,,,
500151,GOLDEN TOB  ,T ,Q,66,66,62.7,64,64,66,14,1742,110815,,INE973A01010,,,
500153,GANESH BENZO,XC,Q,39.4,40,37.5,38.75,38.75,38.85,274,83519,3226203,,INE388A01029,,,
500155,GARDEN SILK ,B ,Q,31.85,31.85,30.6,31.4,31.4,32.05,101,14560,454462,,INE526A01016,,,
500159,METROGLOBL  ,XC,Q,77.5,78.5,75.1,77.9,76.5,79.35,41,1759,134657,,INE085D01033,,,
500160,GTL LTD.    ,B ,Q,15.4,15.4,14.25,14.45,14.25,15.15,192,63123,928783,,INE043A01012,,,
500162,PARRYSUGR   ,B ,Q,56.4,56.4,51.25,54.2,54.2,58,50,4794,256547,,INE353B01021,,,
500163,GODFREY PH  ,B ,Q,1242.65,1242.65,1178,1185.85,1185.85,1241.5,1288,15993,19161563,,INE260B01028,,,
500164,GODREJ IND  ,A ,Q,578.6,581.4,556.35,562.3,562.3,565.65,2674,90398,51666794,,INE233A01035,,,
500165,KANSAI NERO ,A ,Q,400,405,391,399.95,400,400.45,501,26328,10522046,,INE531A01024,,,
500166,GOODRICKE   ,XC,Q,259,259,245.2,250,250,259.7,158,14214,3559723,,INE300A01016,,,
500168,GOODYEAR (I),B ,Q,853.7,853.7,836.05,839.95,839.95,853.7,664,18829,15879379,,INE533A01012,,,
500170,GTN INDUS   ,B ,Q,18.5,19.4,18.1,18.35,18.35,19.15,21,4498,83332,,INE537A01013,,,
500171,GHCL LTD    ,B ,Q,252.5,253,239.5,243,246,252.65,1180,54356,13306703,,INE539A01019,,,
500173,GUJ.FLOURO  ,B ,Q,666.9,675.35,645,657,662.25,669.45,948,41834,27716221,,INE538A01037,,,
500174,GUJ.LEASE   ,T ,Q,2.52,2.72,2.52,2.72,2.72,2.61,2,3000,7760,,INE540A01017,,,
500179,HCL INFOSYS ,B ,Q,52,52.25,48.8,49.15,49.15,51.8,1672,416657,20721545,,INE236A01020,,,
500180,HDFC BANK   ,A ,Q,1580,1582.9,1564,1568.65,1568.65,1575.8,1718,63446,99737429,,INE040A01026,,,
500182,HEROMOTOCO  ,A ,Q,3590,3618.95,3563.65,3585.45,3585,3564.5,1334,10058,36043708,,INE158A01026,,,
500183,HIMACHAL FUT,B ,Q,13.9,13.9,13.1,13.2,13.2,13.9,944,1074662,14371883,,INE548A01028,,,
500184,HSCL        ,B ,Q,63.4,63.4,57.45,61.35,61.35,63.15,1900,353830,21438777,,INE019C01026,,,
500185,HIND.CONSTN.,A ,Q,44,44,40.8,41.15,41.15,43.6,3457,1532808,63801817,,INE549A01026,,,
500186,HIND.OIL EXP,B ,Q,78.5,78.75,73.75,74.5,74.5,78.4,1756,215086,16186741,,INE345A01011,,,
500187,HSIL        ,B ,Q,353.8,353.8,338,348.05,347.1,350.35,274,8364,2885241,,INE415A01038,,,
500188,HINDUS.ZI   ,A ,Q,247.4,248.35,237.5,240.45,240.45,247.25,2210,172707,41785400,,INE267A01025,,,
500189,HINDUJA VENT,B ,Q,467,497.7,465.05,486.3,489.5,491.2,25,744,361928,,INE353A01023,,,
500191,HMT LTD.    ,Z ,Q,42.8,42.8,40.3,40.6,40.5,42.4,45,6264,254933,,INE262A01018,,,
500192,PRAG BOSIMI ,XT,Q,5.25,5.35,5.25,5.26,5.26,5.1,20,7514,39986,,INE962B01011,,,
500193,HOTEL LEELA.,B ,Q,22.45,22.75,21,21.8,21.8,22.2,439,159734,3490421,,INE102A01024,,,
500199,I.G.PETRO   ,B ,Q,388.75,391.1,351.2,384.6,382,384.9,822,24764,9199584,,INE204A01010,,,
500201,IND.GLYCOLS ,B ,Q,192.5,192.5,182,188.35,188.35,192.25,1406,86937,16318769,,INE560A01015,,,
500207,INDO RAMA   ,B ,Q,32.45,32.45,30.5,31.35,31.25,32.45,276,42206,1324516,,INE156A01020,,,
500209,INFOSYS LTD ,A ,Q,963,966.75,953.85,957.4,957.4,959.75,5388,713110,684287886,,INE009A01021,,,
500210,INGERSOLL   ,B ,Q,825.5,845.55,788.6,826.75,826.75,823.95,460,4410,3594449,,INE177A01018,,,
500211,INSILCO LTD.,XT,Q,24.05,24.95,23.6,23.85,23.8,24.65,62,20152,487820,,INE901A01011,,,
500212,INTEG.FIN.SE,XT,Q,23.65,23.65,23.65,23.65,23.65,22.55,1,51,1206,,INE898B01017,,,
500213,INTER.TRAVEL,XC,Q,228,228,218.2,221.85,220.5,225.6,78,3797,841835,,INE262B01016,,,
500214,ION EXCHANGE,XT,Q,400,404.95,390.5,400,400,400.35,712,16995,6785420,,INE570A01014,,,
500215,AGRO TECH FO,B ,Q,499.95,504.9,498.05,499.5,499.5,509.2,38,250,125050,,INE209A01019,,,
500219,JAIN IRRIG  ,A ,Q,92.8,92.8,86.8,87.55,87.55,92.2,4758,768188,68141328,,INE175A01038,,,
500220,JASCH INDUST,XD,Q,68.35,69.45,66.65,68.85,69,67.8,65,14613,999843,,INE711C01010,,,
500223,JCT LTD     ,XC,Q,4.59,4.59,4.07,4.26,4.26,4.54,625,1029623,4344891,,INE945A01026,,,
