DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
30082022|500002|000002376|0000000007755977|000009660|0000000031140116|024.60
30082022|500003|000043828|0000000012889815|000200018|0000000059502232|021.91
30082022|500008|000019995|0000000010181454|000039884|0000000020354347|050.13
30082022|500009|000057257|0000000001666179|000073406|0000000002142759|078.00
30082022|500010|000043092|0000000105411651|000065778|0000000159366931|065.51
30082022|500012|000104753|0000000009045422|000217889|0000000018780134|048.08
30082022|500013|000131546|0000000002427024|000161340|0000000002976027|081.53
30082022|500014|000120799|0000000001002632|000143607|0000000001188521|084.12
30082022|500016|000025335|0000000000372172|000025874|0000000000388029|097.92
30082022|500020|000055372|0000000005539969|000131106|0000000013185578|042.23
30082022|500023|000002454|0000000000218038|000002785|0000000000250245|088.11
30082022|500027|000000287|0000000002628476|000000517|0000000004740087|055.51
30082022|500028|000021552|0000000000197135|000021552|0000000000197135|100.00
30082022|500031|000003644|0000000004483031|000006859|0000000008392197|053.13
30082022|500032|000771976|0000000007712041|001761117|0000000017656841|043.83
30082022|500033|000017288|0000000022505519|000035949|0000000046489532|048.09
30082022|500034|000047752|0000000348771058|000087563|0000000632022191|054.53
30082022|500038|000065510|0000000022954704|000131407|0000000046058224|049.85
30082022|500039|000038978|0000000010262908|000084695|0000000022565635|046.02
30082022|500040|000005600|0000000004834480|000014418|0000000012382247|038.84
30082022|500041|000000243|0000000000667364|000000283|0000000000781554|085.87
30082022|500042|000001971|0000000006529234|000003462|0000000011400221|056.93
30082022|500043|000017435|0000000033858770|000027946|0000000053865879|062.39
30082022|500048|000007407|0000000013677026|000016576|0000000030718248|044.68
30082022|500049|000094289|0000000028899579|000271403|0000000083678375|034.74
30082022|500052|000044188|0000000005622923|000091450|0000000011567279|048.32
30082022|500058|000005439|0000000000047735|000005439|0000000000047735|100.00
30082022|500060|000005087|0000000000614764|000007787|0000000000945455|065.33
30082022|500067|000005970|0000000006554463|000008726|0000000009612438|068.42
30082022|500068|000000212|0000000001774949|000000254|0000000002099487|083.46
30082022|500069|000001075|0000000000260150|000001155|0000000000278117|093.07
30082022|500074|000005090|0000000000350447|000006026|0000000000414763|084.47
30082022|500078|000000899|0000000000465278|000001121|0000000000581627|080.20
