INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
FUTIDX,BANKNIFTY,26-Oct-17,0,XX,24290,24319.95,23886.1,23972.5,23972.5,28863,277702.48,2001640,55160,19-Oct-17
FUTIDX,BANKNIFTY,30-Nov-17,0,XX,24370.55,24407.35,23969.05,24052.4,24052.4,3100,29906.15,204080,38600,19-Oct-17
FUTIDX,BANKNIFTY,28-Dec-17,0,XX,24400,24402.35,24035.6,24098.6,24098.6,92,889.77,13000,80,19-Oct-17
FUTIDX,FTSE100,17-Nov-17,0,XX,0,0,0,7552,7581,0,0,0,0,19-Oct-17
FUTIDX,FTSE100,15-Dec-17,0,XX,0,0,0,7457,7618,0,0,0,0,19-Oct-17
FUTIDX,FTSE100,19-Jan-18,0,XX,0,0,0,7652,7664,0,0,0,0,19-Oct-17
FUTIDX,FTSE100,16-Mar-18,0,XX,0,0,0,7912,7739,0,0,0,0,19-Oct-17
FUTIDX,FTSE100,15-Jun-18,0,XX,0,0,0,7982,7862,0,0,0,0,19-Oct-17
FUTIDX,FTSE100,21-Sep-18,0,XX,0,0,0,7867,7997,0,0,0,0,19-Oct-17
FUTIDX,NIFTY,26-Oct-17,0,XX,10211.75,10211.75,10107.1,10146.15,10146.15,45171,344239.35,26127375,-342375,19-Oct-17
FUTIDX,NIFTY,30-Nov-17,0,XX,10265,10265,10141.5,10171.3,10171.3,6490,49584.99,2065275,76875,19-Oct-17
FUTIDX,NIFTY,28-Dec-17,0,XX,10250,10274,10180,10207.3,10207.3,837,6418.81,477450,-7950,19-Oct-17
FUTIDX,NIFTYCPSE,26-Oct-17,0,XX,0,0,0,2423.05,2589,0,0,0,0,19-Oct-17
FUTIDX,NIFTYCPSE,30-Nov-17,0,XX,0,0,0,2505.1,2604.8,0,0,0,0,19-Oct-17
FUTIDX,NIFTYCPSE,28-Dec-17,0,XX,0,0,0,2531.5,2617.45,0,0,0,0,19-Oct-17
FUTIDX,NIFTYINFRA,26-Oct-17,0,XX,0,0,0,3430.55,3409.75,0,0,0,0,19-Oct-17
FUTIDX,NIFTYINFRA,30-Nov-17,0,XX,0,0,0,3376.25,3430.55,0,0,0,0,19-Oct-17
FUTIDX,NIFTYINFRA,28-Dec-17,0,XX,0,0,0,3261.55,3447.2,0,0,0,0,19-Oct-17
FUTIDX,NIFTYIT,26-Oct-17,0,XX,10898,10931,10872,10885,10885,29,157.87,31750,-900,19-Oct-17
FUTIDX,NIFTYIT,30-Nov-17,0,XX,10925,10925,10925,10925,10925,3,16.38,200,-50,19-Oct-17
FUTIDX,NIFTYIT,28-Dec-17,0,XX,0,0,0,10689,11024,0,0,0,0,19-Oct-17
FUTIDX,NIFTYMID50,26-Oct-17,0,XX,0,0,0,4822.75,4888.9,0,0,0,0,19-Oct-17
FUTIDX,NIFTYMID50,30-Nov-17,0,XX,0,0,0,4782,4918.7,0,0,0,0,19-Oct-17
FUTIDX,NIFTYMID50,28-Dec-17,0,XX,0,0,0,4732.3,4942.6,0,0,0,0,19-Oct-17
FUTIDX,NIFTYPSE,26-Oct-17,0,XX,0,0,0,3997.7,4204.25,0,0,0,0,19-Oct-17
FUTIDX,NIFTYPSE,30-Nov-17,0,XX,0,0,0,4196.35,4229.85,0,0,0,0,19-Oct-17
FUTIDX,NIFTYPSE,28-Dec-17,0,XX,0,0,0,4060.8,4250.45,0,0,0,0,19-Oct-17
FUTIVX,INDIAVIX,24-Oct-17,0,XX,0,0,0,1243.5,1240.75,0,0,0,0,19-Oct-17
FUTIVX,INDIAVIX,31-Oct-17,0,XX,0,0,0,1116.5,1244.25,0,0,0,0,19-Oct-17
FUTIVX,INDIAVIX,07-Nov-17,0,XX,0,0,0,1163,1238.25,0,0,0,0,19-Oct-17
FUTSTK,ACC,26-Oct-17,0,XX,1784,1787.25,1758.05,1765.5,1765.5,671,4750.89,1746000,-52000,19-Oct-17
FUTSTK,ACC,30-Nov-17,0,XX,1790.8,1790.8,1767.25,1776.75,1776.75,31,220.43,130800,2800,19-Oct-17
FUTSTK,ACC,28-Dec-17,0,XX,0,0,0,1836.25,1786.7,0,0,3200,0,19-Oct-17
FUTSTK,ADANIENT,26-Oct-17,0,XX,123.35,126.9,122.55,125.7,125.7,2101,21032.68,30272000,568000,19-Oct-17
FUTSTK,ADANIENT,30-Nov-17,0,XX,124.65,127.6,124,126.3,126.3,454,4573.34,3640000,2304000,19-Oct-17
FUTSTK,ADANIENT,28-Dec-17,0,XX,0,0,0,120.7,127.15,0,0,8000,0,19-Oct-17
FUTSTK,ADANIPORTS,26-Oct-17,0,XX,407,407,398.35,402.55,402.55,317,3197.1,7590000,-102500,19-Oct-17
FUTSTK,ADANIPORTS,30-Nov-17,0,XX,408,408.5,401.6,404.8,404.8,24,243.45,652500,22500,19-Oct-17
FUTSTK,ADANIPORTS,28-Dec-17,0,XX,0,0,0,410.8,406.3,0,0,5000,0,19-Oct-17
FUTSTK,ADANIPOWER,26-Oct-17,0,XX,29.2,29.25,28.9,29.05,29.05,111,645.77,103140000,140000,19-Oct-17
FUTSTK,ADANIPOWER,30-Nov-17,0,XX,29.45,29.45,29.15,29.35,29.35,24,140.72,3780000,420000,19-Oct-17
FUTSTK,ADANIPOWER,28-Dec-17,0,XX,0,0,0,30.4,29.4,0,0,60000,0,19-Oct-17
