SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1240,1281.3,1227.2,1239.25,1239.25,1258.05,704,11863,14896397,,INE117A01022,08-Jun-18,,
500003,AEGIS LOGIS ,A ,Q,236.9,246.5,234,245.05,245.05,236.8,277,9394,2257607,,INE208C01025,08-Jun-18,,
500008,AMAR RAJA BA,A ,Q,782,791.9,780.5,785.65,785,779.5,455,14736,11592820,,INE885A01032,08-Jun-18,,
500009,A.SARABHAI  ,XT,Q,12.3,12.7,12.01,12.61,12.7,12.12,44,26574,327665,,INE432A01017,08-Jun-18,,
500010,HDFC        ,A ,Q,1860,1860.7,1828,1840.2,1840.2,1866.8,1854,36227,66618354,,INE001A01036,08-Jun-18,,
500012,ANDHRA PETRO,X ,Q,48,48,45.1,46.5,46.3,47.25,195,59735,2750194,,INE714B01016,08-Jun-18,,
500013,ANSAL INFRAS,B ,Q,15.55,17.8,15.55,17.6,17.75,16.65,196,42584,730329,,INE436A01026,08-Jun-18,,
500014,APPLE FINANC,XT,Q,1.71,1.72,1.71,1.71,1.71,1.8,16,1302,2232,,INE096A01010,08-Jun-18,,
500016,ARUNA HOTEL ,XT,Q,21.25,22.5,21.25,21.25,21.25,22.35,22,4836,103516,,INE957C01019,08-Jun-18,,
500020,BOM DYEING  ,A ,Q,223.1,230.2,222.5,225.7,225.7,226.1,3559,311072,70417772,,INE032A01023,08-Jun-18,,
500024,ASSAMCO     ,B ,Q,3.63,3.76,3.6,3.67,3.68,3.68,103,157975,577140,,INE442A01024,08-Jun-18,,
500027,ATUL LTD.   ,A ,Q,2760.25,2760.25,2714.7,2740.2,2730,2748.7,42,380,1039990,,INE100A01010,08-Jun-18,,
500028,ATV PROJECTS,XT,Q,8.55,9.15,8.55,8.84,8.7,8.9,29,5550,49157,,INE447A01015,08-Jun-18,,
500029,AUTOLITE(I) ,B ,Q,54.2,55.95,52.5,54.55,54.55,54.2,90,13255,725682,,INE448A01013,08-Jun-18,,
500031,BAJAJ ELECT.,A ,Q,531,533.9,517.25,523.7,523.7,536,1133,44347,23271151,,INE193E01025,08-Jun-18,,
500032,BAJAJHIND   ,A ,Q,7.14,7.26,7.07,7.17,7.17,7.19,336,415844,2992273,,INE306A01021,08-Jun-18,,
