SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1207,1215,1195,1199.9,1198,1196.9,1204,6516,7847404,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,206.1,207.95,198.5,201.45,200.2,205.35,2378,131462,26634939,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,863.85,874.65,857,858.5,858.5,859.65,1557,24317,21075115,,INE885A01032,,,
500009,A.SARABHAI  ,XD,Q,9.4,9.46,9.08,9.08,9.08,9.15,66,18917,173371,,INE432A01017,,,
500010,HDFC        ,A ,Q,1375,1384,1367.5,1368.8,1369,1374.75,2704,59487,81585275,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.8,27.75,26.8,27.35,27.3,26.9,194,72612,1990291,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,14.9,15.45,14.9,15,15,14.9,305,55907,839511,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.5,2.7,2.5,2.53,2.5,2.56,48,41087,106317,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,57.25,60.2,57.25,58.75,58.75,57.4,1853,383142,22623306,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,104,107.2,104,107.2,107.2,104,4,635,67100,,INE363A01022,,,
500024,ASSAMCO     ,T ,Q,7.08,7.08,7.08,7.08,7.08,6.75,140,234017,1656840,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2233.2,2236.1,2216.25,2226.3,2231,2234.55,78,220,490376,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.48,6.02,5.48,6,6,5.74,29,5655,33159,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,51.2,51.45,50.55,51.3,51.45,51.1,9,1212,61576,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,0.96,1.04,0.96,1.04,1.04,1,5,3000,2960,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,259,263.15,257.9,260.35,260.35,259.35,477,34905,9116841,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,14.4,14.6,14.35,14.53,14.53,14.36,986,565667,8201777,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4429,4429,4305,4325.1,4325.1,4436.2,5830,64388,281421161,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1090.05,1118.8,1090.05,1107.3,1107.3,1088.75,6239,81767,90809573,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,152.15,154.4,152.05,152.75,152.75,153,769,74208,11348002,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,202,203.5,200.35,203.15,203.15,201.15,353,19034,3846544,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,939.95,956.65,937.2,953.9,953.9,943.2,3600,129035,122493250,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,2041,2041,2037.5,2037.5,2037.5,2035.55,5,28,57120,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1151.1,1174.4,1150.05,1166.45,1174.4,1143.9,681,2968,3455262,,INE373A01013,,,
