SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,FILLER1,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,1194,1222,1185.7,1212.05,1210.25,1190.65,1059,8064,9779451,,INE117A01022,,,
500003,AEGIS LOGIS ,B ,Q,208,214,200.6,202.95,202.95,205.45,2282,103768,21631451,,INE208C01025,,,
500008,AMAR RAJA BA,A ,Q,879.8,881.6,871.6,874.75,874.75,871.1,1530,27173,23807238,,INE885A01032,,,
500009,A.SARABHAI  ,XT,Q,12.8,12.8,12.26,12.71,12.8,12.8,180,299624,3823351,,INE432A01017,,,
500010,HDFC        ,A ,Q,1505,1525,1498.9,1518.85,1518.85,1503.8,1940,132143,199419219,,INE001A01036,,,
500012,ANDHRA PETRO,XC,Q,26.3,26.3,25,25.35,25.35,25.8,229,70178,1786699,,INE714B01016,,,
500013,ANSAL INFRAS,B ,Q,15,15.45,15,15.07,15.07,15.15,128,6467691,97046498,,INE436A01026,,,
500014,APPLE FINANC,XD,Q,2.71,2.85,2.7,2.76,2.75,2.81,65,83972,230521,,INE096A01010,,,
500020,BOM DYEING  ,B ,Q,88.3,88.5,82.4,83,83,87.45,7834,1548377,131805844,,INE032A01023,,,
500023,ASIANHOTNR  ,B ,Q,103.1,106.95,103.1,103.15,103.15,104,4,231,24205,,INE363A01022,,,
500024,ASSAMCO     ,B ,Q,7.85,7.85,7.3,7.33,7.33,7.67,472,443445,3330571,,INE442A01024,,,
500027,ATUL LTD.   ,A ,Q,2296.1,2390.9,2274.95,2373.4,2380,2289.25,644,3204,7506648,,INE100A01010,,,
500028,ATV PROJECTS,XT,Q,5.6,6.1,5.6,5.7,5.65,5.89,33,9675,55103,,INE447A01015,,,
500029,AUTOLITE(I) ,B ,Q,54.95,55.8,52.5,52.75,52.5,53.2,85,10456,557512,,INE448A01013,,,
500030,AUTORID.FIN ,B ,Q,0.94,0.94,0.94,0.94,0.94,0.98,3,938,881,,INE450A01019,,,
500031,BAJAJ ELECT.,A ,Q,311,318.05,309.7,315.9,315.9,309.9,594,65304,20354904,,INE193E01025,,,
500032,BAJAJHIND   ,B ,Q,13.49,13.51,13.08,13.12,13.12,13.43,1600,1031239,13672229,,INE306A01021,,,
500033,FORCE MOTR  ,B ,Q,4620,4634,4464,4516.5,4516.5,4601.3,5223,58513,266807514,,INE451A01017,,,
500034,BAJFINANCE  ,A ,Q,1194,1203.95,1176.05,1181.9,1181.9,1194.1,2511,85593,101634864,,INE296A01024,,,
500038,BALRAM.CHINI,A ,Q,146.8,146.8,144.5,145.25,144.5,145.8,805,130272,18965651,,INE119A01028,,,
500039,BANCO PROD. ,B ,Q,215.25,216.5,211,211.55,211.55,214.65,581,32670,6997883,,INE213C01025,,,
500040,CENTURY TEXT,A ,Q,1058,1065.8,1046.2,1052.8,1052.8,1048.1,3316,124199,131312019,,INE055A01016,,,
500041,BANNARI AMAN,B ,Q,1950.05,1960,1936,1939.65,1936.1,1975,24,612,1191167,,INE459A01010,,,
500042,BASF INDIA  ,B ,Q,1242.15,1308,1230,1287.05,1287.05,1243.2,743,6665,8466633,,INE373A01013,,,
500043,BATA INDIA  ,A ,Q,555,555.95,541.05,544.4,544.4,552.35,1719,60239,33143080,,INE176A01028,,,
500048,BEML LTD    ,A ,Q,1309.45,1317.3,1301.15,1309.6,1309.95,1309.5,958,20989,27469518,,INE258A01016,,,
500049,BHARAT ELECT,A ,Q,158.4,158.5,155,155.7,155.7,158.4,12844,431654,67445145,XD,INE263A01024,,,
