Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,02092022,1169361102,0002137"
"Trade Date <02-SEP-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,182267,91696,50.31"
"20,2,21STCENMGM,EQ,3159,3159,100.00"
"20,3,364D030823,TB,1100,1100,100.00"
"20,4,364D060723,TB,1500,1500,100.00"
"20,5,364D170823,TB,1100,1100,100.00"
"20,6,364D200723,TB,5000,5000,100.00"
"20,7,364D240823,TB,1000,1000,100.00"
"20,8,3IINFOLTD,EQ,1355237,597517,44.09"
"20,9,3MINDIA,EQ,3087,1732,56.11"
"20,10,3PLAND,EQ,12530,6649,53.06"
"20,11,426GS2023,GS,501,501,100.00"
"20,12,574GS2026,GS,222,222,100.00"
"20,13,5PAISA,EQ,79833,33936,42.51"
"20,14,619GS2034,GS,89,89,100.00"
"20,15,63MOONS,EQ,166521,124723,74.90"
"20,16,654GS2032,GS,10002,10000,99.98"
"20,17,667GS2050,GS,2,1,50.00"
"20,18,695GS2061,GS,4713,2613,55.44"
"20,19,699GS2051,GS,750,750,100.00"
"20,20,710GS2029,GS,11000,11000,100.00"
"20,21,738GS2027,GS,2810,2710,96.44"
"20,22,754GS2036,GS,3900,3900,100.00"
"20,23,795GS2032,GS,1900,1900,100.00"
"20,24,86GS2028,GS,5000,5000,100.00"
"20,25,91D080922,TB,100,100,100.00"
"20,26,91D101122,TB,100,100,100.00"
"20,27,91D290922,TB,100,100,100.00"
"20,28,A2ZINFRA,EQ,577309,350384,60.69"
"20,29,AAATECH,SM,39000,27000,69.23"
"20,30,AAKASH,EQ,116676,92381,79.18"
"20,31,AAREYDRUGS,EQ,55479,30470,54.92"
"20,32,AARON,EQ,207482,96037,46.29"
"20,33,AARTIDRUGS,EQ,81647,28633,35.07"
"20,34,AARTIIND,EQ,1020566,515872,50.55"
"20,35,AARTISURF,EQ,230568,70721,30.67"
"20,36,AARVEEDEN,EQ,35499,23596,66.47"
"20,37,AARVI,EQ,8217,4949,60.23"
"20,38,AAVAS,EQ,76799,25776,33.56"
"20,39,ABAN,EQ,362627,134880,37.20"
"20,40,ABB,EQ,560330,229220,40.91"
"20,41,ABBOTINDIA,EQ,12792,6743,52.71"
"20,42,ABCAPITAL,EQ,3427712,1016575,29.66"
"20,43,ABCOTS,SM,4000,4000,100.00"
"20,44,ABFRL,EQ,3532003,1368288,38.74"
"20,45,ABINFRA,SM,4000,4000,100.00"
"20,46,ABSLAMC,EQ,181249,148608,81.99"
"20,47,ABSLBANETF,EQ,2508,2018,80.46"
"20,48,ABSLNN50ET,EQ,2812,1697,60.35"
"20,49,ACC,EQ,1374277,1116025,81.21"
"20,50,ACCELYA,EQ,11594,6076,52.41"
"20,51,ACCURACY,EQ,8557,5464,63.85"
"20,52,ACE,EQ,8581685,1881346,21.92"
"20,53,ACRYSIL,EQ,98700,42925,43.49"
"20,54,ADANIENT,EQ,4835905,483245,9.99"
"20,55,ADANIGREEN,EQ,1470217,462091,31.43"
"20,56,ADANIPORTS,EQ,8840020,1729871,19.57"
"20,57,ADANITRANS,EQ,416381,187321,44.99"
"20,58,ADFFOODS,EQ,5148,3219,62.53"
"20,59,ADORWELD,EQ,17015,8447,49.64"
"20,60,ADSL,EQ,212195,120031,56.57"
"20,61,ADVANIHOTR,EQ,202377,72665,35.91"
"20,62,ADVENZYMES,EQ,50863,30897,60.75"
"20,63,AEGISCHEM,EQ,655529,279284,42.60"
"20,64,AETHER,EQ,113809,48216,42.37"
"20,65,AFFLE,EQ,361136,222932,61.73"
"20,66,AGARIND,EQ,110007,53913,49.01"
"20,67,AGI,EQ,1254798,361887,28.84"
"20,68,AGNI,SM,1030000,640000,62.14"
"20,69,AGROPHOS,EQ,524076,330777,63.12"
"20,70,AGSTRA,EQ,183937,104315,56.71"
"20,71,AHLADA,EQ,34369,20357,59.23"
"20,72,AHLEAST,EQ,21251,8896,41.86"
"20,73,AHLUCONT,EQ,9619,5139,53.43"
"20,74,AIAENG,EQ,59496,26216,44.06"
"20,75,AILIMITED,SM,9000,9000,100.00"
"20,76,AIRAN,EQ,864659,370948,42.90"
"20,77,AIROLAM,EQ,9556,6083,63.66"
"20,78,AIRTELPP,E1,474229,318060,67.07"
"20,79,AISL,SM,1200,1200,100.00"
"20,80,AJANTPHARM,EQ,70595,36738,52.04"
"20,81,AJMERA,EQ,165118,68721,41.62"
"20,82,AJOONI,EQ,215485,86198,40.00"
"20,83,AJRINFRA,EQ,974463,699064,71.74"
"20,84,AKG,EQ,253052,138719,54.82"
"20,85,AKSHAR,EQ,62669,51076,81.50"
"20,86,AKSHARCHEM,EQ,220310,63871,28.99"
"20,87,AKSHOPTFBR,EQ,2416688,1276854,52.83"
"20,88,AKZOINDIA,EQ,20015,17308,86.48"
"20,89,ALANKIT,EQ,2605385,1286163,49.37"
"20,90,ALBERTDAVD,EQ,5163,4058,78.60"
"20,91,ALEMBICLTD,EQ,78280,41560,53.09"
"20,92,ALICON,EQ,16930,8939,52.80"
"20,93,ALKALI,EQ,20570,11562,56.21"
"20,94,ALKEM,EQ,167092,104392,62.48"
"20,95,ALKYLAMINE,EQ,24674,11029,44.70"
"20,96,ALLCARGO,EQ,770618,385113,49.97"
"20,97,ALLSEC,EQ,6470,4772,73.76"
"20,98,ALMONDZ,EQ,20834,12054,57.86"
"20,99,ALPA,EQ,24291,15056,61.98"
"20,100,ALPHAGEO,EQ,19060,11694,61.35"
"20,101,AMARAJABAT,EQ,363191,173376,47.74"
"20,102,AMBER,EQ,51037,24084,47.19"
"20,103,AMBICAAGAR,EQ,150925,103403,68.51"
"20,104,AMBIKCO,EQ,8454,4331,51.23"
"20,105,AMBUJACEM,EQ,8068140,4061704,50.34"
"20,106,AMDIND,EQ,70813,51134,72.21"
"20,107,AMIORG,EQ,46374,19734,42.55"
"20,108,AMJLAND,EQ,183498,68547,37.36"
"20,109,AMJUMBO,SM,16000,16000,100.00"
"20,110,AMRUTANJAN,EQ,16667,10695,64.17"
"20,111,ANANDRATHI,EQ,18530,11744,63.38"
"20,112,ANANTRAJ,EQ,7467544,2818898,37.75"
"20,113,ANDHRAPAP,EQ,84999,44382,52.21"
"20,114,ANDHRSUGAR,EQ,341801,124686,36.48"
"20,115,ANDREWYU,EQ,191630,97862,51.07"
"20,116,ANGELONE,EQ,279333,109158,39.08"
"20,117,ANIKINDS,EQ,146497,82301,56.18"
"20,118,ANMOL,EQ,8845,5810,65.69"
"20,119,ANSALAPI,EQ,968697,652474,67.36"
