SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,2794.9,2850.8,2754.85,2831.25,2835.6,2793.5,1722,8084,22643850,,INE117A01022,02-Feb-23,,
500003,AEGIS LOGIS ,A ,Q,369.75,369.75,351.4,358.8,358.8,359,1398,36541,13094477,,INE208C01025,02-Feb-23,,
500008,AMAR RAJA BA,A ,Q,592.05,619.2,586.65,615.65,615.65,593.65,2846,49817,30401949,,INE885A01032,02-Feb-23,,
500009,A.SARABHAI  ,X ,Q,23.95,24.45,23,23.65,23.65,23.95,318,54713,1285756,,INE432A01017,02-Feb-23,,
500010,HDFC        ,A ,Q,2643.95,2649,2592.15,2612.8,2612.8,2662,5302,57352,149883328,,INE001A01036,02-Feb-23,,
500012,ANDHRA PETRO,X ,Q,71.5,72.1,69.55,70.35,70.8,70.85,476,40410,2878010,,INE714B01016,02-Feb-23,,
500013,ANSAL INFRAS,T ,Q,13.69,13.86,13.28,13.85,13.85,13.2,167,101469,1395275,,INE436A01026,02-Feb-23,,
500014,UTIQUE      ,X ,Q,5.67,5.67,5.41,5.47,5.45,5.45,105,17662,97260,,INE096A01010,02-Feb-23,,
500016,ARUNAHTEL   ,X ,Q,12.4,13.29,11.83,12.62,12.5,13,48,2964,36819,,INE957C01019,02-Feb-23,,
500020,BOM DYEING  ,B ,Q,71,72.35,71,71.6,71.3,71.15,791,40896,2933078,,INE032A01023,02-Feb-23,,
500023,ASIANHOTNR  ,B ,Q,75.4,80.75,75.4,76.95,77.5,77.85,43,8425,651246,,INE363A01022,02-Feb-23,,
500027,ATUL LTD.   ,A ,Q,7193.25,7343.65,7136.85,7160.2,7169,7164.85,521,1038,7511025,,INE100A01010,02-Feb-23,,
500028,ATV PROJECTS,XT,Q,9.03,9.88,8.99,9.54,9.54,9.46,42,8714,79210,,INE447A01015,02-Feb-23,,
500031,BAJAJ ELECT.,A ,Q,1134.8,1165,1123.05,1146.2,1123.05,1149.75,2558,14774,16989921,,INE193E01025,02-Feb-23,,
500032,BAJAJHIND   ,A ,Q,14.59,14.6,14.05,14.21,14.21,14.36,2637,871147,12469611,,INE306A01021,02-Feb-23,,
500033,FORCE MOTR  ,B ,Q,1418,1459,1403.6,1446.4,1432,1412.5,473,1415,2027712,,INE451A01017,02-Feb-23,,
500034,BAJFINANCE  ,A ,Q,5801.1,5804.4,5645,5717.25,5717.25,5817.45,20936,88617,504357044,,INE296A01024,02-Feb-23,,
500038,BALRAM.CHINI,A ,Q,368.95,373.05,364.45,369.1,368.2,367.5,980,29556,10909347,,INE119A01028,02-Feb-23,,
500039,BANCO PROD. ,B ,Q,200.7,204,197.6,199.15,198.25,201.35,664,13071,2624508,,INE213C01025,02-Feb-23,,
500040,CENTURY TEXT,A ,Q,678.3,706.45,678.3,700.3,697.05,690.4,652,2908,2030755,,INE055A01016,02-Feb-23,,
500041,BANNARI AMAN,B ,Q,2811.25,2812.1,2784,2792,2792,2790.95,8,8,22352,,INE459A01010,02-Feb-23,,
500042,BASF INDIA  ,A ,Q,2478.45,2502.45,2423.3,2431.75,2427.1,2441.15,372,1200,2963747,,INE373A01013,02-Feb-23,,
500043,BATA INDIA  ,A ,Q,1485,1535,1485,1530.35,1535,1500.65,1474,9061,13758148,,INE176A01028,02-Feb-23,,
500048,BEML LTD    ,A ,Q,1403,1450,1368.15,1392.3,1390.15,1395.6,1495,7180,10106154,,INE258A01016,02-Feb-23,,
500049,BHARAT ELECT,A ,Q,89.9,93.55,88.3,93.1,93.1,90.9,5529,618316,56777945,,INE263A01024,02-Feb-23,,
500052,BHANSALI ENG,A ,Q,105,107.25,104.2,104.95,105.05,105.1,737,34543,3650761,,INE922A01025,02-Feb-23,,
500058,BIHAR SPONGE,XT,Q,9.75,10.69,9.75,9.99,9.99,10.22,85,31711,319027,,INE819C01011,02-Feb-23,,
500060,BIRLACABLE  ,B ,Q,140.4,142.8,138.95,140.6,140,140.35,471,11339,1597717,,INE800A01015,02-Feb-23,,
500067,BLUE STAR   ,A ,Q,1265,1337.5,1256.95,1329.55,1328.1,1266.6,1533,7192,9510876,,INE472A01039,02-Feb-23,,
500068,DISA INDIA  ,X ,Q,8321,8321,8100,8258.75,8294,8238.35,25,154,1253062,,INE131C01011,02-Feb-23,,
500069,QUESTCAP    ,X ,Q,193,198.9,189,189.95,190,193.25,66,3652,700763,,INE418C01012,02-Feb-23,,
500074,BPL LTD.    ,B ,Q,64.5,66.3,64.05,64.8,64.8,64.65,109,6150,400200,,INE110A01019,02-Feb-23,,
500078,OAL         ,B ,Q,386.05,394,385.05,393.35,394,389.55,46,1409,549444,,INE959C01023,02-Feb-23,,
500083,CENTURY EXT ,B ,Q,9.18,9.18,8.7,8.98,9.02,8.92,214,58644,523683,,INE281A01026,02-Feb-23,,
500084,CESC LTD.   ,A ,Q,72,72.25,71.4,71.95,71.95,72.05,635,63114,4536210,,INE486A01021,02-Feb-23,,
500085,CHAMBAL FERT,A ,Q,299.9,300.45,290.35,296.75,295.1,297.15,1638,55911,16586080,,INE085A01013,02-Feb-23,,
500086,EXIDE IND.  ,A ,Q,180.6,183.65,178.8,180.45,180.45,182.6,4225,186426,33745264,,INE302A01020,02-Feb-23,,
500087,CIPLA LTD.  ,A ,Q,1029.95,1032.75,1017.5,1024.95,1024.95,1032.3,2287,18503,18931100,,INE059A01026,02-Feb-23,,
500089,DIC INDIA   ,B ,Q,376,386.75,372.05,372.25,372.05,389.55,42,610,230927,,INE303A01010,02-Feb-23,,
500092,CRISIL LTD  ,A ,Q,3035.05,3129.55,3035.05,3099.95,3072,3079.35,310,724,2253430,,INE007A01025,02-Feb-23,,
500093,CGPOWER     ,A ,Q,304.5,308.2,300.25,305.95,304.7,302.35,1969,78224,23803549,,INE067A01029,02-Feb-23,,
500096,DABUR (I)   ,A ,Q,557,559.75,547,553.9,553.9,561.65,1572,24861,13757279,,INE016A01026,02-Feb-23,,
500097,DALMIASUG   ,A ,Q,337.55,351.9,331.7,333.3,333.95,344.4,1049,8024,2707221,,INE495A01022,02-Feb-23,,
500101,ARVIND Ltd  ,A ,Q,84.95,85.3,83.75,84.7,84.6,84.5,833,47606,4024831,,INE034A01011,02-Feb-23,,
500102,BALARPUR IND,Z ,Q,0.93,0.95,0.89,0.89,0.89,0.93,119,224972,203803,,INE294A01037,02-Feb-23,,
500103,BHEL        ,A ,Q,75.2,78.25,73.9,75.55,75.55,75.6,4371,1032664,78921021,,INE257A01026,02-Feb-23,,
500104,HIND.PETRO  ,A ,Q,231.25,235.5,226.5,230.05,230.3,235.75,8563,435933,100594050,,INE094A01015,02-Feb-23,,
500106,IFCI LTD    ,A ,Q,12.09,12.58,11.9,12.3,12.3,12.2,7900,9818229,121496740,,INE039A01010,02-Feb-23,,
500108,MAHA.TELE   ,B ,Q,22.9,23.7,22.5,22.8,22.95,23.1,1660,521839,12062464,,INE153A01019,02-Feb-23,,
500109,MRPL        ,A ,Q,56.35,56.35,54.55,54.8,54.8,55.8,921,92159,5079391,,INE103A01014,02-Feb-23,,
500110,CHENNAI PET.,A ,Q,233,242.75,224.8,237.3,237.55,235.2,3158,107567,25036392,,INE178A01016,02-Feb-23,,
500112,STATE BANK  ,A ,Q,516.8,532.7,502.55,528,528,527.1,37941,1602831,834894446,,INE062A01020,02-Feb-23,,
500113,STEEL AUTH. ,A ,Q,88.95,90.15,87.7,89,89,88.95,3420,645623,57417100,,INE114A01011,02-Feb-23,,
500114,TITAN       ,A ,Q,2345.95,2385,2268.9,2304.95,2304.95,2347.15,11234,85704,200111472,,INE280A01028,02-Feb-23,,
500116,IDBI BANK L ,A ,Q,49.45,51.5,49.45,50.25,50.25,50.5,2954,537094,27174560,,INE008A01015,02-Feb-23,,
500117,DCW LTD.    ,B ,Q,49,50.1,47.9,49.5,49.55,48.5,687,55214,2717194,,INE500A01029,02-Feb-23,,
500119,DHAMPUR SUGA,A ,Q,221.25,222.15,216.5,217,217.15,216.9,570,4885,1069048,,INE041A01016,02-Feb-23,,
500120,DIAMINES&CHM,X ,Q,433,449.7,415,417.15,420,432.25,331,14332,6122964,,INE591D01014,02-Feb-23,,
500123,ELANTAS     ,B ,Q,4500.1,4500.1,4409,4432.35,4430,4499.9,66,191,850419,,INE280B01018,02-Feb-23,,
500124,DR.REDDY'S  ,A ,Q,4324.85,4376.9,4298.6,4370.05,4366,4350.5,727,2879,12486626,,INE089A01023,02-Feb-23,,
500125,E.I.D.PAR   ,A ,Q,528.75,546.35,521.6,535.85,535.1,541.45,812,6161,3303859,,INE126A01031,02-Feb-23,,
500126,PGHL        ,A ,Q,4102.1,4111.75,4050,4080.2,4079.95,4102.05,197,247,1010250,,INE199A01012,02-Feb-23,,
500128,ELEC.CASTING,B ,Q,36.3,36.75,35.4,35.65,35.65,36,833,62617,2256385,,INE086A01029,02-Feb-23,,
500133,ESAB INDIA  ,A ,Q,3909.2,3959.95,3851,3861.95,3893.85,3896,98,231,898888,,INE284A01012,02-Feb-23,,
500135,EPL         ,A ,Q,156.3,156.3,147.05,147.7,148,155.95,1320,34849,5227566,,INE255A01020,02-Feb-23,,
500136,ESTER INDUS.,B ,Q,125.5,125.5,121.5,123.55,123.55,123.7,427,8721,1073670,,INE778B01029,02-Feb-23,,
500142,FGP LTD.    ,X ,Q,7.02,7.02,6.54,6.65,6.65,6.46,11,1674,11688,,INE512A01016,02-Feb-23,,
500143,P.H.CAPITAL ,X ,Q,75,79.9,73.1,75.2,76.2,77.6,88,4161,313681,,INE160F01013,02-Feb-23,,
500144,FINOL. CABLE,A ,Q,530.05,564,530.05,552.95,552.95,539.2,1728,18354,10171208,,INE235A01022,02-Feb-23,,
500147,COCKERILL   ,X ,Q,1500,1500,1460.3,1477.75,1480,1496.6,110,1114,1657790,,INE515A01019,02-Feb-23,,
500148,UFLEX LTD   ,A ,Q,537.7,552.65,530.1,533.95,535.6,537.9,514,3133,1682362,,INE516A01017,02-Feb-23,,
500150,FOSECO INDIA,B ,Q,1984.95,1985,1979.5,1981.6,1981.6,1948.85,6,50,99110,,INE519A01011,02-Feb-23,,
500151,GOLDEN TOB  ,Z ,Q,61.65,62.55,59.6,61.1,60.35,60.8,36,1367,83348,,INE973A01010,02-Feb-23,,
500153,GANESH BENZO,B ,Q,137,140.55,136.2,137.55,138.25,137.8,229,3233,448327,,INE388A01029,02-Feb-23,,
500159,METROGLOBL  ,X ,Q,81,82,79,80,81,81.25,45,4616,372764,,INE085D01033,02-Feb-23,,
500160,GTL LTD.    ,B ,Q,6.21,6.65,5.88,6.65,6.65,6.05,5556,589056,3765337,,INE043A01012,02-Feb-23,,
500163,GODFREY PH  ,A ,Q,1801.05,1909.7,1796.85,1828.15,1830,1821.15,1412,6822,12651762,,INE260B01028,02-Feb-23,,
500164,GODREJ IND  ,A ,Q,426.25,431.35,421.8,429.1,429,426.65,1468,8160,3479634,,INE233A01035,02-Feb-23,,
500165,KANSAI NERO ,A ,Q,415.35,421,411.9,414.3,414.3,415.35,232,1999,828937,,INE531A01024,02-Feb-23,,
500166,GOODRICKE   ,X ,Q,197.7,197.7,194,196.45,196.8,193.7,86,2529,495532,,INE300A01016,02-Feb-23,,
500168,GOODYEAR (I),B ,Q,1056,1075,1051.25,1068.15,1068.15,1059.4,256,1164,1239743,,INE533A01012,02-Feb-23,,
500170,GTN INDUS   ,X ,Q,45,47.65,44,44.95,44.95,46.15,108,10494,472489,,INE537A01013,02-Feb-23,,
500171,GHCL LTD    ,A ,Q,489.15,508.5,480,495.6,497.15,489.15,1310,15710,7764814,,INE539A01019,02-Feb-23,,
500173,GFLLIMITED  ,B ,Q,64,64,60.75,61.7,61.7,61.85,67,2388,147886,,INE538A01037,02-Feb-23,,
500174,GUJ.LEASE   ,B ,Q,2.56,2.66,2.56,2.66,2.66,2.69,9,1727,4568,,INE540A01017,02-Feb-23,,
500179,HCL INFOSYS ,B ,Q,15.4,15.9,15.35,15.5,15.5,15.6,343,44190,691110,,INE236A01020,02-Feb-23,,
500180,HDFC BANK   ,A ,Q,1614.95,1623.7,1589.15,1603.25,1603.25,1627.05,7241,94943,152130682,,INE040A01034,02-Feb-23,,
500182,HEROMOTOCO  ,A ,Q,2714.95,2714.95,2635,2661.9,2673.25,2726.9,1523,5936,15839831,,INE158A01026,02-Feb-23,,
500183,HFCL        ,A ,Q,68.1,70.95,67.2,69,69,68.35,7931,1199064,82757126,,INE548A01028,02-Feb-23,,
500184,HSCL        ,A ,Q,89,91.4,88.6,89.2,89.2,89.6,2064,114463,10309326,,INE019C01026,02-Feb-23,,
500185,HIND.CONSTN.,A ,Q,18.3,19.05,18.05,18.4,18.4,18.3,3734,3669642,68152965,,INE549A01026,02-Feb-23,,
500186,HIND.OIL EXP,A ,Q,131.9,131.9,128.2,129.4,129.1,129.15,820,15160,1962471,,INE345A01011,02-Feb-23,,
500187,AGI         ,A ,Q,319.95,329,312.95,316.55,316.55,324.95,1461,15528,4968460,,INE415A01038,02-Feb-23,,
500188,HINDUS.ZI   ,A ,Q,327.3,347.15,327.3,343.1,343.1,332.1,2428,54616,18718996,,INE267A01025,02-Feb-23,,
500189,NXTDIGITAL  ,T ,Q,119,124.35,114.2,122.9,122.95,119.2,68,12066,1461173,,INE353A01023,02-Feb-23,,
500191,HMT LTD.    ,Z ,Q,32,33.5,32,32.05,33,33,32,1686,54218,,INE262A01018,02-Feb-23,,
500192,PRAG BOSIMI ,XT,Q,2.17,2.2,2.1,2.17,2.17,2.11,14,1671,3619,,INE962B01011,02-Feb-23,,
500193,HLVLTD      ,B ,Q,10.5,10.77,10.33,10.44,10.5,10.48,164,30160,318597,,INE102A01024,02-Feb-23,,
500199,I.G.PETRO   ,B ,Q,481.8,490.35,455.35,460.9,460.9,477.4,246,1660,780586,,INE204A01010,02-Feb-23,,
500201,IND.GLYCOLS ,A ,Q,675.75,675.85,645,650.2,650.2,672.65,503,2191,1445924,,INE560A01015,02-Feb-23,,
500206,MARGO FIN   ,X ,Q,31.45,33.8,31.25,32.75,32.75,34.3,135,6440,209913,,INE680B01019,02-Feb-23,,
500207,INDO RAMA   ,B ,Q,53,53.05,51.05,52.55,52.55,52.75,163,5132,269296,,INE156A01020,02-Feb-23,,
500209,INFOSYS LTD ,A ,Q,1553.7,1586.75,1552.25,1583.3,1583.3,1549.45,16889,196746,310385165,,INE009A01021,02-Feb-23,,
500210,INGERSOLL   ,A ,Q,1934.7,1961.85,1906,1917.2,1917.2,1936.35,129,409,791174,,INE177A01018,02-Feb-23,,
500213,INTER.TRAVEL,X ,Q,218.6,218.6,210.2,211.6,211,215.2,125,5916,1259298,,INE262B01016,02-Feb-23,,
500214,ION EXCHANGE,A ,Q,3040.95,3040.95,2687.6,2810.4,2792,2694.85,2099,7627,21431847,,INE570A01014,02-Feb-23,,
500215,AGRO TECH FO,B ,Q,887,892,864.8,878.6,892,889.8,115,489,429389,,INE209A01019,02-Feb-23,,
500219,JAIN IRRIG  ,A ,Q,30.5,30.5,29.6,30.05,29.9,29.9,1503,385110,11511396,,INE175A01038,02-Feb-23,,
500220,JASCH INDUST,X ,Q,144.9,144.9,134,135.8,135.8,139.35,469,35515,4931053,,INE711C01010,02-Feb-23,,
500223,JCT LTD     ,X ,Q,2.92,2.92,2.8,2.82,2.82,2.93,1211,1336962,3803881,,INE945A01026,02-Feb-23,,
500227,JINDAL POLYF,A ,Q,703.8,719,700.2,701.8,704.8,713.2,297,1372,971174,,INE197D01010,02-Feb-23,,
500228,JSWSL       ,A ,Q,715.15,736.5,715.15,727.3,726.5,729.8,2026,43578,31787239,,INE019A01038,02-Feb-23,,
500231,UMANG DAIR  ,B ,Q,61.75,61.75,60,60.5,60.25,60.75,109,3773,228476,,INE864B01027,02-Feb-23,,
500233,KAJARIA CER.,A ,Q,1067.95,1097.5,1061.05,1085.1,1074.5,1068,1156,5152,5570797,,INE217B01036,02-Feb-23,,
500234,KAKATIYA CEM,B ,Q,198.95,206.25,197.05,199.15,197.1,198.95,263,2689,546805,,INE437B01014,02-Feb-23,,
500235,KALYANI STEL,B ,Q,330.05,336.65,329.4,330.65,331.35,332.55,257,1216,403910,,INE907A01026,02-Feb-23,,
500236,KANELIND    ,XT,Q,2.36,2.54,2.36,2.37,2.36,2.48,44,7132,17001,,INE252C01015,02-Feb-23,,
500238,WHIRLPOOL   ,A ,Q,1317.3,1319,1257.05,1260.85,1260.3,1336.35,3011,17617,22626545,,INE716A01013,02-Feb-23,,
500239,KG DENIM    ,X ,Q,30.2,30.2,29.05,29.05,29.05,28.6,11,1088,31918,,INE104A01012,02-Feb-23,,
500240,KINETIC ENG.,X ,Q,115,117.9,113.65,115.35,115.35,116.55,62,3680,423259,,INE266B01017,02-Feb-23,,
500241,KIRL.BROS.  ,B ,Q,315.55,325.5,315.1,323.35,323.45,322,261,1164,374500,,INE732A01036,02-Feb-23,,
500243,KIRL INDUS  ,B ,Q,1974.5,2036.35,1974,1974.25,1974,1969.5,140,722,1444219,,INE250A01039,02-Feb-23,,
500245,KIRL.FERROUS,A ,Q,374.75,381.75,367.05,372.45,374,370.1,786,11166,4166846,,INE884B01025,02-Feb-23,,
500246,ENVAIN ELECT,X ,Q,62.15,62.25,61.1,62.25,62.25,59.3,18,1273,79069,,INE601C01013,02-Feb-23,,
500247,KOTAK MAH.BK,A ,Q,1725,1767.35,1724.95,1762.4,1762.4,1745.95,6282,50020,87492427,,INE237A01028,02-Feb-23,,
500248,KRIFILIND   ,X ,Q,4.27,4.48,4.27,4.48,4.48,4.27,12,2380,10525,,INE073A01019,02-Feb-23,,
500249,KSB         ,A ,Q,1810.05,1823.65,1785.2,1792.2,1796.5,1826.4,233,436,786908,,INE999A01015,02-Feb-23,,
500250,L.G.BALKRISH,A ,Q,665.05,677,662.05,673.05,674.25,669.75,953,6690,4487703,,INE337A01034,02-Feb-23,,
500251,TRENT LTD.  ,A ,Q,1210.05,1225,1197.05,1210.3,1210.4,1216.45,5000,32573,39571205,,INE849A01020,02-Feb-23,,
500252,LAXMIMACH   ,A ,Q,11969.95,11969.95,11087,11417.95,11419.75,11400.6,598,755,8606816,,INE269B01029,02-Feb-23,,
500253,LIC HOUS.FIN,A ,Q,382,396.35,380.55,394.8,395,385.8,1775,50952,19891695,,INE115A01026,02-Feb-23,,
500257,LUPIN LTD.  ,A ,Q,722.65,743.05,722.65,741.85,743,736.3,753,9999,7380927,,INE326A01037,02-Feb-23,,
500259,LYKA LABS   ,B ,Q,128.4,129.95,123.85,124.9,126.35,128.3,296,11632,1474597,,INE933A01014,02-Feb-23,,
500260,RAMCOCEM    ,A ,Q,689.4,694,669.7,682.45,680.05,678.45,1074,13169,9051439,,INE331A01037,02-Feb-23,,
500262,HYBRIDFIN   ,T ,Q,14.8,14.8,13.6,14.5,14.5,14.23,13,1815,25086,,INE965B01022,02-Feb-23,,
500264,MAFATLAL IND,X ,Q,55.05,58.2,54.3,54.85,54.85,56.4,127,13558,750694,,INE270B01035,02-Feb-23,,
500265,MAH.SEAMLESS,A ,Q,310.75,324,308,319.7,322.8,309.95,1362,17457,5569022,,INE271B01025,02-Feb-23,,
500266,MAH.SCOOTER ,A ,Q,4464.75,4498.1,4433.4,4473.2,4493.4,4456.45,36,46,205370,,INE288A01013,02-Feb-23,,
500267,MAJESTIC AUT,X ,Q,134.95,137,132.5,135.35,136.7,132.2,37,2829,385311,,INE201B01022,02-Feb-23,,
500268,MANALI PETRO,A ,Q,75.6,79.75,75.6,76.95,76.5,75.9,866,22772,1782188,,INE201A01024,02-Feb-23,,
