Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,06062023,1070361790,0002293"
"Trade Date <06-JUN-2023>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,182D021123,TB,2500,2500,100.00"
"20,2,182D051023,TB,1500,1500,100.00"
"20,3,182D091123,TB,600,600,100.00"
"20,4,182D121023,TB,6400,6400,100.00"
"20,5,182D140923,TB,6100,6100,100.00"
"20,6,182D150623,TB,100,100,100.00"
"20,7,182D170823,TB,1600,1600,100.00"
"20,8,182D220623,TB,2900,2900,100.00"
"20,9,182D220923,TB,5300,5300,100.00"
"20,10,182D290923,TB,5800,5800,100.00"
"20,11,20MICRONS,EQ,1213479,416382,34.31"
"20,12,21STCENMGM,EQ,9471,7096,74.92"
"20,13,360ONE,EQ,255272,132592,51.94"
"20,14,364D110424,TB,100,100,100.00"
"20,15,364D260124,TB,500,500,100.00"
"20,16,3IINFOLTD,EQ,227004,138882,61.18"
"20,17,3MINDIA,EQ,4225,2008,47.53"
"20,18,3PLAND,EQ,33527,22332,66.61"
"20,19,577GS2030,GS,124,124,100.00"
"20,20,5PAISA,EQ,53429,28528,53.39"
"20,21,613GS2028,GS,2501,2501,100.00"
"20,22,622GS2035,GS,5,5,100.00"
"20,23,63MOONS,EQ,99604,60861,61.10"
"20,24,654GS2032,GS,201,200,99.50"
"20,25,667GS2035,GS,3497,3495,99.94"
"20,26,667GS2050,GS,854,854,100.00"
"20,27,669GS2024,GS,1635,1635,100.00"
"20,28,695GS2061,GS,1,1,100.00"
"20,29,699GS2026,GS,15,8,53.33"
"20,30,699GS2051,GS,104,93,89.42"
"20,31,710GS2029,GS,12871,12071,93.78"
"20,32,717GS2030,GS,500,500,100.00"
"20,33,726GS2032,GS,12000,12000,100.00"
"20,34,726GS2033,GS,1568,1568,100.00"
"20,35,732GS2024,GS,5000,5000,100.00"
"20,36,736GS2052,GS,411,411,100.00"
"20,37,738GS2027,GS,24006,24006,100.00"
"20,38,741GS2036,GS,890,890,100.00"
"20,39,74GS2062,GS,1,1,100.00"
"20,40,754GS2036,GS,428161,428161,100.00"
"20,41,828GS2032,GS,239,239,100.00"
"20,42,883GS2041,GS,16,16,100.00"
"20,43,91D030823,TB,200,200,100.00"
"20,44,91D130723,TB,2000,2000,100.00"
"20,45,91D150623,TB,100,100,100.00"
"20,46,91D230623,TB,7600,7600,100.00"
"20,47,91D240823,TB,100,100,100.00"
"20,48,92GS2030,GS,1000,1000,100.00"
"20,49,A2ZINFRA,EQ,1448657,1033287,71.33"
