Security Wise Delivery Position - Compulsory Rolling Settlement
"10,MTO,08072022,582912153,0002089"
"Trade Date <08-JUL-2022>,Settlement Type <N>"
"Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity"
"20,1,20MICRONS,EQ,62597,34914,55.78"
"20,2,21STCENMGM,EQ,4881,1374,28.15"
"20,3,364D060723,TB,25000,25000,100.00"
"20,4,3IINFOLTD,EQ,162552,108545,66.78"
"20,5,3MINDIA,EQ,3240,1434,44.26"
"20,6,3PLAND,EQ,7541,5103,67.67"
"20,7,426GS2023,GS,1000,1000,100.00"
"20,8,456GS2023,GS,110,110,100.00"
"20,9,5PAISA,EQ,25734,13747,53.42"
"20,10,63MOONS,EQ,193846,109918,56.70"
"20,11,667GS2035,GS,1326,1326,100.00"
"20,12,667GS2050,GS,714,709,99.30"
"20,13,676GS2061,GS,1,1,100.00"
"20,14,695GS2061,GS,2593,2593,100.00"
"20,15,699GS2051,GS,19304,19303,99.99"
"20,16,710GS2029,GS,3541,3541,100.00"
"20,17,738GS2027,GS,2600,2600,100.00"
"20,18,754GS2036,GS,48524,48019,98.96"
"20,19,826GS2027,GS,3000,3000,100.00"
"20,20,91D290922,TB,500,500,100.00"
"20,21,A2ZINFRA,EQ,173806,138439,79.65"
"20,22,AAATECH,SM,72000,39000,54.17"
"20,23,AAKASH,EQ,187019,159664,85.37"
"20,24,AAREYDRUGS,EQ,48523,30928,63.74"
"20,25,AARON,EQ,2756,1716,62.26"
"20,26,AARTIDRUGS,EQ,49635,28706,57.83"
"20,27,AARTIIND,EQ,696745,229888,32.99"
"20,28,AARTISURF,EQ,11482,5607,48.83"
"20,29,AARVEEDEN,EQ,26373,16948,64.26"
"20,30,AARVI,EQ,1897,1379,72.69"
"20,31,AAVAS,EQ,61572,28316,45.99"
"20,32,ABAN,EQ,70298,38880,55.31"
"20,33,ABB,EQ,534204,191873,35.92"
"20,34,ABBOTINDIA,EQ,14700,6321,43.00"
"20,35,ABCAPITAL,EQ,1230094,448974,36.50"
"20,36,ABFRL,EQ,1894070,643468,33.97"
"20,37,ABSLAMC,EQ,45657,29251,64.07"
"20,38,ABSLBANETF,EQ,1513,1048,69.27"
"20,39,ABSLNN50ET,EQ,11070,5941,53.67"
"20,40,ACC,EQ,240521,97624,40.59"
"20,41,ACCELYA,EQ,9196,5700,61.98"
"20,42,ACCORD,SM,4000,4000,100.00"
"20,43,ACCURACY,EQ,26392,10209,38.68"
"20,44,ACE,EQ,248255,89935,36.23"
"20,45,ACRYSIL,EQ,41411,19872,47.99"
"20,46,ADANIENT,EQ,898576,231484,25.76"
